name,address,score,reviews count,province,category,price,discount,description images,latitude,longitude
Beautiful apartment near Pham Van Dong Beach,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,695.750 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/HI4ZCGp-eEEr5vorUtbIEE9uQxuSQjg_rapn0Bf6h9aGxIDI2X8kJN2_-6x2vb1-wnp7LJ3IhAWvMAQI2aBne0SmdACll00--GzXs51fyYMgrxx53qmSUPKV-DHx2c_AFDshwYejzMoGmIhqqumDFSJYTgnM3qw, lh6.googleusercontent.com/proxy/uais2apUVk0zD2wQuvfA2QKxoiK-o4C9fuLqrLOQ65kkdeCuBTJeW_8uwc8XZnufxq5qcphoYOXFveFXtUaNIcg1dJpuMo0jGYBkDB3aLNI5514vO-dKc43gNGyQ-B5P8GEMtKC0L-j2iz8Te4cvWXwQgrYbBaY, lh4.googleusercontent.com/proxy/YMKjNJUF0BSfuPdXgNyppabC7U1dsLDY_jpWT00clslsjK84-Pp57YEpKZrbVyEim-zRGpMWOSKkgZOdnq_pD3C4LEWBD-QyFMbr5xfHObrj2q5q6WjfWOkfThh4XEn9RMQIEipHlZnTCIcQffwh7zR-YRePCtg, ",16.06725,108.24014
Hotel & Apartment La Vie,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,409.451 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/0X5HEId-J2TN47B8whY72AK5zXdmcKvs0qSCKt3M701_qEJfyduFP5BLpQD_9bYUHeaxeFG6IYOAv4Mk6HzAFTMXMqnco8NG91cvttpfUhg0DA0xHgZ26Rw8i1q9DvC1XTPBJNlHviQAVR9om-X23IZFOG3DyHs, lh4.googleusercontent.com/proxy/wUjKEDFldXAE9UjqH689Nr1e890tx_EeMFT9qzHsHo50NDpGfmtY0ZSPAg83LxY7pZiOHiKwHaxa6dCXo8lppjnbbl3nl-ghaye1TFvsLleAg-RO_JkEBhYUw6rmk2GnggH_RB9xXJRRw8e6oQDsAzrotCt1aog, lh5.googleusercontent.com/proxy/TtxHNiiEXdywGLOZ8SfYP_sY0SpB2bfqQ_svLltxfLmgd8_Eebq6Rn_31NBUiq4Hh3lS1CiEmkMyUYfzTWMdGtcvTypnrIBcQcFPlVeZi-78GyqCeSd5SD3d05Xlyory83JXa2LzwM8xKQORCJf0pOkumdb7lw, ",16.08723,108.21962
Hana Homestay Danang,"Đà Nẵng, Việt Nam","4,7",0,Đà Nẵng,Homestay,298.666 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/IuvmgCqTY6SLsI-BylrGBS8mGpRyykzcspbl0vg-CIUWeZXy4sECPVMLBUg6oRBp_DEGkp7JmC2rYC9PZzzRLUDwAsZs4R3UF1eCSOEkZ6LWfQJp8bYQJKh0zyMMPHp5ZS9MVNhPlMr0EMTgg4wjhA8himQCeA, lh3.googleusercontent.com/proxy/Y-KhzWxUOKT23grsaLu2xOalvOctV1OenicKzFVVNrnJZzYJ3uZGT-Fid5x1jai3Jw3HetQDyYJTYwUNMGG9b88b-GTFw_1jTapF138xragKw0qftK-1AF1X_xgArUGD1NKZMSTpvLTWwEitG2gFbwiKTGR25w, lh6.googleusercontent.com/proxy/OPA345ZUEipq7uN0dwUVdT5XszXmT2C-umoKNDMS9J1B57oViuNVwZklbWCuD-ffGtjoF1Nfi9lU-hhxOBP9iN0M1antNwJ6uiuLj8uSHeZSXDVjnnOW0ih8HFp47nyJ9AXsvxrLPHpBSQt3X3uMYNHVl1GKlU4, ",16.05607,108.24474
Q Apartment Da Nang,"Đà Nẵng, Việt Nam","4,7",0,Đà Nẵng,Homestay,838.062 ₫,Không có giảm giá,"lh4.googleusercontent.com/proxy/Y1IrcImtVDO57iXlDVy5T35W18i3LxGlytHQFBVGnbsWaaHlCK3_LELe3LspdVNAukC4AgI1UN9rjzcngGFHoiJbafPQMti4ldZL8HxPGuN4q9ADpbn1Bvub-sbX1HMtnpf4JAtxn9jTMoISl0idMJWfJ-hcvQ, lh4.googleusercontent.com/proxy/qYbAdG75zLkcQjl-k2a5uEWSOGVzCNIdAHbqqxROfmUe4Xi5tYhy84ficbVPZetNeI2OT9DzGzDFIgpFPZTag-1ZSwmidAuXX4BVnc2zAH5xrPsSMYnCqM6Yh-F00zI7NuZJNH-aduFNDPUQrhxNXiNDEz4PtGU, lh3.googleusercontent.com/proxy/2XN_RztupOL_ln_fQIAMfMbKUtBSLNrNkjhvUKlfSbuzuw7HULjyi2MKqBuJm9yN9pG61xut4FjOEf2hFdCif33vdKy-AzrIRXgpBnSiUm6hfGMSxA70XrSeOc2NIOj41lI16tqRUMevOh0vjwwY2BiOTd5FZQ, ",16.06855,108.22330
Kata Home,"Đà Nẵng, Việt Nam","4,6",0,Đà Nẵng,Homestay,490.000 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/gtDm_8ImVJcKhcDXLJTUHl86S8FmN_2yrzoiUh7yRxufq6GBXbHwR3zNctYladgsFrIkhTnO2jTfKJZ5BBG05jchRb-BultpC2_lQ6WEZXxsc4j-ObiDMtMORGP46VD2mRGDHl90utkXaXTPch9KYv5umGPM1YE, lh5.googleusercontent.com/proxy/mIkMVMH--2q_G4WMujmNclOosDsCImXr6IT3g3NJaoGD4WkwWAEgycbvaIqsOt8ayS_U6zOHhTfovqanVYyEIqHFvknU8x_Ru7PFE4hYevcEsg4y9n5GOkmDAvoYMEPR81-dAk4HwGTJ7WwAp1MuWWHsnqbMy1c, lh6.googleusercontent.com/proxy/WKR1r6rUWDEGw5c-U1Bxv6kkyts5vzqlDBm4hvnXUJxjXw1MBSzTuZjQ0yPtK-GzewvpU2INURNp8OG7m5JGr4utt9VaZ77Dm8J5yQ23Rs7dLIhuy9Klk9sse0HMpNng_vEGgt1g8BaTwrMmx__Kg0SOmCID7g, ",16.08142,108.22069
"Homestay An's House near Dragon Bridge, the heart of Da Nang City","Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,670.450 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/a_MXcOOae4-m0DupE3_8DLtIwjXT88XaMo4m321c0WlOuXsO6Ng_edfF_jmct-pwqti8wBwl8wEHLlcAsAHoa09D4i0l8ixSB-5bfL6WUjMzer9xaoVUMi3x3Pt8L2R1OmgN1fZQA5_p1Mgcb7qc5BXK3yj0U4k, lh5.googleusercontent.com/proxy/uJA_X-i96XQyB0MoQrMjUd3_U9qGR3kJ4KsZu4Pf7HzCTTPiyRJq4AAcdFHtaXlX21r5MyUPe38i8dtz8x71EtaXxc8pJB_ywaM20LRUyhanLsxPVobljb1bG6CM8_-jG4UL0YUHUnysvaUFDENPGGi-VbLl_g, lh5.googleusercontent.com/proxy/wL2LD35dMfSdOIpk2A2tNYfw357-po6HFsp8kL7luH4jr-FuC49zo2cu2aqeIpoygbm7G_8VpJ0P6uJM7I1witl8KGKvEJ7M8fE1kBx-WFU0qpS6DV0hW7H5tzKhzI1y4ElySsU5dpkLrL617ns2lHP6xulculM, ",16.06352,108.23061
La Maison Des Delices Hotel Apartment,"Đà Nẵng, Việt Nam","4,6",0,Đà Nẵng,Homestay,474.881 ₫,Không có giảm giá,"lh6.googleusercontent.com/proxy/pZW08cmlA47TlxUra1WJAB3g6-dEtNe-RUvkWzjYF1_7UR7xC9ak-VE18WlkjjjFoXWa-BYGlFsns0P6q9m_Vd0eu8J52GuHDJn_xXapir2QVNEFLdNS6ASGzpSlhlAvvWe3K6jVXVeZ_C7DcDcdoReA1HecRQ, lh3.googleusercontent.com/proxy/ST-4uwyMzEIE-7GVn7mMST_-kZxbO-uXPiBsY6ksaNoKIOOz5cn9MJt_L_gAkV2PZc7By70v01sze6sJG8DanamyOp7siBDEXpNoAwpTCNmht3PnNYbnsHqKziAZjMaWpF22ulxpgx73pP8p5MozQqrnzMB61Q, lh4.googleusercontent.com/proxy/QMHrHCpGXvkXfUm_HTQV5tXn8bTkvly6CfOBSpv_BNUDucfU9EZKVM8fEy46bWsiL3RGCYX_CxWCmGoSH3HOfielBUF79VwUCC1DwA8FrEtbBePndNxEulQgAJoygtSE89AuX-XukRg4kmUQD1D30NPqf5Chk8U, ",16.05478,108.20568
DANATRI*KINGROOM*PrivateBalcony*Bathtub*MyKheBeach,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,506.000 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/E8Gr4kPNMq5Qv-f4p35kplOpwyn1bn04LIbtjdoChN9NjWzD3rC3GugwTp8NdWcnyGeyCScc85wuax51Fl-z3Vu2419LslqXUmG2XH2SnIFt70Rowc6PB9U2J4i_p7CmgLSgMPWXo6d6p_2cAJAmV76RW7L4EOs, lh3.googleusercontent.com/proxy/kJBZC6A7bw4lmgR6W8xV51LokuBTyUNN7HKSXSPefgsWCwaKG87h9YrxeSuCMSgUmbOYC8NUIXa3OTPrbZFhJkjPIbOA3hKvxvCOOsU2TuSJQ6K6kZu0u3ZYFJ-HMqiN6f78IH_FicZ8NOq0sfDZPvXlNOyOoI4, lh6.googleusercontent.com/proxy/sFPVzlmoWsDEyDe6b62mAid21DoWUwUdiCk8CleGahgRlB1xzCfK3KRgWUmDU6l6reMRP1Y__yvndQA99O-cHRiVUCeZ307khzTtpylB0990QyFQrBCwMSzgHd3tF5sEp96CULMO38p7dpRf85al7LQxVL86D5E, ",16.04778,108.24497
KenKeSu House-Nice 3rd floor-2BRs-Free airport pick up& drop off from 3 nights,"Đà Nẵng, Việt Nam","4,9",0,Đà Nẵng,Homestay,1.089.000 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/8QrS_CqcXYuKJLjHQe1EADXp-htz4I42G0hrY7D3cmF_P-NzoiH6IXu5eoU7wa8lLEgHpfOWnwPGfs38eWP5M7K27OOZxAQhbceWhT5hsSp5Wsn-B4NWBgoLWGS0-2fUx5yIovSNVYSM4yzCxdjj8Aca4mvjFrs, lh5.googleusercontent.com/proxy/sQcFbJZzZqai4r6I_V_JHBTIv-WX67b7KOBV8nIkFJCR6-fLmezbLfve9-TWuyxR6T_ASQmdq2L0IgCVkLTnGwWxdWXUf189Q6LX84fXUc_Qm1XtJWieW-cUCpYthAxxU3_z2-OISm5aXdRxtK6rCOaMpSUimw, lh6.googleusercontent.com/proxy/9Wut4ChgIL3Vyo-42J__E1jQiKaBgTVPig6Zp5XLlOaYihOGVacyHynH32mFkljxqwKYNjKUpxj8n5Rj9HkfJurgyQJb1O1yvzy947yE7TyPnX7_NAFUws6I1ZCKYPBJOd6RzIFhxmfP_Mdt8YX3q2FarsnOOoQ, ",16.05728,108.21693
La Maison Des Délices - Queen Studio,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,563.051 ₫,Không có giảm giá,"lh6.googleusercontent.com/proxy/kgrHyX0gB24NekljxuDlpa6lsMrGDNVq22fypPTvImLDNFVZpuzDMEGD3Ubms37tZ4koljjwYj57mlAJ5E4F2q_mZbHWG8xS5QdnYVPVo3BKeFr2-5rp29Y0TA0L2NK-49Qy8VXIDfPuC9A4wzHpTN39XtTfYnU, lh4.googleusercontent.com/proxy/jo-bflDNKIHqapf7obq20BXrhKDaycCR5XniYXGB1K1jyERxISJI6q9WhhflfZHb64y_Yk2Q8AoZVM0kX7coF3A9WHg3T9Wds1t12d72iZlNXFbEpgJlNKzBdTEtWTCPUkl2DNTMSYXwWBmXzA67JccnOBdBIS0, ",16.05479,108.20569
Sena home 3*1*Looking Danang Dragon bridge*Han riv,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,417.472 ₫,Không có giảm giá,"lh4.googleusercontent.com/proxy/zxF8hp1ojrDmYK7_jY6U3vw86Ju07blI-A532PnTJ_V530Y7TZHReYbKJQAv8U0OzltPwb3ALPUdRQYGvdS1Tt549ANCvREgHYLWm6yxdwTrtrW8VQtIx3J1OEmZBa-CrdfIrkn8MJBGOz1jFjnQ1KZKekClDQ, lh4.googleusercontent.com/proxy/iHQDvyAyjn2s5-zYHTQBK0-HxqYDapTh07z7cVLrnO1cCP0M0YI_c1MuTJ4oP6b2NQHzUkO1PMdcIsuj2cVMRkgfFr-SINubwW7lC3RErwr4pYqYI8DTQzFrBH8SdGquDYKJAAPrZqBS236sj37Ti1VVsXKXBA, lh5.googleusercontent.com/proxy/B1Kil4rn5HZYOMRhyfHY1Yqv4qoKuTpl4pQQxya1tvd-VuJx7Wep66YhV1jgR3I7s1orja_ciyy4SlaH-6bV224BBUQnbtQn-sOnqBF_xmd_J_XG9kPTWQlz31BJrLZ9_VAo0z8orM_LSaL7E3mf28nINteKMQ, ",16.06022,108.23151
Nami Home Da Nang,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,569.250 ₫,Không có giảm giá,"lh6.googleusercontent.com/proxy/vgsa64izEedsHE3NEJ8dhfA0EH11_40GVwOjPYt5OOHsDaMNGBk9rBCoQKoGJvmaJB2CBGBKEkVu5L5GZNrhG_0eHNLXnKtONS0gQcbTJe5DgzKmjo95NvLoNm0am6ASz4Du1QVsIrFXuL-ml8I0ro1x6mB5Zg, lh6.googleusercontent.com/proxy/5by1nDGD-s5NUxwCmya37etslIBHYsrjG8wnzQwnq1p8cUN6STtAjsO8KKptYw7ObFpdoKhtl6W9I1nxetSIgTn37skZVYNpLGCooGq60hsQdbOY8TRddBfaQ6Ox2oWkk_yMBxFbXEDO41S-g4nkFKpZ9bIE6Jo, lh4.googleusercontent.com/proxy/vRwjJPIr0wCCqagtljUxb5CFh5i3HAU5CzSZOextdXwisNBqc7abAxE7LBwJ6zTm2tIU03n-mm_Gylo785tfNodxr0VDbFX-dCtBffGXMiWUWoz-yK3eC4PxgUoB_wzky1iKODKjXsFxrR-GdA1E37TDcV8P6H4, ",16.05686,108.24430
Seashine Apartment,"Đà Nẵng, Việt Nam","4,4",0,Đà Nẵng,Homestay,483.483 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/3LEzEZnnCwm7e72NEOfpSmxCcxTEZ3mdPEGeVV-OnJ_AGmRJ0bp0pi304YfoH-fGJEKcVkwhty2FKBW7ygBitbTpB8OjxfY6AdFTwVJMWt_hq2jaGlUkxKhlLSYv4J1UrUlIsrxRR6LwEwMigrLjvzUEMV9F6Q, lh4.googleusercontent.com/proxy/WzXQLOfR4XOH3EL2QcyTLVuHuFqFJL23hNFaWz3TOpeUOSiXRvnebZf1BNY0zsYLEHZ8E93ZdZ5bGfdniD10kFsos5EbWVSGYu3juIdaRdr7MsswXQUP19VJ8W0V_pA1nBujSjKGn1Xw5z2AO0BhNJyGeqHNDr8, lh5.googleusercontent.com/proxy/fwzr-99kivfSTln1WFV7k89rW0lvhDw4LiumDsi4fQ1a9_m8q5GODjQE6dkhVh2Q92jFysQvN4Ea8hosQZwKSfcBNkzZv9eJ0eWsGmfqD0E-ta6ByNxEcMrEQMv4iSvvL7JbsHEo73OhA9SIwp6xqu49CqXrW3w, ",16.08431,108.24316
Chau An Villa 5 bedrooms at Ngu Hanh Son,"Đà Nẵng, Việt Nam","4,1",0,Đà Nẵng,Homestay,2.992.500 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/DAEizyiEzrRbqi-LrwcgZvseWojqj3v-L8ePWrULpdR2KL8i6AJRyHEi1wdxmT2dNr4UMN9_KSt3sTGhhAjshCavGKu5e1nL0T2brs2kW4xxJ6ZsXBGJLv62TM93V2uDF8CZ85daagCxCuHEEhjSK6qQl22UUQ, lh3.googleusercontent.com/proxy/6BcCq1emkcBYjebVX0GIbUpIBuN0-k0oMXMs3wBZgWmc-Mb_ZoY-ep2NeOf285hQJlF20wtYnG5n2bCbxzG5WIEozfO5k9nyu4SmGGZCMe2nIEFg9qoHxs68F7YdKne7WzVHBUmpnxBhpbp1o-4bRDUdbY9SBw, lh6.googleusercontent.com/proxy/SiF1xEjG3m0Apc3hRIZS1pwVIfUuJnx8dAaEcE2wAXFiBMoMD1bN0sa8SfO53WiFMttQAzhZkt_Rg_RgxBVNPgOZzlIrwT8cNpzBfVgr2IyT_cXokM-EVGpmb0IEFwchbJ1hAEJ3yLiai8AZxYRWEcyNOzE9Bg, ",16.03123,108.23966
Mango Home & Apartment,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,559.636 ₫,Không có giảm giá,"lh4.googleusercontent.com/proxy/mByYe_Jxz8hrO4W00hsj0xE8MKY2FPfo3bLccCAz7ogLMba523BdfFY7TVgt28at0mjsuvX0DWS5C1n8oOkLJ--Yqev1qdXXmrgZ6VF9LtYa6u8jJ9ftG14JHIb525wC43JTjisgFa6wRiB3t2phyTurAzQqnH8, lh4.googleusercontent.com/proxy/48ghqM6O-5xgg6jBsk-Zdh0eK_L9rRLsUZL__Kuz5GQiwIEhlVafSklK1Ycry7Zee-MRiS2Gi-CpFZi9rJiV5YX9OMf-LRducL70v-BaYUgfk9-MTDuV7DogN29faqLsV06p9zVg0ma32ODTuHyP9p4mFJLNJwc, lh6.googleusercontent.com/proxy/6WoTQEIeBOrhaVD4Lc1LfIN8H8jjymJG6lmhbHt81UlRZT-VAZeMkrtnCovTCi7AQ-e1AxAfPFzvvkswCHnYh4IhGyk0oGFbWYTfK9bBMXLE_k3KAxoj8A_xjZT50RUg_8DSKjxhJz38bo6-6QRgJ2H_v5roMg, ",16.05350,108.24104
Soul's House | Gorgeous Hideout | Closed to Everything,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,2.302.300 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/T8XjzFDJ8K_edM7h2QnPjlAz_kzdEN69u18A2m0ZV4YXKkoTOpVBAaDJHkY5F_grMBv-EZ9TdKGIUPYfCSPBXf80dDpuiEYmFWj05aTqIByd4OXYNkXmI9vTdTike5_LVvZ1HWmIRvSZ8TR2shZ45ZWgWRabeyQ, lh6.googleusercontent.com/proxy/tQGj3NINQAstRP998mI6H7Rqa6vYFKpxgzKQUL7FSMcPu6Dwu0_exdSKtby8K47aG5g7reP5l_YxHnqqGiEcmsnfq1jTbXzxsw-VNhgBn9CM-qa1fPgh29qJpUMRl033qcAS9NWQDKIaUaWJdUy-AFvaFQE_MA, lh6.googleusercontent.com/proxy/VnnCzR_OPzMyz6vQCA82AwKzU_JEbMuRulLbX1TisR7sOTSOzVwGHacQNKG0zYcFDFRSXLPUdTuMYf5PZZElcRpGAgzwClq2yFU6hDUXo0pAowBF7MunrSz3BGjBKH2-DWw4r7wEXWamhiE2mrTB4CyVGS54vBo, ",16.07428,108.22160
Anstay Beach Da Nang,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,323.587 ₫,Không có giảm giá,"lh4.googleusercontent.com/proxy/m-GlLAbZKB_rZVjeYLtIHnRXfviOHUne0esOdpzI97kxFtpzgMGIfUtr5ly4EHH_YCfNGNAX3uBNEYJ3v4PREYZHb3--DVS-YcNZwf7-Lbmw3XjJLzCqY5A0QhW9S0L0utnwoXsqlfgIE6ALouPEgWMDwP91qQ, lh4.googleusercontent.com/proxy/2JoVeOFpH84TRR6SqS3pIlMbhtdnJeUXX1M4fDDdbzg5CAXc3cLCZVy1K8PF10LOtz3mFhJ6hXANsgv3QNQX4w-PZ1er7C-GNYKv91v-oncvdqgD4lJ3oClnYoNQURiqzCMkIB24mFYLOjfIaOnOvI8gzkQxbw, lh3.googleusercontent.com/proxy/3OAsT_fSQ6IOltf1RLrOw6L5QWZUFPPUAHhEpU0rHNM8_YrRXXopqW5Nq_Vb4Jlh2KsfWwTMhlbz811yQdB_1diLlC5Xw9Y6ICr93_D0iRtwUqhXv2MHnlGPnEJZ-eHAwafGBf44ir48KgQONqee7xaENJWBbA, ",16.08462,108.24759
Sen Boutique Villa Apartment,"Đà Nẵng, Việt Nam","4,7",0,Đà Nẵng,Homestay,495.374 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/vrga1S9I9pO4H3dmcZEZHt_JiOr8bTyqGvez3-5CjGrDQ_UzQiJcYN1jJShrRj2HiQIIkjOWhfINl4gvoOOpLwnfN7hKqnDOA0eaCe3ulmw9NPjFE_Qt4PfX1Ujoo1gkLiGk_s3-NXtXvuWegxUKHHTMuN5z65o, lh5.googleusercontent.com/proxy/JkyyYwJ4_WgyjYcp4fvjp5Btc7D67MhG_6QSkUO1R9nXzNhDXNDdVr33t80TUaroLOnOUjfNitzwWl1dTUTYW7vvymFasild9F5Jz-uVbVAyUR8S1WTMobVVwyq8aRYvUcWHlOyl5jQ2JcX_fwqQj98Cjc0h0II, lh6.googleusercontent.com/proxy/Bf4-jW6DlTfbkpy7en5OPSnwbjoCADnHV-ywxEicLuBRblcZ2Zoaem0gbMD-TpJo6hICWv7WfS46tiAPd87BXZwViYQ6mvn_IpOLmxo4RKQXvTZn2Lr-vyK9BoS9s_WrEuaCIWKVTsF9r88-vIDOP1PULvWEMw, ",16.04938,108.24390
Private studio - 1 Bed room,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,706.799 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/E8Gr4kPNMq5Qv-f4p35kplOpwyn1bn04LIbtjdoChN9NjWzD3rC3GugwTp8NdWcnyGeyCScc85wuax51Fl-z3Vu2419LslqXUmG2XH2SnIFt70Rowc6PB9U2J4i_p7CmgLSgMPWXo6d6p_2cAJAmV76RW7L4EOs, lh5.googleusercontent.com/proxy/2Ycl6xl_2npt8NDFYuoG0ntB5VrNy9apDPNBX5s5AjvGFIjqnQw56xPCTpnq-CYKuLwbYaF_7AWPQ266_lZ83F21-fnGC_Bwahgendzg6GseN0U-ARfOwiv1eOg7CPnFtyUXVX7J9M1Z6QVvcH8bbFBHpguoVD4, lh6.googleusercontent.com/proxy/rw2PPrRp2Lr4bvzJejAl34vkqgVPJcipChZ-lC70jkZQ36bwfT-8Plhq5Ac5KPgZO-78oyIrEHN7yVKVAkuFt5MOEj6adx9i0wqGvRdoheyDjN4zz2MuWPtXD_wrLMI18rt-cxL-9s-Ql88g6tfL-teMToacLZY, ",16.05352,108.24105
Essenza Hotel,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,488.543 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/sLC7g51sTXNqSrYN6o5KJ1wXUo4UEFHg17xgKwAtlNKRqJQE7uXbou4GmPJW_fPFcnviTb7tJtzrm18mKqDCADH4SchH6in5z9qvkNf1NdFer1hef-Qs6p40OfcnCGqMxhGRnzmiLjSKKxX8VL9LCjHD_w0BOEc, lh6.googleusercontent.com/proxy/bAAcQNLoiiJwEJuOJtOAXwBPZDdxmY02krb1WmGXtILWx7j5eymkL-7Y7pFaEUI-5xV4-04s1G2I33OPIRneoZlCWtpsOwB3Yh6mgP_DRgH-cnLEuSIm8BbeztkYaUeVYYAuL5R_FlgMUI0poEvlxR60D1kB7Q, lh3.googleusercontent.com/proxy/jgfG9eePMC6XVmj9T54x6CUNWVu1cPtjZfCny-bFCVxqHfdqjpJuTIOljjIB3wpf596zh_PpUoYrUaX4Kiz3jAixli-iR60AxT7PeepwRzro9_0v5Pek02HQbwl6aW0X-cxdVCK6NZQeffxIHPAw3QPkY78oEA, ",16.05059,108.24603
Olga Apartments,"Đà Nẵng, Việt Nam","4,5",0,Đà Nẵng,Homestay,Không có giá,Không có giảm giá,"lh3.googleusercontent.com/proxy/n-VRxxiIH5lrYdmwQ1BUK5pB3SHeK9EuwwK-4WuKnPgyLnVyrpUKoNQjpo_ZuMGNPB4NHr-nHqCtDFDADsiz3AfH3EepQ3k0iLZDQ5NXsSURs2C0qZxeinw0IYAYsBcO0mHsRVPWMq2BAnH5nPfM-ssqg32XFA, lh6.googleusercontent.com/proxy/vmnWEcnm-uG3VlsapFLjY9oNcFtRKyqYwZ8MNf_uiyo979ilaKvjivfNtJKNtalYECViKBS1Vp_dxkBUCfyUjSHOJGylwJW-_iDi6TMP-fAnyYfg5FGqhhzhuQRzoR1i8psHPnNmf_rawRKa26qTi1WFvfc2Gg, lh4.googleusercontent.com/proxy/B3dL940Bs4xQi7UIWf2x_PITEGGx1d5P0tKKpF83nJKdFiiw91dE4EIlOXoMdiZ2t467SzNNzDMTkOOsxhflPxopoLq0GrPsCS8cI6BzXkJYwcq-Hg-zryHiHLqUBIMbU81NkAaIqLiEyFUI5Rj462MknEi7Kw, ",16.07345,108.22083
Bean’s House Riverfront,"Đà Nẵng, Việt Nam","4,6",0,Đà Nẵng,Homestay,355.971 ₫,Không có giảm giá,"lh4.googleusercontent.com/proxy/FOIzGJ161V_7SrmYouWMcLihQOES9bOsOpQEPvMBR0ZJ-101NBxKf9qZPwEWQgUOrm5MwYLEbDwRVnKW_2zuzpmBzyq0tML1E3BRbQ4HnIp_m_StkUp1qgySSjKx77xtfzDT5GCx4NEBBFlKaLnOc-hqhaVVGBU, lh4.googleusercontent.com/proxy/ltY_VQv22iu2Wq4aqBlLIKOsFqwiTZ5zsvwHiaSLvm3nAi4GyyWOg5PVlAqpExi9ghc9gAMtwsfXbGfk9sD6vsXI4BjYqlpfg_uRyWO9t19ERcTdyKGfWuM7KJwDlEJgex5IW_Cn4E-sqtavvBBFVvoeVwiR_24, lh3.googleusercontent.com/proxy/BH1KBvp3OmaO3LeZuOOAgUmCrisxw3azK-xsx4f_BWJr80EVrL6EKqWBWbxhucofErv2vyR2wycprLkVfhs7QK90jCv9rW1zdt_VDV_ke3kqjdDn-BPa-6Ags-rSxmHOfXz9VTfG4T7d3YYElD0UYaZpGnc9fw4, ",16.07543,108.22911
Bonnenuite Homestay,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,838.695 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/A1Qp0_WBdvPUIhnjSrz9yupc9APZfH2iBINGLu58Of8wMF22aGi40q6fFn6BcChL0S9W555kXHJ2AnP_yXSVXrCCU4oDOmF5CUlhOmFg5knDw8Bxu31pwQiPxmDuyXQbGRtHLqtelK4FH2iCp0StnDuhYfY2UFM, lh3.googleusercontent.com/proxy/Y-TrVGk9qp2-Df4-vqQJpJuRQWnfCbox-_PORAxPp5LCjkUTIx9uCttJlRPabvBOzgR3x7RZdeXGpekbW43r2mkQwT6JoLBQnEo3KO7GAmvAVJPB2VnPGgC5HFrH3Vbk6Wy7O5HN-1zMvIptBHZkq7jVw2PncA, lh6.googleusercontent.com/proxy/uTmBI_XK93iz-HuCAxHNSg2gw1z1KqJd68Y52n2pD774n36J5kheCZ3Z5pXkpB9Ct7ZoqevnJ6npLJf4poAT2n-ttaFa_S9upX0AHP-9XGJ5EDYU2sNvi8H5sSLD5QozkrvH8t_kCtlPuVjXFVZVt0c1q60gZg, ",16.05078,108.22060
