name,score,category,price,address,province,review count,description images
Khu Du lịch Sinh thái Hồ Nam,4.1,Điểm thu hút khách du lịch,Không có giá,"2 Trần Quang Diệu, Khóm 10, Bạc Liêu",Bạc Liêu,940,"https://lh3.googleusercontent.com/p/AF1QipPM-fDuC1FnTf8Bj1B6dRl4e1hs7J7mvupdOzs_, https://lh3.googleusercontent.com/p/AF1QipNzVNzGKTA7EvK5oRxD8HvAjDVw7cEaHmIm4zJo, "
Tháp cổ Vĩnh Hưng,4.5,Điểm thu hút khách du lịch,Không có giá,"9HRH+X73, Vĩnh Hưng A, Vĩnh Lợi, Bạc Liêu",Bạc Liêu,202,"https://lh3.googleusercontent.com/p/AF1QipN_uxM2rsHBj_3hTomeYIQty8AhEDPdGfR37bFR, https://lh3.googleusercontent.com/p/AF1QipPt-Av6USQrxM53bC61CUesqqZVO43mLOZWXTa5, "
Chùa Giác Hoa,4.6,Chùa phật giáo,Không có giá,"8PX6+673, QL1A, Châu Thới, Vĩnh Lợi, Bạc Liêu",Bạc Liêu,803,"https://lh3.googleusercontent.com/p/AF1QipPK2lYpqzpIlluBgwP9S1VU9rSg2Wft6AIv9AXp, https://lh3.googleusercontent.com/p/AF1QipM0uipc4wSdwgpvO9EiMNt7IwLQ0SFj0GM40Tcm, "
Chùa Hưng Thiện,4.6,Chùa phật giáo,Không có giá,"9Q5R+H42, Hưng Hội, Vĩnh Lợi, Bạc Liêu",Bạc Liêu,434,"https://lh3.googleusercontent.com/p/AF1QipMjypzW6aDNPZ5AfwHO7ETTsKFj8JTR38uwxMu_, https://lh3.googleusercontent.com/p/AF1QipPBGxecVn0E4S6Hf-eI0FBp3-Z5yEcqlZXARUi4, "
Thiền Viện Trúc Lâm Bạc Liêu,5.0,Chùa phật giáo,Không có giá,"6P8R+397, Hiệp Thành, Bạc Liêu",Bạc Liêu,3,"https://lh3.googleusercontent.com/p/AF1QipMc_0BOWj7s9rtBe5-FJWIJhXl4U6QILTA8csSh, https://lh3.googleusercontent.com/p/AF1QipMLxldn6NJKBKJQILVgUbrUJidGZk7HDy1GbvfV, "
深港-壽山義地- Xiêm Cán- Thọ Sơn Nghĩa Địa -Cây Xoài 300 năm,4.4,Nghĩa trang,Không có giá,"6QXJ+5H7, ĐT31, Vĩnh Trach Đông, Bạc Liêu",Bạc Liêu,246,"https://lh3.googleusercontent.com/p/AF1QipOxaI4r3CjX7EpiVUUBr7ZysE5lDemPoeyFA2Yt, https://lh3.googleusercontent.com/p/AF1QipNQ2tM_mUwV3sy6cDwd755XvzYYc81A9dzYbHIc, "
簿寮- 關帝廟 - 潮明安 - Triều Minh An - Quan Đế Miếu,4.5,Nơi thờ cúng,Không có giá,"7PJF+47F, Nguyễn Thị Minh Khai, Phường 2, Bạc Liêu",Bạc Liêu,109,"https://lh3.googleusercontent.com/p/AF1QipOOxE-IESc0ep7nUj7McJq2XlWIPAoU-LPd6q36, https://lh3.googleusercontent.com/p/AF1QipPPZqAurrnV-gKDTsa7N_yT6YaanG0Ln7rFbR1C, "
Đồng Hồ Thái Dương,4.7,Điểm thu hút khách du lịch,Không có giá,"7PPF+23H, 30 tháng 4, Phường 3, Bạc Liêu",Bạc Liêu,11,"https://lh3.googleusercontent.com/p/AF1QipMM28gmtRXjxuV8kuRs4XcAN0wTnKKyptPrqJm4, https://lh3.googleusercontent.com/p/AF1QipOM9wwY7jxFFgN839yL-UuJ7iXgaA9JMM2u7fd_, "
Nhà máy Điện gió Bạc Liêu,4.6,Trang trại gió,Không có giá,"6RQF+R8X, Chùa Cây Xoài, Qẹo phải, Bạc Liêu",Bạc Liêu,42,"https://lh3.googleusercontent.com/p/AF1QipMM28gmtRXjxuV8kuRs4XcAN0wTnKKyptPrqJm4, https://lh3.googleusercontent.com/p/AF1QipOM9wwY7jxFFgN839yL-UuJ7iXgaA9JMM2u7fd_, "
Khách sạn Sài Gòn Bạc Liêu,3.9,Khách sạn,Không có giá,"2-4-6, Hoàng Văn Thụ, Phường 3, Bạc Liêu",Bạc Liêu,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipPk31Ia7pSC1nIh41CHj3FO1vj4XfBY-zKHsoc1, https://lh3.googleusercontent.com/p/AF1QipM0EQCGLBhL5d0zoFt2zzcmIkOIyrIsQgF1cfOk, "
Chùa Long Phước,4.5,Chùa,Không có giá,"3 Đường Tỉnh Lộ 38, Phường 5, Bạc Liêu",Bạc Liêu,54,"https://lh3.googleusercontent.com/p/AF1QipPcHkIqkTadB2J4_wmi4NhYi3zxBY_gXSj7thEa, https://lh3.googleusercontent.com/p/AF1QipOepRFaqAINSLJNodAbWlKv3kQ3cXzVnD85I-Ms, "
Nhà Mát,Chưa xét,Khu dân cư,Không có giá,"Tp. Bạc Liêu, Bạc Liêu",Bạc Liêu,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipM4g4-3wNQpBArzxc28ynDXDyLRGfsno2znfoFr, https://lh3.googleusercontent.com/p/AF1QipO4M7r1FCQz4zy-Vlxv-hLs0s-N_9pMW5CYk0GG, "
Thiên Hậu Cổ miếu,Chưa xét,Công trình xây dựng,Không có giá,"Hai Bà Trưng, Phường 3, Bạc Liêu",Bạc Liêu,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipNQ4LqPGGCQfjmuAwkp-EczqIBOdbgS_U6uuuCc, https://lh3.googleusercontent.com/p/AF1QipPlgA5rlenkZIpaMo-cNI2zA7wbtxBTkG1P2SQj, "
Đê Biển Bạc Liêu,3.3,Bến du thuyền,Không có giá,"6P4W+5HM, Unnamed Road, Bạc Liêu",Bạc Liêu,13,"https://lh3.googleusercontent.com/p/AF1QipOI-8XuojmtbBJNGABZSx-r3rY87H33IDbTdEzZ, https://lh3.googleusercontent.com/p/AF1QipOryS8pgz-aeDMuE1FAhEOuN5mic2OOpsBwTYNq, "
ĐỀN THỜ CHỦ TỊCH HỒ CHÍ MINH,4.6,Bảo tàng,Không có giá,"9JJV+64Q, ấp Chà Bang, Vĩnh Lợi, Bạc Liêu",Bạc Liêu,179,"https://lh3.googleusercontent.com/p/AF1QipNGkGsCgh8aCF5_uL7daFYqYRlAotXKpXHflEx5, https://lh3.googleusercontent.com/p/AF1QipNQIUSgZl14iaVt3Dd7fj8xXdyHoujyUIPL92IB, "
Chùa Đìa muồn,4.8,Chùa phật giáo,Không có giá,"FG78+7J3, Unnamed Road, Vĩnh Phú Đông, Phước Long, Bạc Liêu",Bạc Liêu,16,"https://lh3.googleusercontent.com/p/AF1QipNmkXRE4si6tBlZWGsgzvlKcVeDVeZiFlMd9Wdb, https://lh3.googleusercontent.com/p/AF1QipOnYDseGGpdU79pTABYOsWc9Zm1xVS8R-WXAucZ, "
Thác Đầu Đẳng,4.2,Điểm thu hút khách du lịch,Không có giá,"FH2C+W92, QL279, Nam Mẫu, Ba Bể, Bắc Kạn",Bắc Kạn,319,"https://lh3.googleusercontent.com/p/AF1QipPYye-PF9Hhsnv3D7M-IdgPF6FYWJrqNzJwtpMX, https://lh3.googleusercontent.com/p/AF1QipPbIxSlFB8bqQnq1OCtDq-ToG9nedLnQK8SgIEt, "
Hồ Ba Bể,4.5,Hồ,Không có giá,"Nam Mẫu, Ba Bể, Bắc Kạn",Bắc Kạn,998,"https://lh3.googleusercontent.com/p/AF1QipPYye-PF9Hhsnv3D7M-IdgPF6FYWJrqNzJwtpMX, https://lh3.googleusercontent.com/p/AF1QipPbIxSlFB8bqQnq1OCtDq-ToG9nedLnQK8SgIEt, "
Động Puông,4.5,Điểm thu hút khách du lịch,Miễn phí,"FM63+V9F, Khang Ninh, Ba Bể, Bắc Kạn",Bắc Kạn,142,"https://lh3.googleusercontent.com/p/AF1QipO5PZCeSoPaAHFOEWNCpe9zpDkVXOQDxY2rcdoa, https://lh3.googleusercontent.com/p/AF1QipOAanVGrHw0k7hduFJ_ZTwf8J3VQo-LEVo687eb, "
Vườn Quốc gia Ba Bể,4.4,Công viên quốc gia,Không có giá,"Bố Lù, Ba Bể, Bắc Kạn 23511",Bắc Kạn,2.005,"https://lh3.googleusercontent.com/p/AF1QipMmNmvjgv1bCq8ui3AtKTk-tR2gn0di7lSYn1vN, https://lh3.googleusercontent.com/p/AF1QipN8Rwc65-Omewnqr0LisyPDHayGVLHvv7CYMEdX, "
Pac Ngoi,Chưa xét,Khu dân cư,Không có giá,"Nam Mẫu, Ba Bể, Bắc Kạn",Bắc Kạn,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipNpwF70XSdWaL97f5aarU0RF1NLlNWHXGNfD9nF, https://lh3.googleusercontent.com/p/AF1QipPakhGoXDWq58oVxg3s57RHF4TUUzDaV9T05iyj, "
Hồ Câu Cá Bản Chang,5.0,Trại câu cá,Không có giá,"Khu nông trường bản chang, Đức Vân, Bắc kạn, Bắc Kạn",Bắc Kạn,3,"https://lh3.googleusercontent.com/p/AF1QipMfmZz-JfFbg4nKW18Vt0Ukb9YyftXCA0ir-S6J, https://lh3.googleusercontent.com/p/AF1QipMnNyzUrHZ1YU_CONTzFPn-IM4sHgL36mgY-gk4, "
Chùa Thạch Long,4.4,Chùa phật giáo,Không có giá,"2RQW+J84, Cao Kỳ, Chợ Mới, Bắc Kạn",Bắc Kạn,117,"https://lh3.googleusercontent.com/p/AF1QipOYWhiC7cCtpnICHhNIgXEF3cbZX6JIrFGvvp63, https://lh3.googleusercontent.com/p/AF1QipOG-EzRC69FVCtvjlt3nbo4eyHERB_Tvj-Wwcsz, "
Khu Dự trữ Thiên nhiên Kim Hỷ,4.1,Khu bảo tồn thiên nhiên,Không có giá,"64X2+4QP, Lạng San, Na Rì, Bắc Kạn",Bắc Kạn,34,"https://lh3.googleusercontent.com/p/AF1QipPNwFaMlwaPb81OWylO3YDd2uen5lc1vtcVzFaF, https://lh3.googleusercontent.com/p/AF1QipMBW5d_Es66aqQ46ZrRnQ_9elqBvfdn-iijKQZg, "
Động Hua Mạ,4.5,Thắng cảnh,25.000 ₫,"9M2G+PPJ, Quảng Khê, Ba Bể, Bắc Kạn",Bắc Kạn,172,"https://lh3.googleusercontent.com/p/AF1QipMfWV7Fel0E4UpbDLjUmYSht5VdlDuJNXIzg5CM, https://lh3.googleusercontent.com/p/AF1QipPd5-O5ong53aMM0FjuFdiMX3ZYZe9cQvbdRC8o, "
Deo Giang,4.4,Đường vượt núi,Không có giá,"Lãng Ngâm, Ngân Sơn, Bắc Kạn",Bắc Kạn,35,"https://lh3.googleusercontent.com/p/AF1QipOy2l9J2nlvF7UDENXKCBKZ0VUcUDaje4dhs5r5, https://lh3.googleusercontent.com/p/AF1QipP4ZYm39ru57wDD_if_MWqUFMVPIT5MvrbaJSyf, "
Đèo Gió (Ngân Sơn),4.6,Đường vượt núi,Không có giá,"Đèo Gió, tt. Nà Phặc, Ngân Sơn, Bắc Kạn",Bắc Kạn,35,"https://lh3.googleusercontent.com/p/AF1QipNerxwKg5H7HPamHh8GiUkTIb7aNja2HsvKePZV, https://lh3.googleusercontent.com/p/AF1QipPTlGiByhNWGp_9FcVBS0eMLyYiCYyxqsn3wZC_, "
Thác Nà Đăng,3.5,Công viên nước,Không có giá,"64QM+V5X, QL279, Lương Thành, Na Rì, Bắc Kạn",Bắc Kạn,4,"https://lh3.googleusercontent.com/p/AF1QipOfidKidRNvgWejJnlZ1kI-SI5IYP_caTetrmSN, https://lh3.googleusercontent.com/p/AF1QipNEbnh53eoDNtZf9ALcw5NigIuhA0w2eNDumlgs, "
Hang Thẳm Phầy,4.7,Thắng cảnh,Không có giá,"8J9V+R2M, Hoàng Trĩ, Ba Bể, Bắc Kạn",Bắc Kạn,7,"https://lh3.googleusercontent.com/p/AF1QipN0r8LIPCLW4oYrsJV1CUEaKVlGX1UeApj6vz9h, https://lh3.googleusercontent.com/p/AF1QipOWddS5kHXNP9X4KnItY-Bn0gBEsmLW_h4gir_I, "
Đền An Mạ (Đền An Mã),4.2,Nơi thờ cúng,Không có giá,"CJ68+R59, Nam Mẫu, Ba Bể, Bắc Kạn",Bắc Kạn,99,"https://lh3.googleusercontent.com/p/AF1QipOGvGL3abZn1F_Ou4psP6gCZE5_WV9UXYayV3lW, https://lh3.googleusercontent.com/p/AF1QipP5_mo30GvCwhn8dClgiU6uK_KWlex_wXPlA8kL, "
Thảo Nguyên Slam Chiêm,4.8,Điểm thu hút khách du lịch,Không có giá,"Thuần Mang, Ngân Sơn, Bắc Kạn",Bắc Kạn,104,"https://lh3.googleusercontent.com/p/AF1QipOZEMPw8M0gKoXH5jHmHdbDzGi7uY9n7wfB-z2o, https://lh3.googleusercontent.com/p/AF1QipPq_X48wzDgPzHSZKI9iIRUxXP6MgfE0DIbIqaG, "
Di tích lịch sử Đồn Phủ Thông,4.4,Điểm mốc lịch sử,Không có giá,"7VGH+34C, TT. Phủ Thông, Bạch Thông, Bắc Kạn",Bắc Kạn,52,"https://lh3.googleusercontent.com/p/AF1QipPYuWMMoILkmtZFlSay21ojBVp89liaxMnH_uz7, https://lh3.googleusercontent.com/p/AF1QipPIYKOtXE1PB8ry-UE78WWcTDghwVitdqlzlsiW, "
Ba Bể,Chưa xét,Administrative Area2,Không có giá,Bắc Kạn,Bắc Kạn,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipMxDXkwvrL5IxtQfR3-UmFqUZt50X6KzjQMmNSG, https://lh3.googleusercontent.com/p/AF1QipO_yyDL3hauOUyMduj3vQrdAB1-E8JG9I-fatqP, "
Chùa Phật Tích Trúc Lâm Bản Giốc,4.7,Chùa phật giáo,Không có giá,"VP2F+87, Đàm Thuỷ, Trùng Khánh, Cao Bằng",Bắc Kạn,129,"https://lh3.googleusercontent.com/p/AF1QipMs1622stWVVZt-lSUARN1-eVo5ZaPE8XJIGhhH, https://lh3.googleusercontent.com/p/AF1QipO7Dqs8h--LqYGVFYwZxNJLM_WvoEOFjtvvaoCq, "
Thác Bản Giốc,4.6,Điểm thu hút khách du lịch,Không có giá,"Sông Quy Xuân, Đàm Thủy, Trùng Khánh District, Cao Bang",Bắc Kạn,8.652,"https://lh3.googleusercontent.com/p/AF1QipOBQM7XYefdRB19hgsbnU5qTAmmpWNMKAK8Q5DV, https://lh3.googleusercontent.com/p/AF1QipMiIk2X2gw1Fhb3r6ZMVImG-2SU4JC_THnetCG3, "
bản Pác Bó,Chưa xét,Khu dân cư,Không có giá,"Trường Hà, Hà Quảng, Cao Bằng",Bắc Kạn,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipNIM0vFnIrxx0vbKx13fAnQ2B3-iWPBkYLWOOyi, https://lh3.googleusercontent.com/p/AF1QipO5dNUdlpPQnfvxhHgNtI2anvQRQI9LX6S4ffmh, "
Chùa Bổ Đà (chùa Tứ Ân),4.7,Chùa phật giáo,Không có giá,"63V3+236, Đường đê, Tiên Sơn, Việt Yên, Bắc Giang 220000",Bắc Giang,1.595,"https://lh3.googleusercontent.com/p/AF1QipN-7iCL8TUHxs4IpzSLikgKnm4tUaeIP84XTiK4, https://lh3.googleusercontent.com/p/AF1QipOQQQg-YIjlqV9GhoshHhxkQwcuNOmiuX0axC9y, "
Thành cổ Xương Giang,4.6,Điểm mốc lịch sử,Không có giá,"Giáp Hải, Bắc Giang",Bắc Giang,395,"https://lh3.googleusercontent.com/p/AF1QipN-7iCL8TUHxs4IpzSLikgKnm4tUaeIP84XTiK4, https://lh3.googleusercontent.com/p/AF1QipOQQQg-YIjlqV9GhoshHhxkQwcuNOmiuX0axC9y, "
Khu du lịch Sinh thái Suối Mỡ,4.3,Điểm thu hút khách du lịch,Không có giá,"7FFM+WQP, Nghĩa Phương, Lục Nam, Bắc Giang",Bắc Giang,234,"https://lh3.googleusercontent.com/p/AF1QipOdU-0j0tgyWWKCmpJib38Fj-KWkk17m2qo5QcP, https://lh3.googleusercontent.com/p/AF1QipOFXwcmghkvIKmKzzrucWoi-TFLNCeiWfGJ1qRQ, "
Chùa Vĩnh Nghiêm,4.6,Chùa phật giáo,Không có giá,"Trí Yên, Yên Dũng, Bắc Giang 220000",Bắc Giang,1.080,"https://lh3.googleusercontent.com/p/AF1QipNzGMTzHI5c8igXsxT-Fx_cszdQ_KkYP5JXjPWP, https://lh3.googleusercontent.com/p/AF1QipMEDMFjltMC1ddtpEmbx6kI_GP4GxnD_VWrm3qS, "
Cao nguyên Đồng Cao,4.5,Điểm thu hút khách du lịch,Không có giá,"CV5P+9X8, Đồng Cao, Sơn Động, Bắc Giang",Bắc Giang,181,"https://lh3.googleusercontent.com/p/AF1QipNZWwdU4xd4aM4z5sYLMcTQiJM5Ehde4ObONU7z, https://lh3.googleusercontent.com/p/AF1QipOUyy2Rvpfv3zhKRKy2t8Mum-BPYEQC2CwknwzZ, "
Đồi dứa Bảo Sơn,4.6,Vườn,Không có giá,"Unnamed, Road, Lục Nam, Bắc Giang",Bắc Giang,14,"https://lh3.googleusercontent.com/p/AF1QipO7noJDcV9QxiJAZH3bbZOkj78bsd5IkLDlFPPn, https://lh3.googleusercontent.com/p/AF1QipNmCMLbzkCBFTMGieN_rcS9EIcGiF5hm_rREQEu, "
Ho Khuon Than,4.5,Hồ,Không có giá,"Lục Ngạn, Bắc Giang",Bắc Giang,61,"https://lh3.googleusercontent.com/p/AF1QipNm4ZwrRmhtLwM3t_AxOX8-O2cnKpTcRmXfqolD, https://lh3.googleusercontent.com/p/AF1QipNg6xDWw6l9AO_8g3T_QE3lKnUsyP8DA-h2QLHp, "
Đồng Cao,Chưa xét,Khu dân cư,Không có giá,"Thạch Sơn, Sơn Động, Bắc Giang",Bắc Giang,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipNKDBA50R3HMiIY8jpEM03XMCjQ6nypa9EbPh2R, https://lh3.googleusercontent.com/p/AF1QipMlwfVgYfqPrMnHkNJiSDWBJMfbHIKqvEokyq8z, "
Thiền Viện Trúc Lâm Phượng Hoàng,4.7,Chùa phật giáo,Không có giá,"665H+3C, Nham Sơn, Yên Dũng, Bắc Giang",Bắc Giang,167,"https://lh3.googleusercontent.com/p/AF1QipOATt0ZatS-qQ678cEwIGjfqr3kB0S5q71By62V, https://lh3.googleusercontent.com/p/AF1QipMeY80Jq2Fw_BXtt41ZFalq_BG2vIeIIGRqZw-y, "
Hồ Cấm Sơn,4.3,Hồ,Không có giá,Không có địa chỉ cụ thể,Bắc Giang,273,"https://lh3.googleusercontent.com/p/AF1QipOXWS-riaMg5MJzy7UsUrmfOtkFZ29sftYXMza6, https://lh3.googleusercontent.com/p/AF1QipPSs1FTTeYd-p_beQrPGDztBkQbi0ya8K0JpIMC, "
Đình Thổ Hà,4.4,Đình làng,Không có giá,"Làng, Thổ Hà, Việt Yên, Bắc Giang",Bắc Giang,182,"https://lh3.googleusercontent.com/p/AF1QipOPBinmWXButD9awUAwMA36hyd4LfD1h44Q9wq4, https://lh3.googleusercontent.com/p/AF1QipPVL6inxSYshmD-1UEXJNw2Vmo7VN2QhUkkBRYI, "
Núi Dành,4.6,Khu cắm trại,Không có giá,"hậu liên chung, Hợp Đức, Tân Yên, Bắc Giang 230000",Bắc Giang,74,"https://lh3.googleusercontent.com/p/AF1QipN45L6GDJDULn8JrbFyPnTURqXOa-rj0eTQrtPq, https://lh3.googleusercontent.com/p/AF1QipNxDcyPZUhADBZOitX0wn2cV4z37jZEcj-6kgF5, "
tt. Thanh Sơn,Chưa xét,Khu dân cư,Không có giá,"Tp. Uông Bí, Bắc Giang",Bắc Giang,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipNrwJR-4Z_DUclRdZdb44vrfsvlQo9QtdXF8RNW, https://lh3.googleusercontent.com/p/AF1QipPm0YYUahBh7jXrWV02pUm_Js-ohul5xXJuKOsK, "
Thổ Hà,Chưa xét,Khu dân cư,Không có giá,"Yên Phong, Bắc Ninh",Bắc Giang,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipMAUhxMlXBSzMtKMu0-7jNTD-hQQ0T_DcDVb_oB, https://lh3.googleusercontent.com/p/AF1QipMbSAfp7fjL1qFG47_4oxr1bDgGxxP7-IQsXsRB, "
Lăng Dinh Hương,4.5,Nơi thờ cúng,Không có giá,"8XVH+QF6, Đức Thắng, Hiệp Hòa, Bắc Giang",Bắc Giang,23,"https://lh3.googleusercontent.com/p/AF1QipOdckKgUk5334oKCQlowAiKQdeifsPyDIfIJ2-g, https://lh3.googleusercontent.com/p/AF1QipPv3MdSsYZVGiBi6WdEC5fUIFrOZKJAOKZUUoWY, "
Khu Du Lịch Sinh Thái Cộng Đồng Bản Ven Xanh,4.2,Điểm thu hút khách du lịch,Không có giá,"H3VH+5PW, Xuân Lương, Yên Thế, Bắc Giang",Bắc Giang,233,"https://lh3.googleusercontent.com/p/AF1QipOG8f1S_0vUhyCXASmmrN4hcMi76p95x1WU5UYB, https://lh3.googleusercontent.com/p/AF1QipOzp60maxSd1fJDC6RSByOEeaY_yEjqHsebwRp5, "
Đình Phù Lão,4.7,Chùa,Không có giá,"C6F3+Q24, Tây Lò, Đào Mỹ, Lạng Giang, Bắc Giang",Bắc Giang,48,"https://lh3.googleusercontent.com/p/AF1QipN7mE8cMToyeCbP7JhDjj5K-IvM24bj1upbvPK_, https://lh3.googleusercontent.com/p/AF1QipN9ho90ZB-52cZl9NJvXdmjg7sp7kTS46hbiYse, "
Lục Nam,Chưa xét,Administrative Area2,Không có giá,Bắc Giang,Bắc Giang,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipNp1FpF8esAp_SRJFYeePxIKPSmWoaYH3-kgyQN, https://lh3.googleusercontent.com/p/AF1QipMrhMDv1Oh9MRqXVJ2Fk-tHzlZEumjtJO1JWhk, "
Chùa Vẽ,Chưa xét,Khu đất khép kín,Không có giá,"108 Đ. Lều Văn Minh, Phường Thọ Xương, Bắc Giang",Bắc Giang,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipP3ngVh5icYXmOVSVwBGA5GU__PoUek2vFGjuMl, https://lh3.googleusercontent.com/p/AF1QipO0a6YbCrCfE6ErsmHHLDGomTsOI28L6qtEiyK7, "
