hotel,price,score,avg review,reviews count,province,address,description images
Trang Vân Hotel Đảo Phú Quý,VND 2.216.500,"Đạt điểm 9,3",Tuyệt hảo,6,Bình Thuận,"Bãi biển Ông Mẵng, Tam Thanh, Phú Quý, Cu Lao Thu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/573099603.jpg?k=6e2375310bd578405cd05001289e51595965735589c28c2ba1e6902690e47165&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/573099773.jpg?k=1afa3dee1043a02cb5edfe8fc20c9d84f3f44cfede6350936283f9087ab14468&o=&hp=1, "
PHUONG QUYEN hotel,VND 1.495.000,"Đạt điểm 9,1",Tuyệt hảo,115,Bình Thuận,"Nguyễn Tri Phương 92 Nguyễn Tri Phương, Ngũ Phụng, Phú Quý, Bình Thuận, Cu Lao Thu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/293857839.jpg?k=10330577ab1cb0ebd05144c39f6b9caa6c8b900501dd2f60b9ed2400ddc55177&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/259361448.jpg?k=1c6f97e4dd6ddc548c4c222534be91f090f204a15a5812836beba9333371eb74&o=&hp=1, "
"Roman Resort Phú Quý - Đảo Phú Quý, Bình Thuận",VND 3.900.000,"Đạt điểm 9,5",Xuất sắc,12,Bình Thuận,"Hội An, Tam Thanh, Cu Lao Thu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/579370345.jpg?k=ba663afbc6136295cc85cc1679225f1861a51e7abe6717d381dca2cd77308c84&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/579370397.jpg?k=58719ac83109018846d64d9238e8fc69c9048c2f13655c1982c23f113bd3359c&o=&hp=1, "
MANA Mui Ne Beach Resort,VND 5.210.167,"Đạt điểm 9,9",Xuất sắc,28,Bình Thuận,"20b Nguyễn Đình Chiểu, Ấp Thiện Phước, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/592053494.jpg?k=dcc930209d9ab89a36e16af42c0d18839dd08ec9ac8c10afdb5ada290ca98dd3&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/592547085.jpg?k=a57c16fe01047030395d84c8cc32b90f8ea5c4e4bc5f8a6746b8e6090264ba3c&o=&hp=1, "
D Apartment,VND 7.695.000,Đạt điểm 10,Xuất sắc,3,Bình Thuận,"n4-01 Phan Trung, Ấp Bình Hưng, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/568251579.jpg?k=d793354ffb57f5a4a1ce2e83942ec82cf6917fa536b922813fe0d05dd70ddd5b&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/563207775.jpg?k=925560c650cd1b6751735ae4760bbbba7dfa10eb3651f2a306260786e0f56d3c&o=&hp=1, "
Apec Mandala Mũi Né Beach - Khách Sạn LHG,VND 6.500.000,"Đạt điểm 8,8",Tuyệt vời,6,Bình Thuận,"Đường tỉnh 716, Ấp Thiẹn Ái, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/519455000.jpg?k=9617dd9c7a3a0b00efd6c6286b0565765d03a87caea7663d75477554b3c5eae8&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/554134130.jpg?k=8d71b2db2e2be915a4b4ae7eb2b24f431dff189d462003a8fe876c2254059863&o=&hp=1, "
Apec Mandala chambay CSH,VND 4.375.000,"Đạt điểm 7,7",Tốt,8,Bình Thuận,"Khu Phố Suối Nước, Phường Mũi Né, TP. Phan Thiết, Tỉnh Bình Thuận, Ấp Thiẹn Ái, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/539097487.jpg?k=8ac0505c38b6196555ba8d93f7d98ea2110e0722fd004414cb2b0018a3fc4dc3&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/539099182.jpg?k=897b273c604c608dbe40863aea3ae4a698bea5c8825a9460031c1a2c20cbf2a5&o=&hp=1, "
Villa Đại Dương 2 View biển,VND 3.232.125,"Đạt điểm 9,3",Tuyệt hảo,15,Bình Thuận,"bè kè biển đảo phú quý, Cu Lao Thu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/555030396.jpg?k=ea3d3b7e29db0e4c35d5909ad015cd76a9c4ae00576b40e21c8081aa4ce81bff&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/584765833.jpg?k=0d7b3a093c62926be69c2eff21c55e24f7064a1d877952447fb8659e3291a2bf&o=&hp=1, "
Apec Mandala Wyndham Phan Thiet - Mui Ne,VND 7.770.000,"Đạt điểm 7,8",Tốt,10,Bình Thuận,"Ấp Thiẹn Ái, Binh Thuan, Vietnam, Ấp Thiẹn Ái, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/492470712.jpg?k=9135a3cb08dfb74a835ed957a582bdc269ee26c6e7e580fd9ec2adce35f37242&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/492470642.jpg?k=aa115c5f133fc80ddafa400488d43d7e912546865a404e0bf14273ae3759b4e1&o=&hp=1, "
Thuyền Xưa Homestay Đảo Phú Quý,VND 2.800.000,"Đạt điểm 9,3",Tuyệt hảo,27,Bình Thuận,"74 Hùng Vương, Cu Lao Thu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/543032925.jpg?k=3a74693bcad50b4b4d000c08a6617d4cebfd327833d1b96434a54360e4d3600e&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/542315545.jpg?k=658a6ebfbd8ceed940e67a279ad7707c31c0e259b17e17aa3fd885d7a7c74b3f&o=&hp=1, "
Apec Mandala Wyndham Mui Ne - V Ruby,VND 7.208.000,"Đạt điểm 7,9",Tốt,15,Bình Thuận,"Ap Thien Ai, Xa Hoa Thang, TP Phan Thiet, Tinh Binh Thuan, Ấp Thiẹn Ái, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/500512972.jpg?k=7a94593bbc340dea4e466625e1e1a86d74103269d771b9933bcabda71ea4c0aa&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/571913577.jpg?k=7b23baabfcbfeae1773e31b93bd1d32c860cd58dfb98a6951fd2a339e4e1cc41&o=&hp=1, "
Khách sạn Hoàng Phú đảo Phú Quý,VND 900.000,"Đạt điểm 9,1",Tuyệt hảo,108,Bình Thuận,"27 tháng 4 xã Tam Thanh huyện Phú Quý tỉnh Bình Thuận, Cu Lao Thu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/332968889.jpg?k=2c0248617fc2ad9e4cf54aaa31c94a363181554dd18db10e4e0e53bd0e324fe0&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/478467390.jpg?k=dfffbd764d12bde1b837e758ffe0ab50dc7db38c179cafa3daeac8622eca7d97&o=&hp=1, "
Villa Biển Xanh 1 - View Biển Đảo Phú Quý,VND 2.248.650,"Đạt điểm 9,0",Tuyệt hảo,24,Bình Thuận,"Bờ kè Tam Thanh Huyện Phú Quý - Tỉnh Bình Thuận, Cu Lao Thu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/490403941.jpg?k=be07cc7ec581f102c412afaf62d20b5dcf3dbd02a08118a45709b65d2940d0db&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/499223253.jpg?k=80383fad4b975c32bfa6969666a8659cd5614e6fe9a1480f08558dd882d93a91&o=&hp=1, "
Thành Trinh hotel đảo Phú Quý,VND 1.855.000,"Đạt điểm 9,3",Tuyệt hảo,81,Bình Thuận,"Lô 4 KDC thị trấn Tam Thanh,, Cu Lao Thu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/491069521.jpg?k=d9b01e4cdb9df5e6dd05fe806085a0f833bec7dee4b7c9d903ac2d4e1f597ed0&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/491066882.jpg?k=f3b70b9282b29c4d9869bbe4076a90bc6e9d1adf7004bb5534e0c7f660e821cd&o=&hp=1, "
HOLIDAY HOTEL,VND 3.291.000,"Đạt điểm 9,1",Tuyệt hảo,9,Bình Thuận,"Nguyễn Trãi, Ấp Bình Hưng, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/530253200.jpg?k=b037a9ca55d8a32280bf6cb2e967b70a4966341ea6a0298e5b56250a799d905f&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/529926266.jpg?k=d66f953c1af8a615e8de9d29290bea5b517fcd3dcf68a95f12d4d56e31055ff0&o=&hp=1, "
Nhà Mer – Homestay đảo Phú Quý,VND 2.125.000,"Đạt điểm 9,0",Tuyệt hảo,9,Bình Thuận,"270 Võ Văn Kiệt, thôn Mỹ Khê, xã Tam Thanh, huyện Phú Quý, tỉnh Bình Thuận, Cu Lao Thu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/525765789.jpg?k=efdc6908714c5d24fe24c70fb946b5bfe08bfdf17abb0c52c106fc04d7f32df1&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/525093414.jpg?k=2d3fe2e3b71a251e8adcaa79739cfeae990b8e20c92f3fd2943647c820a8b52b&o=&hp=1, "
Mövenpick Resort Phan Thiet,VND 10.180.000,"Đạt điểm 8,2",Rất tốt,552,Bình Thuận,"Hon Gio - Thuan Quy Street Tien Hoa Hamlet Tien Thanh Commune Binh Thuan, 77100 Phan Thiết, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/584634680.jpg?k=6e2ad586ed79761d9752bcbe235a19bf67815e391059aec63acfd710bbe52acf&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/584634677.jpg?k=527cc9f8398010479a33632c909ae3f914c4472efdb017e1a2727c0fbe7c2aa5&o=&hp=1, "
Villa - Homestay Giác,VND 1.400.000,"Đạt điểm 9,7",Xuất sắc,26,Bình Thuận,"Lý Tự Trọng, Cu Lao Thu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/507337040.jpg?k=ec5fd10297c93e5730a145e1859530e6e4dce4c8235507e7cd8b47239b80d098&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/507340463.jpg?k=41821ef0046b9f0e742f0cf6b49d11ecfc4c9aa3bba67f97d076e02169774080&o=&hp=1, "
Centara Mirage Resort Mui Ne,VND 11.724.349,"Đạt điểm 8,3",Rất tốt,2.121,Bình Thuận,"Huynh Thuc Khang street, Mui Ne, 801098 Mũi Né, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/532042638.jpg?k=fa19eab51825a0a537fe08398160fd94386d42c391d491826cf639ab4061592c&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/557260962.jpg?k=a698742fdaf5ace49a192689a499d59a4eeb0f5b5e202d7191d7a6eb2c02b14c&o=&hp=1, "
Apec Mandala Mui Ne Paradise Bay,VND 5.160.000,"Đạt điểm 9,1",Tuyệt hảo,13,Bình Thuận,"ĐT716, Hòa Thắng, Ấp Thiẹn Ái, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/581656904.jpg?k=3b6ef284ad790947a4b77cb62f82c27da008b2d8f5f9e8251736e56a3a2073e4&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/581656915.jpg?k=5a561857a69cbf7f3fde44e3c71df0227421915067da4c2a7490f703047776e3&o=&hp=1, "
Nhà Nghỉ Phong Quỳnh - Đảo Phú Quý,VND 1.250.000,"Đạt điểm 9,4",Tuyệt hảo,23,Bình Thuận,"Bờ Kè Hội An - Tam Thanh - Phú Quý, Cu Lao Thu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/545059305.jpg?k=38b896e9efbbb374ec1a70f39629661816b785228e95bbea0acb31901b8dbefd&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/537816419.jpg?k=826312a94e504b86311463c667a0f25d71cb8e397843ed5b36777cccd90da399&o=&hp=1, "
DYNASTY MUINE RESORT,VND 4.275.000,"Đạt điểm 8,3",Rất tốt,19,Bình Thuận,"Nguyễn Đình Chiểu 140A, Ấp Thiện Phước, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/415854725.jpg?k=504e474d9b99740f15f716566dab1f7c655e7f8759901ea98d1051a29f578b64&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/407346275.jpg?k=f5cee20081b32e412aadc2a5559ae73358feb878d5bada189269000ee994aaa7&o=&hp=1, "
Chiu Chiu Resort Đảo Phú Quý,VND 6.795.000,"Đạt điểm 8,1",Rất tốt,10,Bình Thuận,"64/16 Lê Hồng Phong, thôn Quý Hải, Phú Quý, Bình Thuận, Cu Lao Thu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/526850434.jpg?k=125e073f623f713a566c5e55853864a8c79a659475971e0c32af4c1ad6194620&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/526850438.jpg?k=86dd300aaf1483072302778125b36829195f972473b55f770c7548f93d32f4a9&o=&hp=1, "
Villa Biển Xanh 2 - View Biển Đảo Phú Quý,VND 1.938.000,"Đạt điểm 9,0",Tuyệt hảo,28,Bình Thuận,"81 Phan Bội Châu, Cu Lao Thu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/490404558.jpg?k=782d83db4d0cabf0bc8df652bd4c7917cdf7bc7362c42d83fcda4b8e8fc5e632&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/490404691.jpg?k=f0478c12cc99792af736f8e0e9a4e2b7e33e5754df5250c3db1d5cc339944763&o=&hp=1, "
Hải Long Hotel Đảo Phú Quý,VND 1.750.000,"Đạt điểm 8,8",Tuyệt vời,26,Bình Thuận,"Lô 5 khu dân cư tam thanh, phú quý, Cu Lao Thu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/530764507.jpg?k=1e29a18c15eb593e8a75a275bb561db6cf9fdef0775afc728ef34d83949fca19&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/523213357.jpg?k=5116d13eebb8339bc5c01aa6bd88e13a7425d3dcdac6f544eb951f6835230844&o=&hp=1, "
Kega Lighthouse Beach Resort Bình Thuận,VND 5.042.500,"Đạt điểm 8,0",Rất tốt,138,Bình Thuận,"Thôn Kê Gà, Tân Thành, Hàm Thuận Nam, Bình Thuận, Kê Gà, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/588063311.jpg?k=7020c33bf2a8bd34e61819c2f2c271c8c122c6d3822e476a13a6b9f4882c8232&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/493681219.jpg?k=4daa3fe7efec7960a1dcdefaef925e1d51a3728fc3516c06847b9d524164e1e1&o=&hp=1, "
TTC Hotel Phan Thiet,VND 6.037.200,"Đạt điểm 8,0",Rất tốt,541,Bình Thuận,"Nguyen Tat Thanh Street, Hung Long Ward, Phan Thiết, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/456936518.jpg?k=14ffdb04c291754bc446aba9faa968424f66967324f7866fbfd094aa78316e60&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/107666642.jpg?k=1be52df3780a29fc33bb5471f2379895304b6435edb3438313e615ad18603e8f&o=&hp=1, "
Apec Mandala Wyndham Mui Ne Ngoc Linh,VND 8.050.000,"Đạt điểm 8,2",Rất tốt,12,Bình Thuận,"Đường tỉnh 716 D0408, Ấp Long Sơn, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/503859983.jpg?k=a39dda8702087f15b84c117506a335e1b3ef2a51b44847adada4f277bc6e2995&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/503860021.jpg?k=4116b622163b34bd40a8fc587b53c2269560b3f24f1bd7460529f975b6d29b0c&o=&hp=1, "
Du Parc Resort Mũi Né,VND 9.329.600,"Đạt điểm 9,0",Tuyệt hảo,26,Bình Thuận,"Đường Xuân Thủy, Mũi Né, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/565103564.jpg?k=9d8570d68f7453c5f12d08f588e98a8734d8ce4644acfa04dbee828a585a52a7&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/565103534.jpg?k=487c4f6db021790200350c546f9c48b7a4ae3595d517b00b592164fbef0a1d0e&o=&hp=1, "
Đại Dương La Gi Homestay & Coffee,VND 1.818.000,"Đạt điểm 8,6",Tuyệt vời,45,Bình Thuận,"57b Nguyễn Du, La Gi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/500402809.jpg?k=f370e357865a7a29a7a74a5b69b6fb98c0628fc886b37dd2ae733737058931be&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/500402807.jpg?k=22e8bfbee43165a2046616ca33349f11e97521cd2856d483fb8c10764c42e4cc&o=&hp=1, "
Kim hotel Phú Quý,VND 1.400.000,"Đạt điểm 9,3",Tuyệt hảo,6,Bình Thuận,"304 Võ Văn Kiệt, Thôn Mỹ Khê, Xã Tam Thanh, Huyện Phú Quý, Cu Lao Thu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/373419662.jpg?k=c343857089a99eb000b9703bee928e18887c003f3323ecfebce97a452f75a7d9&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/375550828.jpg?k=b7af6bbbbfbf327984e6fe7f357485f36e21a8b9dbea35116db5b9b2c9206a44&o=&hp=1, "
VILLA BIỂN XANH 3 - View Biển Đảo Phú Quý,VND 2.693.250,"Đạt điểm 9,2",Tuyệt hảo,15,Bình Thuận,"Xã Tam Thanh, Huyện Phú Quý, Tỉnh Bình Thuận, Cu Lao Thu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/536066737.jpg?k=d905872535f89539158eebfcac39b562de86ce541c6d9d0f4fc084599bfb01fa&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/529911558.jpg?k=31824c4ccd0c063487dcfb9da1c870c1202403474b41709ce963fff245862e28&o=&hp=1, "
Hotel Minh Hang,VND 1.913.500,"Đạt điểm 8,0",Rất tốt,403,Bình Thuận,"29-31 Le Loi Street, Phan Thiết, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/484188050.jpg?k=9759e4d268736041c37e1343878e8af4e5459e310d3ee279cbbad65e48981cb9&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/484183116.jpg?k=c9e1756b9bb3859abe4140137148c64704ddbd0688490a92088c56e658f2fdd1&o=&hp=1, "
Muong Thanh Holiday Muine Hotel,VND 8.330.000,"Đạt điểm 8,2",Rất tốt,234,Bình Thuận,"54 Huynh Thuc Khang, Mũi Né, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/55107012.jpg?k=ce1dde64186c3802930e5b4b3ca8f7b224026a3632a21b364560084388e3c9a7&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/55107274.jpg?k=7e1446261b2849453501037139d543f8f5b53700057e4627ad9d3b96af0e1d24&o=&hp=1, "
Radisson Resort Phan Thiet,VND 14.615.610,"Đạt điểm 8,6",Tuyệt vời,310,Bình Thuận,"TIEN HAO HAMLET, TIEN THANH COMMUNE, 800000 Phan Thiết, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/367681552.jpg?k=31903613764499cb6259815c8f07aa6f274d7b832808932b9b1130918bbe0db4&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/367681580.jpg?k=d7d54ffa19e41fc0793dc667d665af59803b28e73ebbf7d1de2866173b69e089&o=&hp=1, "
HomeStay LyTiSea,VND 2.212.500,"Đạt điểm 8,8",Tuyệt vời,20,Bình Thuận,"đường bờ kè, xã ngũ phụng, huyện phú quý, tỉnh bình thuận, Cu Lao Thu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/339626365.jpg?k=3fd030b17f17a9ba15db226bb5feac6416ffb4301d6d439084e92eece4733c49&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/334673271.jpg?k=c262baec42d762751ded845fa4a2165a525a837d96bca67e7b8caa196e26a010&o=&hp=1, "
Aroma Beach Resort and Spa,VND 10.075.000,"Đạt điểm 9,1",Tuyệt hảo,340,Bình Thuận,"Quarter 5 Phu Hai, Mũi Né, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/53772222.jpg?k=9e133c06013ee9cc4736aba95185f9ffcc425b08cec43b2938f86922aba3ad12&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/53772208.jpg?k=b3a6057390279289c65654b026ce8a4e0f2ab24f6a15fbc29cac77596583c7b3&o=&hp=1, "
Minh Hoàng Hotel - Phan Thiết,VND 1.685.000,"Đạt điểm 8,4",Rất tốt,75,Bình Thuận,"H27 Đường Nguyễn Phúc Nguyên, Phú Thuỷ, Phan Thiết, Ấp Bình Hưng, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/533393535.jpg?k=f6f620ce698553eaa62fff550b41721f08720ebb9011dedf8026bcfccde1419a&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/533701970.jpg?k=e9f45992becd1d0065164ea0fa25786e3829fc4874e10e17a0e050a07a5e5454&o=&hp=1, "
Sunny Beach Resort & Spa,VND 8.941.623,"Đạt điểm 8,3",Rất tốt,103,Bình Thuận,"64-66 Nguyen Dinh Chieu, Mũi Né, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/559498497.jpg?k=f09d25fbad5096f0b609d5e358503018c30aa4189403f39e11315d78fe51174f&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/561638185.jpg?k=da3a02925e2bb7d2f1f541656c6cdde2e4fe6c3dd10faebee984b54251e0b116&o=&hp=1, "
Thanh Thanh Mini Hotel,VND 2.000.000,"Đạt điểm 9,1",Tuyệt hảo,10,Bình Thuận,"116 Bình Long, Phan Rí Thành, Bắc Bình, Bình Thuận, Ấp Long Hà, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/240887329.jpg?k=1c97511bff8a8030a98269d79f9b59f028804ab80994905e17c2253b195f1b68&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/240324803.jpg?k=7d807ded337a21d6811fc8137ea976b6c0288b184605377caa40c8cbaabf7ea8&o=&hp=1, "
Dang Duy Hotel,VND 1.270.000,"Đạt điểm 7,0",Tốt,85,Bình Thuận,"34 Nguyễn Du, La Gi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/158853595.jpg?k=708db7ccf65613a4142273c4097ee148642146a4ce0eedf2b7917cc75aa056cd&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/161157537.jpg?k=5a85d3e88cd0bf57f2bc63b3f7bcd9e0545ebb865d44968771e4a327442402ff&o=&hp=1, "
APEC Mandala Cham Bay Mũi Né,VND 4.632.656,"Đạt điểm 8,6",Tuyệt vời,18,Bình Thuận,"Đường tỉnh 716, Tòa S, tầng 16, DT 716, Phường Mũi Né, Ấp Thiẹn Ái, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/550570274.jpg?k=0e9934312e36c196ac0620746103f7a573940a3c56f138413611c4d3904c2280&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/550312684.jpg?k=c8862a196c00c6b6abeae812dc388efcd271322c5f576bdf20c2f192caef7ce5&o=&hp=1, "
Red Sands Pool Villa,VND 9.440.000,"Đạt điểm 9,6",Xuất sắc,29,Bình Thuận,"34 Đường Bùi Xuân Phái, Phan Thiết, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/522260579.jpg?k=d4deace31c015e594e73c7ca6b465061242cbf3ffdf1041437890da7e028f783&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/522563150.jpg?k=8328280f73a0857110b31df8cb610e20e7413bb67e34a0e632e9c43312be6a17&o=&hp=1, "
Mui Ne Hills Backpackers,VND 500.000,"Đạt điểm 7,5",Tốt,796,Bình Thuận,"69C Nguyen Dinh Chieu, Mũi Né, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/276880143.jpg?k=bd646f5d42ba7fe83767881fd3cdd4b4ee9165eb5e97d95a4dc5a6c212b59902&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/557805420.jpg?k=6a2070872ec5456de0380e0eab458ebdc68340d16016905e5701009278900a7d&o=&hp=1, "
Pandanus Resort,VND 8.615.461,"Đạt điểm 8,7",Tuyệt vời,304,Bình Thuận,"So 3 Nguyen Huu Tho, phuong Mui Ne, Mũi Né, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/556862748.jpg?k=61fe3e75aeb2fff5a9e8cd33a11fef099c5eaf1c03d6e1a37111d9eda5d0ad0f&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/295176028.jpg?k=e0ef21946aa090862c2addf25a33722824cd9da29510c24c5d1aa93bc53df7b8&o=&hp=1, "
Muine Bay Resort,VND 6.267.537,"Đạt điểm 8,8",Tuyệt vời,807,Bình Thuận,"Quarter 14, Mũi Né, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/587361807.jpg?k=3416a1250a577739b721882033f8527de4bcb66a0ae8b12541f9c4e1a1f93d17&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/258106437.jpg?k=99ed803c5d8753198ebe0cf7b6cf2e6ccd655449d1bf7236f8f4a2cf2f76984e&o=&hp=1, "
Villa Aria Boutique Muine,VND 10.280.750,"Đạt điểm 9,0",Tuyệt hảo,227,Bình Thuận,"60A Nguyen Dinh Chieu, Mũi Né, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/37207122.jpg?k=c9c4f795c461a20a38b095f3f2c2d86f1671e5ee6216fcf761fe27b0e185e3bf&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/37207111.jpg?k=ff1204b91d787072637e943ee37f8882e8d8eece18846710a2d1b3b9af96ea06&o=&hp=1, "
"Ocean View Studio, 2BR-apartment, Sealinks City, Mui Ne",VND 16.110.000,"Đạt điểm 8,5",Rất tốt,2,Bình Thuận,"Km 09 Nguyễn Thông, khu phố 5, P. Phú Hài, TP. Phan Thiết, T. Bình Thuận , Ấp Phú Tịnh (2), Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/540604863.jpg?k=fb80e95d6d31b30cb2e3797e15812de864f0d640aa7244bbaec71b6b54c8a019&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/540600417.jpg?k=a27dc1732b099d072a3e92226d9b50aa60dee85ff5e4050c0078093e88f7734c&o=&hp=1, "
Bamboo Village Beach Resort & Spa,VND 17.834.224,"Đạt điểm 9,2",Tuyệt hảo,565,Bình Thuận,"38 Nguyen Dinh Chieu, Ham Tien, Mũi Né, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/449898638.jpg?k=e89426c31296a5ea9db96e9d7aa5234e407b8c88c69b745550c2c12438c6b380&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/332428340.jpg?k=1e411b0ca65fb53d0f478ecc559fa72e6bf90357ac3f32ded3ab4fe7e9071663&o=&hp=1, "
Phu Cuong Hotel Ca Mau,VND 10.500.000,"Đạt điểm 8,6",Tuyệt vời,360,Cà Mau,"81 Phan Ngoc Hien Street, Ward 4, Ca Mau City, Cà Mau, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/230416833.jpg?k=991f7c70109a384af6b4832bb8928c7336c5df70bca0ae8277a6de96ead5faff&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/230417073.jpg?k=cfefa34a3acbea23799147cd47c84e75dde597fc06019782bab88bdf4a8fc148&o=&hp=1, "
