name,address,score,reviews count,latitude,longitude,province,category,price,services,description images
Quán ăn gia đình Hoàn Linh,"05 Chế Lan Viên, TT. Bình Định, An Nhơn, Bình Định, Việt Nam","4,0",48,13.8896242,108.5261861,Bình Định,Nhà hàng,200-300 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOW4bMb3Et5JUtM8b73rGNq6Y7y6azgC7gXxqlJ, https://lh5.googleusercontent.com/p/AF1QipO3TtUu5bkY7_ju87dnJTWV_BXM4QyBNZ5rLccQ, https://lh5.googleusercontent.com/p/AF1QipODpAd2AeKTHfMkRucfLq_MkonHYabT1cj74sSv, https://lh5.googleusercontent.com/p/AF1QipOW4bMb3Et5JUtM8b73rGNq6Y7y6azgC7gXxqlJ, "
Quán ăn Loan,"1 Đinh Văn Nhưng, TT. Đập Đá, An Nhơn, Bình Định, Việt Nam","3,9",65,13.9220212,108.5142264,Bình Định,Nhà hàng gia đình,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipPP2mAf-4fj4HqTgLZH-na4VzQcn2wgEmE-Ezvv, https://lh5.googleusercontent.com/p/AF1QipOKMmr92IFf2hrkbMQljG2R_B2UXEFbpJjPKj2G, https://lh5.googleusercontent.com/p/AF1QipOwhYlINLQBt3qg5fOyP_XWXOHa9mTHK2va_2tu, https://lh5.googleusercontent.com/p/AF1QipOdA3N1AHrbU_Xp_KvrEH0MwkKXXGVsfA_au-IG, "
Quán Ăn 223K,"223 Tăng Bạt Hổ, Trần Phú, Quy Nhơn, Bình Định, Việt Nam",Chưa xét,0,13.7727717,108.649902,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",
Nhà hàng hải sản Hướng Dương,"Eo Gió, Quy Nhơn, Bình Định 820000, Việt Nam","4,2",627,13.8847849,108.7148075,Bình Định,Nhà hàng hải sản,₫₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNNd4B4TWfTizyLgZtCDvY1G4oHHTG-cjPMogBI, https://lh5.googleusercontent.com/p/AF1QipPg3qa27PzKLOeCW4bsrOI02KdJJvTbIjeiI5xF, https://lh5.googleusercontent.com/p/AF1QipMgWGPIEnb7VjMtGzU3Tdp6tVv5PfbNLD6njvEv, https://lh5.googleusercontent.com/p/AF1QipMvq_BADMf-uj5GgoOtqH_fBSo_DFMQxFKg2fMg, "
Quán Bình LIÊN,"28 Lương Thế Vinh, TT. Bình Định, An Nhơn, Bình Định, Việt Nam","4,5",4,13.8882044,108.5394866,Bình Định,Quán ăn nhỏ,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipNBcJ5JwtUe-mdHTEG3KG-Lz9n6cxSWY8HCniR9, https://lh5.googleusercontent.com/p/AF1QipOgmRoPhSyH2M2qmNMIbabJEHKHI1QXzm3ugJ_8, https://lh5.googleusercontent.com/p/AF1QipMlcvinc5cuKQSEo3A36vTM_9HwHGBZRYhR6_JS, "
Quán nhậu chợ Dinh,"Q5WQ+QFC, Trần Thúc Tự, Nhơn Bình, Quy Nhơn, Bình Định, Việt Nam","5,0",1,13.7969365,108.611848,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, ",
Quán nhậu bình dân ANH BỐN,"V7JR+M84, Nhơn Lý, Quy Nhơn, Bình Định, Việt Nam","5,0",1,13.881636,108.7140332,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, ",
Quán ăn nhậu bình dân,"262 Ngô Mây, Quy Nhơn, Bình Định, Việt Nam","4,0",1,13.766198,108.6357503,Bình Định,Quán ăn nhỏ,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",
Quán Ăn Bình Dân 07,"Nhơn Hậu, An Nhơn, Bình Định, Việt Nam","3,8",50,13.9155076,108.5004743,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNg_M4CGVlsYxPLsGxaTIQrmvFufJprbPYylxwM, https://lh5.googleusercontent.com/p/AF1QipNxuqWcUgXQQ9k1Jr5CGn0LsDaXdsMhrTUhw76z, https://lh5.googleusercontent.com/p/AF1QipNqDOCrAxpbPN21fp8sl0P2XSrfwa9lPKjtlMyE, https://lh5.googleusercontent.com/p/AF1QipP2gi0SEkh4vUXBZ6N1fIKp9HCP8F9os64ewLWX, "
Bún chả cá Ngọc Liên,"379 Nguyễn Huệ, Trần Phú, Quy Nhơn, Bình Định, Việt Nam","4,0",2.684,13.7651493,108.6476808,Bình Định,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipOqO4Zk_lLvxjCmrqLD9QNLLPevmxPhfShGm3Ny, https://lh5.googleusercontent.com/p/AF1QipOGL90fYMCECLF870ImhfIydH62RMwU_JO9Hw8d, https://lh5.googleusercontent.com/p/AF1QipPHdyTh3NhwOVsyc444LRax0TR5vemwU3Pcs7Da, https://lh5.googleusercontent.com/p/AF1QipOlRPCPDPf7gPQmI41ywXVgWmbJf231cQqitt11, "
Quán Ăn: Bảy Chín,"926 QL19, Nhơn Hoà, An Nhơn, Bình Định, Việt Nam","4,0",1,13.8526103,108.5162868,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",
Bánh canh Bà O,"384 Bạch Đằng, Thị Nải, Quy Nhơn, Bình Định, Việt Nam","3,9",527,13.7791804,108.6509546,Bình Định,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOwdlKZ6AF3Iwb_Ka1ZAmpelahsMK8n23P4B2ZR, https://lh5.googleusercontent.com/p/AF1QipPzzfyG9DsmobKuBmcsth12T-xk8tFW6oTg32rY, https://lh5.googleusercontent.com/p/AF1QipOmGmuozpLavnPmSXFRnhpsLBaYSQTCVrC-1z1q, https://lh5.googleusercontent.com/p/AF1QipP7bX6qzo75BPQ9EmvAVlrGpzThpQcB5XgET4sD, "
QUÁN NHẬU THANH BA,"R646+8FX, Nhơn Bình, Quy Nhơn, Bình Định, Việt Nam","5,0",3,13.8058951,108.6343307,Bình Định,Nhà hàng gia đình,Không có giá,"Ăn tại chỗ, ",
Quán Cháo Lòng Bánh Hỏi Lộc Vừng,"W3W6+4RX, Nhơn Thành, Tx. An Nhơn, Bình Định, Việt Nam","4,1",115,13.9453643,108.4853242,Bình Định,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNPQ17cQsyeTouozDU6OlFRGM2m_KMbWoLLKfd7, https://lh5.googleusercontent.com/p/AF1QipM3Vf15lcX8gkizmDRSBg7oX8qBmndlEJBuv-ow, https://lh5.googleusercontent.com/p/AF1QipM6_dyxgFiByhZMVwjJBjhxoupToJfi4aswv_cX, https://lh5.googleusercontent.com/p/AF1QipMINYo4ClPHWPkQcYosm6p2e3fCFHsLUAk9Lk5h, "
Quán cây dừa,"72 Võ Thị Yến, Nguyễn Văn Cừ, Quy Nhơn, Bình Định, Việt Nam","4,0",1,13.7552608,108.6372924,Bình Định,Nhà hàng châu Á,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",
Quán Ăn Bình Dân Win 95,"34X9+4QH, Cát Tài, Phù Cát, Bình Định, Việt Nam","5,0",4,14.0978097,108.5427036,Bình Định,Quán ăn nhỏ,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",
Family Restaurant | Cơm gà Cơm binh Dăn,"326 Nguyễn Thị Minh Khai, Nguyễn Văn Cừ, Quy Nhơn, Bình Định, Việt Nam","2,5",2,13.7608097,108.6362738,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOb7v3eI1IVd9WJbY916lsZd4zZTQEnbW1RMaL5, https://lh5.googleusercontent.com/p/AF1QipMenZAmAJB-3F1dPFHuwLxzKjFofVsPCCkMFlzV, "
Quán ăn Hiến,"X589+C77, Hưng Mỹ 1, Phù Cát, Bình Định, Việt Nam","5,0",7,13.9660421,108.5913747,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",
Cơm Niêu Hội An - Quy Nhơn,"114 Nguyễn Tất Thành, Lê Hồng Phong, Quy Nhơn, Bình Định 55000, Việt Nam","3,8",1.022,13.7787915,108.6449919,Bình Định,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOW2tjPjE3pV8sj6Z9bhaU93D2tfSdR9GXyyeMg, https://lh5.googleusercontent.com/p/AF1QipNrzkjJ5WSNUXbTqMpMmomdXXVAYOJCiEA4Vi6T, https://lh5.googleusercontent.com/p/AF1QipMj6KMoezBcUZNFJsjMUYN0t_QTCse__F3qs2kk, https://lh5.googleusercontent.com/p/AF1QipPK1RCGOwD0H-J2A0Gi_u6Ge6pSWT_F7HKF_GCI, "
Quán Nhậu Bình Dân VIỆT NAM,"48 Đ. Số 25, Quang Trung, Quy Nhơn, Bình Định 59000, Việt Nam","5,0",2,13.7665065,108.6266638,Bình Định,Quán nhậu kiểu Nhật phong cách hiện đại,Không có giá,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNtUWjHGqm8X2RuN9Irwy_gUX-RBq4AlXKVe63G, https://lh5.googleusercontent.com/p/AF1QipN6JhRHu1jJ6I69A56S-eIZH-mYrGP0_mvdyE4r, https://lh5.googleusercontent.com/p/AF1QipME9nndRaL4gUyOG0wD2I6uRxLYB7jqxkv9F0X7, https://lh5.googleusercontent.com/p/AF1QipMOJmb7c8aPb48JFkdK8nEZmPM6fOz31LQF-MPt, "
Quán ăn Nguyễn Thao,"18G, Nhơn Bình, Quy Nhơn, Bình Định, Việt Nam","3,6",8,13.7941963,108.6280859,Bình Định,Gian hàng rong,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNC9RZ4bxhaN9bh2GrRD3FPpNAC1o3yAeXvHWQV, https://lh5.googleusercontent.com/p/AF1QipMog-6LsSw4yo0sbsXOxjslo22V0xAb2i4V5K-W, "
Bình Dân Quán,"W6WP+864, Phương Phi, Phù Cát, Bình Định, Việt Nam","4,2",16,13.945757,108.6587858,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipMykmNdvyINFYGYDiMhwr21m-zfYoMT3KPJulp1, https://lh5.googleusercontent.com/p/AF1QipNHg5t2IXtRDbLeRq-G4li-KrN_LU2yLWWh0Cu3, "
CÁ NGỪ ĐẠI DƯƠNG CHỊ THUẬN QUY NHƠN,"15 Bùi Hữu Nghĩa, Nguyễn Văn Cừ, Quy Nhơn, Bình Định, Việt Nam","4,1",316,13.7571807,108.6382552,Bình Định,Nhà hàng,200-300 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPhkoXoGfWPx5lF3H-ULuUjz93_o9Wp0XyfxNYl, https://lh5.googleusercontent.com/p/AF1QipPmduss5GDhaViNzyvW7lIRxuBK3nFc61zgTwtP, https://lh5.googleusercontent.com/p/AF1QipPKmJ6pfEWwYiJiEm3T3cXQdMaJY7oKEJwNNe-T, https://lh5.googleusercontent.com/p/AF1QipNYQY_ul3w50AM5fDOcZNOE7O8kLyX_2xxFjKWu, "
Food Places,"Q67F+HWR, Nguyễn Lạc, Trần Phú, Quy Nhơn, Bình Định 590000, Việt Nam","3,9",24,13.7639992,108.6479782,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipPQH1TwmCtkPLjZ6eLZW4HhK43hxbphCh_tgMTa, https://lh5.googleusercontent.com/p/AF1QipP9GN96gZluv-xHp6QGCeMFRyJXRVHp0MNxjXIl, https://lh5.googleusercontent.com/p/AF1QipPk20hlpcrS8pWijUT868W5VY0OHb4JYatjzVGI, "
Quán Cô Phụng,"thôn Lý Hòa, Xương Lý, Quy Nhơn, Bình Định, Việt Nam","5,0",1,13.8817203,108.7138119,Bình Định,Quán mì,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipMNi1ICf3RIXbrqJBDnx40h9HxalgHffVtAyP3h, https://lh5.googleusercontent.com/p/AF1QipPtDWxBtFoREPPLQayXIc7Tzuyazr3KRk-g-ShQ, https://lh5.googleusercontent.com/p/AF1QipNhtIorSaWag_qwzgBE9VLiZlEYR_hycoIGzqA5, "
