name,address,score,reviews count,latitude,longitude,province,category,price,services,description images
Local Bình Định,"75HM+H8, Xuân Thạnh, Phù Mỹ, Bình Định, Việt Nam",Chưa xét,0,14.278912,108.6065658,Bình Định,Nhà hàng hải sản,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipNUkM2FoOmmtGNZ2m-qPRhEGKe3B6Ud6JiiR8Fa, https://lh5.googleusercontent.com/p/AF1QipNo-2EwK8F9K1VeD-K8XYo_0y9rlyj9Im-ZB2EL, "
Nhà hàng Hoàng Long 4,"54-56 An Dương Vương, Nguyễn Văn Cừ, Quy Nhơn, Bình Định, Việt Nam","4,1",301,13.7485192,108.6375115,Bình Định,Nhà hàng Việt Nam,100-300 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPGxT34rY34Ru8XKxuOPt6TIrU9mZgeB5b8Accg, https://lh5.googleusercontent.com/p/AF1QipPUi1I2gS-Caw2afD-NMRuS18xiniTRfLPWdAvf, https://lh5.googleusercontent.com/p/AF1QipPJHtNXaG7RbyVBiKNIMUuTE8OYsNmUZ5XXb9l9, https://lh5.googleusercontent.com/p/AF1QipMa3md5sQ4WA5gR5H8pfm4w_6qzxIzGC50E_9Kj, "
Nhà Hàng 05,"5 Trần Phú, Quy Nhơn, Bình Định, Việt Nam","3,8",8,13.7704242,108.6503652,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNz93WXDRwbjBDrQoVgN2BQc5lA8QT9ETCdEkNU, https://lh5.googleusercontent.com/p/AF1QipMlxXauwNuuCkHL_h_cegnB8b79AoyUbplcfx-n, https://lh5.googleusercontent.com/p/AF1QipPG16Bmcrxa1QwzbLgIXOLFDw9GjvLGZ0RGVRNi, https://lh5.googleusercontent.com/p/AF1QipOYULUrv72mABYklci7qbSu3_pzn66MfsaI5-B3, "
Quán nhậu Minh Trưng,"V4WF+W26, Nhơn Hưng, Tx. An Nhơn, Bình Định, Việt Nam","5,0",2,13.8973723,108.5465812,Bình Định,Quán ăn nhẹ,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",
Sea.Fire.Salt,"Cầu Bãi Dại, Ghềnh Ráng, Quy Nhơn, Bình Định, Việt Nam","4,3",16,13.6805041,108.6560254,Bình Định,Nhà hàng,Trên 1 Tr ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipN-6Q67_vsqczSaFtkBseJ9KXZ_KYbubF2ic6vy, https://lh5.googleusercontent.com/p/AF1QipO2FHOfYOLynUty_CdBEsyp0GrhiJt1TQ_kRC0, https://lh5.googleusercontent.com/p/AF1QipO4yQTENArCq7j6Y9QJnilZRYCpwe-fmkVNj_mX, "
Quán Ăn 63,"W39M+43P, Ng. Văn Sở, Nhơn Hậu, An Nhơn, Bình Định, Việt Nam","5,0",1,13.9178302,108.505934,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",
Quán Nhậu PaPe,"Mỹ Phong, Phù Mỹ, Bình Định 820000, Việt Nam",Chưa xét,0,14.2668942,108.5018572,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, ","https://lh5.googleusercontent.com/p/AF1QipOhMlAQ1D9w1JayYNenZ0X4T8Gh79FhE4Vn9ora, https://lh5.googleusercontent.com/p/AF1QipOhMlAQ1D9w1JayYNenZ0X4T8Gh79FhE4Vn9ora, "
"Quán ăn bình dân, trà sữa, cafe","357 Nguyễn Thi Định, Trường An 1, Hoài Nhơn, Bình Định, Việt Nam","5,0",1,14.5127322,108.4863305,Bình Định,Quán ăn nhỏ,Không có giá,"Ăn tại chỗ, ",
Bún Phở Cô Mười,"W4H6+P37, Nhơn An, An Nhơn, Bình Định, Việt Nam","4,0",1,13.9292815,108.5333919,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",
"Coco Jambo Quy Nhơn - Nhà hàng Hải sản ngon Kỳ Co, Eo Gió","Lý Hưng, Nhơn Lý, Quy Nhơn, Bình Định, Việt Nam","4,8",374,13.8860971,108.7087266,Bình Định,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipM53wTCiQuSMUfq3x-ZuJ3OfTgzH_CwOhRALxzM, https://lh5.googleusercontent.com/p/AF1QipNr98AYfGNB7D07hFCEiEccYkrKMqeJiSOK48ij, https://lh5.googleusercontent.com/p/AF1QipP7bhGB76x_ar2yb6dlGMj1CplXAmpnv1FHr7p7, https://lh5.googleusercontent.com/p/AF1QipPqEtGhHqyMuV5cb3CFuGXhIN5Tam5EsoAB5czG, "
Quán nhậu Cô Ba,"QL19B, Cát Nhơn, Phù Cát, Bình Định, Việt Nam","5,0",1,13.9646514,108.5862253,Bình Định,Nhà hàng cơm,Không có giá,"Ăn tại chỗ, Nhận hàng ở lề đường, ",
Nhà Hàng Bình Hà,"Lô 16 Bắc, Bình Hà, Thị Nải, Quy Nhơn, Bình Định, Việt Nam","3,9",305,13.7814524,108.6552849,Bình Định,Nhà hàng,200-300 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipN1fJd3OV_hfPB1I0LZrljnhdiFA28lvZv7FxlG, https://lh5.googleusercontent.com/p/AF1QipNzPP5K-ynrCx6fWYl4K7q-VWm7p1M0tFrKlg-x, https://lh5.googleusercontent.com/p/AF1QipPuc9e2R5yNpLcm3NV8IlHjjKY8qfw_6X8nuKWW, https://lh5.googleusercontent.com/p/AF1QipOMOnvajQwqErQ44CuuwxT0wMl7JtHKMezAEbWb, "
bánh xèo tôm nhảy bà 5 mỹ cang,"Cầu Mỹ Cang, PHước Sơn, Tuy Phước, Bình Định, Việt Nam","4,2",427,13.8805164,108.6156973,Bình Định,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipPQ0-LdrhC9RZTzTWYLeneDwFm5Ovtdklp2c5Y8, https://lh5.googleusercontent.com/p/AF1QipMte-_AspHoqnsNjF36zQLSwLIJTyCNa4v2E27A, https://lh5.googleusercontent.com/p/AF1QipP65DWfxeW3NapzBH43B3Pf2XagYdKxIQX1630-, https://lh5.googleusercontent.com/p/AF1QipMSB9bKG__pYd0mm8K8R9E8hmiKuSEJ82kwc1w0, "
Nhà hàng Hoa Tân An 1,"499 Trần Phú, TT. Bình Định, An Nhơn, Bình Định 55000, Việt Nam","4,0",135,13.877981,108.5440221,Bình Định,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipPAgEk1gu0EDojwojs_3ersGEuS3XkToL6vadre, https://lh5.googleusercontent.com/p/AF1QipNhb_bye7NJsDqjb_P2C77_3_XHHio6HhGF8mvU, https://lh5.googleusercontent.com/p/AF1QipNPNZ6w6AiFbezXNHS8n3rfGH2B7GNwdJdrhXVA, https://lh5.googleusercontent.com/p/AF1QipOJb7qtwuGuQMnlSWOqc4L1vaHqXfyvR_0D8vpF, "
Quán bánh bèo Anh Nhí,"H355+FG8, Tân Thành, Hoài Nhơn, Bình Định, Việt Nam","4,0",1,14.5586553,108.4820543,Bình Định,Nhà hàng gia đình,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipPMRnQmV1zHndFRMgqQ6Hk31o8FAfXn4hUZ0yQ0, https://lh5.googleusercontent.com/p/AF1QipPxbyrWKcHE_8FAZbzd8WuYwqqSpG0yrj-xH1lN, "
Mì Cay Kitachi An Nhơn,"92 Quang Trung, TT. Bình Định, An Nhơn, Bình Định, Việt Nam","3,2",42,13.8876666,108.5343094,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPtD_yeM9VP3Ubnq521ELZE8S0ZDNFdtpMHsHwU, https://lh5.googleusercontent.com/p/AF1QipPtD_yeM9VP3Ubnq521ELZE8S0ZDNFdtpMHsHwU, "
Hoàng Thao Sea View - Hải sản Quy Nhơn,"Đường số 4, thôn Lý Hưng, Quy Nhơn, Bình Định 590000, Việt Nam","4,4",965,13.8860028,108.7084169,Bình Định,Nhà hàng hải sản,₫₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipM_jKmdGy2JWbc-luhRlR-pxd89Mfoo_PTWTk2K, https://lh5.googleusercontent.com/p/AF1QipNkP4cPKUvaFF6chhaDtyR_tnHl23W7XSSv6tXM, https://lh5.googleusercontent.com/p/AF1QipM56KYMT_oyAuE3F0Ep2MOR6uJwPeBcjuIfkDfk, https://lh5.googleusercontent.com/p/AF1QipOSpcIx5u29eIAl2w3KxXsKU1ncuAaaVwx_vi4P, "
Bún Phở - Chị Lệ,"H353+QP2, Tân Thành 1, Hoài Nhơn, Bình Định, Việt Nam",Chưa xét,0,14.559157,108.4776865,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",
Quán nhậu ông bụt,"87 Đường Chế Lan Viên, Ghềnh Ráng, Quy Nhơn, Bình Định, Việt Nam","5,0",2,13.7455399,108.6326047,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOhRQlduuZxrfGCyoXtbiTl3s1v4JSuv_BunZa2, https://lh5.googleusercontent.com/p/AF1QipMDN9X1yLQMuJCmlzkJkVaq7c6V-DUJ9BcSCe4M, https://lh5.googleusercontent.com/p/AF1QipMUE5b0gRxQnH-xrQzxwLPqi9oMoBgkpqDPUaiS, https://lh5.googleusercontent.com/p/AF1QipOe5PveOhqEAbFJHuXt3aYchJ_QrQCjoMl9CsTG, "
Quán Ăn Bình Dân Cô Ba,"V48M+F28, Phước Hiệp, Tuy Phước, Bình Định, Việt Nam","1,0",1,13.8661595,108.5557767,Bình Định,Quán ăn nhỏ,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNyQLBw5WVVJ7ehN3DjgpKmCs4A4HD7GNTKDog, https://lh5.googleusercontent.com/p/AF1QipO2VgoqAnSdMtZKKIiCWPSQw1dVXq4_5LKXaDk, https://lh5.googleusercontent.com/p/AF1QipN60pNCaQzanFevYTXVTMzrcEYWMGGJcF--Oto, "
MÓN QUÊ - Quán Ăn Đặc Sản,"Eo Gió, Quy Nhơn, Bình Định, Việt Nam","4,3",160,13.8839571,108.7146142,Bình Định,Nhà hàng hải sản,100-200 N ₫,,"https://lh5.googleusercontent.com/p/AF1QipOQZFO3eY_8rFPpxO5Q2OkewBnhldKlVEkeXFZk, https://lh5.googleusercontent.com/p/AF1QipPS8N6SOLzeEfKVMtk4WTVHvqIfmoUhX6s9Nx0P, https://lh5.googleusercontent.com/p/AF1QipPMNmL6CW5u1m0PFwl44NDXgVj_fSQtU9u6wYe5, https://lh5.googleusercontent.com/p/AF1QipNiagT98oB8aXuZ_qOrVicI8P7NuKTxuiWfVm1r, "
Quán ăn Hoa Huệ,"7V7Q+F72, ĐT630, Ân Nghĩa, Hoài Ân, Bình Định, Việt Nam","5,0",2,13.8839571,108.2202294,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",
Bánh canh cuốn gỏi bò 02 nguyễn thị định,"02 Nguyễn Thị Định, Nguyễn Văn Cừ, Quy Nhơn, Bình Định, Việt Nam","5,0",2,13.7628902,108.6403386,Bình Định,Nhà hàng châu Á,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipMzMoxwXw1vrF942MlOV3yHRJ3NC8MuibkncWLJ, https://lh5.googleusercontent.com/p/AF1QipMzMoxwXw1vrF942MlOV3yHRJ3NC8MuibkncWLJ, "
QUÁN NHẬU BÌNH DÂN TÁM HƯơNG,"Phước Quang, Tuy Phước, Bình Định, Việt Nam","5,0",1,13.8881428,108.5600934,Bình Định,Nhà hàng gia đình,Không có giá,"Ăn tại chỗ, ",
Quán Cơm Bún Phở Bình Dân,"W633+2C4, ĐT640, Phước Hoà, Tuy Phước, Bình Định, Việt Nam","4,0",2,13.9025017,108.6267928,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNMJxt5rB0N65JXy1SaB-BogUNBINRvYrgiHsc, https://lh5.googleusercontent.com/p/AF1QipPpMk7CPl13Ctu-yXUYgGR_lb4BCbpwM_c4Yho, https://lh5.googleusercontent.com/p/AF1QipOgaXA8L0t2ENi-M3XUe8lr-B4otzIGqDhjsYU, "
Hải sản Tươi sống Ông Minh,"29 Diên Hồng, Lý Thường Kiệt, Quy Nhơn, Bình Định, Việt Nam","4,8",1.136,13.7725955,108.6440437,Bình Định,Nhà hàng hải sản,Không có giá,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNkx0yEfBQPYM0YT-VdD2aUoaCcnKfZh_xj_zgU, https://lh5.googleusercontent.com/p/AF1QipMNE2ALjXWToRvBu4-yTt86DR1mQNEd-kKPpHGN, https://lh5.googleusercontent.com/p/AF1QipP6YjzLW-88hKZ-BPoxMyQVTiLU-knEfM7u_G5V, https://lh5.googleusercontent.com/p/AF1QipMBQWCXCNOkRPhl7x-ZTk9CsSGtcxG9cSNvRj1X, "
Quán ăn nhỏ,"ĐT640, Phước Quang, Tuy Phước, Bình Định, Việt Nam","4,5",4,13.8986583,108.5908629,Bình Định,Quán ăn nhỏ,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipMoodWwrR43WGYuBwBBYiaREwHQqPpbDAI9VI9H, https://lh5.googleusercontent.com/p/AF1QipMxWyHqpFGsUssCz-o-G_JWy-BydS6xqyttiB-k, "
Quán nhậu 81 Hàm Nghi,"81 Hàm Nghi, Ngô Mây, Quy Nhơn, Bình Định, Việt Nam","5,0",1,13.7683798,108.6416786,Bình Định,Nhà hàng gia đình,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOHZyvvdCKW6KaSryc_D-LLwO1MICY2RIh3eW3g, https://lh5.googleusercontent.com/p/AF1QipMRpuHZyKqFhxmYV1WN_7aytLZOwUYcFxeTM55m, "
Quán Cơm Tám Đông,"R4VQ+G65, AH1, Phước Lộc, Tuy Phước, Bình Định, Việt Nam","4,4",13,13.8437511,108.5613116,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipN80OZJIb-AyXWPgrscquEUFyO_tLXtHerNMgkw, https://lh5.googleusercontent.com/p/AF1QipOAiD4wEQ3CEbqcQEUVC4dVB0I6_58ui7xJB9VF, "
Mì Cay An Nhơn,"329 Trần Phú, TT. Bình Định, An Nhơn, Bình Định, Việt Nam","3,2",32,13.8848303,108.5381298,Bình Định,Nhà hàng Hàn Quốc,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipN3G5uInWCGGcztvn_jLAFXXXpdmNp9hxIYeNVi, https://lh5.googleusercontent.com/p/AF1QipMYYV3GYsiF62FIz1YD7teG9hlSTYMjXA8cPM8e, https://lh5.googleusercontent.com/p/AF1QipMdhtHxXwW-lJEdZwZHOoT2DRffgNdvOrACpNJp, https://lh5.googleusercontent.com/p/AF1QipMymVMmk9kJmcGtZ1Ys3sk3zpgQ_ntSc1dgDJO8, "
Big Tree Bistro,"QL1D, khu vực 1, Quy Nhơn, Bình Định, Việt Nam","4,4",292,13.6858013,108.6545089,Bình Định,None,100-200 N ₫,,"https://lh5.googleusercontent.com/p/AF1QipPLpr-VCDOS_89QNqUfvuBBjb5HkkmAPZW3-ywG, https://lh5.googleusercontent.com/p/AF1QipM7VlpHGtkgtL2R9bPgcxPb1QLdYOxXuvdYrg1S, https://lh5.googleusercontent.com/p/AF1QipOhlh-IGtyMxSWC-ahVRocQqPypNX8i0l2hxymA, https://lh5.googleusercontent.com/p/AF1QipNtITVPHN-dflTnrd0zxKF8Gru6vNHkEWR7rHSB, "
Nhà 5 Cang,"Xuân Vinh, Hoài Nhơn, Bình Định, Việt Nam",Chưa xét,0,14.4523371,108.5024318,Bình Định,Nhà hàng châu Á,Không có giá,,
Quán Ăn Gia Đình,"Đường số 4 lô 164, chợ mới, TT. Diêu Trì, Tuy Phước, Bình Định, Việt Nam","5,0",1,13.8081874,108.5687631,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipM2WHF-yxRndHJd8fgeXcxciWe7yL5gzO0DcLCH, https://lh5.googleusercontent.com/p/AF1QipOEcmC7YTFGb11dlT14Ok4dzu66YqGxuPpYSs_O, https://lh5.googleusercontent.com/p/AF1QipN2c7k6SGJSZHYozu-YviMojVgwnlL7ASW8c5cW, "
Bánh Mì Lagu,"hẻm 171 Nguyễn Huệ, Trần Phú, Quy Nhơn, Bình Định, Việt Nam","4,0",97,13.7682876,108.652502,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNedjYInAd48ZlX2G8QS0n-8G2M4o2WLKRFqqMM, https://lh5.googleusercontent.com/p/AF1QipOaRWB_VbKevfqJYx7Or7KaUTt0EYfikENTtOfw, https://lh5.googleusercontent.com/p/AF1QipM3HeBSTn0n4G7A_XLGpJfwtlhkUYjNntUXBP35, https://lh5.googleusercontent.com/p/AF1QipOjFVARai47DbKtKicXeaoKWdKHnZVg_acaKTkV, "
Bốn Mùa - Four Seasons Quy Nhơn,"Xuân Diệu, Trần Phú, Quy Nhơn, Bình Định 55100, Việt Nam","4,6",1.282,13.7611616,108.6458053,Bình Định,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipMrcHD3KM1dosHTVR0wbon_MKstS3vao1wr4sOh, https://lh5.googleusercontent.com/p/AF1QipNhPQnGQ9OIWBoFlJhV3Zplqp2CSZDTNoVTm8Kg, https://lh5.googleusercontent.com/p/AF1QipNGf00AYz5IP7NKVEgFws-RAB0HagJUrmVGlARY, https://lh5.googleusercontent.com/p/AF1QipOxZevR1DP0JNNyE6Pa6nOFKp0R8QVXt4styBGf, "
Quán vịt Nam,"V48M+89V, Cầu, Phước Hiệp, Tuy Phước, Bình Định, Việt Nam","4,4",26,13.8658677,108.5566431,Bình Định,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipPvPMTI2e427r_NNm1nwRLAxJpYOjdd9CDc0XtF, https://lh5.googleusercontent.com/p/AF1QipNrqwvGTAknwPzqSNgLBsexEHWwG9RzOw4yMq-z, https://lh5.googleusercontent.com/p/AF1QipMMp1CvY_93-RYNj2nWrKE1HFjsNuA2rwHcFqMF, https://lh5.googleusercontent.com/p/AF1QipPlfiui23p_WfNZEd2UxZZ5JoBP3hPi5q4sUbOi, "
Quán Bún Bình Dân,"34 Đô Đốc Bảo, Trần Phú, Quy Nhơn, Bình Định, Việt Nam",Chưa xét,0,13.7650843,108.6460847,Bình Định,Quán ăn nhỏ,Không có giá,,
Quán Cơm Tazon,"QL1A, Thôn 1, Hàm Thuận Bắc, Bình Thuận 77400, Việt Nam","4,1",891,11.0535574,107.5934074,Bình Thuận,Nhà hàng Việt Nam,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOHdEq8i0Jo39hAjY6BjASNafu-iOKDJC8-HBgE, https://lh5.googleusercontent.com/p/AF1QipOFxF4ShfMBEYiMhsRwvAAez-SXhDKwcO239YTp, https://lh5.googleusercontent.com/p/AF1QipOx79Lpfs2IOxbjj-kOklNfwUBvkg2K_2YpDOGA, https://lh5.googleusercontent.com/p/AF1QipOUeC3Dg9cERvmpaI_oi8cTajvFsSk6kpnZ_5Ua, "
Cơm Niêu Kim Anh Quán,"A113-A114 KDC, Hùng Vương, Phú Thuỷ, Thành phố Phan Thiết, Bình Thuận, Việt Nam","4,0",2.558,10.9384537,107.5371834,Bình Thuận,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOIq-5X_8YAIh7DMMYRHceUj_OxAwYiw08UII6m, https://lh5.googleusercontent.com/p/AF1QipMqu0fG3SZnbBck4hOaqJqJBA8udsBo9rz7djae, https://lh5.googleusercontent.com/p/AF1QipNfDy8b4jFZJn521GoocwFQpxnelGvLOx2uXe9h, https://lh5.googleusercontent.com/p/AF1QipNaWwk0LHNLLxmVg9E-u_0EZcOOPZzoA8ZG9o_P, "
Quán ăn NgọcTuyền,"Tân Thành, Hàm Thuận Nam, Bình Thuận, Việt Nam","4,8",8,10.7072291,107.4168178,Bình Thuận,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPpiBDZHEAy5FkMdI40aI6s-4MyLzwtfvZUCt02, https://lh5.googleusercontent.com/p/AF1QipO1t4dzZtu5gO53kbmOSZz0cmaiKbKophhrKNCa, "
Cơm tấm Mỹ Hồng,"198 Trần Hưng Đạo, Bình Hưng, Thành phố Phan Thiết, Bình Thuận, Việt Nam","4,0",112,10.9316344,107.5274912,Bình Thuận,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipOKcKJmRhsC-n1tG20VrAaCUHcI7IxPPexpKxsn, https://lh5.googleusercontent.com/p/AF1QipO09hnctWRwiBuQv9hapcV1p6Y3h_sQkc-SelSV, https://lh5.googleusercontent.com/p/AF1QipP4ASJiNujCNpmg-CeI-YMAYAh29PDzP3qZf2ko, https://lh5.googleusercontent.com/p/AF1QipPzMwaFEeAclhtnrj4w8gESVXckOA3isNdi927P, "
CƠM GÀ HẠNH HƯƠNG,"55 Tuyên Quang, Bình Hưng, Thành phố Phan Thiết, Bình Thuận 800000, Việt Nam","3,9",1.673,10.9315861,107.531521,Bình Thuận,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipMFER2Ne-adgjM4a44_7zbagnHfH8klqKyyBRFL, https://lh5.googleusercontent.com/p/AF1QipOZ3txoUdBx1ToEXROWF4rm3josGuKt6IVsa4hz, https://lh5.googleusercontent.com/p/AF1QipPWanIwN2hWYDAV2u07yoX2AGZPpTKnU3mOTP5V, https://lh5.googleusercontent.com/p/AF1QipP8D8tkZc4ITQJo2qIMt0l5Z3Vac5TklcPRZJtq, "
Quán Ăn Cô Ba,"6 Nguyễn Đình Chiểu, Phường Hàm Tiến, Thành phố Phan Thiết, Bình Thuận, Việt Nam","4,1",105,10.9383579,107.6123017,Bình Thuận,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipPN6VwtzofWx36GXD2q7ZUe_HmWmLn1lOA5iPVq, https://lh5.googleusercontent.com/p/AF1QipNCZWBNqO_DW5jAA257hLQF1YjIhbPUDF0yR15b, https://lh5.googleusercontent.com/p/AF1QipPN81zpyCS_6XpP6y74Q-hYicVae7MilNwjVUEI, https://lh5.googleusercontent.com/p/AF1QipPDuZFMcMQrObKJHopAvNAm2rG5qODoGDTOIody, "
"Nhà hàng An Bình: Ăn sáng ngon, cơm niêu, lẩu hải sản tươi sống...","283W+65P https://maps.app.goo.gl, Mũi Né, sU95QYrZEMSSu9VTA?g_st=iz, Bình Thuận 800000, Việt Nam","5,0",12,11.0030994,107.7686745,Bình Thuận,Nhà hàng,200-300 N ₫,,"https://lh5.googleusercontent.com/p/AF1QipPBsMeRaGZPUw8m6wcY7723gdp54_anMv1Ng6QB, https://lh5.googleusercontent.com/p/AF1QipMssfy7uVNrA6xuzu0p_9LwsDy5FFaVtOCD_y7v, https://lh5.googleusercontent.com/p/AF1QipO7xwB0T3rcBS1F0RRQVuBAKCbEsXuNO482O7PM, https://lh5.googleusercontent.com/p/AF1QipO7xwB0T3rcBS1F0RRQVuBAKCbEsXuNO482O7PM, "
Quán ăn 8 Lộc,"Đ. Bùi Xuân Phái, Mũi Né, hòn rơm, Thành phố Phan Thiết, Bình Thuận, Việt Nam","4,8",117,10.9598737,107.7503257,Bình Thuận,Nhà hàng gia đình,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNlovQbVL2AqEV2A4fXqI_JtF3E684dwb8vdQGQ, https://lh5.googleusercontent.com/p/AF1QipN_zRK8Ut28m-BvDfCQR8VgLroV66P0UatazpqJ, https://lh5.googleusercontent.com/p/AF1QipNDHd6wcuhCJpwq7OLvS_B0zrSdccXCdXwHYJi6, https://lh5.googleusercontent.com/p/AF1QipNLTMIG0qlRc7VkbZ5PGs5yH8pu-7xeSylgM2t-, "
Quan An Binh Dan - Local Eating,"X8GR+R94, Mũi Né, Thành phố Phan Thiết, Bình Thuận, Việt Nam",Chưa xét,0,10.9770089,107.7641708,Bình Thuận,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOi9LnIo8MRH2J06upGt-CI6VIyLEJVzitS_1E, https://lh5.googleusercontent.com/p/AF1QipOlMH9lLa81a33QxQRM-Loww7JgcnOu5p0EzbM, https://lh5.googleusercontent.com/p/AF1QipOanvZR9RdowewkFqvkekXGaDo7DDyhh3OoEms, "
Cơm Niêu Phan Thiết ( BIRD OF PARADISE ),"QL1A Km 05, Thôn Phú Khánh, Hàm Thuận Nam, Bình Thuận, Việt Nam","4,4",38,10.9770089,107.269786,Bình Thuận,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipN9sO9BtFvDaIKVk5fxHC3HR-Xf9KwRuy5z-vce, https://lh5.googleusercontent.com/p/AF1QipOaCFCB6UVa1NWTm_BBVtubOoTvhNCmogXPNdoa, https://lh5.googleusercontent.com/p/AF1QipPUpqvuP_pYfUwDpWAXJv8L8feeBX6zUu6T3GUc, https://lh5.googleusercontent.com/p/AF1QipN0HIrmqn5D5J_2E_EQB1gVQDSt7AAlLrwqK1sg, "
