name,score,category,price,address,province,review count,description images
Thung Nắng,4.4,Điểm thu hút khách du lịch,Không có giá,"6WH4+QV2, Ninh Hải, Hoa Lư, Ninh Bình",Ninh Bình,192,"https://lh3.googleusercontent.com/p/AF1QipNNNzv-zrPcQAMiKhuVkTG0xin18XXPabifZKOg, https://lh3.googleusercontent.com/p/AF1QipPKq6lsGGrrErYp3EO0t7GERyOBS2mOzdmbAWqa, "
Hồ Đồng Chương,4.0,Hồ,Không có giá,"Phú Long, Nho Quan, Ninh Bình",Ninh Bình,48,"https://lh3.googleusercontent.com/p/AF1QipMA88DG4QsveVabfPKtd1mkXXXVEQILIhsJFJf2, https://lh3.googleusercontent.com/p/AF1QipPwW4ljKckXP1OTIIsHMMchBvF6JvPf55hjscje, "
Núi non nước,4.3,Đỉnh núi,Không có giá,"Đinh Tiên Hoàng, Thanh Bình, Tp. Ninh Bình, Ninh Bình",Ninh Bình,32,"https://lh3.googleusercontent.com/p/AF1QipM3-rP4ewM4rPRdkzRU2p1qp3tXGjR3akS2gpM-, https://lh3.googleusercontent.com/p/AF1QipPUOJRChfYJAuBRCtreHdGlA8zgpesvLmvmfKFJ, "
Chùa Bích Động,4.3,Chùa phật giáo,Miễn phí,"6W99+C23, Ninh Hải, Hoa Lư, Ninh Bình 430000",Ninh Bình,3.859,"https://lh3.googleusercontent.com/p/AF1QipO8zmyLLyFirwynQkjrmrZLTX0T906nIPmRYKk0, https://lh3.googleusercontent.com/p/AF1QipN4BU7s5aVBhD1DaJok9G23fR8NdQkps2ncS3-I, "
Đan Viện Thánh Mẫu Châu Sơn,4.6,Tu viện,Không có giá,"8PRP+F8F, Thôn 4, Nho Quan, Ninh Bình",Ninh Bình,934,"https://lh3.googleusercontent.com/p/AF1QipMZWciAbpjnpnj5khdG4ns2ZwhiBDd3jD0WJI3Q, https://lh3.googleusercontent.com/p/AF1QipOfO3cGM6zyXzDlhwkFv2-SVoeMYdEqdvgk-q5n, "
Động Thiên Hà,4.1,Vách đá,Không có giá,Không có địa chỉ cụ thể,Ninh Bình,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipO4E5cpimfg7sC6QBrSENpzCvmG8t4AY--brv5I, https://lh3.googleusercontent.com/p/AF1QipNGEoBYOMKq6YOxDijqJS9JzknOcKrUBLWQDQav, "
Phố cổ Hoa Lư - Ninh Bình,4.5,Điểm thu hút khách du lịch,Không có giá,"16 Xuân Thành, Tân Thành, Ninh Bình",Ninh Bình,2.750,"https://lh3.googleusercontent.com/p/AF1QipNpOm45gihqx6FQkCt5-TpdZj7Y3IYN9BZCA51C, https://lh3.googleusercontent.com/p/AF1QipPrVcJ_5O-5eJfscIIKdQubILz8QUlxGCw5y3e1, "
Hoa Lư,Chưa xét,Administrative Area2,Không có giá,Ninh Bình,Ninh Bình,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipOMBDJA7cGRRHcskygZfHBANGuWtAoOiezJ-KE8, https://lh3.googleusercontent.com/p/AF1QipPRbyD_pvdTsBoDnK8_LzHGkJ5gbzK8FVzm4OqK, "
Cố Viên Lầu,4.0,Điểm thu hút khách du lịch,Không có giá,"6W9P+HF9, Tam Coc Rd, Ninh Hải, Hoa Lư, Ninh Bình",Ninh Bình,29,"https://lh3.googleusercontent.com/p/AF1QipPlR2JydrrlMpzeYLXGJPjtpnw5WYvHT3G-EtME, https://lh3.googleusercontent.com/p/AF1QipOC2tNvrBR3b0a3TnBMSiUf6Ty5buyKaStLXXGh, "
Bảo tàng Ninh Bình,3.8,Bảo tàng,Không có giá,"25 Lê Đại Hành, Vân Gia, Ninh Bình",Ninh Bình,87,"https://lh3.googleusercontent.com/p/AF1QipPO6RCwpKbmqgdhxPzRMMZtj7u9pG67nqIbZiPo, https://lh3.googleusercontent.com/p/AF1QipOey2_BO1h0K187sI-YmVp8TgKo9OrGt44i67D7, "
Đền thờ Vua Đinh Tiên Hoàng,4.5,Nơi thờ cúng,Không có giá,"7WM5+P8H, Trường Yên, Hoa Lư, Ninh Bình",Ninh Bình,551,"https://lh3.googleusercontent.com/p/AF1QipPO6RCwpKbmqgdhxPzRMMZtj7u9pG67nqIbZiPo, https://lh3.googleusercontent.com/p/AF1QipOey2_BO1h0K187sI-YmVp8TgKo9OrGt44i67D7, "
Đền Thái Vi,4.2,Nơi thờ cúng,Miễn phí,"6WFH+MXC, Ninh Hải, Hoa Lư, Ninh Bình",Ninh Bình,334,"https://lh3.googleusercontent.com/p/AF1QipOtQ5xN6H4tRcY831dUKTvhbW41_qfudVEXtyZw, https://lh3.googleusercontent.com/p/AF1QipOhRG4z7KNgfu__CQHWKXbcd9QdGtx1B0Xv82xz, "
Động Am Tiên,4.5,Hang động,Không có giá,"Trường Yên, Hoa Lư, Ninh Bình",Ninh Bình,61,"https://lh3.googleusercontent.com/p/AF1QipOVb5aBAKNJ61yzYqrcEChYMW0JZ-jgyoyR78ZF, https://lh3.googleusercontent.com/p/AF1QipNqAbDyHpb8mFH8s_2mxpFtOfA5vJupQgoY6nsx, "
Hang Múa,4.5,Hang động,Không có giá,"Ninh Hải, Hoa Lư, Ninh Bình",Ninh Bình,270,"https://lh3.googleusercontent.com/p/AF1QipPr2VRpIWvJs_mCfjxcVv9dvxFwTZos08XCcWmn, https://lh3.googleusercontent.com/p/AF1QipPixAlxVS5K2uz4p_LG89TTWx2nyMtDbJtIpsOA, "
Đồi dứa Tam Điệp,4.6,Vườn cây ăn quả,Không có giá,"5VF9+3WP, Quang Sơn, Tam Điệp, Ninh Bình",Ninh Bình,94,"https://lh3.googleusercontent.com/p/AF1QipMudYArOIo3tZrWp3pkg1IA8yFOR4Fa2gMkS_Yx, https://lh3.googleusercontent.com/p/AF1QipN6M-WCBZryfs59FAa8LVcuKmYaKoMEcAZgR2sE, "
Đền thờ Vua Lê Đại Hành,4.4,Nơi thờ cúng,Không có giá,"7WP4+C9M, Trường Yên, Hoa Lư, Ninh Bình",Ninh Bình,143,"https://lh3.googleusercontent.com/p/AF1QipMEclItZwVJcqdwrzN4Uwb5B-h43TdhqHKvr1wY, https://lh3.googleusercontent.com/p/AF1QipMisM9fDYaE5a0qcitUkmR1tIg7F9YW5Hz8SANl, "
Hành Cung Vũ Lâm,4.8,Nơi thờ cúng,Không có giá,"6WW7+WPJ, Ninh Xuân, Hoa Lư, Ninh Bình",Ninh Bình,67,"https://lh3.googleusercontent.com/p/AF1QipPOEnBa76pKr1YfhOJkv4H1479WRR0XMyKGT6Gn, https://lh3.googleusercontent.com/p/AF1QipMToxPTPGD_IJSzbS3d_4eB_RMr5zF1HRXKZHuQ, "
Nho Quan,Chưa xét,Administrative Area2,Không có giá,Ninh Bình,Ninh Bình,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipMZ01p6UCbpL0dVWuF8-OpZEDJfsrPe9USibYvY, https://lh3.googleusercontent.com/p/AF1QipNqNk-80lCmhubr61pqYI0ISz_ANN9GxoEUpDQl, "
Đền Thánh Nguyễn,4.8,Nơi thờ cúng,Không có giá,"8V5G+525, Gia Thắng, Gia Viễn, Ninh Bình",Ninh Bình,44,"https://lh3.googleusercontent.com/p/AF1QipP1lc9AgtYO9IlodrCRoojyjXM8MheGGAKdKag3, https://lh3.googleusercontent.com/p/AF1QipNzNWhOpy_L1zHpvs6fTCx78iqrV1jp7n7gOQRH, "
Hang Múa,4.4,Điểm thu hút khách du lịch,Không có giá,"6WJQ+C43, Ninh Xuân, Hoa Lư, Ninh Bình",Ninh Bình,235,"https://lh3.googleusercontent.com/p/AF1QipMq6mlJF05Y31MrLYlSEkW6WGdhUP6M9XigMdjZ, https://lh3.googleusercontent.com/p/AF1QipPqK-nh7LIfciL0PI8Kd0NS2RVgni2zn6LbkEG0, "
Cơ Sở Bảo Tồn Gấu Ninh Bình,4.8,Tổ chức bảo vệ động vật,Không có giá,"Đường Cúc Phương - Bái Đính, Kỳ Phú, Nho Quan, Ninh Bình",Ninh Bình,687,"https://lh3.googleusercontent.com/p/AF1QipNU0tQ3TprYxjs8P8aU4eH9PfhU-TMcbnTCn6o, https://lh3.googleusercontent.com/p/AF1QipNqqcr_gbd0B93zUxho0oqkMg7-XCF2oyBiGJAU, "
Viewpoint Đầm sen Hang múa,4.5,Điểm thu hút khách du lịch,Không có giá,"6WJP+H9, Ninh Xuân, Hoa Lư, Ninh Bình",Ninh Bình,362,"https://lh3.googleusercontent.com/p/AF1QipN2NWlb0mcag-QAeKBi4rGcS8qYsr9EmAXKeHTy, https://lh3.googleusercontent.com/p/AF1QipPOBQoDIS5SoYKg-qPIorwDhV5CW1epPES_x9xm, "
Endangered Primate Rescue Center,4.4,Điểm thu hút khách du lịch,Không có giá,"6PW8+Q42, đường rừng Cúc Phương, Cúc Phương, Nho Quan, Ninh Bình",Ninh Bình,274,"https://lh3.googleusercontent.com/p/AF1QipOliZYfh7I0RTdeMH3zWvgNUR5GkomHlmuv0_W-, https://lh3.googleusercontent.com/p/AF1QipMhVscKBZKCEqk1UnCJZyRue95BHIXYRS5ax8w, "
Chùa Non Nước,4.4,Chùa phật giáo,Không có giá,"7X6M+J5M, Lê Đại Hành, Vân Gia, Ninh Bình",Ninh Bình,319,"https://lh3.googleusercontent.com/p/AF1QipMhs87qbdwNgHjB6YVkjHjO0_gKsllNNTrXVYXs, https://lh3.googleusercontent.com/p/AF1QipPjplxNIF3UvN0gErKcyOBU0Mnz0LUqVbt96oGB, "
Đền Tràng An Cổ,4.3,Nơi thờ cúng,Không có giá,"7WF6+835, Trường Yên, Hoa Lư, Ninh Bình",Ninh Bình,386,"https://lh3.googleusercontent.com/p/AF1QipNyQydD5gpD9K6-yQ4lRcT3Eii_ISxCyeLXkI0y, https://lh3.googleusercontent.com/p/AF1QipMDQ7SW6bdgmd-kTFDcRju_uGst89xtVKRnd11X, "
Chùa Bái Đính Cổ,4.6,Chùa phật giáo,Không có giá,"7V98+X8R, Gia Sinh, Gia Viễn, Ninh Bình",Ninh Bình,118,"https://lh3.googleusercontent.com/p/AF1QipPinyy4V3BQqy-l-NyfFw_ZOFO5YyyweLOzo7JD, https://lh3.googleusercontent.com/p/AF1QipM_OxlSsCL1Olgoo5I5UX4LN15Z-gTKKAqQWGCH, "
짱안,4.6,Điểm thu hút khách du lịch,Không có giá,"7W39+569, Ninh Xuân, Hoa Lư, Ninh Bình",Ninh Bình,81,"https://lh3.googleusercontent.com/p/AF1QipNTzFign3kltETDASjb4wheycX4cimLEkAfZHBd, https://lh3.googleusercontent.com/p/AF1QipPlNycKjILi4LegB0L92rpcTf4IwTqnnGvwwD_P, "
Động Tiên Cá,4.3,Điểm thu hút khách du lịch,Không có giá,"Thung Nham, Hoa Lư, Ninh Bình",Ninh Bình,157,"https://lh3.googleusercontent.com/p/AF1QipODSXHO8kFBqc6vJ4vk3_kHuRZKzRgWpq7tl_MG, https://lh3.googleusercontent.com/p/AF1QipN1G9pohTpryxvNc4QsMPRaDmm030RBZTsQxicX, "
Phố cổ Hoa Lư,4.6,Khu vực đi bộ,Không có giá,"Tràng An 2, Tân Thành, Ninh Bình",Ninh Bình,69,"https://lh3.googleusercontent.com/p/AF1QipODBbwkIMjr0EtsxneFNDYi6bjBRqpOWLteCRU2, https://lh3.googleusercontent.com/p/AF1QipP0xHpcBJHgU1494sYTbd8oUwjr7VyCnzmrAs_l, "
Vai Gioi Cave,4.3,Điểm thu hút khách du lịch,Không có giá,"6W82+C77, Ninh Hải, Hoa Lư, Ninh Bình",Ninh Bình,92,"https://lh3.googleusercontent.com/p/AF1QipODBbwkIMjr0EtsxneFNDYi6bjBRqpOWLteCRU2, https://lh3.googleusercontent.com/p/AF1QipP0xHpcBJHgU1494sYTbd8oUwjr7VyCnzmrAs_l, "
宁平陆龙湾,4.5,Điểm thu hút khách du lịch,Không có giá,"7W39+8FV, Ninh Xuân, Hoa Lư, Ninh Bình",Ninh Bình,19,"https://lh3.googleusercontent.com/p/AF1QipM36eZ0EiipPNV5xudIK7OxhXf9YpsODB78CVN0, https://lh3.googleusercontent.com/p/AF1QipOEr-4Wzr4i2RBz7jCm6wKiHedz7yCl5ADrbPSi, "
Thung Nham Bird Valley,4.0,Khu bảo tồn thiên nhiên,Không có giá,"Khu Du Lich Sinh Thai, Thung Nham, Hoa Lư, Ninh Bình",Ninh Bình,885,"https://lh3.googleusercontent.com/p/AF1QipMg0hbbhcG-yAey3YAuZ3I8NS7hF8YK5yjazSPg, https://lh3.googleusercontent.com/p/AF1QipOyh5qZ0IVYr1AAOGB1XJSnvsGwUGuFXzroDPhW, "
Suối Nước Khoáng Nóng Kênh Gà,3.9,Điểm thu hút khách du lịch,Không có giá,"8RJ8+3G7, Gia Thịnh, Gia Viễn, Ninh Bình",Ninh Bình,310,"https://lh3.googleusercontent.com/p/AF1QipOrG6XVCztzSmbOUmEefKW7w2R--mVebMzp9h3x, https://lh3.googleusercontent.com/p/AF1QipPPoN4dziI1v6wZFxJ8xpJhOnaR9XM9W4BPeLk, "
Đảo Khê Cốc - Ninh Bình,3.7,Điểm thu hút khách du lịch,Không có giá,"7W2F+MR7, Ninh Xuân, Hoa Lư, Ninh Bình",Ninh Bình,102,"https://lh3.googleusercontent.com/p/AF1QipNxV2PMdRX_8E0rHMjUy8r49IrpKY74yzQ0IwGL, https://lh3.googleusercontent.com/p/AF1QipNb54F4nbWNs4l12NcHk2FwFAd9EnTn8h65MM8h, "
Tháp Pô Klông-Garai (Tháp Chàm),4.5,Đền thờ Hindu,Không có giá,"Đô Vinh, Phan Rang-Tháp Chàm, Ninh Thuận",Ninh Thuận,1.923,"https://lh3.googleusercontent.com/p/AF1QipMxa8e08MgRy3bnV_0IfZiLw9x-S32MdD7Dz7vh, https://lh3.googleusercontent.com/p/AF1QipOh8DhlScoGJMw5B9d4FwvUrnMrXOKVYP3ZDZCr, "
Vườn quốc gia Núi Chúa,4.3,Đại lý du lịch tham quan,Không có giá,"Thôn Thái An, Ninh Hải, Ninh Thuận",Ninh Thuận,2.699,"https://lh3.googleusercontent.com/p/AF1QipMxa8e08MgRy3bnV_0IfZiLw9x-S32MdD7Dz7vh, https://lh3.googleusercontent.com/p/AF1QipOh8DhlScoGJMw5B9d4FwvUrnMrXOKVYP3ZDZCr, "
Đồi cát Nam Cương,4.2,Điểm thu hút khách du lịch,Không có giá,"GX5W+9MX, An Hải, Ninh Phước, Ninh Thuận",Ninh Thuận,831,"https://lh3.googleusercontent.com/p/AF1QipPzsky9OsH9jdhHLHCftJgJPQ-Q13yhn4Nbn14I, https://lh3.googleusercontent.com/p/AF1QipNxD1hF6kdB31mwtckRhvSdLeNA_9P0_tpDgkJX, "
Bãi biển Ninh Chữ,4.2,Bãi biển,Không có giá,"TT. Khánh Hải, Ninh Hải, Ninh Thuận",Ninh Thuận,772,"https://lh3.googleusercontent.com/p/AF1QipNNG-SY660Yshtx-p5JxzPUuqf1uDKr3wsRQ40A, https://lh3.googleusercontent.com/p/AF1QipNKSfoHOxcNyzVwKPnLuUAIq4vTmpg3I_I7I-l0, "
Hang Rái,Chưa xét,Tuyến đường,Không có giá,"Vĩnh Hải, Ninh Hải, Ninh Thuận",Ninh Thuận,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipPn-QTdwIdmFvcb1AoXWkxtLFylFczGb5Hy4e0k, https://lh3.googleusercontent.com/p/AF1QipPbpXA5DAZLatokvfNNbvMc3ELq0eFNwQoXuheP, "
Làng nghề Gốm Bàu Trúc,4.4,Cửa hàng đồ gốm,Không có giá,"Khu phố 7, Ninh Phước, Ninh Thuận",Ninh Thuận,186,"https://lh3.googleusercontent.com/p/AF1QipNZHYnr7qIZy7lghZ_JKFk_XQd5weekvJT3qtKO, https://lh3.googleusercontent.com/p/AF1QipPoPyKyUCZQ7LU-yduzKwH81nPk6V168P9wKLii, "
Vịnh Vĩnh Hy,4.5,Vịnh,Miễn phí,Không có địa chỉ cụ thể,Ninh Thuận,1.145,"https://lh3.googleusercontent.com/p/AF1QipNWzQArdt6NNnMSQDK0Ao8BRc2fhM_lXqCCSOkl, https://lh3.googleusercontent.com/p/AF1QipO0ajM2Ryon-O-ykSmbc7qxevpIZVedPBvoHV8S, "
Hòn Đỏ,4.6,Thắng cảnh,Không có giá,"H49H+956, Thanh Hải, Ninh Hải, Ninh Thuận",Ninh Thuận,79,"https://lh3.googleusercontent.com/p/AF1QipP-I_OQ0v0re7t0cBQlitUBasTVTBU9JMXxWRIP, https://lh3.googleusercontent.com/p/AF1QipPnENGKrN_VLMolYyVBNZEe-zEBwx8QwXoK1pQz, "
Bãi Kinh,4.2,Điểm thu hút khách du lịch,Không có giá,"ĐT702, Vĩnh Hải, Ninh Hải, Ninh Thuận 660000",Ninh Thuận,2.320,"https://lh3.googleusercontent.com/p/AF1QipO8wf9Lb1CiT3Li6Hv0LRQb5jLtFr5Z8eWSDAE2, https://lh3.googleusercontent.com/p/AF1QipMpOMcM7Owl6DQPYrJy6_OJmJLFG32rnKpU5_Y2, "
Bãi biển Bình Tiên,4.3,Bãi biển,Không có giá,"Công Hải, Ninh Thuận",Ninh Thuận,255,"https://lh3.googleusercontent.com/p/AF1QipOTdbg6dRB-G5Z51ArGpIv9qQLkHgyAktxRcNPl, https://lh3.googleusercontent.com/p/AF1QipOhngBMHNXv2d-o1A-aB8aXXvbMqkTrRvERZCLP, "
Trang Trại Nho Ba Mọi,4.3,Vườn nho,Không có giá,"Thôn Hiệp Hòa, Phước Thuận, Phước Thuận, Ninh Phước District, Ninh Thuận",Ninh Thuận,453,"https://lh3.googleusercontent.com/p/AF1QipP-HHcXUtCGgOted-6PMVow4PlSL-SdNYBlpE9L, https://lh3.googleusercontent.com/p/AF1QipPGKivLc2rUBxChU0hJlPZvQaAb1lzBowhRsNYi, "
Khu Du Lịch Tanyoli,4.1,Khách sạn nghỉ dưỡng,Không có giá,"Phước Dinh, Thuận Nam, Ninh Thuận",Ninh Thuận,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipMYNrCY45Tyr0xRR-BseUbXpMgTSxrkbtP0dYRQ, https://lh3.googleusercontent.com/p/AF1QipNULGFLT8aUFuvr8o8tgPc26WLQ3MiFZz_bggEv, "
Bờ kè Khánh Hội,4.7,Điểm thu hút khách du lịch,Không có giá,"H3P3+J63, Khánh Hội, Ninh Hải, Ninh Thuận",Ninh Thuận,77,"//lh3.googleusercontent.com/proxy/LE7Kqw_CcofNx07_Vj1ZubEekbsPiL_8DDlq4fVlsF79szo176DtOPdjT3ZrSL-U1bxqthLfLwpGqyE-fLElsol_WnABrpuPyif5OtoAjvqYWpRehrYu_JMOrXShyfSmlnxZsmR2IJbtFMKznUM-4C-zo1mhxA, https://lh3.googleusercontent.com/p/AF1QipOqYTFItAfTGx_rZ3nH0hVB80CC6Tufaa9-HWCq, "
Vườn quốc gia Phước Bình,4.4,Công viên quốc gia,Không có giá,"Phước Bình, Bác Ái, Ninh Thuận",Ninh Thuận,145,"https://lh3.googleusercontent.com/p/AF1QipOHgsUjZH5vOKJd42RgFqgYgAPGpaUoi4qhxwdX, https://lh3.googleusercontent.com/p/AF1QipNqrxfD4Ba53jPfoMWHvI8dcwVET6oPerP-ndJg, "
Làng bích hoạ Hòn Thiên ( Hon Thien mural village ),4.6,Điểm thu hút khách du lịch,Không có giá,"thôn Hòn Thiên, Tân Hải, Ninh Hải, Ninh Thuận 59000",Ninh Thuận,152,"https://lh3.googleusercontent.com/p/AF1QipN2X6Kw9ZdZE8lgRPCqq3ZVD9UxGMycj34ZYEnm, https://lh3.googleusercontent.com/p/AF1QipOb4DRpA-ixm8cYSPNpoWsBDr9DCrli1WqcD94e, "
Trùng Sơn Cổ Tự,4.7,Chùa phật giáo,Không có giá,"H2VJ+88Q, TT. Khánh Hải, Ninh Hải, Ninh Thuận",Ninh Thuận,275,"https://lh3.googleusercontent.com/p/AF1QipMseDIB_hYVHDyzpaccPCI80A5SlFFtsXwsA1I-, https://lh3.googleusercontent.com/p/AF1QipNcbufcvxmgM1D1fFAxwyoFN-cgk0nl2OJazOVt, "
Bãi Hỏm,4.4,Thắng cảnh,Không có giá,"M5RP+HXX, Vĩnh Hải, Ninh Hải, Ninh Thuận",Ninh Thuận,102,"https://lh3.googleusercontent.com/p/AF1QipNFDApvJz2sp2We1KCkiEg0cTqQuruzc8CWNwAj, https://lh3.googleusercontent.com/p/AF1QipN2tlQTkMXcbGmsIAAfgwIwGcZSCH5tIH3jVzpA, "
Công Viên Biển Bình Sơn,4.3,Công viên,Không có giá,"Mười Sáu Tháng Tư, Mỹ Hải, Phan Rang-Tháp Chàm, Ninh Thuận",Ninh Thuận,2.708,"https://lh3.googleusercontent.com/p/AF1QipMudvNjwoplD8ndoPzYSIOtkxDCK_lNmrXT9W2l, https://lh3.googleusercontent.com/p/AF1QipOJkb0Im2A-JAWbZPuDOYajQPAyQqYe2CMp5FRW, "
Bãi Chúi,4.4,Nhà chòi trên bãi biển,Không có giá,"Q656+PHF, Ninh Hải, Ninh Thuận",Ninh Thuận,328,"https://lh3.googleusercontent.com/p/AF1QipOFA1mzPmt8dxllSxatEL9eJWUgKTKDhRzZMGLB, https://lh3.googleusercontent.com/p/AF1QipMNe56-7dTSUwBYuNNnxJs_zYTiQaZsG79qIbWZ, "
mũi Đá Vách,4.4,Bán đảo,Không có giá,Ninh Thuận,Ninh Thuận,5,"https://lh3.googleusercontent.com/p/AF1QipPZPOj8aDfxBY3wjY_S5Ho9l9mVAvrzoZWzyNhM, https://lh3.googleusercontent.com/p/AF1QipOVi1maS8_BZcQxlGo2-1uvuGkydc4bc2xnWtFS, "
Bảo Tàng Ninh Thuận,4.2,Bảo tàng,Không có giá,"Mười Sáu Tháng Tư, Tấn Tài, Phan Rang-Tháp Chàm, Ninh Thuận",Ninh Thuận,453,"https://lh3.googleusercontent.com/p/AF1QipNSVnjtzPykTBMk5ibDtGqlMCXpoBRY10FcE0xy, https://lh3.googleusercontent.com/p/AF1QipOYw_GmHh7YA7oHw5i1iHxy3SxD-xl3sNJove9T, "
Vườn Nho Thái An,4.5,Điểm thu hút khách du lịch,Không có giá,"ĐT702, Thái An, Ninh Hải, Ninh Thuận",Ninh Thuận,529,"https://lh3.googleusercontent.com/p/AF1QipNSVnjtzPykTBMk5ibDtGqlMCXpoBRY10FcE0xy, https://lh3.googleusercontent.com/p/AF1QipOYw_GmHh7YA7oHw5i1iHxy3SxD-xl3sNJove9T, "
Mũi Dinh,4.7,Bán đảo,Không có giá,"Mũi Dinh, Phước Dinh, Thuận Nam, Ninh Thuận",Ninh Thuận,150,"https://lh3.googleusercontent.com/p/AF1QipNA7kHko5Hj2ppRAO9SyDS-vZHy2bRP45oEYSUL, https://lh3.googleusercontent.com/p/AF1QipPQuhQT2XF70bRMEAEdnj6sO8ScMmasSb16w6F8, "
Bãi biển Nước Ngọt,4.4,Bãi biển,Không có giá,Không có địa chỉ cụ thể,Ninh Thuận,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipO9Byoo_ZMY62hkJKeGv7_jk5ySuvWr_zFd3sO9, https://lh3.googleusercontent.com/p/AF1QipOcyK_bKckS2dz_acrQ9ls7yp69GZfs0edjhBH_, "
