hotel,price,score,avg review,reviews count,province,address,description images
Homestay tuấn bảy,VND 900.000,"Đạt điểm 9,5",Xuất sắc,2,Yên Bái,"Bản sà rèn nghĩa lợi nghĩa lộ tỉnh Yên Bái, Yên Bái, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/522143672.jpg?k=d293b4c6af4667684b2e22943144166c9ffba149cd68299f6c1b101bdeb8f88e&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/522143744.jpg?k=fe12bc1fed626cc42aa4ee975358fa5420e70eb7e1f6b4fb22a1f57e43ff92da&o=&hp=1, "
Mường Lò Corner,VND 1.320.000,None,None,None,Yên Bái,"bản hốc huyện Văn Chấn, Yên Bái, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/501807911.jpg?k=ffe30683f01026236b9284dd8fa36aeb36f37de528bbbdb5f39a8427812cc2cc&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/501807808.jpg?k=778941a8c1defa4976229a1888ac39133da246f3e9b30b629f4cc24c40263c37&o=&hp=1, "
Homestay phố núi suối giàng,VND 1.620.000,"Đạt điểm 9,5",Xuất sắc,4,Yên Bái,"Km 9 đường sơn thịnh suối giàng, Yên Bái, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/447033841.jpg?k=37cd1687a1c01ab571a1abaa51803f8debfcb5a5c78e9d2793610dc6544f41ad&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/427575078.jpg?k=7f4f7edee0bee8d3a5838ce80bd520dcc83bc9158eda27a0d60f58ce3b711f89&o=&hp=1, "
homestay phô núi suôi giang,VND 1.620.000,None,None,None,Yên Bái,"homestay pho nui suoi giang, Yên Bái, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/483060588.jpg?k=a0b27d0cc6f33a2c37080a536a406a29a77014dfb10b5d2deb6b25e6f565fb89&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/485288872.jpg?k=4725d135e0ff8f255cd169919dca8eadca508874460ccef5084d6a4bb778de6d&o=&hp=1, "
Zoni House-Yen Bai,VND 480.000,"Đạt điểm 9,2",Tuyệt hảo,110,Yên Bái,"Phạm Khắc Vinh, Xóm Soi (2), Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/205061729.jpg?k=29f94b4641aeadc2418967d5ce67db2bfb81d00a6c05d623c22e3212c63ed912&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/258260099.jpg?k=67cd966bc634db99daee1106e391c7cccf05d7a5f5668eebbef9deb6c6a4f278&o=&hp=1, "
Khách sạn Vạn Phúc - Yên Bái,VND 1.200.000,"Đạt điểm 7,9",Tốt,9,Yên Bái,"60 Yên Ninh, Xóm Soi (2), Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/520244864.jpg?k=cbcb18a681ccf9253a75ec4d7cc5944d14dba72ccb49604b775915418aef9262&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/533341465.jpg?k=7cd1c7b586d8d21f4b21b4a053849b6a08580c211a060fd62ce4dd20e6f26267&o=&hp=1, "
Dinh Gia Trang - Homestay & Coffee,VND 1.596.000,"Đạt điểm 9,3",Tuyệt hảo,91,Yên Bái,"81 Ngô Minh Loan, Thế Rương, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/363364503.jpg?k=e71d48a9f7690f024524aa04b799833cbb29218f872a93f017bd46cc9193aceb&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/534439506.jpg?k=c5574e5c97ea11998f16a0a4b47ac4df7f27166b6da189f198c6963c830d203a&o=&hp=1, "
Khách Sạn Phương Thuý,VND 1.160.000,"Đạt điểm 7,2",Tốt,6,Yên Bái,"149 Trần Quốc Toản, Yen Bai, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/498778840.jpg?k=4cc5b45eb53d12888886cef96c846e8f788da8d89034c5d8606afad6c179201c&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/498778812.jpg?k=fa4c6e2fe74347b7c2ff3add1fa51b6d3083e09a038851099d89a03f045c35cf&o=&hp=1, "
Khách sạn Phương Thuý 2,VND 1.162.800,"Đạt điểm 1,0",Điểm đánh giá,1,Yên Bái,"190 Hoàng Văn Thụ, Yen Bai, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/588864009.jpg?k=215aaeabd619ed215cdfea96d849143fddd0a1df69ad64c93e1c4ba141394d43&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/588863066.jpg?k=9e4ca95d8d7c49a610d3f93ce3ba9ecbdc72c4699b1ac3c058ce631e1287e8ff&o=&hp=1, "
Khách sạn Hoàng Hà River Town,VND 2.508.000,"Đạt điểm 8,3",Rất tốt,82,Yên Bái,"56 Ngô Sĩ Liên, Hào Gia, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/486530994.jpg?k=fd2a66e3698e7981e65594c77af5565ac2538a65554388f6f43187dbd5fc8631&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/486531073.jpg?k=775b5599ded9000672e1016d1aa945573ed5abbefd132145462bcf54f05054fe&o=&hp=1, "
Mountain Breath Retreat - Am Nui Tho,VND 1.200.000,"Đạt điểm 9,8",Xuất sắc,60,Yên Bái,"QL 70, Xã Đại Đồng, Huyện Yên Bình, Tỉnh Yên Bái Km 39, H2-H3, Yen Bai, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/364709027.jpg?k=63840246b0a252b75c7cb5a0335ead267db85288204a2c9b06d5f197585e98f6&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/369837116.jpg?k=d30e116ac2d29d972cfeb40ce83eb967b6ac4de0279c24296c5309ea5ee63bec&o=&hp=1, "
khách sạn thúy phương 2,VND 1.512.000,"Đạt điểm 7,0",Tốt,3,Yên Bái,"407 trần phú, Hào Gia, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/503752922.jpg?k=5a6c0400f0c89791a58fee5325e370e2a8b52d65314acdd98bff665a1d165a18&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/503752927.jpg?k=f958dc0bbaf648097e6acb85798b7aeebf4f6a3061e793cd4ac3bc502f82b361&o=&hp=1, "
Thác Bà Paradise Islands - TRANG CHÍNH THỨC,VND 4.600.000,"Đạt điểm 8,8",Tuyệt vời,9,Yên Bái,"Hồ Thác Bà, Thôn Hồng Bàng, Xã Đại Đồng, Huyện Yên Bình, Tỉnh Yên Bái, Yen Bai, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/521610542.jpg?k=b773e28f72840e5ba724967dc4e7c1ee6a95ef0c1850c5f36579342b93274eb0&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/520393554.jpg?k=7d743a4d69628ab7574a0f8f363278059dc845a3e29ef4112b8dda2802858e7e&o=&hp=1, "
OMTARA RETREAT,VND 7.200.000,"Đạt điểm 8,2",Rất tốt,6,Yên Bái,"Thôn Hồng Bàng Xã Đại Đồng, Huyện Yên Bình, Yen Bai, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/389592299.jpg?k=481b952b9aea29c2ac2253559f5f0a145f808b8e3f6376c9f370c4a47f5b6a3f&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/391049681.jpg?k=0ee5e93d9ad5330b29650d2a90398c5a991f99d43e575b0bb949181cfa0b8fcd&o=&hp=1, "
Lakeview Homestay Vu Linh,VND 600.000,"Đạt điểm 7,9",Tốt,14,Yên Bái,"Lakeview Homestay Vu Linh, Yen Bai, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/501201902.jpg?k=f5da565423cf9a376d42a5a2167b48a6ff8c49acc77012d3aa018e4c724e4271&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/501201900.jpg?k=a4a7b08eda98d2dab243aa6f370f02ec4d51edd681494e60030fb27d768a021a&o=&hp=1, "
Lakeview Homestay Vu Linh,VND 1.200.000,"Đạt điểm 7,2",Tốt,12,Yên Bái,"thôn ngòi tu, Yên Bình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/512259387.jpg?k=d86e4c3ed524b62c14023e081070bf4594d6bbc3d269d67e22e2ad1ebe3175e4&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/501229388.jpg?k=948ada5bf007167adcfe7dc4237bd66d813f7cc5c48c5438826e4f06e57e862e&o=&hp=1, "
Vu Linh Palm House Homestay - Bungalow,VND 520.000,"Đạt điểm 9,4",Tuyệt hảo,49,Yên Bái,"Xã Vũ linh huyện yên bình tỉnh yên bái, Yen Bai, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/485647082.jpg?k=2b791d6562ece3bae7106bdfa624f0279f69fcb964b7392810b797d065e22d68&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/488520522.jpg?k=a510c99be1815c43c27ed11873f237bec1ddb7006919f78fbe8d1888f6e0525a&o=&hp=1, "
Vụ Tịch Lakeview Homestay,VND 920.000,"Đạt điểm 9,3",Tuyệt hảo,4,Yên Bái,"thôn ngòi tu, Yên Bình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/515678206.jpg?k=96fadfa0970333008f8bde764865ffe67bb483e7e18af0a0ba5239536f30ed87&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/515678225.jpg?k=2ab4debe4583bc984899f171eff0d44e96b1bfb9161b7a25b831a805119e7eff&o=&hp=1, "
LaVieVuLinh Ecolodge,VND 960.000,"Đạt điểm 8,2",Rất tốt,6,Yên Bái,"Thôn Ngòi Tu Yên Bái, Vũ Linh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/228063805.jpg?k=d6182a10fd69d0a3ab50f4d52952ccc287fc600c525a735caed72856f8b1abdb&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/517566556.jpg?k=96116d9ad50aa032c11abaa1112768c743445fb758187008615c88bb97d0f6bd&o=&hp=1, "
Vulinh island farmstay nhà của An,VND 1.080.000,None,None,None,Yên Bái,"Thôn đồng chằm xã vũ linh, Yên Bình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/570300115.jpg?k=376181a90d85af5e5dd5bab5b0eab3f0e929a02d72745f59d57f542627ffe914&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/570300075.jpg?k=d8af7d43225d769ca6699b84ad5d3004bd838fc3b8cceba65f0ecf3b05015784&o=&hp=1, "
SenHomestay,VND 2.400.000,Đạt điểm 10,Xuất sắc,1,Yên Bái,"Khu 1 thị trấn Hạ Hòa, Phú Thọ, Hạ Hoa, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/521696490.jpg?k=d0729c1a69a0f287941f5a399da040e1a901c48479abbf2b4d9a1cafdeac227c&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/521245397.jpg?k=14455c1b83706aedfb74a16c8caacd7cd46a3833f8198acdfa8bfb46e8daf7a1&o=&hp=1, "
SenHomestay,VND 2.400.000,None,None,None,Yên Bái,"Khu 1 thị trấn Hạ Hoa Phú Thọ, Hạ Hoa, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/521223873.jpg?k=5ec9e60c4f965dab5663c701063fad91c6f17c967741737ea6b04eb27786d048&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/521223878.jpg?k=b3a8774bb56ff0db386fe474e66efbdbdc108c981cc0f2b3f7a25a62395e98b9&o=&hp=1, "
VuLinh Family Homestay,VND 400.000,"Đạt điểm 9,2",Tuyệt hảo,76,Yên Bái,"Ngoi Tu Village, Vu Linh, Yen Binh, Yen Bai Province, Yên Bình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/592810562.jpg?k=6f85eebf60178731fc8815d108b6f833dca7ebe9a179ba47a47aaaf83e0d7099&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/561749083.jpg?k=c250eebf8526bcab2ee74b24870cdc2e36e1b5a19841cc4f6f7af11556de426d&o=&hp=1, "
GiangTien Homestay-VuLinh Farmstay - Bungalow,VND 520.000,"Đạt điểm 9,7",Xuất sắc,128,Yên Bái,"Ngoi Tu, Vu Linh, Yen Binh, Yen Bai Ngoi Tu Village, Yên Bình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/595443724.jpg?k=2ab1440a1bf189112247ffbb352fb5f334f6b9db76e3ebb9a119b3b73184eb17&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/507376862.jpg?k=9285dcad1b1a4289b68215dcc942d2901dad57e7569abf44f172cad047789a3b&o=&hp=1, "
Vu Linh Homestay,VND 400.000,"Đạt điểm 9,5",Xuất sắc,54,Yên Bái,"Ngoi Tu, Vu Linh, Yen Binh, Yen Bai, Vũ Linh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/594270654.jpg?k=842b37346b5759af4674a09b0fd4271a5910e541043950ba405a2d2796f7bb51&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/594232259.jpg?k=7a765aa1e5809f538e8fce1c7c35e2b65bb43474b1b3d43f729c37b4a282ba46&o=&hp=1, "
Dao homestay Vũ Linh,VND 480.000,"Đạt điểm 9,0",Tuyệt hảo,2,Yên Bái,"thôn ngòi tu, Yên Bình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/517662452.jpg?k=7c465c5f2ef17b3c1ba5b2af18b74623d10611e6aac440cf506bf33c719de797&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/518467747.jpg?k=50db52ad25fa6701c8f8112f4d554c6a665ad60e098749654a64a0746a83ac23&o=&hp=1, "
Xuân nghi homestay,VND 400.000,"Đạt điểm 8,6",Tuyệt vời,17,Yên Bái,"Xã Phúc an huyện yên bình tỉnh yên bái, Yen Bai, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/382878811.jpg?k=2455b4da64f552d404fb286debd44ed8c327b66fc78a680b653af67ac64cdbc2&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/382878819.jpg?k=2513de2a0d0703e5c17b2d0a38fa5d632ce61232eaedcc80d1fd32f57caf8ae1&o=&hp=1, "
De Huong Duong Residences,VND 1.254.014,"Đạt điểm 8,4",Rất tốt,158,Phú Thọ,"37b Hai Bà Trưng, Huế, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/592258487.jpg?k=61777719bd18701adaa5ce7e314d48b5818e29b637b3788bec9382fa05b3e537&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/592258474.jpg?k=dabffdf01fff14583c42dc431b54dd596e6b09ae67495dd8575c460087656bad&o=&hp=1, "
L’amour homestay n cafe,VND 1.800.000,"Đạt điểm 8,1",Rất tốt,178,Phú Thọ,"18 Trần Thúc Nhẫn, Thôn Kim Long (1), Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/503282320.jpg?k=88abd796bdfca5b491a1c6e535e65d5d2422f66342495e5792ff0a91863f288a&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/503282318.jpg?k=1fc3ee856d8397c546dec7a233d7733f1a4af1560d421fe74c658ce00e77b00f&o=&hp=1, "
Nana Homestay & Villa,VND 1.602.000,"Đạt điểm 8,5",Rất tốt,1.029,Phú Thọ,"26/1/147 Phan Đình Phùng 3, Huế, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/398047007.jpg?k=638875c12bd2242f7b1cf902fff45b8d49451ee4fdb6cbf2e01ee8908c0b2450&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/407234733.jpg?k=d7dd7bb1399a84f59d188222c54e1957a1c30d4de912ecc5d2e470536ed61284&o=&hp=1, "
Thanh Lich Royal Boutique,VND 5.360.000,"Đạt điểm 8,8",Tuyệt vời,2.048,Phú Thọ,"33 Hai Ba Trung, Huế, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/589166603.jpg?k=1d9491ee3eb7a72d32b1ddd4d3acabc45e3351abd52f2477cf5060ee469f7efd&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/210233652.jpg?k=536457fecd61062436bec2dbe2931e810244e279b45a0cee50c3b5677e4a1c67&o=&hp=1, "
Khách sạn Le Domaine De Cocodo,VND 6.480.000,"Đạt điểm 8,7",Tuyệt vời,20,Phú Thọ,"53 Hàm Nghi, Huế, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/443810310.jpg?k=2b6aa2568710fc6680bb72385907aa6e788d7d4ab2ae21f9c54ee38c885f6dfa&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/443810293.jpg?k=f4feb34075d3525ff01f7dd21f9e96a8c22a85ac55777f618afd3b194c2751d0&o=&hp=1, "
ÊMM Hotel Hue,VND 4.215.274,"Đạt điểm 9,0",Tuyệt hảo,293,Phú Thọ,"15 Ly Thuong Kiet Street, Huế, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/467894161.jpg?k=8da896303d687e13dac3631ba7edeed502ca7cdfdbff96cb3430111ecb9ff740&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/581070607.jpg?k=8b18fe16216671c764384889f6e529bd4b4863dcb16a4ca04d0c0d3c40163c32&o=&hp=1, "
Mondial Hotel Hue,VND 3.124.800,"Đạt điểm 8,0",Rất tốt,494,Phú Thọ,"17 Nguyen Hue, 530000 Huế, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/113645024.jpg?k=21b6c0358ec4063fbf932052ea706b7c60a0db8302ddad87305b2a720df5b233&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/113554311.jpg?k=d11ad73e91dfcb3bc13706189240bac8c74c6c29c0834a34dbe4d21299aadc75&o=&hp=1, "
Thien Phu Hotel,VND 1.200.000,"Đạt điểm 7,6",Tốt,357,Phú Thọ,"20 Nguyen Truong To, Huế, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/137193437.jpg?k=705d91d588003187f09784b423c717380036136d019625bb84f2ca8a5afef694&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/136508896.jpg?k=14dd255b9abe5e5c6360ee927140ca65d84d3242e4b76b4b713c684efc1d3479&o=&hp=1, "
Nice Hue Hotel,VND 2.376.000,"Đạt điểm 8,3",Rất tốt,447,Phú Thọ,"27 Hai Bà Trưng, Huế, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/167717214.jpg?k=c0a5f4707acc77f63c007f73130b8619d6700d28666d6dd66c651d6aba88aa04&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/256519328.jpg?k=1cbc80c5e5f5915f44ecb981d3fd1379adfe6bfc6c472bf7a8bcc189a3c81d70&o=&hp=1, "
Rang Dong Hue Hotel,VND 1.596.000,"Đạt điểm 7,6",Tốt,31,Phú Thọ,"66A Hai Ba Trung Street, Vinh Ninh Ward, Huế, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/265452539.jpg?k=2707b2de23d856dd9e9b38842f4b282c434822526d6b678542ab4f2193fd6e76&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/389107125.jpg?k=dba658964fbad4b819995f3756eb1b4c642cbf377bce6c1f57c751e1e05bde2c&o=&hp=1, "
Nhà Nghỉ Ánh Ngọc,VND 900.000,"Đạt điểm 8,5",Rất tốt,4,Phú Thọ,"36 Hai Bà Trưng, Huế, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/537209849.jpg?k=a59e25948a9494a36380c838e61a7da4f19ea2a27857ebf7f4d1cdffe2e87fb8&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/537209627.jpg?k=a82d3a0ce47f6fd45218a8244a7a343aae0b56168de34d2d6aa786a49639e6b2&o=&hp=1, "
Dk House Hue,VND 1.556.000,"Đạt điểm 9,0",Tuyệt hảo,49,Phú Thọ,"Phan Bội Châu, Huế, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/490521595.jpg?k=8f89102cfd294d9213b008ef9b3cc6a7ba4b9ec0eebe8e94496892615fc8876a&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/490521592.jpg?k=0a9c762463cd9d4b81341f84f5f789d55bb69a5dd3585c30e486bbf4c7142850&o=&hp=1, "
Soleil House,VND 2.035.750,"Đạt điểm 8,8",Tuyệt vời,446,Phú Thọ,"33 Lý Thường Kiệt, Huế, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/244540938.jpg?k=9ae2ee49e3e19231d53436b49f0a07ff5ef72870e298c57cfc3267ba6a006ea6&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/404504226.jpg?k=6c4dd407751a2cd02578e683e5b09779d776d55a80778ad660df5ec8ddb3411f&o=&hp=1, "
Nhà Bơ Homestay,VND 1.280.000,None,None,None,Phú Thọ,"9/19 Phan Đình Phùng, Thôn Kim Long (1), Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/593920888.jpg?k=f5322152d785d5353424ec7def499142fca9a84c6a69c973b9d8d0eef3086a72&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/593920948.jpg?k=db9db529154c5ca945455931facda6490c4aed77a4d4ab6406b338652e39644a&o=&hp=1, "
Shine Hotel,VND 998.000,"Đạt điểm 7,2",Tốt,167,Phú Thọ,"38 Nguyễn Huệ, Huế, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/481522824.jpg?k=9e0935a60578b8d602f412f07bf6633ce3b32e76a6b30ea834ce74340374e489&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/461352594.jpg?k=b4a32282aeed9d12324192388b117a0d3d7f40c6ce0b2f4c5cae833634d695b9&o=&hp=1, "
