hotel,price,score,avg review,reviews count,province,address,description images
NEW CITY HOTEL,VND 1.680.001,"Đạt điểm 9,1",Tuyệt hảo,188,Tây Ninh,"PG1-18,19 (Khu Shophouse Vincom Tây Ninh) số 444 đường 30/4, Khu phố 1, Phường 3, TP. Tây Ninh, tỉnh Tây Ninh, Việt Nam, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/278588204.jpg?k=3c6c5e0afccc79a557208cf1e46fa2350b550e566fbb01818677cfe374bea98c&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/413490252.jpg?k=d87542136b42b5b456f5831df70ea699c06e30e6685ff8e4d6d98866a4c8bdaa&o=&hp=1, "
TÂY NINH CITY HOTEL,VND 1.559.999,"Đạt điểm 8,9",Tuyệt vời,143,Tây Ninh,"PG1-28 (Tại Khu TTTM Vincom), 444 Đường 30/4, Khu phố 1, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/417609450.jpg?k=79aeee68b0d498fbaaa079e316f5b81861a0f5277406f50fdd5021363fe5be5a&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/417609446.jpg?k=504ca19a55905217ade50a6448173a58b1ad6d449536a76db9d369fdef8f5256&o=&hp=1, "
An Gia Hotel Tây Ninh,VND 1.300.000,"Đạt điểm 9,3",Tuyệt hảo,69,Tây Ninh,"An gia hotel Tây ninh Chung cư bình phong A36 đường 781, KDC Bình Phong, ấp Bình, xã Thái Bình, huyện Châu Thành,tp Tây Ninh, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/497633352.jpg?k=2b43104a14445cc95f2e37a3119d978a6308f04cfb3579ec74bef1075bd324b7&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/499395093.jpg?k=c4a39b63f158d97c8bf5e29d3bc2eadede91b4e0b7d8b238373621ff94df9746&o=&hp=1, "
T h o n g D o n g Homestay,VND 1.840.000,"Đạt điểm 9,7",Xuất sắc,15,Tây Ninh,"Ấp Phước Long 2, Xã Phan, Dương Minh Châu, Tây Ninh, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/591279277.jpg?k=988dea7618fbcfdd243f1f3c1607c8e1e49d84ae787e28aaaed55e718544e62d&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/591278627.jpg?k=7a63a89a0e8aedfbf0191bf9fdb299bcc1f95fd1940630459a04c5d5b2df468c&o=&hp=1, "
Ty Phu Miet Vuon Homestay - Entire Bungalow,VND 1.800.000,"Đạt điểm 9,9",Xuất sắc,9,Tây Ninh,"Ấp Voi, xã An Thạnh, huyện Bến Cầu, Tây ninh, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/588298345.jpg?k=c9be22849a76dc51863e61831baf39a40ec730b1dbc6ce2ea9f59c32ee5626be&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/588298346.jpg?k=69d26c4838bbb9ab910a381de47dc8c5679a0528e11f979ce0faaebd3e220e15&o=&hp=1, "
GIANG HÂN HOTEL,VND 1.480.500,"Đạt điểm 8,0",Rất tốt,105,Tây Ninh,"Toà nhà MG1-08 và MG1-08A Shophouse Vincom. Đường 30/4, khu phố 5, phường 3, TP. Tây Ninh, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/452208119.jpg?k=7c5d68320c43e02abf108b1775567614bef2a4604c9818cecb4bd61a8b9787a6&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/555009473.jpg?k=0d14270dd5221815e1f10f33519d084f0520e2b4bcbb46aab92c1237efa62818&o=&hp=1, "
Indochina Hotel,VND 1.800.000,"Đạt điểm 8,5",Rất tốt,13,Tây Ninh,"PG2-12A Shophouse Vincom, 30/04, Kp1, P3, TP TÃ¢y Ninh, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/572754621.jpg?k=8b55fba522e4782f9881588541b069c4ffa50940ec751243ead455cdd52de4a4&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/555944048.jpg?k=efe1913ab9f61fe2a68f679b43f2f99d7f750925fec8e288c97cd568b43d9edd&o=&hp=1, "
Tầm Quên Homestay,VND 2.000.000,"Đạt điểm 9,7",Xuất sắc,100,Tây Ninh,"Số 7 Hẻm 30 Khu Phố Hiệp Định, Phường Hiệp Tân, Thị xã Hoà Thành, Tây Ninh, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/361509301.jpg?k=0cc9b9b9d669ffcbe4b739f9499dc3d98fa86489deff34b7f9bb4b72591b1460&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/479170703.jpg?k=13ba724740917717813672e1915d7040dd8d7ae2a967cca62e5c318e01db32ec&o=&hp=1, "
Nguyên căn Lazánia homestay ở Bình Minh Tây Ninh,VND 2.000.000,"Đạt điểm 9,7",Xuất sắc,16,Tây Ninh,"Đường Trần Văn Trà, Ấp Bình Trung, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/526879575.jpg?k=cd5a7191bb052698982980769a8ee1c70e180f9110657a246b80ba631689ed2c&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/526879549.jpg?k=36fbab6efc05bd75c1df6cc3fc090478c8b702a048db853d75b0c385a88b9607&o=&hp=1, "
Khách sạn Vườn Cau & Khu vui chơi giải trí SaLa,VND 2.200.000,"Đạt điểm 7,9",Tốt,87,Tây Ninh,"141, A Lộ Chánh Môn, Khu phố 3, phường 4, TP. Tây Ninh. Tỉnh Tây Ninh, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/349049251.jpg?k=b4c1b50c01ab4ef38ae8fcae4af7373ff61042496c0acb9e339d4754c41ea92c&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/419180347.jpg?k=2e62a22f4ca4084b23e7f5c19425c639693b30061e6c7f366be882706a4f1ab4&o=&hp=1, "
LA'S FARMSTAY,VND 1.600.000,"Đạt điểm 9,0",Tuyệt hảo,99,Tây Ninh,"Tổ 2 Ấp Lộc Trung Xã Hưng Thuận Thị Xã Trãng Bàng Tp. Tây Ninh, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/466583524.jpg?k=7da81a98961af1effbdf635148e0134711516e9822aab679140d5a1abbb7bb79&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/456317330.jpg?k=e35a36d6e6329dcf8ff3a42c1ac6efa55e5121f886e00e5be2ab151068e4fda8&o=&hp=1, "
Khách sạn Hương Thầm Tây Ninh,VND 2.800.000,"Đạt điểm 8,7",Tuyệt vời,27,Tây Ninh,"112 Chánh Môn A, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/495285791.jpg?k=4b4f5d20ea621fd61f19216e7ef73a2497af0b0c7fdd7b40b351d40a070a01f4&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/499602507.jpg?k=3dc65af144af46682e2789de73e0073c6abf4bc03705f34884ed59a733615ab9&o=&hp=1, "
Sunrise Hotel,VND 3.751.000,"Đạt điểm 8,6",Tuyệt vời,60,Tây Ninh,"81 Hoang Le Kha Street, Ward 3, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/95138867.jpg?k=a56bca3478eab25798d347208bfad3de5e612fe8b5944e7fda53cfba813f4a26&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/181964305.jpg?k=ada6b79ef98a5d11ae7840a5ba5bfc5dd3b9aeabe49c99838f5214f209063b80&o=&hp=1, "
Hotel Mỹ Mỹ,VND 2.400.000,"Đạt điểm 8,4",Rất tốt,59,Tây Ninh,"81 đường Nguyễn Hữu Thọ, Kp Hiệp Thạnh, P.Hiệp Ninh, Tp Tây Ninh 81a, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/497262676.jpg?k=015476f99814177cff6f5c0051096906b155b2caef0455a88f15759a3730c0a6&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/324894196.jpg?k=37d19a8e32cb186527b51ff1f8773736a76eea525bece015f1ba53b45e87e21e&o=&hp=1, "
Hotel MAI TUAN Chánh Môn A,VND 1.076.000,"Đạt điểm 6,3",Điểm đánh giá,59,Tây Ninh,"6 Chánh Môn A, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/130634519.jpg?k=54e639a4586f2de4ca6e2ebcedf89cda244b75f7048574ea04349e29cfdfea4c&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/436154418.jpg?k=65fb5bd497f8c00ad3863c8afa1eb2a4650c8ad9a5120d426a8603e14f24024e&o=&hp=1, "
Lâm Phong Hotel,VND 1.999.200,"Đạt điểm 6,2",Điểm đánh giá,13,Tây Ninh,"Hẻm Số 83 Cách Mạng Tháng Tám Hẻm 83 vào 200m, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/531914192.jpg?k=e3f389e0b1dd01a1267b42e1c23a3d3fd0862e689757e3b9e337d70997239e6b&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/387405204.jpg?k=de45a9982f3dac949af44e3a2b9a9c3a497b16b909d4214e7fc663d2cf3075bd&o=&hp=1, "
Tama House,VND 3.120.000,"Đạt điểm 9,1",Tuyệt hảo,16,Tây Ninh,"35 Alley 2, Le Duan street, Tay Ninh city, Vietnam, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/222632067.jpg?k=7dff179a683985211933351df920844c7ac54daa1a195df8c9fb24f6618e98a0&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/222632212.jpg?k=344f318040aab8e5b385adb3f3066260844122eae1c17c8dd165a78665783ced&o=&hp=1, "
VulunVili Homestay,VND 4.752.000,"Đạt điểm 9,5",Xuất sắc,8,Tây Ninh,"26, Phước Đông, Gò Dầu, Tây Ninh, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/503530400.jpg?k=228181cb61d6442606973f405f9dbfa610e977b5abec46962acff014cacf1682&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/440076752.jpg?k=fe28f5f12143e1c0c51b53a95f7f1e9df80586679cae790e59d127dd39186d49&o=&hp=1, "
50b Homestay,VND 2.618.000,"Đạt điểm 9,4",Tuyệt hảo,30,Tây Ninh,"50b, hẻm 17, đường Lạc Long Quân, phường 4, thành phố Tây Ninh, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/527599773.jpg?k=e62b3ea52dbc154409541eb378f7098c44bc427be64917674c3169751f2863fc&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/527599811.jpg?k=d9d98ff55cb0591bce8e06eec95e37e03b2014354135300297fa44672b2011a1&o=&hp=1, "
Nhà Nghỉ Tấn Phát,VND 828.000,"Đạt điểm 7,7",Tốt,12,Tây Ninh,"Điện Biên Phủ, Ấp Thanh Sơn (1), Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/538505902.jpg?k=fdfb57cbf5dd85c757ed3a1e4d2212bb238f27df0e06bcfee874783aac381f50&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/538500427.jpg?k=ab9feae7a510acb21746e60b076c97e8a3187b98f0e3dd65f9a55f1e9dd3cc00&o=&hp=1, "
RUBY HOTEL,VND 1.600.000,"Đạt điểm 7,0",Tốt,38,Tây Ninh,"MG2-22 Vincom Shophouse, khu phố 5, phường 3, thành phố Tây Ninh, tỉnh Tây Ninh, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/466703124.jpg?k=98b04e3da26be1fb64078aafcc4b5055a2df1fa16f2a4e3c30821eeb625ad3b7&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/465897056.jpg?k=808e112415da3b0fdf4811af8f1b44e0badfae61e7d87b6061c3595335532b2e&o=&hp=1, "
LaNa Homestay Tay Ninh,VND 1.722.240,"Đạt điểm 7,1",Tốt,8,Tây Ninh,"MG2- 02 Shophouse Vincom Tây Ninh, đường 30/4, P.3, TP Tây Ninh, Tây Ninh, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/592973227.jpg?k=2281d55cb01b110685b14f5160a302e170346c7959b0d9d639106fd853952589&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/593320687.jpg?k=0a87c341568aad7bf02aa495eed69bb2b70ccf979ca917b4ae010c6617635fb2&o=&hp=1, "
Mai Vy Hotel Trảng Bàng,VND 1.800.000,"Đạt điểm 7,2",Tốt,23,Tây Ninh,"A1-3 Xuyen A, Loc An Area, Trảng Bàng, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/117867800.jpg?k=7ee243688fae790ab7d15012f5b98fe468185c730a533aeeb85cefad9f0c28af&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/58294471.jpg?k=968c99ece1bd4c0b48f13090928a60594b71d37dc6e0e05309ae29d2f221017b&o=&hp=1, "
Le Phan Hotel,VND 1.596.000,"Đạt điểm 7,7",Tốt,42,Tây Ninh,"A3-A7 Khu phố Thương mại Mai Anh 2, Đường Trường Chinh, Khu phố 4, Phường 3, Thành phố Tây Ninh, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/405238955.jpg?k=d3560f918781b9571570e6cd9e8f895832275f275adb19bb049ecb7f124ad637&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/406912464.jpg?k=d901456b05c06d87422145a1c0888e19579333e3f93d7cb012054e3d93d891d1&o=&hp=1, "
Victory Hotel Tây Ninh,VND 2.692.572,"Đạt điểm 7,5",Tốt,36,Tây Ninh,"Tây Ninh Province Viet Nam Số 255, Đường 30/4, Phường 1, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/182091922.jpg?k=b0744b3df2a6a922cfd7d030bd98845691850f26836796789a09b705fd19a493&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/182092018.jpg?k=6947a5bd5c723d32b458b29cb97477c4c36238ac0c601a1a7783e577dc5edc34&o=&hp=1, "
Hotel MAI TUAN Nguyễn Văn Linh,VND 1.076.000,"Đạt điểm 5,5",Điểm đánh giá,21,Tây Ninh,"Đường số 13 Nguyễn Văn Linh, Phú Khương, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/412340209.jpg?k=4b2b3860ddf045f67d47ee25c499693164ac5f28fbaff980444ce832c6a5ad28&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/436152505.jpg?k=4517340260467f7d9a5be5b3fc0342c5acb9dffad7c774775bcbd6a1adcf2c48&o=&hp=1, "
Vong Nguyet Homestay - Entire Bungalow 36m2,VND 1.800.000,"Đạt điểm 9,2",Tuyệt hảo,6,Tây Ninh,"Voi hamlet, An Thanh commune, Ben Cau district, Tay ninh province, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/492415023.jpg?k=c47984c1a47d3d30b7e717baaa2a19ee943996fba896a0f9f342c228aafd399e&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/492415070.jpg?k=3a0d1db410063054b677adac88448bd11fd13c506427966744020dcb51448d39&o=&hp=1, "
SIGNATURE by LAZÁNIA,VND 1.712.000,Đạt điểm 10,Xuất sắc,6,Tây Ninh,"Số 27 hẻm 1 đường 3/2 khu phố 6 phường 3 tp tây ninh tỉnh tây ninh, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/588653253.jpg?k=fc06d45ff9844fc8b170501bbac54804e1a4a5d616311cc3a94e0d94a385762a&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/588653261.jpg?k=1c4b467c28f565d4b168ea1a573760a92e0433f7575bc3cc932f23e1cdc20fef&o=&hp=1, "
Hotel MAI TUAN Phạm Hùng,VND 996.000,"Đạt điểm 6,5",Điểm đánh giá,20,Tây Ninh,"4A đường số 38 Phạm Hùng, ấp Long Chí, xã Long Thành Trung, huyện Hòa Thành, tỉnh Tây Ninh, Ấp Trường Huê, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/254689756.jpg?k=d5f06f979ce714c99a7a08b008cc1e4faddb28015f53de6c2eec3d8b5b38e33e&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/240305416.jpg?k=33d6315d9d8109497b0383bca2aa58dbdcd58dda942dbe42755384fd50571eca&o=&hp=1, "
Nhà Nghỉ Thư Giản,VND 950.000,"Đạt điểm 8,0",Rất tốt,1,Tây Ninh,"Chánh Môn A, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/519790487.jpg?k=1f89c6d780fd8df61a69100eb08c79b3f98df342e072cb2519e03d8b592ce774&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/519790525.jpg?k=78a2535cc7ebed6561ba275944bc84d77b561079251aedb8623527cf453be95f&o=&hp=1, "
Hotel Cù Lao 1,VND 1.512.000,"Đạt điểm 5,6",Điểm đánh giá,10,Tây Ninh,"563 đường trần phú, ấp Tân Phước, xã Tân Bình, TP Tây Ninh, tỉnh Tây Ninh, Ấp Thanh Sơn (1), Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/474231308.jpg?k=49763a63cd8a09d9741bb8c86a06efad89dd0e22a82d74a75bdc96edf34e935e&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/474241528.jpg?k=55ed7bd0d4eee6478f4ae13981c9e83065cc48a9586382793ab1cf0c7338afe9&o=&hp=1, "
Á Châu homestay,VND 9.450.000,None,None,None,Tây Ninh,"Bời Lời, Ấp Thanh Sơn (1), Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/575829810.jpg?k=18685b35ec0c220ee3e1d238e0c48eddb7a924203e483bebe29603705f343bc5&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/575825402.jpg?k=1e42f8eb6b9bcff31fc9211a1ac461cf246164641aa1dbec665c123ee8d5bd6f&o=&hp=1, "
Nhà Nghỉ Tâm Châu,VND 1.364.000,None,None,None,Tây Ninh,"394 Đường Trần Văn Trà, Ấp Bình Trung, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/593909441.jpg?k=0f6be0022a3cf9157f892fd197f06fa4ca11c153823156558346e16c6f613eb9&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/593909459.jpg?k=1d4971afecb70a0ccfd1f57d8a619a49b74c389d035ed7f32427de5887386249&o=&hp=1, "
Home Sweet Home,VND 1.600.000,"Đạt điểm 6,0",Điểm đánh giá,5,Tây Ninh,"30, đường số 2a Lê Duẩn, Khu phố 1, Phường 3, thành phố Tây Ninh, Tây Ninh, Việt Nam, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/429730941.jpg?k=1a4e9387109b736b6fa25a62aed3ce07e60952a30d933cf8c62218c78a4902e6&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/513858574.jpg?k=ad9961f88028df005b010820a0d8a09ccfc6d1031a250b08626f190704deb12c&o=&hp=1, "
Homestay Mai Ngọc Tây Ninh,VND 2.400.000,"Đạt điểm 7,0",Tốt,1,Tây Ninh,"42 Hẻm 9 Nguyễn Trãi, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/588477778.jpg?k=4ea7d41cf0b147ee0c94232815b14aa34aa8c6ca2a87ba3ef22f0efd1e623d99&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/588477787.jpg?k=bf6de1b533145a6688ca39d5d932a9d1cc88170c0a1b899c801e70df89d5a2d4&o=&hp=1, "
Tây Homestay 968,VND 2.404.800,"Đạt điểm 6,4",Điểm đánh giá,5,Tây Ninh,"Đường số 56 Điện Biên Phủ, Ấp Thanh Sơn (1), Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/512603106.jpg?k=2f2bda1c164341c4079eba7eeba39d154c6c1e10e93801c8438e7df207c503df&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/512599626.jpg?k=6ac5a0170aca355b5fe2d4bbc381e27a8fe5bf4e7946324b5c130f343e85f629&o=&hp=1, "
Hotel Cù Lao 3,VND 1.620.000,"Đạt điểm 3,0",Điểm đánh giá,1,Tây Ninh,"số 6/1, hẻm 1, tổ 3, đường Bời Lời, KP Ninh Nghĩa, phường Ninh Thạnh, TP Tây Ninh, tỉnh Tây Ninh, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/474237445.jpg?k=01bee4b0671cc658a7a58e1c0f921ebd70adbb5134a869c7231846b545b72b21&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/474237620.jpg?k=9af5375281d945ff28cacf240960c78a9bbfa28ff2d7065c35e60db15b956a8a&o=&hp=1, "
Hotel Cù Lao 3 (TiTi),VND 1.800.000,"Đạt điểm 3,3",Điểm đánh giá,3,Tây Ninh,"Bời Lời, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/542558443.jpg?k=a4a5779a023295ce3b789cb33a98d360390e1acb0932fd9f5f2e4520692a8dbb&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/542558490.jpg?k=9b9ad808aab5aaa621e42f803adf7fbdd0f5f162cefc35d1d5ce1fb17dc40b12&o=&hp=1, "
Charis Home- Tay Ninh,VND 1.020.000,"Đạt điểm 8,0",Rất tốt,7,Tây Ninh,"219 Nguyễn Văn Rốp, Tây Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/482426175.jpg?k=8ffafcb634fccc5f995850035d466eed84a5568dbdd92dbf0689531a9df3e43b&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/482426237.jpg?k=867b07cc0a15e42151a427577207d007dffe051151e3580d3dfc1eee5b0f54a6&o=&hp=1, "
Huong Sen Garden lodge,VND 1.920.000,None,None,None,Tây Ninh,"16/2 Đường tỉnh 784, Xóm Bãi Trại, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/598825692.jpg?k=5de909bf27c0b07797b00d82d67946322e0abdb443c50093c8ab13d8576c0f6d&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/598825704.jpg?k=1e660cd20b1337c83098ef6b03fc8094eb22ca0dabcbbebecc03f3d4ad8dfdba&o=&hp=1, "
White Palace Thai Binh Hotel,VND 2.860.000,"Đạt điểm 8,2",Rất tốt,65,Thái Bình,"245B Tran Thai Tong, Thái Bình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/238856739.jpg?k=87723405e874b870c56176da4ccfcf46dc4665ad872dc5a67ea94a4b74631eec&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/301370685.jpg?k=8ba571f6e527c92ceb77a59547cdedae2f6eb45627234fe8ded3130d2c1d9f03&o=&hp=1, "
Golden Thai binh Hotel,VND 2.732.400,"Đạt điểm 7,7",Tốt,35,Thái Bình,"716B, Le Thanh Tong, Tran Hung Dao, Thái Bình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/166547758.jpg?k=1ea5f4fbf8466870695c219e318be6358319b3a55b15a7ff9883188bafb42350&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/463754119.jpg?k=eca6163b8830e72135330f02faceaf0de361d59767323f5ecc73db439714ff8e&o=&hp=1, "
SOJO Hotel Thai Binh,VND 3.808.000,"Đạt điểm 8,4",Rất tốt,53,Thái Bình,"Số 07, Đường Quang Trung, Phường Quang Trung, Thành Phố Thái Bình, Thái Bình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/286390465.jpg?k=3c1a8e77d3d7009ca0c547dc0492f4f799cfd10012f8081b29da6ec18df0751c&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/320545368.jpg?k=ca826fc7f8a1089ae2e29af39bfde426f46175e5fbf0f66904abeee55396276e&o=&hp=1, "
Selegend Hotel Thái Bình,VND 5.600.000,"Đạt điểm 9,1",Tuyệt hảo,98,Thái Bình,"36 Quang Trung, thành phố Thái Bình, Vietnam, Thái Bình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/441551327.jpg?k=c5f2eec07b50e73402b5346af1fd45ada53597a54a25753a8b6bb8f0f5cbd106&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/441552764.jpg?k=4ff12d15165158efcd6841ad5e5de893d19500217abee25b8b826b751f7d7046&o=&hp=1, "
Hương Giang Hotel & Coffee,VND 798.000,"Đạt điểm 8,5",Rất tốt,6,Thái Bình,"Quốc lộ 10, Thái Bình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/535776644.jpg?k=d10f6007f3c1ad2e1ccf96bb42c9f9f61f100c39962347b692f9f1032adfbf62&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/535777481.jpg?k=a6346485fdfcb7164f138e5d3f0d18e809b44a8ad6894db27163da1c603974fa&o=&hp=1, "
White Palace 2,VND 2.000.000,"Đạt điểm 8,3",Rất tốt,35,Thái Bình,"34 Đốc Nhưỡng, Thái Bình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/297776909.jpg?k=5f15bdf1fad83e84b6bad4943c3f1445cabf05a481724387c4131f0ce303851b&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/317254830.jpg?k=0cc8e9995bf3662c62dfcb9124130938b3b2e412f07f02a494d54b4763107a18&o=&hp=1, "
Bình Minh Riverside Hotel,VND 640.000,"Đạt điểm 8,3",Rất tốt,31,Thái Bình,"Tổ 13,phường Hoàng Diệu, Thái Bình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/210792524.jpg?k=aef6bd43a03e869719e3f5b3e24055384170a3469592ff814963611fb63ea062&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/224850202.jpg?k=3e508fea14ebdefe21bf844040b591d0ee98a8892de67c74a530083d2878efa9&o=&hp=1, "
Khách sạn Thái Bình Dream,VND 2.600.000,"Đạt điểm 8,0",Rất tốt,76,Thái Bình,"Phố Lý Bôn Số 355, Thái Bình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/493977219.jpg?k=e0cf5d7c942ef2730e720463e96b743800d1fc4c9667d29ea6b42ad09828ad19&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/587842707.jpg?k=4cd5b1ec3db226704cdfb0ce8d21a46a0052f811c913b5662a447f7ec0bee58b&o=&hp=1, "
Khách Sạn Kim Cương Thái Bình,VND 1.636.800,"Đạt điểm 7,1",Tốt,39,Thái Bình,"373 Đường Trần Nhân Tông, Thái Bình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/346107671.jpg?k=0e045d8e2f82fed865e02c0a2244a79b966b40991dfd6d56ab7f15730ec824c0&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/339774629.jpg?k=828f117fd69cee453a655e028ebd45c2450c8146e231d7a2ae965a5b5cae5ed9&o=&hp=1, "
