name,score,category,price,address,province,review count,description images
Hồ Latina,4.1,Điểm thu hút khách du lịch,Không có giá,"F262+4GR, Unnamed Road, An Hảo, Tịnh Biên, An Giang",An Giang,270,"https://lh3.googleusercontent.com/p/AF1QipODePBJY2Wn8zXVf6Joml7W_hijVZop3HQbqBq3, https://lh3.googleusercontent.com/p/AF1QipOdJZ9AWVE-EX_7qmrfD3PGGBxU7jbcMQdog6-i, "
Hồ Soài So,4.5,Điểm thu hút khách du lịch,Không có giá,"92R2+R76, Đường xe lên núi, Núi Tô, Tri Tôn, An Giang",An Giang,148,"https://lh3.googleusercontent.com/p/AF1QipOIYWPk51p5hecvyey3HI5tL8YtgJJ6IZxKZiJx, https://lh3.googleusercontent.com/p/AF1QipMpuSkMUm1NtcN0zVBGutLozrhlGDPjAdTKUny_, "
Hồ Ô Thum,4.3,Điểm thu hút khách du lịch,Không có giá,"9XFG+F5P, Hồ Thum, Ô, Tri Tôn, An Giang",An Giang,1.458,"https://lh3.googleusercontent.com/p/AF1QipNb-_N984DrZaPHSEjxwpJ_VVQhjlv9QR6xFaiG, https://lh3.googleusercontent.com/p/AF1QipMNX_48naBz6aKZaD28tl1NMXi-QdOuYaeGrXVT, "
Nhà Mồ Ba Chúc,4.4,Bảo tàng chiến tranh,Không có giá,"FWX5+JG7, 955B, An Định, Tri Tôn, An Giang",An Giang,1.124,"https://lh3.googleusercontent.com/p/AF1QipMwdcMVZjjNykowIXtrbtBERsSzltiqWyHRIDCP, https://lh3.googleusercontent.com/p/AF1QipN0gQIG6T-ivo93-FRtHtnU_WQLYUr_YP8W8PCS, "
Khu lưu niệm Chủ tịch Tôn Đức Thắng,4.4,Địa điểm lịch sử,Không có giá,"CC4W+49Q, Ấp Mỹ An 2, Thành phố Long Xuyên, An Giang",An Giang,1.039,"https://lh3.googleusercontent.com/p/AF1QipPcvtlJw8_rAsrBDVSXIzkt-2VNUyUHUEg7LLqV, https://lh3.googleusercontent.com/p/AF1QipNPPab0yM4hC1ZDaE6eMMVX1gr_WcXzR9O5556G, "
Hàng Thốt Nốt Trái Tim,4.3,Điểm thu hút khách du lịch,Không có giá,"An Tức, Tri Tôn, An Giang",An Giang,186,"https://lh3.googleusercontent.com/p/AF1QipNtPlT857KwPtFyun29sXrvXvOuFvnGUMBijQIN, https://lh3.googleusercontent.com/p/AF1QipPOfeGWmWVokOX9FOAJixWWK-8E8ww07C6PslHK, "
Chùa Vạn Linh,4.6,Chùa phật giáo,Không có giá,"GX3J+C75, An Hảo, Tịnh Biên, An Giang",An Giang,894,"https://lh3.googleusercontent.com/p/AF1QipNJpW1e8ZzNHojWt7EKTE-oU1baBa9Jio8EPlDy, https://lh3.googleusercontent.com/p/AF1QipOyNy5LqO0qJWLs7NUKTf_RVcGhv7pNpRdmaJ8d, "
Thánh đường hồi giáo Jamuil Azhar Mosque,4.6,Nhà thờ Hồi giáo,Không có giá,"Tổ 8 ấp Châu giang Xã, Châu Phong, An Giang 90100",An Giang,299,"https://lh3.googleusercontent.com/p/AF1QipPhtWV5aDF6-Um2GMn3gJDar9bKYCj3rta2Ii7t, https://lh3.googleusercontent.com/p/AF1QipPY8xH_xSoKMlM2qTlQo2LpVXJQmr9C-PXjpvr-, "
TTTM Khu du lịch quốc gia Núi Sam,4.2,Trung tâm mua sắm,Không có giá,"24 Đ. Số 5, P. Núi Sam, Châu Đốc, An Giang",An Giang,125,"https://lh3.googleusercontent.com/p/AF1QipPwadsT7HqEffKSMNk78S7cy-vzS7YdDB743Zmz, https://lh3.googleusercontent.com/p/AF1QipMkWan12O5if3mw4evoNXnoIIbcL_ECFcI1W-Hq, "
Núi Cô Tô,4.4,Đỉnh núi,Không có giá,"Tri Tôn, An Giang",An Giang,258,"https://lh3.googleusercontent.com/p/AF1QipOggpjTjBhBUp5zNDzeEe5E8JBHRKIeAen8n4Yo, https://lh3.googleusercontent.com/p/AF1QipP8vQOpHxP-5xQ0IS9CZREcxZ-xQxJ4dF3S6MUg, "
Bảy Núi,4.8,Mountain range,Không có giá,"An Hảo, Tịnh Biên, An Giang",An Giang,33,"https://lh3.googleusercontent.com/p/AF1QipPD6zJa9Va7dj-haMzZrLKeaRTwOkcQg23wr5LZ, https://lh3.googleusercontent.com/p/AF1QipM4UBolJjG5j4hqHuFrSo05IoZNozmH7iiPwhu3, "
Chùa Giồng Thành,4.3,Chùa phật giáo,Không có giá,"Tân Châu, Long Sơn, Tân Châu, An Giang",An Giang,100,"https://lh3.googleusercontent.com/p/AF1QipPD6zJa9Va7dj-haMzZrLKeaRTwOkcQg23wr5LZ, https://lh3.googleusercontent.com/p/AF1QipM4UBolJjG5j4hqHuFrSo05IoZNozmH7iiPwhu3, "
Chợ Tịnh Biên,3.9,Chợ,Không có giá,"JW4V+9X, Xuân Biên, Tịnh Biên, An Giang",An Giang,3.078,"https://lh3.googleusercontent.com/p/AF1QipMCB_joq9v2zyDMsxBxJzWTR36g915gFpMZ_Nxn, https://lh3.googleusercontent.com/p/AF1QipM3psThS9N35Lu2wZ4rdMNS1FucDwOEipGjTu6k, "
Khu Du Lịch Đồi Tức Dụp,4.2,Điểm thu hút khách du lịch,Không có giá,"9XG4+4RM, Đ. 15, Phước Thọ, Tri Tôn, An Giang",An Giang,699,"https://lh3.googleusercontent.com/p/AF1QipNGudonfbG5daJr0JeZBI1E_drgAbxulsAiZ1ML, https://lh3.googleusercontent.com/p/AF1QipOIk2c6GXD7N028OLt600qqAgOnJ23wp2bkT2b4, "
Làng Chăm Châu Phong,4.7,Điểm thu hút khách du lịch,Không có giá,"Trường THCS Châu Phong, Châu Phong, Tân Châu, An Giang",An Giang,47,"https://lh3.googleusercontent.com/p/AF1QipOFZimRdJvZN8JA5M55siR3tF5OfP3sRY3ZNUrd, https://lh3.googleusercontent.com/p/AF1QipOeaMLnvOD4fBcODhEJFAtlYUV3CqtpjoIYcfig, "
Búng Bình Thiên Lớn,4.3,Hồ,Không có giá,"An Phú, An Giang",An Giang,164,"https://lh3.googleusercontent.com/p/AF1QipMTRP2ol-LOG4l3eqKTHNdkDPqT_IPIhscNJYvv, https://lh3.googleusercontent.com/p/AF1QipNTg9CpKTStd1dWwy-_2mj-n31xkwql8hSkbmQx, "
Khu du lịch núi Cấm,4.4,Điểm thu hút khách du lịch,Không có giá,"An Hòa, Tịnh Biên, An Giang",An Giang,262,"https://lh3.googleusercontent.com/p/AF1QipN2ms8wWRjMCAmlxMrKeAeLvcFGyt0TYYXMRcdg, https://lh3.googleusercontent.com/p/AF1QipOZe58WXzmRJkvqbj_pbTvEOmq0I0VLCwU9L3Go, "
Chùa Tà Pạ,Chưa xét,Khu đất khép kín,Không có giá,"CX8V+34G, Núi Tô, Tri Tôn, An Giang",An Giang,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipPmKM7ijGJZ790OuJcSTrXYKY_RhgQKchggffH9, https://lh3.googleusercontent.com/p/AF1QipNGJB3A4TGEzcgMoVVn84fNDedpJUIZGCwASGC4, "
Chùa Sà-tong - Wat Svayton,4.5,Chùa phật giáo,Không có giá,"C2F2+94X, Khóm 5, Tri Tôn, An Giang",An Giang,22,"https://lh3.googleusercontent.com/p/AF1QipO3hzW-WTyx7TXUOVuvOD5cJwbnVDfitGZADagv, https://lh3.googleusercontent.com/p/AF1QipNnjDWUcnC714Un87-p5W1g8Hw4auN5_Kw6MsMf, "
Di tích Văn hóa Óc Eo (Di tích Linh Sơn Nam),4.3,Bảo tồn di sản,Không có giá,"65W3+CQV, TT. Ocs Eo, Thoại Sơn, An Giang",An Giang,234,"https://lh3.googleusercontent.com/p/AF1QipMQ8Te1QY7QUXqUayg8uVQnMjAnNVPP15ocxpiZ, https://lh3.googleusercontent.com/p/AF1QipPH4cYw8WdSPZAkUZrh3rlzKAkBWFaFDv1c-ogy, "
Căn cứ Ô Tà Sóc,4.3,Trại thiếu nhi,Không có giá,"FW8P+9PV, Lương Phi, Tri Tôn, An Giang",An Giang,149,"https://lh3.googleusercontent.com/p/AF1QipP3-LkrzIo5PcIVJM1UdfK0whB6aMMOvSXs3LYv, https://lh3.googleusercontent.com/p/AF1QipOyYT1sTN043PeU--RwIiUJHBBI67c-BPj394sQ, "
Chùa Long Sơn,4.7,Chùa phật giáo,Không có giá,"M3FG+4R4, Vĩnh Phước, Châu Đốc, An Giang",An Giang,121,"https://lh3.googleusercontent.com/p/AF1QipPMHDiTm4CrPYM5GXfDeEcxBotdNL2o4ZFvIJMX, https://lh3.googleusercontent.com/p/AF1QipMrzeeufvJe5zA1aQ5RKN_MtdUWHO1rSWPIfw3K, "
Cơ sở dệt thổ cẩm truyền thống làng Chăm Châu Phong - Mohamad,4.3,Cửa hàng quà tặng,Không có giá,"P49H+QH2, Châu Phong, Tân Châu, An Giang",An Giang,59,"https://lh3.googleusercontent.com/p/AF1QipMHb_RM52I8QxuIFkYRy6YeN4el_GjgQw1yy-u4, https://lh3.googleusercontent.com/p/AF1QipO0-AHrQir5PIwggbOIbzpoJQ_JUu7puwt9fdB3, "
Lăng Thoại Ngọc Hầu,4.6,Điểm thu hút khách du lịch,Không có giá,"M3JH+QJP, P. Núi Sam, Châu Đốc, An Giang",An Giang,289,"https://lh3.googleusercontent.com/p/AF1QipPYOPlOs0MCThJkD0u0rpkogxu5TCgYkWyIcdJ-, https://lh3.googleusercontent.com/p/AF1QipNSo70sYJ48ZurgHpYtDQdGULL93Yn9m2Cb56TD, "
Thánh Đường Cù Lao Giêng,4.7,Nhà thờ Công giáo,Không có giá,"GF4X+W5M, Tấn Mỹ, Chợ Mới, An Giang",An Giang,212,"https://lh3.googleusercontent.com/p/AF1QipOGlHPifCGm5JLx9EYG0Uv_NiBdM6SDANJHBiKq, https://lh3.googleusercontent.com/p/AF1QipOXcGDqt0pCpAkUrfY7eYdvdCvIYfvsT8UDpNFX, "
Trại Cá Sấu Long Xuyên,4.0,Sở thú,Không có giá,"44 Trần Hưng Đạo, P. Mỹ Thạnh, Thành phố Long Xuyên, An Giang",An Giang,412,"https://lh3.googleusercontent.com/p/AF1QipMIk6XLHu3bNExJCEonKBuLPAT6BLT5_K2jN-_J, https://lh3.googleusercontent.com/p/AF1QipMfl6LJv7lNRV_Eo3UwnPIzW-tDGIpQwkZyLOSo, "
Núi Cấm,4.5,Đỉnh núi,Không có giá,"Tịnh Biên, An Giang",An Giang,1.970,"https://lh3.googleusercontent.com/p/AF1QipNXEfAfhd3eErqtbYvcME7UMopSSOVADaKUV2Mr, https://lh3.googleusercontent.com/p/AF1QipMmGiQfOmqJZ0RyRkCgdTz6kooRn8d0w4d35czL, "
Khu du lịch Lâm Viên Núi Cấm,4.3,Công viên giải trí,Không có giá,"An Hòa, Tịnh Biên, An Giang",An Giang,633,"https://lh3.googleusercontent.com/p/AF1QipMFmE-xnJ2AKG8ANOyc9fLGgzLir8zbyaHNl8Bj, https://lh3.googleusercontent.com/p/AF1QipO2fogWhYt4IFPDH3hicuYFWbZD21JKbnc-8_c5, "
NỘI THẤT THANH TÙNG,4.5,Cửa hàng nội thất,Không có giá,"56 Đ. Lê Lợi, Châu Phú B, Châu Đốc, An Giang",An Giang,2,"https://lh3.googleusercontent.com/p/AF1QipOkf0BM4AMaCsbl59itXmzZDoXrcaG52lgBKnoO, https://lh3.googleusercontent.com/p/AF1QipOwIAVjNwf0__yDamH6WkbZx57jLlmxG5NNFOAL, "
Hồ Ô Tà Sóc,4.6,Điểm thu hút khách du lịch,Không có giá,"FW6R+6CC, Unnamed Road, Lương Phi, Tri Tôn, An Giang",An Giang,221,"https://lh3.googleusercontent.com/p/AF1QipPdcZruZVSafaMueLLuetxpxt2yYqgEipwbsRJ8, https://lh3.googleusercontent.com/p/AF1QipPRMWxijcGmByL0gAgyMLcsxOgfYxpwPnBcuJyX, "
Cù lao Giêng,4.4,Đảo,Không có giá,"Tấn Mỹ, Chợ Mới, An Giang",An Giang,53,"https://lh3.googleusercontent.com/p/AF1QipNic9eUy-oqH0me0e5LY1NKX4R-OQRMBjVux3ju, https://lh3.googleusercontent.com/p/AF1QipOR1byxx8AkY7BGc9oevucV7CBx9Xv2ngYktXr9, "
Chùa Kim Tiên,4.6,Chùa phật giáo,Không có giá,"JXGJ+W7F, An Phú, Tịnh Biên, An Giang",An Giang,756,"https://lh3.googleusercontent.com/p/AF1QipNic9eUy-oqH0me0e5LY1NKX4R-OQRMBjVux3ju, https://lh3.googleusercontent.com/p/AF1QipOR1byxx8AkY7BGc9oevucV7CBx9Xv2ngYktXr9, "
Chùa Phước Thành (Chùa Huệ Tài),4.5,Chùa phật giáo,Không có giá,"FG6J+HV6, Bình Phước Xuân, Chợ Mới, An Giang",An Giang,420,"https://lh3.googleusercontent.com/p/AF1QipMbv5rCsUaczncpvPM-T6QpVIcG-hco7D9_XNUe, https://lh3.googleusercontent.com/p/AF1QipPQN3LvrGVpfVFU9voxEPYRG5lKfpFMBhy6Je5h, "
Thành phố Châu Đốc,Chưa xét,Tổ dân phố,Không có giá,"Châu Đốc, An Giang",An Giang,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipP9jheCtgSCEZ3fd6UkAh6xzPpR00_Bi4-2S-Wa, https://lh3.googleusercontent.com/p/AF1QipN2arpLvdeAJJH_fF9Unb64o6ij4RjRZ_xFJg29, "
វត្តប្រជុំមជ្ឈិមគិរីរាម ហៅក្រាំងក្រូច - Chùa Krăng Krốch (chùa hàng cồng ),4.7,Chùa phật giáo,Không có giá,"CXVF+P54, TT. Tri Tôn, Tri Tôn, An Giang",An Giang,118,"https://lh3.googleusercontent.com/p/AF1QipOoT1CMiweohE84M8STK6GAcKiT60kcfjtKp_H9, https://lh3.googleusercontent.com/p/AF1QipOirRsu_Wlx2uy9LBEUijWq1XM7zYScIkhc6o1p, "
Chùa Ông Bắc 廣東會館 (Bắc Đế Miếu),4.3,Nơi thờ cúng,Không có giá,"số 68 đường Phạm Hồng Thái, Mỹ Long, Thành phố Long Xuyên, An Giang",An Giang,49,"https://lh3.googleusercontent.com/p/AF1QipOcEmX5bWlvBTHSApYBNNrQYQxCsI9CwL_ZUR2H, https://lh3.googleusercontent.com/p/AF1QipO9T7vD_Ka6ODjcDvuj3uua52qnwfaKVFBWSMby, "
Cánh đồng thốt nốt An Giang,4.6,Điểm thu hút khách du lịch,Không có giá,"G2R9+M9X, Vĩnh Trung, Tịnh Biên, An Giang",An Giang,36,"https://lh3.googleusercontent.com/p/AF1QipNRR2-3uprqeu_IbxvT2QqtG1sTpEliNLjJH0KE, https://lh3.googleusercontent.com/p/AF1QipNuTXssPyg6jh9oyrPEPvueg6HRTJ77ehWL0dtU, "
Bảo tàng An Giang,4.2,Bảo tàng,Không có giá,"11 Đ.Tôn Đức Thắng, P. Mỹ Bình, Thành phố Long Xuyên, An Giang",An Giang,229,"https://lh3.googleusercontent.com/p/AF1QipNdQf9kikSlNbMc0-NuJapam6tJ8d2-k_ZZ5Abn, https://lh3.googleusercontent.com/p/AF1QipPhOrNfTgDrA9dlni0rnlYnDztdh3HIx0AK88Ry, "
Núi Sam,Chưa xét,Khu dân cư,Không có giá,"Tp. Châu Đốc, An Giang",An Giang,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipPuuKqNu-aA4njFx-jyYMq0faYx-fjM3ozcYrVy, https://lh3.googleusercontent.com/p/AF1QipOtJCR-mKRdJyHiB2DzpsnoLz6FYQAa_Wes2TyT, "
Khu Du Lịch Hồ Ông Thoại,4.2,Điểm quan tâm,Không có giá,"7778+FRC, Đường Nguyễn Văn Trỗi, TT. Núi Sập, Thoại Sơn, An Giang",An Giang,71,"https://lh3.googleusercontent.com/p/AF1QipOO6Q-pdUFW1cjr-D3t16PmgsovQ3RlfASgV0Zq, https://lh3.googleusercontent.com/p/AF1QipPDVkquFhOd7eM0yW5XiSOhe9g8ByTNsizgG8tv, "
Nhà Mồ Ba Chúc,Chưa xét,Tượng đài,Không có giá,"Ngô Tự Lợi, TT. Ba Chúc, Tri Tôn, An Giang",An Giang,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipONYwqH8x5mKLc1B3ZCTbs-3yAUpOszFBAaD-SF, https://lh3.googleusercontent.com/p/AF1QipOXJ_3Hso8LAiJA3_KdKB8RJODKt6SJnicY8kel, "
Quảng trường tình yêu núi Sam,4.5,Điểm thu hút khách du lịch,Không có giá,"M3HG+7W5, P. Núi Sam, Châu Đốc, An Giang",An Giang,297,"https://lh3.googleusercontent.com/p/AF1QipPu5MWstQn6k_WPKreRNtG5cXac-E_UEZHTOZCV, https://lh3.googleusercontent.com/p/AF1QipNmpcQCGghEsiqzEyWS7HOugRSlvFI-anA5EJyo, "
Cáp treo Núi Sam,4.3,Điểm thu hút khách du lịch,Không có giá,"Đường Châu Thị Tế, khóm Vĩnh Tây 3, Châu Đốc, An Giang",An Giang,740,"https://lh3.googleusercontent.com/p/AF1QipOZ9BW5KiSaFxQ5S3S-VS6pd4f_KaIYojOlC9ez, https://lh3.googleusercontent.com/p/AF1QipOvoJJ6ntd8KFTE3DdIBSA3bjz5lgsfphT2sA8Y, "
Hồ Soài Chék,4.4,Điểm thu hút khách du lịch,Không có giá,"CX2H+XR5, Núi Tô, Tri Tôn, An Giang",An Giang,259,"https://lh3.googleusercontent.com/p/AF1QipNeW6NULKn2AoEk0dFiXy1X3ThB23V0Nhlt8VIj, https://lh3.googleusercontent.com/p/AF1QipNFF7jqUFg0oBnNrEdZKMivuCK4PRvDUXlTdUBL, "
Cổng vào khu du lịch sinh thái Rừng Tràm Trà Sư,4.3,Điểm thu hút khách du lịch,Không có giá,"Văn Giáo, Tịnh Biên, An Giang",An Giang,233,"https://lh3.googleusercontent.com/p/AF1QipN0HYg4OnOOj38ZejIPrOoySEbwu44W78Bq4m-U, https://lh3.googleusercontent.com/p/AF1QipNrwVUvC_qQjqXWZo9mPKaDPAY9EBQDEB9hMi-y, "
Núi Sam,4.5,Đỉnh núi,Không có giá,"Núi Sam, Tp. Châu Đốc, An Giang",An Giang,165,"https://lh3.googleusercontent.com/p/AF1QipPcTrzkrJndtP2jE-3zDk-PEghIo2F47n1OlDyo, https://lh3.googleusercontent.com/p/AF1QipOlnRm4OGy2yGCgUaT5FV7FVKN0lyzE-_pD2RbC, "
Tà Pạ,4.4,Đỉnh núi,Không có giá,"Núi Tô, Tri Tôn, An Giang",An Giang,146,"https://lh3.googleusercontent.com/p/AF1QipPkSO8gricR9lGt_mpmBVLsWFtO_sIteGxTZPy8, https://lh3.googleusercontent.com/p/AF1QipPzFdeq9eaLKIjU_whPz_RLln0rX4YVCGdi4ZyA, "
Núi Két,4.5,Đỉnh núi,Không có giá,"Thới Sơn, Tịnh Biên, An Giang",An Giang,138,"https://lh3.googleusercontent.com/p/AF1QipNLmS8iY76J81VUY7_Vc4Ql5Gb-BXd0Q1i3mf0, https://lh3.googleusercontent.com/p/AF1QipO4YiWAFbEMyNBrDmm9nNzuxcXUOR7NS56vianp, "
Hồ Ô Tức Sa,4.5,Hồ,Không có giá,"An Cư, Tịnh Biên, An Giang",An Giang,64,"https://lh3.googleusercontent.com/p/AF1QipPP9RaMARp48EKrXaxnBiqi155O67cCmkcv1MSc, https://lh3.googleusercontent.com/p/AF1QipNDVeLtvbWjXLyN2ZVnYFqtD22gDFrdAtGVyr0f, "
Núi Ba Thê,4.4,Đỉnh núi,Không có giá,"tt Óc Eo, Thoại Sơn, An Giang",An Giang,215,"https://lh3.googleusercontent.com/p/AF1QipMLgcXfyVvCyyxud5q49ixq-VLlLXucjBKMFHmO, https://lh3.googleusercontent.com/p/AF1QipOMcCIZSJbYkmmh0ZHCkPgTESMzi0acHbtkl01K, "
Tượng đài Chúa Kitô,4.6,Điểm thu hút khách du lịch,Miễn phí,"01, Bà Rịa, Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,9.035,"https://lh3.googleusercontent.com/p/AF1QipMx2W2VuocRDYw_6ZxnZvOO6iwnhRVutWVUrFsf, https://lh3.googleusercontent.com/p/AF1QipO6H4hQs7M0V2Nr74sFSUfryd-nnpuywhn4PQQT, "
Ngọn Hải đăng Vũng Tàu,4.7,Điểm mốc lịch sử,Không có giá,"40 Hải Đăng, Phường 2, Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,2.010,"https://lh3.googleusercontent.com/p/AF1QipMx2W2VuocRDYw_6ZxnZvOO6iwnhRVutWVUrFsf, https://lh3.googleusercontent.com/p/AF1QipO6H4hQs7M0V2Nr74sFSUfryd-nnpuywhn4PQQT, "
Đồi Con Heo,4.4,Điểm thu hút khách du lịch,Không có giá,"Hẻm 220 Phan Chu Trinh, Phường 2, Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,375,"https://lh3.googleusercontent.com/p/AF1QipO-hB2us7AGhmWUBPZviH7Cck5SvGJn4SpaWZbt, https://lh3.googleusercontent.com/p/AF1QipPXanH_GkZ7O7Hq1JnfBI7hrodic1uM3FeTffIa, "
Hồ Đá Xanh Bà Rịa,4.2,Điểm thu hút khách du lịch,Không có giá,"G45W+FV5, Unnamed Road, Tân Thành, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,466,"https://lh3.googleusercontent.com/p/AF1QipNxX-3en8OeuATR1I1SWi0XwvhCG040lFRUZoC2, https://lh3.googleusercontent.com/p/AF1QipN9_9eAb6egqp5bbII91cTRFeTh6wgnoso_LrRm, "
BẾN THUYỀN VŨNG TÀU MARINA,4.2,Điểm thu hút khách du lịch,Không có giá,"Vũng Tàu, Bà Rịa - Vũng Tàu 790000",Bà Rịa - Vũng Tàu,252,"https://lh3.googleusercontent.com/p/AF1QipP9vsXwacvqUv_7tatcgpS0wN6-ierv5eekNFMR, https://lh3.googleusercontent.com/p/AF1QipOvPsu6Y4fFDaGsNCHF-G4znyURkjTe6JqmcWP1, "
Bãi biển Hồ Cốc,4.3,Bãi biển,Miễn phí,Bà Rịa - Vũng Tàu,Bà Rịa - Vũng Tàu,1.006,"https://lh3.googleusercontent.com/p/AF1QipP8w97I5sfKr8iJvjCawe0pPxmcZR16Y8UdZpBO, https://lh3.googleusercontent.com/p/AF1QipNsJaEBJNcQRJYqyBIVw18Yyq6TpbFvh4EW1KeM, "
Bảo tàng Vũ khí cổ Robert Taylor,4.6,Bảo tàng,70.000 ₫,"98 Trần Hưng Đạo, Phường 1, Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,1.866,"https://lh3.googleusercontent.com/p/AF1QipO-rKfemYL0PXuUgugP7eRMIACibL8eM_pzWs8, https://lh3.googleusercontent.com/p/AF1QipNRAkCAz1RbidSCAdJSFwwILYt9ZN5112l3PUW_, "
Miếu Hòn Bà,4.6,Nơi thờ cúng,Không có giá,"83FQ+HM8, Thùy Vân, Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,325,"https://lh3.googleusercontent.com/p/AF1QipMePz_iOa9g_TQy1HYe1md-He1tGNHNBCqY_6WE, https://lh3.googleusercontent.com/p/AF1QipO6TbE6HWBPKse1o8-ePgwm8ZBE-4aeyT1wvjvK, "
Đền Thánh Đức Mẹ Bãi Dâu,4.8,Địa điểm hành hương,Miễn phí,"140A Trần Phú, Phường 5, Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,2.264,"https://lh3.googleusercontent.com/p/AF1QipP9BykwF5WfCr6Ako_LmVSoTet9fuD3tkUwgY-U, https://lh3.googleusercontent.com/p/AF1QipMK4twn7UfGQzTxHffxx6tXVisWNWLkB-YaNMcW, "
