hotel,price,score,avg review,reviews count,province,address,description images
Thuy Tien Ecolodge,VND 1.584.000,"Đạt điểm 9,1",Tuyệt hảo,182,Gia Lai,"Number 879 Street 600 A, Hamlet 1, Nam Cat Tien, Tan Phu, tỉnh Đồng Nai, , Cát Tiên, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/463000481.jpg?k=403e0467a5c88c493dff9006a7738c2ad603330e35117ebdb4e8bdfcc162c732&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/463000499.jpg?k=8907f96085153461dd696995d725a81b509aeaac9d40740a64b8b1ef649e4ddd&o=&hp=1, "
Green Hope Lodge,VND 1.830.000,"Đạt điểm 9,0",Tuyệt hảo,617,Gia Lai,"Hamlet 4 - Nam Cat Tien - Tan Phu, Cát Tiên, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/256432608.jpg?k=aa5cd0b9ad8ae5a0600035c9d79be73fe53942984122b184912bd42cf70d82bf&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/222792736.jpg?k=65054aaf4008489e6d563a4340648691f5a1897429685a45cb46537613790626&o=&hp=1, "
Green Bamboo Lodge Resort,VND 1.710.000,"Đạt điểm 8,5",Rất tốt,428,Gia Lai,"Hamlet 4, Cát Tiên, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/530965993.jpg?k=64e2a14173bdbd605da58f8488e7fbcd82ceb2852bb049daa155fd414ec239ab&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/594029900.jpg?k=2acd6e619627dcf3c46b26e988745e7628ce44485f0a60b488e4b281cea4e464&o=&hp=1, "
Forest Side Ecolodge,VND 2.524.500,"Đạt điểm 8,5",Rất tốt,114,Gia Lai,"Hamlet 1, Nam Cat Tien Commune, Tan Phu District, Dong Nai Province, Cát Tiên, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/524666209.jpg?k=330abb330ce491d4a0ca4acea5de32ab3ba42cadb876ec1b8b813bbb841def8f&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/582241304.jpg?k=b20779adb363b3da085d55355c9fbf04a24b84270d1c4a544b0f6b1194330c2b&o=&hp=1, "
Cát Tiên Riverside,VND 11.764.800,"Đạt điểm 8,4",Rất tốt,43,Gia Lai,"Ấp 1 nam cát tiên tân phú đồng Nai, Tân Phú, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/292483274.jpg?k=0cc086acf4b69f097ae00e0102d09cf4b43ea4adcc4f5d6e889ff3a3fa5d4014&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/537319694.jpg?k=ec060cad3e73c609d4bb28bbee12edb102011c8256c35f44cf68fd0b7ed5a4c9&o=&hp=1, "
Gibbon Singing Home Stay,VND 2.100.000,"Đạt điểm 8,6",Tuyệt vời,54,Gia Lai,"Đồng Nai 863, Ấp 1, xã Nam Cát tiên, huyện Tân Phú, tỉnh Đồng Nai, Quan Tom, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/506533227.jpg?k=013579c64633fe6ab2667212b5e852398c99ec228c24f1b768d2ee1f86a3f14d&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/509759486.jpg?k=77bf588e85bdd7e78dbf04f4bc9b5c00c1dc4b53fe30e2bb2d078a0a87da3545&o=&hp=1, "
Lava Rock Viet Nam Lodge Anhfly Resort Nam Cát Tiên,VND 2.163.150,"Đạt điểm 8,1",Rất tốt,108,Gia Lai,"Halmet 4, South Cat tien Jungle, Tan Phu District, Dong Nai, Cát Tiên, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/522914057.jpg?k=da6cd3fd00cdec0b4baca24896da4fcbdcbe2567411e29ebb333a8762243f791&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/540954830.jpg?k=1e9114d68de5596cccdd78bbe3c03dcc9838bf5cb925cdbd674bce0986380352&o=&hp=1, "
Cát Tiên Hotel,VND 1.320.000,"Đạt điểm 8,6",Tuyệt vời,27,Gia Lai,"nam cat tien nam cat tien, Cát Tiên, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/545907669.jpg?k=ff0a4dcd05b899dac0253417356fb5358b90314a2fd0784cf5fe77d58f9dba27&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/545908288.jpg?k=4bf47d2cf30c91bf15de9d380b38ff51e0a78cb874435301aee83e2b4c5a92a7&o=&hp=1, "
HOMESTAY HƯƠNG RỪNG,VND 2.115.000,"Đạt điểm 9,7",Xuất sắc,6,Gia Lai,"869 Tổ 1, Ấp 1, xã Nam Cát Tiên, huyện Tân Phú, tỉnh Đồng Nai, Tân Phú, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/531223791.jpg?k=b0b237256b9150a5d9a90abe8c5fc9d2b9fe73bcb10b48a41dc78d1e33ba6f7a&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/533182186.jpg?k=1bf9be4ec9da6736ae7f9d1409bbc109b2902979c51960a8b4aec0246b259a5c&o=&hp=1, "
Rice straw Green lodge- resort,VND 2.500.000,"Đạt điểm 8,3",Rất tốt,66,Gia Lai,"ẤP 1 Xã Nam Cát Tiên,Huyện Tân Phú,Tỉnh Đồng Nai ẤP 1 Xã Nam Cát Tiên,Huyện Tân Phú,Tỉnh Đồng Nai, Quan Tom, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/333132585.jpg?k=08417d0900c7b8152413118c042cc323310d7d0f5eee67f1bc7ee6caa6317f8d&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/333132287.jpg?k=c978dfa3de63044c435068b01e4efb5378c011f3fc6252c81f838741d494e525&o=&hp=1, "
Đức Phát Homestay,VND 878.940,"Đạt điểm 8,3",Rất tốt,11,Gia Lai,"Đường 600A số 838 Tổ 1 ấp 1 Nam Cát Tiên Tân Phú Đồng Nai, Tân Phú, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/540167776.jpg?k=3b7244fbd69fdb6abdc71837c18c1c4d1ae8219d986cd8b19f692ff001d4abe6&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/584970390.jpg?k=e06d7e1f4ea646179332b8b5b2e583338a0bb04921cbaf2dfa89f6a1ff813bbe&o=&hp=1, "
Cat Tien Farmer Lodge,VND 918.000,"Đạt điểm 9,4",Tuyệt hảo,47,Gia Lai,"Ấp 1, Vườn Quốc Gia Cát Tiên, Nam Cát Tiên, Tân Phú, Đồng Nai 879/1, Quan Tom, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/170626900.jpg?k=c78ad264790508030ec38e9f06d6ec8055807c1dfe96b963728980b06ab19b2b&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/463007982.jpg?k=635556322f27106a6aaef96656ca1562adb995ebc4382aa6663d2e6cb9a89d42&o=&hp=1, "
FOREST BREATH ECO-LODGE,VND 2.601.000,"Đạt điểm 8,2",Rất tốt,72,Gia Lai,"ấp 1, xã Nam Cát Tiên, Tân Phú, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/591841870.jpg?k=b1977d441c835f8e38d45476f48da418fa921737b4d2258db429a5c1512b6e4c&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/505106642.jpg?k=c27b9e06c585e86af9138ad49bcccd0b5d9fd55dfa77c5a1057e09d0b860e0f0&o=&hp=1, "
Paradise on the Tree,VND 5.240.000,"Đạt điểm 7,4",Tốt,9,Gia Lai,"ap 1 xa nam cat tien ,huyen tan phu ,tinh dong nai ap 1 xa nam cat tien ,huyen tan phu ,tinh dong nai, Cát Tiên, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/507837018.jpg?k=87766b2855f6067525ab8576b1d4ae65b573c503c8d3a70b158fbad5197ec903&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/541578064.jpg?k=354cda2143322243d17cc7323dcc93d778730c7b856d25e6b87c7a8e18c1bf88&o=&hp=1, "
Cat Tien Backpackers Hostel,VND 710.000,"Đạt điểm 8,4",Rất tốt,121,Gia Lai,"875, Ấp 1 Xã Nam Cát Tiên - Huyện Tân Phú - Tỉnh Đồng Nai, Cát Tiên, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/595451678.jpg?k=70393deeb38dc6510978318e4fb32b6e4e8c2a8cbef884ca42722a59313fc4e3&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/520045392.jpg?k=f5cfe3e7ec57e87c3848e257a8fcf0c9e0e5d66e88e9ebb29f288e825e79b400&o=&hp=1, "
Homestay Dream hill,VND 3.000.000,"Đạt điểm 8,5",Rất tốt,11,Gia Lai,"Homestay dream hill Nam Cat Tien Homestay, Cát Tiên, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/538684372.jpg?k=079fab85992830da30b49f8fbf7272f932ff81529ffc025ed9a11785afe97252&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/548109196.jpg?k=188ba634d582a78c0ac1812a3b97b4ca52cb0ee9679331a358fb12638ed841f0&o=&hp=1, "
Cat Tien Farm Stay,VND 2.265.250,"Đạt điểm 5,0",Điểm đánh giá,21,Gia Lai,"Ấp 4 Nam Cát Tiên, Ðịnh Quán, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/244307518.jpg?k=32764ad0e4ab16e578f9d8806b0d5d5dd0860a78185b9ec44fb64af47f45264e&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/244301009.jpg?k=5ec827e38dc2d3d0f8ce00d0c01cd7ad04b427e6013230fbc9f01861a09fbce2&o=&hp=1, "
Cat Tien Jungle Lodge,VND 6.492.500,"Đạt điểm 6,4",Điểm đánh giá,37,Gia Lai,"Halmet 4, South Cat tien Jungle, Tan Phu District, Dong Nai, Cát Tiên, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/166795860.jpg?k=dc0cd22321d6942ffe98729aa1fa70bf7162073ad896747140532c031df9b7bf&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/574179868.jpg?k=6ef3331c4f50776efb3ca77945566f494931940ffa0a813362b3f9aaf3246c1f&o=&hp=1, "
Orchard Home Nam Cat Tien,VND 9.225.000,"Đạt điểm 6,7",Điểm đánh giá,79,Gia Lai,"Ấp 5 xã Nam Cát Tiên huyện Tân Phú tỉnh Đông Nai, Cát Tiên, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/470617939.jpg?k=c42df6042a305b894ae572dde1efa90ce7c1217ec15415b3877843a16e363ce5&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/471572450.jpg?k=06b3cb2b8538fa65791289c03eb572441c9eaffa6982835df490d3231d374169&o=&hp=1, "
Resort Hàng Dương,VND 5.212.500,"Đạt điểm 8,8",Tuyệt vời,4,Gia Lai,"Thôn 3, xã Hà Lâm, huyện Đạ Huoai, tỉnh Lâm Đồng, Blao Klong Ner, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/394602692.jpg?k=928d789a4db33aa28bbca4df0329271c6836842a129c0a34d9c51b9a406e44c3&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/569146645.jpg?k=ee24710158984ff4e0e37e778bf9fa73e58666758f01d128178d05ec31edc527&o=&hp=1, "
Madagui Forest City,VND 22.328.000,"Đạt điểm 6,7",Điểm đánh giá,19,Gia Lai,"Residential 1, Madaguouil Townlet, Blao Klong Ner, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/254883409.jpg?k=0f6213909d181594b43bc8c27713d5e05d9612a2f0261a58225d76be6ad36e14&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/254882984.jpg?k=22c7c64f8976ce2aa98de7b5d9bfa6f8d194b9b6e395b62ee0207b912b679525&o=&hp=1, "
