name,address,score,reviews count,avg price,province,description images
Đức Trọc Quán,52 Hoàng Hoa Thám,"4,2",382,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMoyKeh1oC3h-7xZYkjiIfeNWlpTJRu8tPYx1vB, https://lh5.googleusercontent.com/p/AF1QipN0Hn6kXBuaYSaVHWPk38NS-j6Qt5aRAO689UAy, "
Family Restaurant,Ninh Bình,"4,7",3 N,100.000-200.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipO_oGLxDBd717z72G-L8oXHp8mXKDBEZzbnSTCz, https://lh5.googleusercontent.com/p/AF1QipNIY9zTxwhKtcXht3AaIwKC0wIjmZdSLPXWWbj2, "
Nhà hàng Thành Long - Đặc Sản Dê núi Ninh Bình,"Chợ đầu mối tổng hợp thành phố Ninh Bình số 9 đường Phúc Sơn, thôn 1","4,7",62,200.000-300.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMgztBr7iIxZRt0TCm10br8IjdD-n7cXUh860U, https://lh5.googleusercontent.com/p/AF1QipOhXrjf7J10bVYBDQn98jWWARp3qscapRP8de4, "
Nhà hàng Bông Lau - Món Quà Việt Ninh Bình,ĐT491,"4,1",251,100.000-300.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipPqzXHFDQkEOaDSpCUh2bnPM90SyjdYR7KmnUbh, https://lh5.googleusercontent.com/p/AF1QipOcZz5puk_Y6sAKo_i9JygtWpKWuD3WT1e7SPjn, "
Nhà hàng Quê Hương Ninh Bình,Đội 8 thôn Tuân Cáo xã Ninh Thắng huyện Hoa Lư,"4,8",37,None,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMazzsz2K8jM8hXXCluLVAqZvbM0tPvGfkKBWUG, https://lh5.googleusercontent.com/p/AF1QipN9Q0PE-iO4zGHv4VqNJ-K_A9RmwWE_JH8nsADd, "
Nhà Hàng Chay Hoa Lư Vegan Restaurant( LOVING HUT),56 Đ. Lương Văn Thăng,"4,7",311,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipOYNhZryWdxYJpcQGtjsR5p4K-0Asld8HWJwOeS, https://lh5.googleusercontent.com/p/AF1QipOJ3gcxkGtMGfsLFLrw3Gyz66-F42rhf-wuJaBB, "
Nhà Hàng Cơm Vân Anh,119 Lê Hồng Phong,"4,0",215,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMMJiJjw7adyrd46OkjiBTuvRFTW2sUvynKH7An, https://lh5.googleusercontent.com/p/AF1QipNhfthrOphZrAFudr0iRHhg2TGiEFfQf90Klpkm, "
Nhà Hàng Dũng Thanh( Miến Lươn Bà Phấn),999 Trần Hưng Đạo,"4,1",106,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMkHKgo6ZYPkEYqdcl31izYVvyzkd4-Lzt0kWXX, https://lh5.googleusercontent.com/p/AF1QipP3dx2gwTN29q3YOuT5NdO1gAlIXf4mraAdsl6o, "
Nhà Hàng Thanh Lợi,193 Lê Hồng Phong,"3,7",439,100.000-200.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipONOG2gn-zxCM_xl-cOToAAZoTd4kEMnFA2-9oo, https://lh5.googleusercontent.com/p/AF1QipMVhAzR3WA71m_1ekeq_fLPeoAbescwItj3x24O, "
ĂN NGON QUÁN,786 Đường Trần Hưng Đạo,"4,7",15,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMgrcsEeRWLVRy6HfZknpFxO158Sr22jXNzjCRS, https://lh5.googleusercontent.com/p/AF1QipOc8QOTRgBwzwTCtjpfvd7DzOqbUAPBajPlcD5E, "
Nhà hàng Sen Tràng An Ninh Bình,ngõ 70/62 Phạm Văn Nghị,"4,9",31,None,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMoZeuAAgIHyIEqokjXcO7jV5MO1ILFevveMKRv, https://lh5.googleusercontent.com/p/AF1QipMO10JuPePVVNfT8PTB7ojPKqTp749sJ5XJVk5X, "
Nhà Hàng Ngọc Minh - Ẩm thực Cung Đình,Ninh Bình,"4,0",403,None,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMrttQgdqwoVSKETFEduvceBVtND6vZv-jsHtZ3, https://lh5.googleusercontent.com/p/AF1QipMQz37nfCZkqjT9DCSJadvGJbApAlS0AQ-b4fJS, "
Nhà Hàng Dê Hoàng Phương 2,Ngõ 251 số nhà 253 Lê Thái Tổ,"4,6",576,200.000-300.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMQgs_5GCID7c3tKhmpCXAeiacJeP6wSaPAa-Lm, https://lh5.googleusercontent.com/p/AF1QipNjplaqnZFSdqK44HMh2TIAR8psGpxTc2vB665J, "
Nhà hàng Hải Sản Phố,7X8G+96W,"4,2",34,200.000-300.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipML-wftjxhPhurJY-zzpy6vi53W4WamFiASrxx3, https://lh5.googleusercontent.com/p/AF1QipM5geC8Uu8qB1sjYvnm73iO4YrKr7-7nF11ZePT, "
Nhà hàng Thắng Dê,251 Nguyễn Văn Cừ,"4,0",232,200.000-300.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMTX9cVHaLelDrMl_5AlnkqkzERDNnPqWhbek20, https://lh5.googleusercontent.com/p/AF1QipNOLftr6pxsdFn-2g0nEA5cgy9qCsU4GzTN35TP, "
The Paradise Restaurant & Coffee Ninh Bình,ngõ 42 Đường Đào Duy Từ,"4,2",240,None,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipPIyyZPP7qYFiB9oZKPb3Mf403y-YMfQFedJEou, https://lh5.googleusercontent.com/p/AF1QipPdv15AWJgVOl8K3t9MI0CRjcQYypBM-EAQfyY9, "
Bún chả quạt,921 Nguyễn Công Trứ,"3,9",98,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipNf1xfCnSyvfkv_2e-AEmOrWkpeWQ_HWs0OlOUq, https://lh5.googleusercontent.com/p/AF1QipMP8tLxhQjnMMwSryufgXvGc8BNCDNyoydbeE-6, "
Nhà Hàng Tính Gỏi,248 Ngô Gia Tự,"4,2",72,100.000-200.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipOzaxj4hqbTDIjIIwoUqYZVCbObL-6NU69U3TO_, https://lh5.googleusercontent.com/p/AF1QipNR4jchZ-_wUEupHUxPcgSs0F2TeuaPRunlUoyB, "
Lươn Niêu Thu Mận Ninh Bình,50 Đinh Tất Miễn,"4,7",17,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMDAMOpeBRwHwsVuJSOZVZ8zWcUoKYxPBFRrZa6, https://lh5.googleusercontent.com/p/AF1QipNKro_eYDhUZ06takMo42_5qAxJnNaNoXQ2E3wi, "
Nhà hàng Lương Thương 7 dê núi - gà đồi,Ninh Bình,"3,9",862,200.000-300.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipPSmv1QkLv6_sMq-hd7MLBrQv3-FxBW9vy21bw5, https://lh5.googleusercontent.com/p/AF1QipNimSwOZn99S6agi80PFK_phl4p3rYRFmOnSH1s, "
Nhà hàng Panda - Buffet nướng lẩu Ninh Bình,86 Tràng An,"4,8",742,100.000-200.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipOFlJ_XiloHM9Kv7jzmmR4wOg2TDHS3Jnq9xb31, https://lh5.googleusercontent.com/p/AF1QipOK2QyixvFcQNMcB876S_bzIo34Xhc0C3hmnU4t, "
BBQ Trà Phương Quán Ninh Bình,03 Tràng An 2,"4,7",346,100.000-200.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipP27LfihK9LrbFHabYy6Y7Luc7_383q7CxEPjd8, https://lh5.googleusercontent.com/p/AF1QipMynx9ZmfvOEuOap625kMJQn0uugKcxSyz7_KL4, "
Restaurant đức nhật (No 1 on Tripadvisor 2018),12 Hoàng Hoa Thám,"4,7",121,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipNarsPtcdq17_HO5jEdgJUqz2fKfUDc6i0JH_M_, https://lh5.googleusercontent.com/p/AF1QipOKdnucbNha7Q-zCJ0_V3IMDfqe0Jo3sm4kYEPo, "
Bún chả Tình Mai - 7 Phạm Hồng Thái,07 Phạm Hồng Thái,"4,1",123,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMCIlQZ1I0IvHrkKEexK1rEMxMnYTeSdN5eZv1Z, https://lh5.googleusercontent.com/p/AF1QipMgW5yl-gJza7SwEW1xefeE6MG9pPdVLpeJfrNl, "
NHÀ HÀNG CÁNH DIỀU TAM CỐC,Ninh Bình,"4,5",97,100.000-200.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMCekBkt0GJKsdX-XsU9u8Nsaec_r6bvsCDeLTJ, https://lh5.googleusercontent.com/p/AF1QipPxmn_WSLHvTyOk7ERNzAUXgeNYjOQQ5XXXyfkY, "
Quán ăn đường Ninh Bình,"62W4+PV6, Đường đê","3,5",37,None,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMXx1jveHIAwSRS6KbRA3tCtvpPk6LtaBPpXTqg, https://lh5.googleusercontent.com/p/AF1QipP_LL9x13p0nskiQ-i-rc10dVHssbSkNJec5tvh, "
NHÀ HÀNG QUANG DŨNG HẢI SẢN & DÊ NÚI,Ngõ 2 Ngô Quyền,"4,1",103,100.000-200.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMVFpoQ8O9aMCVUzRDlROQj-jKPU8KbRslXjIQ2, https://lh5.googleusercontent.com/p/AF1QipPzBMtc9gL8eGlhE-ZX2528F6cSDAM96Jk8Q9Sa, "
Cơm Niêu Việt Xưa,80 Tràng An,"4,4",248,100.000-200.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipOl6gb5XubzpOGCa6YREkNMwsUf_6GJ1pZZvUeq, https://lh5.googleusercontent.com/p/AF1QipO_ugv8jn51K-dUn8kSX83jz303FnomkcKBbGZm, "
GoGi House,219 đường Đ. Lương Văn Thăng,"4,2",214,300.000-400.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMQeEL3kLS9y4SOiJ1puzSMGCVgN_HTxbakX5gE, https://lh5.googleusercontent.com/p/AF1QipMWsQQjZhDTGT06-FPPREcYLp7Jw60ZOk9Hzm8I, "
Nhà hàng Kỳ Lân Quán - Ninh Bình,"29 Hồ Kỳ Lân đường Tràng An 2, Phố Tân Trung","3,8",89,None,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipNUExbbNeaGdK7HvAHAQ84oFET8jsdHH5BTcCOd, https://lh5.googleusercontent.com/p/AF1QipP2bLd9TxANWm7Y5NXGxQJ1VXR9so4xrA_Olgzd, "
Lotteria Ninh Bình Go,"TTTM GO, Trần Nhân Tông","4,1","2,7 N",1-200.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipPzIRg0isH3l5xO5xlgeVCgZtUbXt85aGrczy_r, https://lh5.googleusercontent.com/p/AF1QipOYRoxYPX8OP_J8kzW8G5V0uZq3Fht-lynuc9cZ, "
Nhà Hàng Lâm Tới,"Tràng An, Trường Yên, Hoa Lư, Ninh Bình","4,0",195,100.000-200.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipNuzVzwEuBOIvdkiwzcq4HEiRrhtVuBiLjq8sM, https://lh5.googleusercontent.com/p/AF1QipM4JC_uUC965B682RpIBjv_tevoDnAE-UfdsixF, "
Bánh Mì Giòn,Ngõ 43 Lương Văn Tụy,"4,9",886,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipPajhwVoKuooxjHDUEbUVr_OLN4UsGhh93Byasm, https://lh5.googleusercontent.com/p/AF1QipO3qCyFjWI5fcM-_OscOczSOK-fhOA26ARdFkmb, "
NGON Vegan Restaurant,Tam Coc Rd,"4,8",1 N,100.000-200.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipOYUXmHXVjZEFIqnEGSvIV4gzfjMLdEWRZ-qH1K, https://lh5.googleusercontent.com/p/AF1QipOEj-C4jWC9AEFJ-aVyVNpkcmZ_w4Ig79iNvHoI, "
Cơm bình dân Tâm Đức,Ninh Bình,"4,8",36,None,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipNtugRSMGK1FvPJvr0XnrIt6ZGKbYaN4I8uear6, https://lh5.googleusercontent.com/p/AF1QipNi4PYks6nv8GEoHOJ1mDSpKV0Cvw-RFfYE4-J7, "
Restaurant Huy Lưu ( Phở Gà Chọi ),Ngõ 252 Đường Ngô Gia Tự,"4,9",89,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipNFJHde_tLtNyPxcRyS-GnKb0KkhoOQtYLll6QU, https://lh5.googleusercontent.com/p/AF1QipM0e2WHIZQ7iI6i782spkDLXr459AiQmDbhs1-y, "
Thảo Béo Restaurant Bar,Đôi 4 -Văn lâm,"4,9","1,5 N",100.000-200.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipPTXPabU5-IALYzjUfyt0ZHiRmLKTlqe-H6x7mm, https://lh5.googleusercontent.com/p/AF1QipO5CxeHMj3VR8f987SHrFf1w3LCI5Rdcv7HZY9N, "
SHIZEN SUSHI NINH BÌNH,80 Đinh Tiên Hoàng,"4,7",122,None,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipPvU5gkyC2RNIoUrXUYrL0yE7iGTwDm4nCFlqm4, https://lh5.googleusercontent.com/p/AF1QipO-B7LJOf2WL7Zhjy1CCHk6a_ZRuPIlkwOYJPnz, "
Nhà Hàng Trâu Cố Đô,170H Đ. Nguyễn Viết Xuân,"4,7",49,100.000-200.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipOS6DKXKbySrXAI6HGuRiXkmibyW93H2o3WeFh5, https://lh5.googleusercontent.com/p/AF1QipOqKjVqTZjIjErDIFbZvHos7fxwHNXnhNqNSxMu, "
Nhà Hàng Xuân Vinh Dê Tươi Ninh Bình,Ninh Bình,"4,1",467,200.000-300.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipPbHxunLq8uyJEquVQNhyXNcS82psuGFYKmH1-T, https://lh5.googleusercontent.com/p/AF1QipO6tA1vBhqdBiCuNbIrigHZRr7MESbYKxjKJDnT, "
Cơm Thố Hà Nội,173 Đường Tây Thành,"4,2",58,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipOaEf-YVlxb43z5RobL3HoIfZ2POrUIe9lFLpjo, https://lh5.googleusercontent.com/p/AF1QipMKE95DCn0q3jUpQCkiwpN9Wyp6_0fEgLtFyHzp, "
Cơm Bình Dân Ngon,"7X7F+7FM, Ngõ 99 Đinh Tiên Hoàng","3,8",31,None,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipPxGCMwuG9RL7yEqIsHv6OIOcWv-3S8muni9L4Y, https://lh5.googleusercontent.com/p/AF1QipODvhihSvSjq2QJXEtBa52b6e2JrhZ4MqjthSkv, "
Quán Phố,224 Đ. Lương Văn Thăng,"3,7",81,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipP8cAsjBjEo_qTL6nf3fcuPuxVTLDyoCH_RK91W, https://lh5.googleusercontent.com/p/AF1QipPi-K-uHKOEXUzlzMm1cCpvYxSDMSXg81R3Yuwp, "
nhà hàng Hưng Thịnh,464 Ngô Gia Tự,"4,5",35,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipPcoLQDZ_eBzVVJOq4978n9I_5zgLuy7OTMl56W, https://lh5.googleusercontent.com/p/AF1QipPWs3eGxCiu58tI7aH-osllt7lZwtmYhq4Qylv4, "
NHÀ HÀNG TRÀNG AN DÊ 35 MÓN,Vĩnh Lợi/Đường Phố Thiên Sơn,"4,0",343,None,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipNwyGYPuPp4g09NjTKmwUaRJm8DFBmMPfdmxnZ0, https://lh5.googleusercontent.com/p/AF1QipOgxJkCQxmDeSXG6ufZ6Sefixc1Jli-UcA_lykY, "
Tan An Restaurant,"7X2F+9C7, Tan An New Urban Area, Ninh Binh City, Ninh Binh Province","4,5",2,None,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipN8XiASgy-HPZfbAJXfWvruq5ORInnJbbzyA_pi, https://lh5.googleusercontent.com/p/AF1QipPSYLUu23f9pzu1NiSHMszqR_iSabImE1aaza70, "
Nhà hàng Phong Cách,115-89 Chiến Thắng,"4,2",45,200.000-300.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipNlOaowU-vHkUKBLfB9JeFfOfkQ_yuW8P0CzyU, https://lh5.googleusercontent.com/p/AF1QipOGDNBsS_ACBBA_m0uDaRLgJ0cQteqO3fFh8cUt, "
Quán Gỏi Nhệch,35 Ngô Gia Tự,"4,4",32,None,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipO4BBjK_xTzYi0_-zzDfPDBtQA1cjvbMHl06NRm, https://lh5.googleusercontent.com/p/AF1QipNAxlpzyR1yhktZVb99W8VvZRenj4E2tY0yr0Ur, "
Bếp nhà Hương Béo,65 Nguyễn Thái Học,"4,3",43,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMqU9rB3XEyrbL49l8U-sY3cjr5BEseNdQllQ8m, https://lh5.googleusercontent.com/p/AF1QipNkOgMkc3DO9IBOVf7isRyzA5AH9Nd-8u0YTzap, "
Miến lươn-bánh đa cá rô ngon ninh bình,Đường Phan Chu Trinh,"5,0",14,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipMg3uyHi4nZk5dHJ0LOn6N4MivbM6KTRbw0DoWt, https://lh5.googleusercontent.com/p/AF1QipN4mCgZEF7zy_Z6JoyBKBF3bL9BBxUF3uFjBx_k, "
RƠM VÀNG,112 Lương Văn Tụy,"4,1",60,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipPZV3BdvQ3xHEInq7-SxyQZMRZE-7l7eA7CuWES, https://lh5.googleusercontent.com/p/AF1QipNR02aHweTLvB2fbeJcK7niKKRcI6Fwc2vmgSns, "
Bún chả Thế Ngọc - 16 Phạm Hồng Thái,16 Phạm Hồng Thái,"4,2",278,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipNDNpC-dZSbyft_s7R3JmGI-zaITb94BXr-Rajf, https://lh5.googleusercontent.com/p/AF1QipNIgkg_9TOcUNATKg7bHDzMY_RKs3W2rkcK6bxg, "
Cù Kỳ Quán (Bún Hải Sản & Lẩu),59 Đ. Đinh Điền,"4,2",89,1-100.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipOe1jynOr9n6gMPYZ_zhIG28tUOwVqkLeBOnZIk, https://lh5.googleusercontent.com/p/AF1QipMPVhQHM2sLUlEJ7kJOYPANx-P9KXCNERBusdvF, "
Dê Ninh Bình,"7X7C+6C8, Ngõ 77 Lương Văn Thăng","3,9",59,None,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipOKC9PTQTM53vrWUMbqiz6VApIsXaD5rbl0oIBx, https://lh5.googleusercontent.com/p/AF1QipOe5Yn2QCI6eMv820eULsCH-vllBeLI6fYwscRg, "
Nhà Hàng Thành Dê,sn 68 Ngõ 497 Nguyễn Công Trứ,"4,0",29,200.000-300.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipPfi8csmSTjsYA5M63jvg2W9MBNw03p67qgXoQL, https://lh5.googleusercontent.com/p/AF1QipOYvMIMbnX2LsUvNrHYSPFq2KPtrUrnRfzRlR_a, "
Chookie's Beer Garden,Tam Coc Rd,"4,6","1,6 N",100.000-300.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipN1FLfEPw553IWl6r_kamOdnvaCWA5gr5Xu5oiM, https://lh5.googleusercontent.com/p/AF1QipPzPGXAgiZNxIrHLa5DX_vJ2aLfEIP8jmCxapLi, "
Nhà hàng Oanh Cơ - Vua gà tươi Mạnh Hoạch,116 Đào Duy Từ,"3,5",206,100.000-200.000 ₫,Ninh Bình,"https://lh5.googleusercontent.com/p/AF1QipPkLO1Y6R36slBucXkhyQLqWuXFNo7oNhcbgj3b, https://lh5.googleusercontent.com/p/AF1QipNCJQR3ZwKU0x2aaT_eCkgcWYiJzqEOPFiBrbpr, "
