name,address,score,reviews count,avg price,province,description images
Phở Đại Nam,45 Nguyễn Công Trứ,"4,0",231,1-100.000 ₫,Phú Yên,"https://lh5.googleusercontent.com/p/AF1QipNZhdAEtktQhYvlo9EtlNDeU02chzfKyayQiZD6, https://lh5.googleusercontent.com/p/AF1QipNDNJpcStXoBukcDrdP7-C7ptktKko3nqh9wfeu, "
Seafood Garden Canary,29 Đ. Mai Xuân Thưởng,"4,1",646,None,Phú Yên,"https://lh5.googleusercontent.com/p/AF1QipPyDRtxq20T4vQi-pHurqo2jZGUIjmI_lndJaNf, https://lh5.googleusercontent.com/p/AF1QipNloccvZwSvAyo1DVWwLvu_Hn8ZB2fteDurmMVV, "
Cơm Nhà Cafe Hồi Ức,01 Trần Quốc Toản,"4,2",97,1-100.000 ₫,Phú Yên,"https://lh5.googleusercontent.com/p/AF1QipMCd47ylE-fUEz-x_6PrnRmpK4rohBLZOrWdBn3, https://lh5.googleusercontent.com/p/AF1QipOdlD-F7rl8rFezZ70CBYcbjLIGGLqTH-NOvU9W, "
Bánh bèo Tháp Nhạn,94 Lê Trung Kiên,"4,3",456,1-100.000 ₫,Phú Yên,"https://lh5.googleusercontent.com/p/AF1QipMKT7QVn8n3vFcDkOaOXato_3NHnOUxrHxxu586, https://lh5.googleusercontent.com/p/AF1QipMjttLgLN3uqwZx03ddOX2_zxqWK4gyoTKAEZq6, "
Sala TuyHoa Beach Club - Nhà hàng hải sản - Seafood - Coffee,51 Độc Lập,"4,5",581,None,Phú Yên,"https://lh5.googleusercontent.com/p/AF1QipMjGDNZgVbYzPhDdxhJhzoBQ-P9eqLQO2nBn4Wj, https://lh5.googleusercontent.com/p/AF1QipPGX8XAHPw-rOXjukL3UP-Z_pR12XG_jR3uC97s, "
Ngọc Thạch Quán Phú Yên,395 Nguyễn Huệ,"4,1",28,1-100.000 ₫,Phú Yên,"https://lh5.googleusercontent.com/p/AF1QipM0bfiZ02epn-I1qYNUh5DVdGxZu_oqUeAfPfWg, https://lh5.googleusercontent.com/p/AF1QipMxAoP2P-0F7WAt75IYOHKBmss2ScB6JsKhk4-K, "
Quán Ăn Hoàng,"38J3+Q88, Đ. Bạch Đằng","4,3",14,None,Phú Yên,"https://lh5.googleusercontent.com/p/AF1QipOXbKlP0C-7PFGMPqT0vp9FNk9_4HChYniNNuCM, https://lh5.googleusercontent.com/p/AF1QipMRNutcviQHTw7Cr8LJX02_2gSRnR19QKmMhdor, "
Chúc Chúc,"Đường Kè, Đ. Bạch Đằng","3,7",120,None,Phú Yên,"https://lh5.googleusercontent.com/p/AF1QipPJ_hQj8uEmeGOCpBrWWRoci1nbF_4tqeHiL2vT, https://lh5.googleusercontent.com/p/AF1QipMbSeV2cdhAxXOUqItX_C1Yu6eXDjF07Smn5Zvz, "
Quán chay Âu Lạc,41 Nguyễn Thái Học,"4,2",231,1-100.000 ₫,Phú Yên,"https://lh5.googleusercontent.com/p/AF1QipO-T2KOfgojLbcF79OpG-9-Siks63rUqQLdruHU, https://lh5.googleusercontent.com/p/AF1QipOapUuI2SJskZO4Zc5A-RWvuFmN34fnacIWWbpm, "
Bánh Canh Hẹ Thảo Vy,393 ĐL Hùng Vương,"4,8",59,1-100.000 ₫,Phú Yên,"https://lh5.googleusercontent.com/p/AF1QipMRhfLpxo6vssBTLpxLqTuc8Nge0LDGIeyuGdN8, https://lh5.googleusercontent.com/p/AF1QipNXJoDMDlbbHA4if0A3bCti8u6xhnvkbEOQgfNM, "
Quán chay Huệ Ý,141 Lê Trung Kiên,"4,2",180,1-100.000 ₫,Phú Yên,"https://lh5.googleusercontent.com/p/AF1QipOQZyXZpH6TvnTHLDr9QNCWksDozojovvoWIc1M, https://lh5.googleusercontent.com/p/AF1QipPV_gBnttWWAdq6L7xVY2P_OyiLyU2ozhWzoh83, "
Bánh bèo nóng Cô Mai - Món ngon Phú Yên,244 Trường Chinh,"4,2",11,1-100.000 ₫,Phú Yên,"https://lh5.googleusercontent.com/p/AF1QipPheFucSi-FtmR7CYs-F0FCP9r2G3Ky0AWf1WxS, https://lh5.googleusercontent.com/p/AF1QipPIVHR1FWfTRm2mWbW5ELoSKI0hmJwpFtp4bfM, "
Quán Hải Dương,74 ĐL Hùng Vương,"3,8",75,None,Phú Yên,"https://lh5.googleusercontent.com/p/AF1QipOvQv2oL9o46K4VOcRR43ZIYqnCJGz3eltKnA, https://lh5.googleusercontent.com/p/AF1QipMO1Bu2t1sZoOnpisCDDd9XvxlohB9x5_5Gy3Xh, "
Bò Né Vi - Chef Tommy,202 Trường Chinh,"4,1",69,1-100.000 ₫,Phú Yên,"https://lh5.googleusercontent.com/p/AF1QipPnGyrxCzYvMNwXFYxSXWQ53Y7g-NgdaOY87MGE, https://lh5.googleusercontent.com/p/AF1QipPrZH6iy_zm3O3RCi5QZk-bQxIZ8voTj4fmNfpE, "
Bánh Bèo Nóng Quán Cũ (Cô Hoan) - Chi nhánh 1,361 Trần Hưng Đạo,"4,4",42,1-100.000 ₫,Phú Yên,"https://lh5.googleusercontent.com/p/AF1QipNGdSn8XUEsMWoBLmdojRuZCzRG5sOhuxspAEGZ, https://lh5.googleusercontent.com/p/AF1QipPVmpLNE386glbqLBVTQXGR6W5-UMQx2oUfOnjt, "
Đông Sương Sầu Phú Yên,364 ĐL Hùng Vương,"3,7",75,1-100.000 ₫,Phú Yên,"https://lh5.googleusercontent.com/p/AF1QipNgKK64nET6GbRYDeNDcX-mkHVi_eonEDSrtJ9d, https://lh5.googleusercontent.com/p/AF1QipMRd88kdE9Idb3h0r2XKEmJ1Zq2H9B35lpzOPQe, "
BON Restaurant,Đ. D1,"4,1",43,200.000-300.000 ₫,Phú Yên,"https://lh5.googleusercontent.com/p/AF1QipMSt1gQiLbWsUwoSNsgFzITiASfN1zu8gtn5f9e, https://lh5.googleusercontent.com/p/AF1QipOCT9OS-7nQIDvg2n0pEzgIthJNzrrSqCQNsJPv, "
Lá Cọ La Maison Restaurant - Nhà Hàng Quảng Bình,82 Đường Phạm Văn Đồng,"4,0",563,100.000-200.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMm5IZri7QD8oJh3BEtl77WKHPqr-vk-HSAG4Wa, https://lh5.googleusercontent.com/p/AF1QipOz_dI-0R4N_ED3DK0MQrTBbPbHozeH-4u9Me2L, "
Nhà Hàng Cơm Niêu Thuận Long,20A Hoàng Hoa Thám,"3,9",472,100.000-200.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipM4m0WdMWzvLhKU1-Hx1LxlMVE0PZgx5EJMbivx, https://lh5.googleusercontent.com/p/AF1QipPGQ3Zfmx0DzufP3CckwsHFw6NZ93rBxi6c1YTK, "
Sabochi Restaurant - Nhà hàng Sâm Bố Chính Quảng Bình,25 đường 23/8,"4,4",254,100.000-200.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipPcTTteApjCzWe6bOuQYYdta2LWbO9j5l1sx0F9, https://lh5.googleusercontent.com/p/AF1QipPctjwYpSkSc4fQUpOVS91VWWR7I1vfopQg1a7B, "
Quán Cơm Ngon 36,36m Đường Phạm Văn Đồng,"4,3",45,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipPYjw-Y0nVibdXk9sMDZ4y07anPUcyTJcjrvP4a, https://lh5.googleusercontent.com/p/AF1QipMMcN9KrSjlRDUWXGG1q9wKow8s4BOWbVo_1YvW, "
Cơm niêu quảng bình,117 Lý Thường Kiệt,"4,0",83,100.000-200.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipPE9Mq9eAEcZSl5Rh8YPBdMO9R4K-gGc6Y0fWhJ, https://lh5.googleusercontent.com/p/AF1QipMBQC_Pslnv6PaQ6ebZdcf_JsA315FCZKvZ0sP3, "
Bánh khoái Tứ Quý,17 Cô Tám,"3,9",459,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMfba1CWnBv8rHBvEOZ0bYqUW31SyX1BQNgan0, https://lh5.googleusercontent.com/p/AF1QipNm5tes7_b9IwYdx-qSPaOZMPnO24LvdlBW0jqo, "
Bánh Bèo Cô Vân,80 Đ. Lê Thành Đồng,"4,1",219,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipPwVI9A6ZAmJAnccVHwcBMfMCBYJJ5txzeJktu9, https://lh5.googleusercontent.com/p/AF1QipM-JezAPbZH1WWudtS-1dxCK3VZVUOpa3CwENLB, "
Nhà Hàng Chang Chang Family,Đường Phạm Văn Đồng/86 đường 36m,"4,1",386,100.000-200.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMM0Dz8VaU9VnC6WS6xr9EQp9ra0nXlMA3avB3q, https://lh5.googleusercontent.com/p/AF1QipPJpcKZ5BGvc7YA3Y3M_mBuINczVoHHAqSx1dDi, "
Nhà Hàng Cánh Buồm Đỏ,"Bãi tắm Nhật Lệ, 2 Trương Pháp","3,6",425,200.000-300.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMFzI4RJzh7MykKZ0as6JBTGFee3gMAPnvLDsGR, https://lh5.googleusercontent.com/p/AF1QipN_24Pr13ive10TtZBm6H6NPhbhbpF01PXOjGs, "
Cơm Niêu Cổ Truyền,79 Phùng Hưng,"4,1",252,100.000-200.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMQ5b14VskRW5H_UWblsJzp8xCMuuwHlgpfR_oz, https://lh5.googleusercontent.com/p/AF1QipNHjD1PK0kq_oHmXH6pE-QN93FMjxx2j9Mosdal, "
Lá Cọ Beach - Nhà Hàng Hải Sản Quảng,185 Trương Pháp,"4,1",314,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMfo1MyPu0pJI-s8tAOsde9LEMB5Mn3v0bWrTKe, https://lh5.googleusercontent.com/p/AF1QipMqTk4fyG_ZzE7HpD_iyk8BwNRLqkROTIeXtA_1, "
Cháo sát cá lóc,22 Nguyễn Tri Phương,"4,1",108,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipM1LgZrRVSFDj5X6MvUVwTxyv-vtyvp736g2gxZ, https://lh5.googleusercontent.com/p/AF1QipPoO73uvxAvxAzwca_NHdcW-fM4eSc8Of9kzV81, "
Nhà hàng Ẩm Thực Việt Quảng Bình,Chi Lăng,"4,2",43,100.000-200.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMXmcBVwwWJgtlG5B0MbdY6maOJLJVEMHYlhZGl, https://lh5.googleusercontent.com/p/AF1QipOxdBba9fCXELZoWUnejJjn6bZqT8pUQwsreOST, "
Nhà Hàng Chay Bồ Đề Duyên,42 Thanh Niên,"4,4",344,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMSbfMPeKE4Nqgu41YU9mXGHpD4lzZsPnOgCIGD, https://lh5.googleusercontent.com/p/AF1QipM2g2L-jX3GMVO-gImez0dcNqJkNCjJb89VlrA1, "
Nhà hàng Cây Xoài,74 Phan Đình Phùng,"4,1",111,100.000-200.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipPfVsfjPwtBjy-UJRlW2Aly27AfpH9DTBS4_PeN, https://lh5.googleusercontent.com/p/AF1QipNTLiSw3j1Z1wBlAgN5Jgf-2CzimTu_ERygh7lO, "
Nhà Hàng Quảng Trường,"FJFP+PJR, Đường Ven Biển","3,8",188,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMKQx3BHS949uao98ThPMqGeBmXewKqq2HTOtAQ, https://lh5.googleusercontent.com/p/AF1QipMsLUm9TilGo8A5c7MKWVmh4XFiGb4gNTXeJpej, "
Nhà hàng Bình Minh,Nguyễn Văn Trỗi,"3,8",169,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipN2gjMEih8K2-GgIUZXU9bKDRI33gzwiizU5Ez3, https://lh5.googleusercontent.com/p/AF1QipPipT84ok0cPwaVRVZjMjks2Rt3L33yai0S9j5u, "
Nhà hàng Đông nam Pearl,Quảng Bình,"4,4",54,100.000-200.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipP5HZmnLNN2heU7HYsw_kc31Pzxo2m364lMaUsf, https://lh5.googleusercontent.com/p/AF1QipMz_BKLt9Y17aPywHLkoUezHvR00pf4RIbQslYm, "
Nem Lụi - Bún Thịt Nướng Hồng Quang + Bánh Bột Lọc 25 Hoàng Diệu ở Quảng Bình,25 Hoàng Diệu,"4,9",73,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMFv6hRgbtdk_2CPVfYXf9C0NV08YTe4XKkZ8tm, https://lh5.googleusercontent.com/p/AF1QipNnEJG4WX6ieR3s0Ce8Zhy0CfECl_ysyTxc2kAy, "
Xíu Restaurant - Bánh Canh Đặc Biệt - Cơm Trưa Bình Dân,27 Nguyễn Viết Xuân,"5,0",15,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipOHTOZk1EAwOseivPdCR5r1tTWU5bwVtOwO-Tfy, https://lh5.googleusercontent.com/p/AF1QipNSXixlpSvQ-16Hn08LaL1l9c9jl3qu5ElP0WIc, "
Lá Cọ Beach - Nhà Hàng Hải Sản Quảng,"Đồng Hới, Quảng Bình","4,1",314,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMqTk4fyG_ZzE7HpD_iyk8BwNRLqkROTIeXtA_1, https://lh5.googleusercontent.com/p/AF1QipOiAjhMPc48SxfQMzycalrA3oaug87ysjuLtRJ7, "
Quán Dì Hà,GJ58+P3C,"4,0",345,200.000-300.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipP1pTrG0B7OiqM6av6EHtsTzaUCuhJPGe14DWOB, https://lh5.googleusercontent.com/p/AF1QipPP5nCFiFOpamAQWCJIVnQ483ItsQ2JspqTMYB-, "
Đặc sản bánh lọc Mệ Xuân,5 Đ. Lê Thành Đồng,"4,4",159,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipN7sns9dwFugfS_UQsdG2T7XBBtgPcsrUP0CgFf, https://lh5.googleusercontent.com/p/AF1QipOmlJPNSbR79zC-KGBGCafuxP60MqFlGRG6aiJR, "
Quán Ăn Sáng TÝ Huế,258 Lý Thánh Tông,"4,3",55,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipPq1ZJDATtVh0jn-0XzNi6YZFnBQI_Y0oE8zksT, https://lh5.googleusercontent.com/p/AF1QipP8nA80NvXPC_dg0rcbYkBg4uPFwFtPP8GFsMM7, "
Quán Ăn Thắng Nhung,Quảng Bình,"4,5",343,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipNheZYfDqREbzHp41bwGzGOH7jK_PfFgT1qDSbI, https://lh5.googleusercontent.com/p/AF1QipO4zn_0MqTn0uC_8zZkYhKhkQ28GgW_-t4ysEj3, "
Quán Ngon,9 Trần Quang Khải,"4,1",52,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipM0GLxXQVsgPHj_OL-eOcwJnogJNrjhVjhv84cX, https://lh5.googleusercontent.com/p/AF1QipNDfg8z6oEXS9qeW6Y-SkyAo5XGLU8KffFbeV90, "
Chè Thái Phong Lan Quảng Bình,32 Lý Thường Kiệt,"3,9",94,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipP72pJAiw12y4CWMlD5DDY_lISHHhJ3ACIoK-tB, https://lh5.googleusercontent.com/p/AF1QipPK-RN7a7Z-HT6FML-eUGbhcg7z2D1iwnDXrJhg, "
PHONG NHA FAMILY RESTAURANT (NHÀ HÀNG GIA ĐÌNH VIỆT NAM),Thôn 1 Cù Lạc,"4,8",399,100.000-200.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMpcsNM_RkSqxxmjKM3w4r9PNlLi4-zbBrNYW8Q, https://lh5.googleusercontent.com/p/AF1QipNPlcRtLJPTyvcVxCo0qsR_D3icNigvaKBLEt8, "
Nhà Hàng Gà Đồi,134 Lý Thường Kiệt,"3,7",236,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipNDTdv3eClsy9DRXNSMtVKdxwotgm64fgOa1iNs, https://lh5.googleusercontent.com/p/AF1QipM-CKjaIMNVNS63MwR1ZXw7oo3_fZFcLJIZ7VAx, "
Nhà Hàng Hải Yến,Trương Pháp,"3,5",203,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipOF996c-2XkeorJIUJi10SBkOOg1OHMy-0U7KyW, https://lh5.googleusercontent.com/p/AF1QipPnKnvAU2dhV2j5VJE_dmf--j6_GPv9txpNKE8Z, "
Sophie Homy Cafe & Food,12 Thuận Lý,"4,9",885,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipNlI7ILS-OjfcSRc6HNGtQU43qoieee-blh6YTj, https://lh5.googleusercontent.com/p/AF1QipNdmoq8I8dpH9YwRpSNLfX2hTvYImzzUx6si0l-, "
Nhà Hàng Vững Huế,Quảng Bình,"3,8",141,100.000-200.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipOiSk5ohO3-4OQM14I4Nkn3iIX5NVfokPspGVYE, https://lh5.googleusercontent.com/p/AF1QipONBECMDYX76KsFLEvWi9LR4LliiU64YdY5h733, "
Nhà Hàng Phú Cường,"GJ58+87J, Trương Pháp","3,9",135,200.000-300.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipPhQguf4qvffF0kPh6C5RjRZ2PsU86BxmUVVfid, https://lh5.googleusercontent.com/p/AF1QipNf_X-SpjMfDbeiyo4gn1ycHvJ0qz_xlpU5einI, "
Nhà Hàng Đức Hạnh( Quảng bình),244 Trương Pháp,"3,7",30,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipN7iWj-YLUQQywGZX3huZvlVGDyo_-t66-DWJao, https://lh5.googleusercontent.com/p/AF1QipNQPVTUMK5xT6ElTEA8sIQDpT9wZhA7jUAnp51U, "
Quán ăn sáng Mệ Em,12 Hà Huy Tập,"3,6",81,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipOisrl8pXh9R_3zurodAN3S_RrMzSwSAluLGM9q, https://lh5.googleusercontent.com/p/AF1QipPWY2CNHD2Li4zzpEKMzKo09ZvdEiHnOZ9BHWAw, "
Nhà Hàng Quốc Dũng,"GJ76+2PG, Trương Pháp","3,8",39,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipOXQz_S7NkJ0er0bNAc1Ysk_yx0FRYA13_RU_cD, https://lh5.googleusercontent.com/p/AF1QipOB1sHGECOXJ4bWYt1d7hFn2ieSf4t7czgEreeq, "
Son Doong Restaurant,J864+Q8C,"3,9",214,100.000-200.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMaD6fQqNxP6KEOeE8JAy_E3_9nbc08EAYlY0_P, https://lh5.googleusercontent.com/p/AF1QipNp3EoiM9auidgtbpjeRCGtCW_I4SHfNFbfqVe4, "
NGHỆ SỸ QUÁN cơ sở 1,179 Đường Phạm Văn Đồng,"3,9",128,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipOyvT2IdyJCd1fIOh0MfgqIw2HoDUY7-hudun_V, https://lh5.googleusercontent.com/p/AF1QipM9jJFBRqNFeHO5O7iUHH2gQnauuQKqnGvAvdSk, "
Hoàng Linh Sushi – Nhà hàng Nhật Bản,08 Dã Tượng,"3,9",181,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipNXQG_eO3VOcm6EcxnXAtaa3Vz5wpelNeNYRtDS, https://lh5.googleusercontent.com/p/AF1QipNU9gzXS0cvHMDZH3K-nqS8AaAwON8Wt_MrIWJC, "
Nhà hàng Vạn Tuế,GJ77+423,"3,7",52,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipNXOk9kFtyayqJ46dOm39yF6OjAqYrLMzsPwq28, https://lh5.googleusercontent.com/p/AF1QipPcphXBhZ47dYHcfZB4U1Ot_KtwOWqSdgtiXsI, "
7th Heaven Restaurant,39 Dương Văn An,"4,3",471,100.000-200.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMmhEYKAt6xgtmv0dEP8a-ldH1xINYN-jYU5qsu, https://lh5.googleusercontent.com/p/AF1QipOKi-3Zj6eDda0NhmcAuW3YVy-vX23SJWos9Jft, "
Lá Cọ Beach - Nhà Hàng Hải Sản Quảng,"Đồng Hới, Quảng Bình","4,1",314,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMqTk4fyG_ZzE7HpD_iyk8BwNRLqkROTIeXtA_1, https://lh5.googleusercontent.com/p/AF1QipOiAjhMPc48SxfQMzycalrA3oaug87ysjuLtRJ7, "
NHÀ HÀNG THU HUẾ,Quảng Bình,"3,9",264,100.000-200.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMfzWhQcQSsMk1FQVWBS_3W-y9QZoKaHNkdhxwF, https://lh5.googleusercontent.com/p/AF1QipPgwGmtfiaz-89OLgFgbvSyD6oWlvpMMfrpMkdx, "
Quán cơm Hải Giang,Số 7 Trần Nhân Tông,"4,5",22,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipNx4AT5kNiKuRnEwf-0f5l2USeNnRT2UCzlzZI9, https://lh5.googleusercontent.com/p/AF1QipNJmST5yJqzWns99HDlBgJsW2uOu2TNyR4ojC84, "
Nhà Hàng Mẹt Gà Nhị Nguyễn,62 Hữu Nghị,"4,4",35,200.000-300.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipNoEKAf3vSO159ehvtrOKswXxeMy5OL9IB95GTb, https://lh5.googleusercontent.com/p/AF1QipNecyIO4HI65J3kyjAPR_PJzPCJFg34XJ_YAuYu, "
Quán Cơm Hòa Thuận,131 Đường Hai Bà Trưng,"4,1",35,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipOmfEzKetkpJQ4eTt0QO1xJvAlg5J2eKHbVT_uB, https://lh5.googleusercontent.com/p/AF1QipNe1WRGwctMpOKKUKNResfVGIQGA3U0VNKrf-85, "
Nhà Hàng Vườn Anh Tuấn,H7H3+QV7,"4,3",84,100.000-200.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipP2QLfOm6QMJbBO48MJWK1jtyCoFSZqxqQVzoGU, https://lh5.googleusercontent.com/p/AF1QipP6Kqe_iovRbtWa62hXW9XH9NjGE_6urHFtXdT1, "
Quán ăn sáng,49 Trịnh Công Sơn,"5,0",1,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipOLhHJYnhVa3cb-zjxjllfuyvR9iaxjleHPDdtd, "
Geminai Restaurant,56 Nguyễn Du,"4,1",617,100.000-200.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipOyuZboxEbnm_e84iJHG3AoycPbYbnVfEX2X7Bt, https://lh5.googleusercontent.com/p/AF1QipNIL-Y5Nrv__Lpshz_TbBUxYkjmOgfK5577knkz, "
Nha Hang Xoi Chien Tung Duong,FJCC+XFR,"3,8",68,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMfreLl-9YssQ4SOibbetjslauQOEr7fpNPrECz, https://lh5.googleusercontent.com/p/AF1QipN85yYvph5Gl_ZxItntEDIRWZH5z0oY19ZjGiQl, "
Quán hải sản bình dân Bình đót Quảng bình,189 Trương Pháp,"4,7",6,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipPC-Y8nXKWqEWLLqu-UqktMlSWQ9Tw__3eAe-B2, https://lh5.googleusercontent.com/p/AF1QipMGdJLv9t5kEkJ0mBzBhm2YKX8iKGBP33NHWPhk, "
Quán Cải Ngò,30 Bà Triệu,"3,9",19,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipNUjgZYrxaqda6FutqE0ZoChrfrrbBtc7ozrdzT, https://lh5.googleusercontent.com/p/AF1QipO548Mh-7uYr0rPk4C2AqgXF8tBl1aKgRRs6-G3, "
Quán Cơm Bình Dân,109 Hà Huy Tập,"4,3",8,None,Quảng Bình,
Tiệm Cafe Ăn Sáng Ngon - Heyday Phở Lý Quốc Sư Đồng Hới,Đường Nguyễn Hữu Thọ,"3,2",48,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipP87lCpnbKq9tJBDb87WtHF5RWP__lznesFPufo, https://lh5.googleusercontent.com/p/AF1QipPkeCxwrk21BxbUn_ecPfjh5MCyFE8hd4SpmrHv, "
Quán Cháo Canh,GH5M+VHF,"4,1",19,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipPjddP4ooDe20h1fskEIz1no1l0mJrBx4Hs6NLh, https://lh5.googleusercontent.com/p/AF1QipM6OqHphq1htusm2AOIjImqsqYH7ZbCoEFMLwjx, "
Quán Ngon,97 Bà Triệu,Chưa xét,0,None,Quảng Bình,
Quán Cơm 3 Ngon,82 Hoàng Diệu,"3,2",10,None,Quảng Bình,
Quán ăn sáng mệ chính,"GH2R+5GM, Lý Thánh Tông","4,7",3,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipNM44IQ_xlzEyz53PQwB7Vj7sRQbT2yEJtLb5vC, "
Quán Cháo Lươn Chị Ngạnh,18 Hoàng Diệu,"4,5",26,1-100.000 ₫,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipNnOjG_m7Iss75buZieHjpfMXICpxAUsJWgLtA, https://lh5.googleusercontent.com/p/AF1QipPBKkE4zh1LiojRX8XL4q7lMXs6seGoqgvWMl-Z, "
Anh Em Quán Nhậu Bình Dân Ngon Bổ Rẻ,"FJ65+XJ8, Đường Phạm Văn Đồng","5,0",1,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMFhDly0IM0WyLsvKMkDwoWngttrs0AZokbgUr8, https://lh5.googleusercontent.com/p/AF1QipPZQSBFulCjUtpcRCqwE5kWzWZG9eowna-rylYy, "
Quán Cơm Hợp Lý,GH5P+9Q3,"3,9",37,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipPiAiT-aHnBklQKwzXu3hI0lNV1Gd6NK90FLKrF, https://lh5.googleusercontent.com/p/AF1QipMp_w9-kJ0kCfImx6XsWw9_aIkJXaa8s5BCWXhO, "
THẮNG CUA QUÁN,151 Đường Hai Bà Trưng,"4,7",6,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipO5YzT-T9KcyQJWhMWGD8fwVVUZKPx2OmvStkDb, https://lh5.googleusercontent.com/p/AF1QipMxm12rq4RbpQnqBjrsLS2wWop8ZXdP7nnzJqBA, "
Lá Cọ Beach - Nhà Hàng Hải Sản Quảng,"Đồng Hới, Quảng Bình","4,1",314,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipMqTk4fyG_ZzE7HpD_iyk8BwNRLqkROTIeXtA_1, https://lh5.googleusercontent.com/p/AF1QipOiAjhMPc48SxfQMzycalrA3oaug87ysjuLtRJ7, "
Ăn Vặt Hè Phố Quán,4 Lê Quý Đôn,"5,0",2,None,Quảng Bình,"https://lh5.googleusercontent.com/p/AF1QipNtlxoUbuztzocygMbsynKQwm8fW6DXPq9oZBfS, https://lh5.googleusercontent.com/p/AF1QipOKeoupBHKIqjsu-XfhjHMEnhd69EXEJGPy9jSY, "
