name,address,score,reviews count,province,category,price,services,description images,latitude,longitude
Nhóp Nhép Lẩu&Nướng,"45 Hải Phòng, Thạch Thang, Hải Châu, Đà Nẵng 550000, Việt Nam","3,9",429,Đà Nẵng,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPImL1fuqckYFIvy7Z_euxyZqwdmQxRo1QxXvym, https://lh5.googleusercontent.com/p/AF1QipM5ty9h7vukVfo_y3PX3-QWLqlgXlAwRjKYQKj6, https://lh5.googleusercontent.com/p/AF1QipM5x3FtdHGM5dh9OPtZiN3gS8zvEfTGOIr4LBFa, https://lh5.googleusercontent.com/p/AF1QipNxswtUEPk9euTQode5x0BVW3vw8VZbN6oKlMVK, ",16.07217,108.21753
Cửa hàng Ăn uống Mậu Dịch 1986,"149 Hải Phòng, Thạch Thang, Hải Châu, Đà Nẵng 550000, Việt Nam","4,4",384,Đà Nẵng,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNq-OiGUeTLQ68ice3Y3LQjuCanPlr2zKh6VscW, https://lh5.googleusercontent.com/p/AF1QipPTI8wT68bt0-DVXKxvfsX4OOrwdNckX-cOfHBQ, https://lh5.googleusercontent.com/p/AF1QipO980e81GbamKtjcHa3H2XbaWAY0gEsag5uMkM8, https://lh5.googleusercontent.com/p/AF1QipOUwhCrm-VvwqtEJqYuCPpkHVofEuo1uhuGqzCs, ",16.07168,108.21387
Ẩm thực Xèo,"Đường Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng 550000, Việt Nam","4,2",414,Đà Nẵng,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipP1ouR71G8bdljv3QJ0T5Xw2yaFf4LEIWFvLiVj, https://lh5.googleusercontent.com/p/AF1QipPPV8mi6ZFa-tJ1phzLicdDZkjsM2bZoVoPUdQt, https://lh5.googleusercontent.com/p/AF1QipNQeqs5JGgzb7hNLhUG6_-OXhJvlQZzbDLUCiUK, https://lh5.googleusercontent.com/p/AF1QipOGZlPEMJrrjL7wX9fbqqkmU3HnHaWH9X2nlF3T, ",16.06327,108.24192
Quán ăn Chợ Lớn,"267 Ông Ích Khiêm, Hải Châu 2, Hải Châu, Đà Nẵng 550000, Việt Nam","4,0",349,Đà Nẵng,Nhà hàng Quảng Đông,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipM6_w8EuBiiDBmAgeM8gRHdPdVfDwCZshnmYp1P, https://lh5.googleusercontent.com/p/AF1QipOlmo4LOaOcXWrzP1AnHaQYr74iCVfeQ_s5YaDE, https://lh5.googleusercontent.com/p/AF1QipN7eWVhGpErPNjg9_4-AmXRoAh-j7ZXm9yhkBHp, https://lh5.googleusercontent.com/p/AF1QipMjgoi-luI62k2bjethQ9OkLhbkUquR6cntU6Dw, ",16.06883,108.21387
Tiệm Ăn Chợ Lớn,"232 Hoàng Diệu, Nam Dương, Hải Châu, Đà Nẵng 55000, Việt Nam","4,1",171,Đà Nẵng,Nhà hàng Việt Nam,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipMj_M5gRouPZgP6ViKTUobr3VNwlkoBcP49-GRN, https://lh5.googleusercontent.com/p/AF1QipOWTnBq_JgRxkNVZreelRgoPetJFrj3se7u8J6N, https://lh5.googleusercontent.com/p/AF1QipPneCmeVca8auaNY6qZ4JzJEnwhaOd7KHfD5BT_, https://lh5.googleusercontent.com/p/AF1QipO3gCkJmCbfr9H1cz84HEDsIXL1-hrrlvhKBxfJ, ",16.06132,108.21725
Ẩm Thực Hoàng Tín - Bánh Tráng Cuốn Thịt Heo,"62A Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,1",580,Đà Nẵng,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNWiJjTUKxU36oOZWl7QWrYCOC-14NAI5VGcQJl, https://lh5.googleusercontent.com/p/AF1QipPRt9MXJP0kfqNNe0MglKkfgF1BOA-neE8CITSA, https://lh5.googleusercontent.com/p/AF1QipPVid5gbrjdkpePdmKhNWZGUoE3hnRI6gOpQt3L, https://lh5.googleusercontent.com/p/AF1QipNDQVL2DsV9SoDp6k_QaGXLXY8yRlPXnIxm7Vha, ",16.05429,108.23982
Bếp của ngoại So.2,"50 Đ. 2 Tháng 9, Bình Hiên, Hải Châu, Đà Nẵng 550000, Việt Nam","4,4",509,Đà Nẵng,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipPy7t1V_4Znzo5A8oy2CMYsXHCISVznDLMvsBde, https://lh5.googleusercontent.com/p/AF1QipOtUUyBthm63gpxmcK2KahMIfotq-RkAGRS2P2I, https://lh5.googleusercontent.com/p/AF1QipMbv7m2VARYaPKdfFUUZe2bgua0QlibjoSr2kPo, https://lh5.googleusercontent.com/p/AF1QipMxCFaJNxADgK8TGktRE8lWqdvfV5NGcBXCKAFG, ",16.05759,108.22226
Quán Cơm Đà Nẵng,"25 Hà Huy Tập, Xuân Hà, Thanh Khê, Đà Nẵng 550000, Việt Nam","3,8",29,Đà Nẵng,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNIxkHmtwtkQ4iQg3v1l2fCn54Pvq6YYhGC28S2, https://lh5.googleusercontent.com/p/AF1QipOZ07RMWNAVM9zCZmQR0bG9x2y0r3u85I0zk9YB, https://lh5.googleusercontent.com/p/AF1QipPoYKJHrMT2g8_5xaan5-926m_FLU1YWm30GMIM, ",16.06952,108.19189
NHÀ HÀNG HỒNG NGỌC - Top-Rated Vietnamese Cuisine Foods,"193 Nguyễn Chí Thanh, Hải Châu 1, Hải Châu, Đà Nẵng 550000, Việt Nam","3,8",1.194,Đà Nẵng,Nhà hàng thịt gà,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipP4xMbGJCzGhbdunAy-jzvRWnY11F1LJUylFS5d, https://lh5.googleusercontent.com/p/AF1QipMDFg8759TFbfYUuVJQDwrlYFPaUDer7Gi9W8Fn, https://lh5.googleusercontent.com/p/AF1QipMnC1TA9tffxc0dN0Vfn87Wu9Ncs9JE_atQmVz-, https://lh5.googleusercontent.com/p/AF1QipMLdr8Ol1oGcAp-_Hr2ChQyYPKdpfLuJRISyzwl, ",16.06980,108.22133
Tiệm Chay Xưa Đà Nẵng,"373 Phan Châu Trinh, Bình Thuận, Hải Châu, Đà Nẵng 550000, Việt Nam","4,4",261,Đà Nẵng,Nhà hàng món chay,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNB1dVzweFHBmjipgpfdfMs5Fa_ombCOSHdpEWB, https://lh5.googleusercontent.com/p/AF1QipOsb4o3v61-rHwTIWsV_0VLrwrXCbL7G_0RcWrW, https://lh5.googleusercontent.com/p/AF1QipNEo9kbLFW6luINyEqKjNxD5urHkTyW7sb8djzR, https://lh5.googleusercontent.com/p/AF1QipOEZkJiySCWjd3GcGzi3aZ4YqW-tgA2QX2xljjM, ",16.05646,108.21893
Bánh canh -THU,"78 Nguyễn Chí Thanh, Hải Châu 1, Hải Châu, Đà Nẵng 550000, Việt Nam","4,5",108,Đà Nẵng,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Nhận hàng ở lề đường, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOKhvliRCMuvzCfBP_zFSGDmuBwehlEONz2isuT, https://lh5.googleusercontent.com/p/AF1QipO9MDrfqpO6PtIeiAdRcDTuUpdBOLt_QWyuyyEV, https://lh5.googleusercontent.com/p/AF1QipOmltSRHSW4Q-RSmZ2TPtGhiRRy1tIoRegZGlMy, https://lh5.googleusercontent.com/p/AF1QipOM3iWT0FHMBKvK6YCuD_h22TsmKeCOH5gHqQXe, ",16.07299,108.22079
Cardi Pizzeria Đà Nẵng,"76 Đ. 2 Tháng 9, Bình Hiên, Hải Châu, Đà Nẵng 550000, Việt Nam","4,8",1.466,Đà Nẵng,Nhà hàng pizza,₫₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNbDdkIrLBaXL88CSv9WuQjyOdZQERYWtMEsW-N, https://lh5.googleusercontent.com/p/AF1QipO_bSe2n_SAj2wAXN_hTf2h20GhEnn8RdmI9Lcn, https://lh5.googleusercontent.com/p/AF1QipPIxPequsvg-OyuGgJSCqPGJbJrOhnXVipG5dIA, https://lh5.googleusercontent.com/p/AF1QipM9w6gWnkDtNnOA1msPgUGA8W08EduHH5TqbbLi, ",16.05712,108.22206
Nhà Hàng Đà Nẵng - Ho Xanh Restaurant,"K 1 Đỗ Quang, Vĩnh Trung, Thanh Khê, Đà Nẵng 550000, Việt Nam","3,9",170,Đà Nẵng,Nhà hàng,₫₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipMt_VyVRAzOmxnNcIhAy3oT90lpufjqlIeSTt2T, https://lh5.googleusercontent.com/p/AF1QipN3gpjuOY6qeiXdm1bfM8XlNGE-ZYwl1_z3pP8r, https://lh5.googleusercontent.com/p/AF1QipOx1M0EP1HwAXTWcTn95lBzKp23ZRfOYWSR4sX5, https://lh5.googleusercontent.com/p/AF1QipMakhDnm9oeYlLHzpAENhidQ4LIBpipZ1h55b1c, ",16.06269,108.21280
Quán cơm bao cấp,"299 Nguyễn Tất Thành, Thanh Bình, Hải Châu, Đà Nẵng 550000, Việt Nam","4,7",67,Đà Nẵng,Nhà hàng cơm,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipOl5ElV5DFOmxruFI5z-5T7h2f8yyCFYXgZvbM, https://lh5.googleusercontent.com/p/AF1QipPQPQCvEZEzqd4QBs5oOGn0FumqQHBRoqx8XU8z, https://lh5.googleusercontent.com/p/AF1QipPvuAJbKgxZbhU1gUEOwq49fF7Jopz7UGrca_Qz, https://lh5.googleusercontent.com/p/AF1QipM7ErE-XtLJAA4yW1n6TYNcHlt4ofNH5ZLqpQn_, ",16.07830,108.20953
Quán Bê Thui Cầu Mống - Phương Tín,"376 Điện Biên Phủ, Hòa Khê, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,3",49,Đà Nẵng,Quán ăn nhỏ,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNenVJC-3scpiFY-2bFyEmvtZRzttYE80FgHWI8, https://lh5.googleusercontent.com/p/AF1QipNPHQbfTM49Beay1UT4_8-H5znTbW5DRgwRsJQL, https://lh5.googleusercontent.com/p/AF1QipOPz8jNbjJbii4l7xLprMHPSaZfrXw984ddRjnE, ",16.06618,108.19076
Xuyên Sushi - Đà Nẵng,"329A Phan Châu Trinh, Bình Hiên, Hải Châu, Đà Nẵng 550000, Việt Nam","4,8",926,Đà Nẵng,Nhà hàng sushi,100-300 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipMNsQFn5mCV14wfyAPVbt41QhlDBGjC9LBmQd5j, https://lh5.googleusercontent.com/p/AF1QipOjxmBjPhJ_tC50p9v6ZV2x6fvj8cYOEU0z9osr, https://lh5.googleusercontent.com/p/AF1QipPF2VF8ySE0yiGLb1ymsK4PSgEPtEk7RxTyQHuR, https://lh5.googleusercontent.com/p/AF1QipMmxKRBe_a5kELs0cXrrWmxdzsVcxZ3CrA81J4p, ",16.05790,108.21908
Bánh Canh Ruộng,"20 Hà Thị Thân, An Hải Trung, Sơn Trà, Đà Nẵng 550000, Việt Nam","4,1",380,Đà Nẵng,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipP73zxvtUoslF6yHNAxtkamYUsDnJmx2mVnMuql, https://lh5.googleusercontent.com/p/AF1QipOanIB3K6yWwJgV9rjNH1Nrf1jD45SHNhSG5P9r, https://lh5.googleusercontent.com/p/AF1QipNrDgij0QZkDJl_LBpEnsP9KNzpWlstb-oKY4Ph, https://lh5.googleusercontent.com/p/AF1QipNoTy2AgCS4YZC76ANHbeFdNuqxIOHKJvbIU2sy, ",16.05873,108.23178
Nhà Hàng Đồ Ăn Thái - Thai Market Restaurant - Yên Bái,"124 Yên Bái, Phước Ninh, Hải Châu, Đà Nẵng 551000, Việt Nam","4,3",936,Đà Nẵng,Nhà hàng Thái Lan,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipOC4sSh4ActXy-r7R8aTrCZGNq9eOvAOh1FSJ7z, https://lh5.googleusercontent.com/p/AF1QipN8A_trrl-YUDig14a8gVL6vGIddloFPT0mOFNP, https://lh5.googleusercontent.com/p/AF1QipPuD3pYQRzjozFsW-Su4UahMiHe3HRy4DgXCvLv, https://lh5.googleusercontent.com/p/AF1QipPySnNgRSsCJcH4eYMLk8EO33jhyQy8mrpsQuH2, ",16.06513,108.22228
"Cơm gà Tài Ký - Quán cơm gà ngon uy tín, giá bình dân tại Đà Nẵng","188 Đ. Nguyễn Hoàng, Nam Dương, Hải Châu, Đà Nẵng 550000, Việt Nam","4,3",64,Đà Nẵng,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipPpuc5K-UQPTo8TzI7qW1BWvVKI-aeisSFlezME, https://lh5.googleusercontent.com/p/AF1QipO76Km604VEvUTsYGoOEYwZNoVq-Z8dJmm_e8u9, https://lh5.googleusercontent.com/p/AF1QipMVl7vra8Kp2PkVWy1QqgwF2e2iEQHBo6zupINz, https://lh5.googleusercontent.com/p/AF1QipP1-FakTvJ1Pp9VXzwsujLNXxBngGlXITq-vL1S, ",16.06086,108.21356
"Nhà Hàng Cơm Niêu, Quán ăn Ngon Gần Đây - Niêu Đỏ Restaurant","81 Võ Văn Kiệt, An Hải, Sơn Trà, Đà Nẵng 550000, Việt Nam","3,8",121,Đà Nẵng,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNk90jInLJQf-vXtrpH9ua72WTJz5DQWkQy230w, https://lh5.googleusercontent.com/p/AF1QipOqy2eY_mibdIxQj1PgniRCueFz4VggHYLnVufY, https://lh5.googleusercontent.com/p/AF1QipPAlv0SACjXs4h1msT3gLCbbLwpfNPsu0bbJXDc, https://lh5.googleusercontent.com/p/AF1QipPoT0G5JaLtnRDSU0mWyHNExNZ_fe5qUcTrlxQI, ",16.06279,108.24249
Bún thịt nướng Bà Trai,"194 Đống Đa, Thuận Phước, Hải Châu, Đà Nẵng 550000, Việt Nam","4,3",552,Đà Nẵng,Quán mì,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipMFTT_u_bX-1JZk-in0rAJA0je0vy42V24qD5Oo, https://lh5.googleusercontent.com/p/AF1QipP7SZZ5czGhiCba755v2wlXoN7sXs_fi9Xbxjss, https://lh5.googleusercontent.com/p/AF1QipOdkAqMVW2FYHS4pAaBHXyA2OYSCozUhj8EJf0C, https://lh5.googleusercontent.com/p/AF1QipM9tdWL1NoNG8ANLWMFyQjmD4qeFDabSNpwITg1, ",16.07872,108.21719
Quán Phở Cồ Long,"48 Lê Đình Dương, Phước Ninh, Hải Châu, Đà Nẵng 550000, Việt Nam","4,5",191,Đà Nẵng,Quán mì,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOh_dxclhOZ9dB_oZ_l6tU7KG2f25NB8BEyXg49, https://lh5.googleusercontent.com/p/AF1QipMl0AeBkQeIcyAx5GAYz7xeSBYaflh7Vwp3iIwe, https://lh5.googleusercontent.com/p/AF1QipPk5IFec16zRh-2lNJtjnyPSODtRBEXlHhqdrC0, https://lh5.googleusercontent.com/p/AF1QipOCuKu8eLkGhlNyS1UhFRk1Tmf1SPaSaL_8ppsC, ",16.06139,108.22091
Gyu Sachi - Nhà hàng nướng Nhật Ngưu Hạnh,"54-56 Quang Trung, Thạch Thang, Hải Châu, Đà Nẵng 50000, Việt Nam","4,6",163,Đà Nẵng,Nhà hàng Nhật Bản,200-300 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNXStmSgTENhnSv07zXI6r8zLwLNB99HOm3aJzk, https://lh5.googleusercontent.com/p/AF1QipO3TKPOKs27rZTUrc63NGtgZEFTI82jpjcu2nO_, https://lh5.googleusercontent.com/p/AF1QipP1ij4o5b6jV-MSvYGKfJYF1tH8asMUJNr8-Zyb, https://lh5.googleusercontent.com/p/AF1QipN7GIehq8J8mQbyJ34CpnaaTyNgghpcd-Xs2ByJ, ",16.07505,108.22075
Đà Nẵng Cơm Chay,"31 6 Mẹ Nhu, Thanh Khê Tây, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,3",219,Đà Nẵng,Nhà hàng cho người ăn chay,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipN7Zy_qxjPsgbgkX0aH7LpSO4SW0uteziJLxQpt, https://lh5.googleusercontent.com/p/AF1QipP3LZopO5kXS39gYjmEF6Pkv7gcKQ3TxQ1njfAf, https://lh5.googleusercontent.com/p/AF1QipMx_Yr2pBkkGay42ABi-vKS5Rz4WNA562im7K3h, https://lh5.googleusercontent.com/p/AF1QipP47lTb25RLO5M3BhZ__Tzp9CwGyHztkJuZMNW9, ",16.06626,108.18072
Don Chicken,"209 Đ. Nguyễn Văn Linh, Vĩnh Trung, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,1",300,Đà Nẵng,Nhà hàng Hàn Quốc,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOg34QfbHsMMK_bCUMQCW4SHkLh6uEJladDpSyu, https://lh5.googleusercontent.com/p/AF1QipPrcpWTiMjEvUot38RhcJndTvjfdE5tYPJpzQvw, https://lh5.googleusercontent.com/p/AF1QipOMQpneGp3N4isim0XnXfRg0Ekr05ULuj8p_nTV, https://lh5.googleusercontent.com/p/AF1QipN2BgJjyUWWhPJQ55E4Fat2PCAMclMZSzwERRxq, ",16.06008,108.21345
Cơm hến Thanh,"158 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng 550000, Việt Nam","4,2",197,Đà Nẵng,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNd3LqPk9HM7VKCKqms48iFvdd3y8gXAm_MlBiI, https://lh5.googleusercontent.com/p/AF1QipPoS5dM1HGNW3CahIRisEUe5HQIIjgUkJA_3wd8, https://lh5.googleusercontent.com/p/AF1QipO2HA1Gpu5IFEqUrOgchwzApXp7S8GzqERCXDf4, https://lh5.googleusercontent.com/p/AF1QipPMvO94UOIOXTERnyJiSzicBhTV8Z0_V_-3fnid, ",16.05789,108.21803
Phá Lấu Cu Mập,"245 Hải Phòng, Tân Chính, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,8",29,Đà Nẵng,Quán ăn nhẹ,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipMPNsW1tRBTamcJ_vqq1cVMTjRmh7ivsmXTWuvT, https://lh5.googleusercontent.com/p/AF1QipO5azemb8kdy4lJxcqvHSZsZrAwXip60nPaQbx6, https://lh5.googleusercontent.com/p/AF1QipO5azemb8kdy4lJxcqvHSZsZrAwXip60nPaQbx6, https://lh5.googleusercontent.com/p/AF1QipPAYMi43rLFQJGvpxtVH883OQl_kq0odeb8PEJ3, ",16.07110,108.21067
"Hoa Viên Restaurant - 100 Tiểu La, Đà Nẵng","100 Tiểu La, Hòa Thuận Nam, Hải Châu, Đà Nẵng 550000, Việt Nam","3,9",249,Đà Nẵng,Nhà hàng hải sản,300-400 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipN_leCKIunaR7OVA04tLbCu3Y6G499WJ3RHnVHI, https://lh5.googleusercontent.com/p/AF1QipOMYenfaNFrGKaEg0BXbZV0pK5xqTReoXSaHk-r, https://lh5.googleusercontent.com/p/AF1QipNR9K_ScGpTZqfxXg2Z9_pJYxDqjmEEA9JNeGwv, https://lh5.googleusercontent.com/p/AF1QipMx5P7Hj99foawpDYtNh4MKw6NhdbTjlQU0DDGn, ",16.04453,108.21268
Quán ăn Dim Sum,"45a Ng. Gia Tự, Hải Châu 1, Hải Châu, Đà Nẵng 550000, Việt Nam","4,4",728,Đà Nẵng,Nhà hàng điểm tâm,100-200 N ₫,"Ăn tại chỗ, Nhận hàng ở lề đường, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOOgdojZOqnyNyPyDBfOls9FlbeP53TEHlOYBoD, https://lh5.googleusercontent.com/p/AF1QipN056pTPZHbtmZm7j-Q81K__mxu4KK9tprgCfi5, https://lh5.googleusercontent.com/p/AF1QipPD7OZyIUlka_scVYmW_qWxKsCod51DuGjs2wmf, https://lh5.googleusercontent.com/p/AF1QipOqjVxrwBZdIbPMRSniUTBwnUBGTLzHbF_0b1mU, ",16.06907,108.21769
Nhà Hàng Chay Hương Sen,"73 Lê Đình Lý, Vĩnh Trung, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,5",200,Đà Nẵng,Nhà hàng cho người ăn chay,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOnh_XVmV1uTJp-QcVk7pxoE9C4zVM6N2IWQh1y, https://lh5.googleusercontent.com/p/AF1QipNxHPuCvWptMQaobxzo9cjJM6N-H_n_XrbnlRwA, https://lh5.googleusercontent.com/p/AF1QipOGQYJzPvaDlxlFcxvOvWzp--haMVXVlOnY-YLw, https://lh5.googleusercontent.com/p/AF1QipP1NRiAGdAXdYgJnOCMyWYzS5XW9Fzvuin-aQZV, ",16.05746,108.21162
Cơm Hến Hoàng Diệu - Đà Nẵng,"37 Kiệt 356 Hoàng Diệu, Bình Thuận, Hải Châu, Đà Nẵng 550000, Việt Nam","4,5",42,Đà Nẵng,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipMU1kVKZ8X3S5Kwhcyr4yIjTZbFFLuA0Uq_to2l, https://lh5.googleusercontent.com/p/AF1QipOapv2lnjFCVDqY5q-v6Nl71V16MtKKe0ePb1bp, https://lh5.googleusercontent.com/p/AF1QipNnhZ3xpinlLnSZeRxikvISwYYWROOsoIR-SjhY, https://lh5.googleusercontent.com/p/AF1QipOW7i-_UMCNHJLHZvisbh1cmnxzVTSOvKtRrRPR, ",16.05635,108.21595
Phở Cù Hà Nội - quán phở ngon uy tín chất lượng tại Đà Nẵng,"5, Trần Quốc Toản/187 Trần Phú, Đà Nẵng, Việt Nam","4,3",390,Đà Nẵng,Nhà hàng phở,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNCyCpWe-bxWzQN1trcEFfh8zY4chO_ainX_0SY, https://lh5.googleusercontent.com/p/AF1QipPqbDWMB5FSSmoMtaxraFC0NWMx7miOxje88G0, https://lh5.googleusercontent.com/p/AF1QipN9WMbcQIU6bqKU6KiyMqNa14m-sF0IWk7FwnJd, https://lh5.googleusercontent.com/p/AF1QipNv_-u2VEbsi5ciLlno7jnSsd6D5qGtwUtDLImf, ",16.06594,108.22376
Nhà Hàng Chay Phúc An,"547 Nguyễn Tất Thành, P, Thanh Khê, Đà Nẵng 50503, Việt Nam","4,7",308,Đà Nẵng,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipP9IFMKRfCp_kRUqVWhokRxc5ev8kFQyg28Iwh2, https://lh5.googleusercontent.com/p/AF1QipOaPGHMpFa6E18wDBmpD48zoALnDISEBB25Bp3G, https://lh5.googleusercontent.com/p/AF1QipM3SFSxTiR6Jg5rOhAaxZJnf8kHWreW0aV4Ro4N, https://lh5.googleusercontent.com/p/AF1QipOwOM2AKuzHEmyBP8Ym-QNlBw4zqn7U13eU77zG, ",16.07373,108.20324
Bún chả cá 109,"109 Nguyễn Chí Thanh, Hải Châu 1, Hải Châu, Đà Nẵng 550000, Việt Nam","4,2",1.445,Đà Nẵng,Quán súp,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipP-ztuJSGl3rl2ElErMVCJS6jpWhfbiZkNpsVZV, https://lh5.googleusercontent.com/p/AF1QipN37ud371TZUf_KLF7HuNS-eXkDClkPicbqYJzf, https://lh5.googleusercontent.com/p/AF1QipNS-1jkgmK3YrCEeZmhrbi0hvUouK3EsO8BtERz, https://lh5.googleusercontent.com/p/AF1QipPsTrsj5HYOTU39h_gR2VoS5v8V005ux7tFEGhq, ",16.07442,108.22081
Bê Thui Mười Cầu Mống,"138 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,3",250,Đà Nẵng,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPXtFLaKcWXW63T4RMrZ2IJgli430IadzRJgal2, https://lh5.googleusercontent.com/p/AF1QipM7ZTx4oiA53ciFNlzGiOL7ch0wKIjprxxKXpsg, https://lh5.googleusercontent.com/p/AF1QipN20BKa8P80KrDdP5oy5sJI3TxaCsynNqy-6Ca5, https://lh5.googleusercontent.com/p/AF1QipMJOJzNkSU5C5V1LDjlCf9ark7VplQJe4Ps40M5, ",16.06087,108.20486
