name,address,score,reviews count,province,category,price,services,description images,latitude,longitude
다낭 한식당 Nhà hàng hàn quốc lòng bò nướng ( 소곱창집 식당 Da Nang ),"170b Hồ Nghinh, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Việt Nam","4,9",384,Đà Nẵng,Nhà hàng Hàn Quốc,Không có giá,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOkDma2eKHJOvsg_PhormOYvc2h4Iy1FoY86CT2, https://lh5.googleusercontent.com/p/AF1QipNifbno9Y2mvCt9qlTTOBSqNcfpF-lNsIJ1hmL1, https://lh5.googleusercontent.com/p/AF1QipMDrxBKMXF_MmnJH0OzwQ2yjMUbD2LAMCpEq2Bi, https://lh5.googleusercontent.com/p/AF1QipNAz4vhNChq61AT8Kn-Ofr9QQYgf98hyoUGHgGd, ",16.07188,108.24292
Cơm Gà Gia Vĩnh - Hải Phòng,"241 Hải Phòng, Tân Chính, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,3",526,Đà Nẵng,Nhà hàng Việt Nam,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNn4ElBBgeETzbNFfGzf0ikqaribU9bspTrl9fw, https://lh5.googleusercontent.com/p/AF1QipMgwJckPptvwRsHwLyJKrr9Zs_uAv9B5sos245b, https://lh5.googleusercontent.com/p/AF1QipPwoL0a3hlgCDche6loV31lPY7OCGCZf1T89lbu, https://lh5.googleusercontent.com/p/AF1QipOIc1ENZpQEuQy8nKTTFohiKh3wL2CtcmRKxIEw, ",16.07107,108.21059
Bánh Canh Ghẹ Quận Nhất - Cơ Sở Đà Nẵng,"B13 Đ. 2 Tháng 9, Hòa Thuận Đông, Hải Châu, Đà Nẵng 550000, Việt Nam","5,0",272,Đà Nẵng,Quán ăn tự phục vụ,1-100.000 ₫,"Ăn tại chỗ, Nhận hàng ở lề đường, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipPKOhHbh89ACwsplMgNOtJgLMvtoKYyOj4wYLa8, https://lh5.googleusercontent.com/p/AF1QipPfxeRhqs4r2I7V1lU_-8njVBtmaIPm0TQE8L-o, https://lh5.googleusercontent.com/p/AF1QipNohHhuLy-Nl1keGo_lRZPYYSv5WFVQUCxIgpqg, https://lh5.googleusercontent.com/p/AF1QipOdQ2Cmn76SlkG2afAb_dLRl6dQavuc_5t6P_XB, ",16.05481,108.22242
Quán ăn Nhà Ta,"134 Đ. 2 Tháng 9, Hòa Thuận Đông, Hải Châu, Đà Nẵng 550000, Việt Nam","4,0",286,Đà Nẵng,Nhà hàng Việt Nam,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipPwubv13tFELBO2JhpSciPCxs5jLXgNauO5596M, https://lh5.googleusercontent.com/p/AF1QipO1Hng56n3K_1la88NZj5XY4T3RYt3bHKFaZ43W, https://lh5.googleusercontent.com/p/AF1QipP5IE0KMJ74ZZVZwyZcOOv4zxKiwDzGfQKFKp00, https://lh5.googleusercontent.com/p/AF1QipMszhtkk88bNaw21zXn-6CtPxtaq9_m0kswPFA, ",16.05314,108.22197
Ca Chuon Co Seafood Restaurant,"Premier Village Danang Resort, 99 Võ Nguyên Giáp, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,6",71,Đà Nẵng,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipMbAJaaQQTKabnGFQRo3UtlpBqcZIYSpJKHCZ3T, https://lh5.googleusercontent.com/p/AF1QipPHLLcab4vCSI9kRUhnZOTel4jP76EmC_H8Tqwn, https://lh5.googleusercontent.com/p/AF1QipPG7p1U5x7YiTt7vk4o3_jp8wWhiE84OhmEEqHl, https://lh5.googleusercontent.com/p/AF1QipPejq77bTlJt5cEyFfy0umaeGUykrqBnJsWApSu, ",16.04325,108.25093
Golden Meat House,"100 Trần Bạch Đằng, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,8",3.425,Đà Nẵng,Nhà hàng món nướng Hàn Quốc,₫₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipPSPYSl2FKJd_5c5ztjyFxbwFICSl6_pzBVg3dq, https://lh5.googleusercontent.com/p/AF1QipPe-csk_1sMA6RM2rqwRbC7VN82b7geKf3sORCG, https://lh5.googleusercontent.com/p/AF1QipM7rMHanbynscJtkcOc_x4FUJbYKfXOIiIXWGu7, https://lh5.googleusercontent.com/p/AF1QipMTDuK_51-gAmiOlK7PV_ETNjCjvVNktfzvQVZi, ",16.05491,108.24590
Nhà hàng Mr.Anh - MR.ANH Local Vietnamese Cuisine Restaurant,"340 Ông Ích Khiêm Phường Vĩnh Trung, Thanh Khê, Đà Nẵng 590000, Việt Nam","4,7",517,Đà Nẵng,Nhà hàng Việt Nam,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipMGjUhC8zqwsicqn7PRGTUKbDJk5OV_FKKowZSH, https://lh5.googleusercontent.com/p/AF1QipOzqq_XvFwDEdC0fn5wMcQPgEhERpTwnRrbLcVt, https://lh5.googleusercontent.com/p/AF1QipNxdWU9NUOFY-Xi-q39jYGdq8i4M42le_FDd9M, https://lh5.googleusercontent.com/p/AF1QipPoHoGeABf2IMpoG843FNDDmVh793jAdNCfmuzh, ",16.06777,108.21380
Lẩu bò Sáu Hưng,"1191 Ngô Quyền, An Hải Đông, Sơn Trà, Đà Nẵng 550000, Việt Nam","4,1",714,Đà Nẵng,Nhà hàng món lẩu,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipMc5BYR2HgoClyu-MvPti-QnPXYDpC5lyKvEyle, https://lh5.googleusercontent.com/p/AF1QipOEsumG1-6vZu6DhrKdfvJjP-i-pOF8PXo2mhH4, https://lh5.googleusercontent.com/p/AF1QipNYRJgRtlgxpTArAHM93j0RJnMeCqxlBXw7Fsl1, https://lh5.googleusercontent.com/p/AF1QipNU5pFoOCevaHNRg3s5LVXnvbW_JNuyFhhVg1cs, ",16.05428,108.23680
Nhà Hàng Cơm Niêu Cội Nguồn,"160 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,1",469,Đà Nẵng,Nhà hàng Việt Nam,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOiHpOZkpPa7YxaEBAM6Mm_0fE2WVzm-ugCfpoC, https://lh5.googleusercontent.com/p/AF1QipMX0j8FNfQvyMqaBeow1jJwol9wTQ5kPNA4QO97, https://lh5.googleusercontent.com/p/AF1QipMbfpp2PdKLn72sYqBvdP1Euu1ew5hCwijy_utX, https://lh5.googleusercontent.com/p/AF1QipMjhNYEH0x03FVEn_a3LMT9g9ummVlqM7syDLQL, ",16.06013,108.20517
Đặc Sản Dê Núi Ninh Bình Tại Đà Nẵng-Nhà hàng Hoa Lư (Hoa Lu restaurant),"113 Nguyễn Hữu Thọ, Hòa Thuận Nam, Hải Châu, Đà Nẵng 550000, Việt Nam","4,1",727,Đà Nẵng,Nhà hàng,200-300 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipM12jb2kvt40hDbk6U2qL3TTYesqg4vCPeDJpWe, https://lh5.googleusercontent.com/p/AF1QipMyC8pv1_ecLI90H4-r2NBD0Ws5lOuGvdBOhDMo, https://lh5.googleusercontent.com/p/AF1QipOfVOzlBDBm7w6pHdLkwqZA8kH1fsVaj8iDPvoh, https://lh5.googleusercontent.com/p/AF1QipPsUVQvp7cAZHg5LJNmDBU_2lVSSzcMdSS5AoOG, ",16.04823,108.20978
Quán Mỳ Quảng Hương Quê,"78 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,3",487,Đà Nẵng,Quán mì,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipMQZ8yX0-638VgUUNZeKNoWEoih1r97StPTlwR0, https://lh5.googleusercontent.com/p/AF1QipN3CUwJ4DEEQGPhOs4D4hbumTMrtngl28v3NjzX, https://lh5.googleusercontent.com/p/AF1QipNfKoW5gAIRHJM-YFsRuOpkz1rTRED3exTH14Qq, https://lh5.googleusercontent.com/p/AF1QipPtHfAk1jwbF-qFQXZvfTRyeh0eOdHjZNIqEJZY, ",16.06343,108.20851
QUÁN CƠM GIA ĐÌNH - MÓN HUẾ - TÔN NỮ QUÁN,"383/9 Hải Phòng, Tân Chính, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,4",107,Đà Nẵng,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipND1QYbru4hUovVEn6hy8s6uvXOXBMVjnuji-bY, https://lh5.googleusercontent.com/p/AF1QipOkGwNwcIVzUE0RSdoEqovmCqV-xWOCPCjGuI6_, https://lh5.googleusercontent.com/p/AF1QipODd9uqdNKnwv1bVcPiTVoGXP9NuFKBMNZDmzUG, https://lh5.googleusercontent.com/p/AF1QipOwbHmA-xyQFVlp3IoWHDcAuaJKsWV3Ly7sSPw, ",16.06984,108.20614
Nhà Hàng Đồ Ăn Thái - Thai Market Restaurant - Bình Minh 5,"43 đường Bình Minh 5, Bình Thuận, Hải Châu, Đà Nẵng 550000, Việt Nam","4,6",914,Đà Nẵng,Nhà hàng Thái Lan,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOv-yYaDgO8UTXG6tEJSjSMxyD-ipDzEpzDief9, https://lh5.googleusercontent.com/p/AF1QipMSCqIssb3Bpdgleoloub2HXRP7PkdRAE5bVnxY, https://lh5.googleusercontent.com/p/AF1QipNEXpvTy0EYq1Fyh9FuFByouwDFvRF-k58oJzKi, https://lh5.googleusercontent.com/p/AF1QipNgjM0qAoyVpOV1Pq_5kEx-AbSl_sZfm6SPhOlp, ",16.05541,108.22282
Cao lầu Phố Hội,"163 Phan Đăng Lưu, Hoà Cường Nam, Hải Châu, Đà Nẵng 550000, Việt Nam","4,5",119,Đà Nẵng,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOctf1LpjjkPi7eGjP2mkG4u3igwR36AxaWrHq1, https://lh5.googleusercontent.com/p/AF1QipOyKUo2Wrf5gPaDjtGb-ZkelA8GKdjbQu3eC8Ua, https://lh5.googleusercontent.com/p/AF1QipNApaOzAjn-VTpexTrOkKYefMiefg9CoaO6x4Dh, https://lh5.googleusercontent.com/p/AF1QipPVhzJmmz78A1F6oaKtbyqzw7zmqZ4N4QIlZawN, ",16.03585,108.21505
Bún chả cá Hờn,"113/3 Nguyễn Chí Thanh, Hải Châu 1, Hải Châu, Đà Nẵng 550000, Việt Nam","4,2",1.358,Đà Nẵng,Quán mì,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipOKJixrTafRbTx5ZKKvEG2F_-v0809T_ya9nhej, https://lh5.googleusercontent.com/p/AF1QipNJqJSumcCvv66tDFcBl-vs_Pm9Ebe3cN49MlcT, https://lh5.googleusercontent.com/p/AF1QipNhGxi2gBFF9AoA-yfjditOefESoW7YgXegcBql, https://lh5.googleusercontent.com/p/AF1QipPJSFDPfxVXDTmz027S0-vL7XeA3GdoOYlVwobo, ",16.07410,108.22126
Quán Mậu,"35 Đỗ Thúc Tịnh, Khuê Trung, Cẩm Lệ, Đà Nẵng 550000, Việt Nam","4,1",762,Đà Nẵng,Nhà hàng Việt Nam,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipM3vkb6skAHjcA4PLlHyVSyleDkHVjwqMYJbiiZ, https://lh5.googleusercontent.com/p/AF1QipOjJl192Rti8nu81lxbj5_9-CBsOfB_ffZI7VOE, https://lh5.googleusercontent.com/p/AF1QipPkQn_jFMtAzHdwnos8QB0Jiva2ZlqxjbU7I28Q, https://lh5.googleusercontent.com/p/AF1QipOPZcLAWdYYontWk9RfVduEB_Vxi3Bhm694PV7z, ",16.02717,108.20974
Mì Quảng Ếch bếp Trang,"441 Ông Ích Khiêm, Nam Dương, Hải Châu, Đà Nẵng 550000, Việt Nam","4,1",1.645,Đà Nẵng,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipMNHn35WX-UhsKCao2cy6akXAHv5AofOcF91_O9, https://lh5.googleusercontent.com/p/AF1QipO55u3WJndxRGOTOyR3-gU0YiuWcuWbrVFXDG3_, https://lh5.googleusercontent.com/p/AF1QipOzmtN1_nyP23I5lWMqBgxE3N-JOIX32Am1LxE, https://lh5.googleusercontent.com/p/AF1QipOTNSNie6LgXMk45gks1l_OfOwSElFdogQQt1ZN, ",16.06203,108.21640
All Seasons Buffet Da Nang,"193 Nguyễn Văn Thoại, An Hải Đông, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,9",1.223,Đà Nẵng,Nhà hàng,Trên 1 Tr ₫,"Ăn tại chỗ, ","https://lh5.googleusercontent.com/p/AF1QipPYi3DT4GFOvPpQ7wvG9Uvz0Iv65n_Ph-97mkrL, https://lh5.googleusercontent.com/p/AF1QipP3LUi2QfR-5gpxlwjqYXQNq6_xQH151fZUcmLR, https://lh5.googleusercontent.com/p/AF1QipNHWlTaF5AvPSbqS3vAcJR8de_45ZrF28VBowRw, https://lh5.googleusercontent.com/p/AF1QipPRTbG9UBufnDQ5vOD6oG56JfkKiB124bhbqR47, ",16.05546,108.24303
Nướng Bơ Đà Nẵng - Nướng bơ 1986 -다낭 한식 그릴 레스토랑,"319 Nguyễn Tri Phương, Hòa Thuận Đông, Hải Châu, Đà Nẵng 550000, Việt Nam","4,5",133,Đà Nẵng,None,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNzRcAJuWqfuClc4fYB_04HMwWlGEZysn_dyoxf, https://lh5.googleusercontent.com/p/AF1QipOoGfYfUr_yeFu5jtHW07yS5PsYhuHymUD07YPL, https://lh5.googleusercontent.com/p/AF1QipM8lXtVwFKGgRJhKfbLGxOb1jAtTG3Ri3aThv9N, https://lh5.googleusercontent.com/p/AF1QipN0mc7WCeZVwItNnNaJ5-rnDde0s1yG-3KCRgyj, ",16.05078,108.21333
Bánh tráng thịt heo Bà Hường,"126 Duy Tân, Hòa Thuận Nam, Hải Châu, Đà Nẵng 550000, Việt Nam","4,2",87,Đà Nẵng,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipOmtx-RM_UikNr1b_A7KYYHF8JO0-r8rN--kFMW, https://lh5.googleusercontent.com/p/AF1QipP_Dy2Woa0zx4cpfBBcFvPt9xjHCW6rOpTQ1vSj, https://lh5.googleusercontent.com/p/AF1QipNdd4ihpHjg0KHQVFemm3QAXZ9oWBFiu-srGkaq, https://lh5.googleusercontent.com/p/AF1QipPh7v_60aVq2DLze9F2vat6HnQVg8sHa3OcefWe, ",16.05122,108.20812
Bà Thôi,"96-98-100 Lê Đình Dương, Phước Ninh, Hải Châu, Đà Nẵng 550000, Việt Nam","3,7",174,Đà Nẵng,Nhà hàng hải sản,200-300 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipOiHVG1TgzPXMa9YqdvOD8q89cJ8rHBaDhG9Yda, https://lh5.googleusercontent.com/p/AF1QipMokn43muZERBMtZBdTwfy2Fk6dqJDrJDAGrcR-, https://lh5.googleusercontent.com/p/AF1QipO-2sQVEvksoociOxKB9bUqScmNTNdK0yNBLisr, https://lh5.googleusercontent.com/p/AF1QipOtW-XiQVh15Qh92JTVA_6l-vIHhjpC-cCQV5fg, ",16.06198,108.21875
Ốc Thanh,"22 Hoàng Hoa Thám, Tân Chính, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,1",62,Đà Nẵng,Quán ăn nhỏ,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNzcbfILe_Lb6gtsFWNqzR9-UfKRuzRSCU7td_U, https://lh5.googleusercontent.com/p/AF1QipPW-henK-4qdD7Syw9JInuGbPk6RCRu8Zc0xaQe, https://lh5.googleusercontent.com/p/AF1QipPEb-J4A-HWV4lUZY4YPE5vHk6B8JonO871gJI, https://lh5.googleusercontent.com/p/AF1QipPrPZizynI5JOfxXEVa4j9UUycp-JX9XgeW68h3, ",16.06998,108.20955
Mì Quảng 1A,"1 Hải Phòng, Thạch Thang, Hải Châu, Đà Nẵng 550000, Việt Nam","4,0",1.735,Đà Nẵng,Quán mì,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipMrh42gyntQH04077MB9s3C-oMcvm9k3OH2R23Z, https://lh5.googleusercontent.com/p/AF1QipM1CIqSSDbknY3Do9Q0QXCEM_XbpvfGot_qEXTv, https://lh5.googleusercontent.com/p/AF1QipPgUY8ySYsFU8htTmxvWKSUDqJnhCR7qHQ0tL6x, https://lh5.googleusercontent.com/p/AF1QipPq9yV-Z1c4hBUOJIabeFmjOOKFccHuuyWX6VCe, ",16.07239,108.21912
Nhà Hàng Lão Đại,"1 Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng 100000, Việt Nam","3,9",2.185,Đà Nẵng,Nhà hàng hải sản,₫₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPWg--BR-lKnN5eg6owJ6zthr2E0orOghjYJEtY, https://lh5.googleusercontent.com/p/AF1QipOnabPxOHZvlnYiMZXbA3JL79JgyevxnYaJLgo, https://lh5.googleusercontent.com/p/AF1QipNhOLOtjclAHES-mhI5MqMSwQ1BMepPrrGKjKMM, https://lh5.googleusercontent.com/p/AF1QipMiQvTixCo1xoxNC6y31fEx4lZPsrmiGB9DFGuv, ",16.06191,108.23568
Yen Yakiniku - Buffet Nướng Nhật Bản tại Đà Nẵng cơ sở 2,"38 Trần Quốc Toản, Hải Châu 1, Hải Châu, Đà Nẵng 550000, Việt Nam","4,6",904,Đà Nẵng,Nhà hàng Nhật Bản,300-400 N ₫,"Ăn tại chỗ, ","https://lh5.googleusercontent.com/p/AF1QipMpSaTLnfM8Fw5QGPFtXiFXujxPo5QNKWrcCGNj, https://lh5.googleusercontent.com/p/AF1QipO2ehFIdvfcmN8lHK2en8CxTJ2Ceuo3H5Kq7111, https://lh5.googleusercontent.com/p/AF1QipOuc0NCiiLIz5k7hnFUHsPBM5PmA57eLjKFajK0, https://lh5.googleusercontent.com/p/AF1QipMA1Cc75D1MHTmWFOB7-Hs0qS2zpz5OXgRqwZVI, ",16.06646,108.22207
Bánh bèo Bà Bé,"100 Hoàng Văn Thụ, Phước Ninh, Hải Châu, Đà Nẵng 550000, Việt Nam","4,1",518,Đà Nẵng,Nhà hàng Việt Nam,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipP0qIgjahuhl8VxAk5twXeQtQ_sPD_9hWoqymmM, https://lh5.googleusercontent.com/p/AF1QipOdu0tyWl3rT2oNe4lRzGOtjYZFZhnwjwWlQkks, https://lh5.googleusercontent.com/p/AF1QipOukATLUzZsx5CcvB5Yzj4zN1KjfjGM8bAzJ0hC, https://lh5.googleusercontent.com/p/AF1QipMF4WxP7LkN-zdsv6WDUgiwAcbSqPtvABIfhB8, ",16.06310,108.21898
Cơm niêu 3 Cá Bống,"112 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,0",318,Đà Nẵng,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Nhận hàng ở lề đường, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPcyjYFAW1clOQrfP2OcOm2Pq3OrymLOqzpY2VQ, https://lh5.googleusercontent.com/p/AF1QipMbx0pCczrrQkLv89N7ukk9ptHAAZ6rn0YIfhH1, https://lh5.googleusercontent.com/p/AF1QipN6G1bfl9Glr6YGqVOb9ifsnB6QAReppUObP_wg, https://lh5.googleusercontent.com/p/AF1QipNQ_5KXSiIdWUbxaBehjAu3tXArnfGiM2rMTGfX, ",16.06151,108.20434
Nhà hàng Cua Biển,"112 Võ Nguyên Giáp, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Việt Nam","3,9",880,Đà Nẵng,Nhà hàng hải sản,₫₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipPXP8zWqowsXspa7ZyJtaf_xsLlHjn0YVrV2ihV, https://lh5.googleusercontent.com/p/AF1QipM0SGICr5RL_aXzQs256SXsiRtBbpG4G_MCoUDf, https://lh5.googleusercontent.com/p/AF1QipPi-FS0mOEJC1B8c8pPt_AaxO4qtyIDZ1RHlMEt, https://lh5.googleusercontent.com/p/AF1QipM_MuUdbXn0yclJsnvNlp4LxgbaV9lxF7RiDThZ, ",16.07849,108.24564
Quán Bánh Xèo Miền Trung Bà Tình,"Q, 14 Hoàng Diệu, Bình Hiên, Hải Châu, Đà Nẵng 550000, Việt Nam","4,5",208,Đà Nẵng,Nhà hàng Việt Nam,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipPflBzwA9hRDQRu9X8Qk_V5D3e3wSRcfIrMy82x, https://lh5.googleusercontent.com/p/AF1QipOsP6W7EanQcGpNVLzn6KYbCZ9tL8VyMDAOjuq_, https://lh5.googleusercontent.com/p/AF1QipNP-Aw965RqBUHFPewEv8kku1Lj4QvdElhAJ7Ny, https://lh5.googleusercontent.com/p/AF1QipOddjAZvj_ffdEhnyiFj6ng07HGA8KFRs5HbWXI, ",16.05887,108.21627
Bếp Hên Restaurant,"47 Lê Hồng Phong, Phước Ninh, Hải Châu, Đà Nẵng 84236, Việt Nam","4,6",474,Đà Nẵng,Nhà hàng Việt Nam,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPyxqOHWktz3LbBdoTYEv2pFo58GSKO5g0DpxQh, https://lh5.googleusercontent.com/p/AF1QipMJ3Q7eOeJ8qpDc4TY7PdEnaha7N5EAMLiVjd_1, https://lh5.googleusercontent.com/p/AF1QipOD0wq3RhoN1FVAVVVmpDN2LiihAhqxkEHpQ0zL, https://lh5.googleusercontent.com/p/AF1QipOke_yB_wOuo0733bdrIrWh0mGlXLQTz18o1IoI, ",16.06392,108.22104
Nhà Hàng Phì Lũ 1,"225 Nguyễn Chí Thanh, Hải Châu 1, Hải Châu, Đà Nẵng 55000, Việt Nam","4,0",990,Đà Nẵng,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipN5G69kwpf-Ya2GsTaYu0mtHGo7gBUPazLjSRgc, https://lh5.googleusercontent.com/p/AF1QipNYKXuIl0u1VZpkf-1XhRsOGv_csBcbB1EfkAGw, https://lh5.googleusercontent.com/p/AF1QipOY_qscDlFWOgvYetRhUPyozA_ioh09LqeNowQh, https://lh5.googleusercontent.com/p/AF1QipPjqUMvHZ4RXGt3ygvcK0WP3iRSZvqzTljwEhbu, ",16.06708,108.22102
Mì Cay Kitachi Đà Nẵng,"144 Ông Ích Khiêm, Tam Thuận, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,4",286,Đà Nẵng,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipMlQUFm7FPnR8-tT_49LRgzxCLZdmCRNEkja9la, https://lh5.googleusercontent.com/p/AF1QipMYLp6ETyaOg72Xbh8MEXCsY-qNEClofDkoP3W5, https://lh5.googleusercontent.com/p/AF1QipMJR_HL4V3ZQydpwCzjer-TTvQjWpi9zJvlq1D_, https://lh5.googleusercontent.com/p/AF1QipN4wL2GlUPRHjedrXmVa8tuEE3vSh08SwplaIQ2, ",16.07417,108.21255
Mít trộn Bà Già,"Kiệt 47 Lý Thái Tổ, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,3",139,Đà Nẵng,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOtq923uX7C3sEbBT_fg5hVslSeU-Ug1URk6g7Y, https://lh5.googleusercontent.com/p/AF1QipONQ7UZ_B9oJoLI4pIhFJ74SUB06tIK1FX5omdp, https://lh5.googleusercontent.com/p/AF1QipNBpzeRyXYvy5pbDJnFBxQr2UjpL3IACK7pCjf8, ",16.06512,108.20918
Bánh Canh Ruộng: Bánh canh cá Cô Cúc,"Bùi Dương Lịch, Nại Hiên Đông, Sơn Trà, Đà Nẵng 550000, Việt Nam","4,5",1.187,Đà Nẵng,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPhvpZrkjuNekSRg8vH1eZRlE19o1CAxDGnXTIU, https://lh5.googleusercontent.com/p/AF1QipNezn8Dp3QcjSol7Xru0XbfzKP1pxEiVP4sITo4, https://lh5.googleusercontent.com/p/AF1QipOPYsh5G6JXhYyCUqhFtAwPWPcMG4rPkNIvf_Kt, https://lh5.googleusercontent.com/p/AF1QipM0Tj0lIlHODLTDqtGTYXZcR_quO9W5s_z5tYeD, ",16.09001,108.22887
Cơm Niêu Nhà Đỏ,"176 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam","3,7",1.209,Đà Nẵng,Nhà hàng Việt Nam,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNozT88b6kQlgiuu4l4IvVDCkivlLar3bX0crd4, https://lh5.googleusercontent.com/p/AF1QipMPy4nrLVZO9HmEbY1rGaaimSmu72vkGyAEbwkE, https://lh5.googleusercontent.com/p/AF1QipP0cKR5gsMX9M7ruNu4j-ItTh3iFGzSlGKoSG0t, https://lh5.googleusercontent.com/p/AF1QipOVN5krgtF7IifvELrRR0nV0xCOlyXJiGucNLf6, ",16.05962,108.20551
