name,address,score,reviews count,avg price,province,description images
Caffe Phương Nam,333 Ninh Bình,"4,6",18,None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipMr3INXsYjuYpR63KtfqPgI6nMxMYceWMOjD8Dp, https://lh5.googleusercontent.com/p/AF1QipO8a7L1tNoKGIaYnU4VsKZWYAE6gByCPCLDdsUr, "
Ẩm Thực Chay Nhân Duyên Quán,17 Nguyễn Đình Chiểu,"4,5",39,100.000-200.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipOkxU4DZI6NveChzThwDqyQOY0AYRYyofy4PxCC, https://lh5.googleusercontent.com/p/AF1QipPL20oJg9RTBzUHYwi7dS9AVEaRz0tciwrTXfby, "
Dê Nồi Đất Bạc Liêu,199 Đ. Võ Văn Kiệt,"4,2",40,100.000-200.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipPgY1dLyNajuVjhk-MDpSJlv1hbnx-LWHI_pVES, https://lh5.googleusercontent.com/p/AF1QipOcVbPS_9U7yuniG8SSwEUdhJsQAdkhi5hyz8Hr, "
Hiển Long Quán,"7PHF+2F2, Nguyễn Lương Bằng","4,1",79,100.000-200.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipMUrXHb7dHFc6f2eHObC2Edilgy1Wq_aUcOmpad, https://lh5.googleusercontent.com/p/AF1QipNXPebmqxPFaqNwurReZ-L369cwBWJNvv0srJ0B, "
Nem Nướng Tư Vân,20 Hà Huy Tập,"4,4",240,1-100.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipPAFi8qrpfQv5iM6f1u9QwNQHB2pZy1d9_GTk8O, https://lh5.googleusercontent.com/p/AF1QipPU812z1xLsxtbEdNnvIDRUUflQ3SSq-bkE8P2_, "
Quán Mì Ông Chúa,66 Phan Đình Phùng,"4,3",127,1-100.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipOOdOfJiCZ5idsHRpvO0lVLJNwEl7fZXo7Btq5d, https://lh5.googleusercontent.com/p/AF1QipN4l4qH0rXsl-_Tlzuxo8YbotnA_S5yAWBC4_ZE, "
Quán Chè Minh Đào,"7PQG+76F, Bà Triệu","4,2",41,None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipOHsnd_4BuAPYJ8DfdKj994Kt7J2IiQM0gKlRx_, https://lh5.googleusercontent.com/p/AF1QipOPOBrdDx1Z9gXnS3Vj1PJP5ikEpc_eWFZtVAgm, "
Nhân Quán Hủ tiếu Nam Vang,8 Trần Phú,"4,1",224,1-100.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipMyL3T63tck7shc4n37u0Ic6VEC53kJ6hmCHYXX, https://lh5.googleusercontent.com/p/AF1QipMrlHkYmWIuJJdqmeA49FkqoYtXpO_W9cTu1XLr, "
Bạc Liêu Quê Hương Quán,7 Ninh Bình,"4,7",12,None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipPvYL4STgonjoAVdkDjMU8lYgZe5PdKhDV1UyuR, https://lh5.googleusercontent.com/p/AF1QipNeILwA0-9TgmpJydO5UXzBDW0W8S1NsGOj7akd, "
Quán Cơm Nhẫn,3 Trần Huỳnh,"4,5",6,None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipPrX3NjZSjKQh2qp39-chCDRl9q0tVxCMK4DKOe, https://lh5.googleusercontent.com/p/AF1QipP8BWBbs2xXLXkeXKcjm3w7M_H6o2cdXSPfR3um, "
Khu Hải Sản Bờ Kè,6P3R+VPC,"3,3",25,None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipMP_n1sPcjZ3Bqv5EX4bKBsXFQd55luAx0wOM9t, https://lh5.googleusercontent.com/p/AF1QipP0Mid4tjstbeEsrakgSItSATHkjBAkR8yZP2Yf, "
Chingu Bbq,15 Trần Phú,"4,7",3,None,Bạc Liêu,
Tiệm Cơm Chay Diệu Tâm,8 Đặng Thùy Trâm,"4,0",43,1-100.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipOxtyWEdyIgpv7sHSMjByQmNi0q-9enZ6D-U1xR, https://lh5.googleusercontent.com/p/AF1QipMa2T2EBsyXygEty0iHf4kli4o4BifeWC5hwau3, "
Mì Cay Seoul Bạc Liêu,38 Trần Huỳnh,"2,7",109,1-100.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipOxW0hQJFQbPQS4iIj-1Vd0IIbcg7abF78eDuwz, https://lh5.googleusercontent.com/p/AF1QipNq_XkeEBIRm3y47MxMA0kEeUHzZD2JRn0lS12n, "
Nhà Hàng Sài Gòn Bạc Liêu,6 Hoàng Văn Thụ,"3,8",8,None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipNiFXCV3ooeE_1jS7B2bP90O4IrVhCQT5OKZ5t1, https://lh5.googleusercontent.com/p/AF1QipPVLksBke0E0zygehdHsRqOoKcG8n-3ba6LJNjd, "
Dê Tươi Đức Tuấn,Bạc Liêu,"4,1",153,100.000-300.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipMF-ld6C1HiaGQRasvK4yDOt2jfs1Biuy66BS68, https://lh5.googleusercontent.com/p/AF1QipNWpH5twX8qIkfwK4HXUshLqafGFUpXe43lRAEt, "
Quán cơm Phước Nguyên,066 khóm đầu lộ,"4,8",22,1-100.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipOE2iNQOu8FoYp9Cl3gchklDuEMbTyVeGtYU0C7, https://lh5.googleusercontent.com/p/AF1QipN4aXr2szfKrIl_t0bWzVq1EJuMJ2oQZ-HTJll4, "
Cơm Chay Thiện Tâm,138 Bà Triệu,"4,1",64,None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipMeO0iv82ngcpcrJf-8c6jfhWPtzzst2K4p2MUa, https://lh5.googleusercontent.com/p/AF1QipO9XzJIfdJ0KU6OOJPBmsojlV1PwBl0aWrJhCEG, "
Soowon BBQ Bạc Liêu Thơm Ngon Mời Bạn Ăn Nha,23 Ninh Bình,"3,9",98,100.000-200.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipMsTFrPWiWGfgIJJ1CyWOkwOVcoxAQ95kw0f8Qu, https://lh5.googleusercontent.com/p/AF1QipPp2k3k7gLJmeXioNe9QvkMn74zTndTcircZh-B, "
Ẩm Thực Nam Bộ,973 Ninh Bình,"4,8",4,None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipOeSdwJTjDAEMjxI1JDLnPv7yMcJDEhd_UJRJ0R, https://lh5.googleusercontent.com/p/AF1QipPpaObbcg76bSR-CeWi29ZcIfRBGRJMIeEIuEac, "
Quán Mỳ Mỹ Dung,387 khóm 8- đường Cách Mạng,"4,0",81,1-100.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipOvkZ-TEToqbMj-6tCUCKUVHvAKe2yHTn3btVBp, https://lh5.googleusercontent.com/p/AF1QipNBg9VdCn0xCkgNP1bSOjW3GQWl_CMNg6pYj9tn, "
Bún bò cay 577,"341 đường Trung Tâm, Tp","4,6",73,1-100.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipPxph9I2ABrLvz6Ds_b1Zqd-KBYtec4DPUPpTWK, https://lh5.googleusercontent.com/p/AF1QipM3VIDIaHn5sbSG6_OqpOqq4nHbcqN3vAUV_jag, "
Quán Bánh Xèo 61,61/2 ấp Giồng Nhãn,"3,8",177,100.000-200.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipMoQmjMZx2G8Jg5KNUm-BYsk66vHPWY059q6R0s, https://lh5.googleusercontent.com/p/AF1QipM9jZWCSaBF78v5IMA8cfwMvDOnPiRkdijw5Asx, "
Bún nước lèo 168 - Bạc Liêu,168 Võ Thị Sáu,"3,9",59,1-100.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipO0tQ0kvlE5HuX0z5k0iIYlGP-hDuzyYW5qdBq6, https://lh5.googleusercontent.com/p/AF1QipPsEN3U3WH4C8WYR6wjLXD_vQ_hrbipXKA332gR, "
Kichi Vincom Trần Phú Bạc Liêu,"Lô L3-06, TTTM Vincom Bạc Liêu","4,1",49,200.000-300.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipMpq63XHXOobVgCWCxzHGYH-VvA4gf2VwLBtKgn, https://lh5.googleusercontent.com/p/AF1QipM4IePISxHoQs3mqVPXC-EW6hJkmLO3enHS2inq, "
Mì cay Sasin,B8 Hòa Bình,"3,8",257,1-100.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipOA0fY25Q62PicexRR_KBbIFtvZC3igyeWCLDuR, https://lh5.googleusercontent.com/p/AF1QipMTA36rwc8TIKYV9obar6_oxMs6ubRPlsEvNEu_, "
Bún nước lèo Út Phượng (Bạc Liêu),7PJF+9MW,"4,6",20,None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipOLgX3SK73G0ihawKHCheH2Fjq3lfH7miElv50i, https://lh5.googleusercontent.com/p/AF1QipOTyAgp_JyoJTRnPrVq68vR17RelnjxsZK01Tqe, "
Linh Cari Bò Kho,75 Cao Văn Lầu,"4,2",113,1-100.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipMPtC3EQc6k-R4wIZu6NrfMvRbgQ8eyCbckV_zH, https://lh5.googleusercontent.com/p/AF1QipPLqTc7YfrZtsZTcjOtQO5nio3veioFrS_iQzKB, "
KING BBQ Vincom Trần Huỳnh Bạc Liêu,109 Trần Huỳnh,"3,8",26,200.000-300.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipPjSeg6B4CmTL7F5jOlYZ8v6OFtz-yS8bgkffQ, https://lh5.googleusercontent.com/p/AF1QipPf2nN65p82A7ZkkTBBpNPkLbySp8bLXO3ZUrze, "
Nhà Công tử Bạc Liêu,13 Điện Biên Phủ,"4,3","2,3 N",None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipPRloVEOsS0XaePBigwp4N64MZMygu5FEK_VpdI, https://lh5.googleusercontent.com/p/AF1QipN4uzKLDQrGOtgn_2DixMOoHbP1AhLYX1BTzx2q, "
Bún Đậu Mắm Tôm Xưa Bạc Liêu,66 Trần Huỳnh,"4,1",78,1-100.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipNCG2PtdHjZrdPk0EPHMhNrmlF4XGUHanzYkzc, https://lh5.googleusercontent.com/p/AF1QipPXklw0Qnu7LWkBPQV4vtpjb_U8DHKq5Y7ThgKp, "
Quán Hải Sản Kiều Oanh,6P4R+2R4,"3,7",10,None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipOlFFsx1Gmdz1kAMSyf8z31XbsbbURZuhKROzvT, https://lh5.googleusercontent.com/p/AF1QipMHFLqZ_L83n4mi7UBJ6MW6_RUuXZ4nk9_uPV4Q, "
Quán Cơm Hai Ký,467 Trần Phú,"3,6",28,None,Bạc Liêu,
Quán Ăn Quỳnh Anh,"7PR8+X6J, Bà Huyện Thanh Quan","4,1",34,None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipPmyLwefPQTKfG-gcxBy-fTkSsb_HeroREQvsJt, https://lh5.googleusercontent.com/p/AF1QipNigB6FMcPrO8YJ2NSvwTRC2VB-Nj1J2N_Oxjw, "
Jollibee Endcap Bạc Liêu,128 D. Nguyễn Tất Thành,"4,0",285,1-100.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipOb4IISNgQbAT9DLx-ZQB3Z9edqFa46uxFlR_mr, https://lh5.googleusercontent.com/p/AF1QipO8w8S4nkmKdZUqSGZPcPdnGTApmhS41OVnB6vQ, "
Hải sản Đại Phát 2,438 Ninh Bình,"3,7",70,None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipOzWfjLK9jmiEWTGRFxM2gNoC1mADmNYfJLKHQS, https://lh5.googleusercontent.com/p/AF1QipNOSylbgjTH3YGpkAznOXquh1wDFxXdlgItoRP2, "
Bún Đậu Cô Ba,"7PV8+55G, 27 Bà Huyện Thanh Quan","3,7",21,None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipMKhj9JC-cTidme4IkHiIs9I2sgfkSWXIM0lYs, https://lh5.googleusercontent.com/p/AF1QipOecYF6aGWHHPRnuYs4HqyZXroKOEq58hbCLKU, "
Quán Nhậu Trường An,40 Trần Huỳnh,"4,4",13,None,Bạc Liêu,
Dookki Vincom Trần Huỳnh Bạc Liêu,"Vincom Plaza, 109 Trần Huỳnh","4,1",176,100.000-200.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipNvOoJUThw44ZsMdmCakfaUxtC78AT8ZlK0kmHc, https://lh5.googleusercontent.com/p/AF1QipNSJ13ByuljnvvjiYAQELL1IcJRoTCM0zHDlVDI, "
Cơm Gà Huy Ký,Trần Phú,"4,0",62,None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipOTq7HBh9okTFKgOpVzZBAzdtsfWEyeso6WAqE, https://lh5.googleusercontent.com/p/AF1QipMZC2higMcBagWUbRUXT4IMK88OfqWI7eHe3txV, "
Ẩm thực Thiên Quang,40 Trần Huỳnh,"3,7",33,100.000-200.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipOyFdiLfAn50mCh9YhpUXszlXFjSVyFZfbt-1_s, https://lh5.googleusercontent.com/p/AF1QipOqZrGtmpKlWTpICH4GXuBN136xvT9yMNesqSgx, "
Bún nước lèo không tên Bạc Liêu,328 Võ Thị Sáu,"4,2",35,1-100.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipNDXMkvS-xnafW6g6HYDHcZYXZ1AyrNTyM_DBZk, https://lh5.googleusercontent.com/p/AF1QipPa85YhxQbaI8j59ZQNn9c_Bnd9TpOg96Bw8J-F, "
BÚN BÒ CAY KIM CƯƠNG,598 Trần Phú,"4,0",121,None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipMGSx1Ol26t2JRUNpRXZD2JLVf99vxl1wuilD5k, https://lh5.googleusercontent.com/p/AF1QipPWrQtTNQESXxrh5zg-XYW75AsWy8UdHK0gO8yN, "
Quán Bún Riêu Loan,230 Hòa Bình,"4,6",40,1-100.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipPNnW4stDLRqqhtw33tg8Do3J08nrOJP_SEdja7, https://lh5.googleusercontent.com/p/AF1QipPmFuKz5yzYrbSCQ2BTj3JLY8E1HD9HrcSGkabu, "
Jollibee Co.opmart Bạc Liêu,7 Trần Huỳnh,"4,1",131,100.000-200.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipNBNfws7zTb-_YVfsYj39NXpaXWOztYJG7l3upQ, https://lh5.googleusercontent.com/p/AF1QipOniNuRTP-en9raXEX_2CI8yx6BHTJD-K8XMT9Z, "
Quán Nhậu 45,41 Trần Huỳnh,"4,1",13,None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipPlyvj1JlYQW5ullCA3RHfEMjOwlE3patYxi8n9, https://lh5.googleusercontent.com/p/AF1QipNBwio03xa9cVVaeuh97WLPpfr7NQHG3L51lqF9, "
Bún Quậy 58 Bạc Liêu,185 Hoàng Diệu,"4,7",20,1-100.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipMZH0bu_SNqPNprvN2dRzgCiHMkStQ4pHzlhz4U, https://lh5.googleusercontent.com/p/AF1QipOPq-KmPUmk1V-aQ2Y8Q87hCpNFNasJrB9uheRc, "
Bánh Tằm Ngan Dừa (Quê Nội),259 Trần Huỳnh,"4,7",15,None,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipNTMVrTG6NzfCZcpSrWed78khah4_zz4iEnDtX7, https://lh5.googleusercontent.com/p/AF1QipNTcq4ln6yJ40zijJfW4wpOPqHX5AvOiP2-3Qt2, "
Bò Ngon Bạc Liêu,133 Hòa Bình,"2,9",39,1-100.000 ₫,Bạc Liêu,"https://lh5.googleusercontent.com/p/AF1QipPhnuXokoO-P-0EK8Ddpor73nIw11bzZQhUrIs7, https://lh5.googleusercontent.com/p/AF1QipPTluBnij7DlQF7qmu1kzMsjaIf2oGAiHYdhtaA, "
