name,address,score,reviews count,avg price,province,description images
Nhà Hàng Ăn Ngon,39 Ng. Trang,"4,1",55,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipNJXlvACIfi9WNXS7J051W2TfOcY6Augs9f9Ykf, https://lh5.googleusercontent.com/p/AF1QipPmCjjJ3nagXzDf0K1hmBO1OkpVagXw7BaK4V7U, "
Bún chả Bắc Giang 90 Thánh Thiên,90 Thánh Thiên,"4,3",9,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipNSQBYezVx1YkmXtwPCDMrsx5Sp1hCDRFqOWFsN, https://lh5.googleusercontent.com/p/AF1QipOHJ0-G4q5PiL2mlv90X47Rjq_c0djClxiORs5_, "
Đặc Sản Chè Bà Năm,19 Tiền Giang,"4,3",45,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipNpd4SsPIqJqbqUBkJ2cHwOQ4WR6w-LjgAtUh0a, https://lh5.googleusercontent.com/p/AF1QipNvV1L4yhcXzt-vNrNSItbUxHt3yLr_6x16-ULy, "
Quán ăn Hà Nội mới,178 Nguyễn Khuyến,"3,7",11,1-100.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipM_eftfAiyr6fNdGFef1omTNVAmdYdWtGIJrIAy, https://lh5.googleusercontent.com/p/AF1QipMgfFk4Qdra6JQ53hKREDFoBLL-0cFf_NR2FnuQ, "
Nhà Hàng Bảo Hoa Trung Việt,"4C, Minh Khai","3,9",7,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipPvGYl-wfAIhTCK_jR76Y3lzELNzuE0dKo-Q-Jt, https://lh5.googleusercontent.com/p/AF1QipNxLfexYrbIxB5WW_jgrb35ycDUpDgMt2JkJNYK, "
Quán Ăn Sành,37 Phồn Xương,"4,5",2,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipMOt3DwujstI-F17QZHF7_c2Ay1RS02XvvwaSBf, https://lh5.googleusercontent.com/p/AF1QipMayadKgmXqTKMdvt7rg3sq5V7180RqJrcsEGoW, "
Lạc Đường Quán,Cống bún Đồng,"4,5",17,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipNyTfbbHZKBGWQ8kHZ3uMdK1QFFj3iwWBN3W-ZP, https://lh5.googleusercontent.com/p/AF1QipP58F8ptkLKoRauxRiX2VY80rf3F0KKiienxPpx, "
Nhà hàng Buffet Sen Đỏ Bắc Giang,2 đường Ngô Gia Tự,"4,0",24,200.000-300.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipO-_xhhRVi6TP7AqSihqQsbin3x0NQa7vzPITqb, https://lh5.googleusercontent.com/p/AF1QipOEEhcdA19KR7Z9-5UjFwpE-9neyqeeybpmLc4f, "
Nhà Hàng Đào Hoa Sơn,Đường Trần Nguyên Hãn,"4,9",14,200.000-300.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipPxdPpInx7k6U0rFgPphMhx74KKQGuuhivxybBC, https://lh5.googleusercontent.com/p/AF1QipOXTu2X8IKTAdy2pbvXpFEGkCtMdBRgGPisFihf, "
Nhà Hàng Nguyệt Béo,43 Cả Trọng,"4,2",10,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipNvp0vo6c6p6eS2vVYD3H_8xHJVvB1NR0b-a8oF, "
Đồ Nướng SEOUL,295 Nguyễn Thị Lưu,"4,4",38,200.000-300.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipMjfs5hmdV2PuPGohGcI_ipQ-9MTcup4iTiC26B, https://lh5.googleusercontent.com/p/AF1QipMHssYDGmBz6i9XkcC7zUyjCbMAPt8A1xbz0h5X, "
Lotteria Bắc Giang Go,Trung Tâm Thương Mại Go,"4,5",148,1-100.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipMeHC_Wbp6PsFZcjOVXVNvOCziS95dO6u9sje-g, https://lh5.googleusercontent.com/p/AF1QipNfILCrpxLrOyO1-Rpp42l1bNc7K-b85goYLaSO, "
Quán Ăn Giang Còi,157 Nguyễn Thị Lưu,"3,8",60,1-100.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipNhOHv4hPDHXaW0xS-jMAyUHvcPp61jOqYtw08, https://lh5.googleusercontent.com/p/AF1QipP97DBwhKNH13H3DbXySU8qQVJDFWkdiEZEG4c, "
BBQ House,2 Ngô Gia Tự,"3,3",4,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipNAqx-F4Ifh4nIWkswTDq6uMDc4P-t-bBDqqmGZ, https://lh5.googleusercontent.com/p/AF1QipNMN3L_O0d9w-eyizzqy5nKFH5YXChtVuR_E48I, "
Quán ăn Ngon 24/7,219 Hoàng Văn Thụ,"3,5",4,None,Bắc Giang,
Hi korea Bắc Giang,42 Hùng Vương,"3,8",187,100.000-200.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipMKlt4XNmZLsOzINU2-_V1YvMGebOqcZ_6aMd1-, https://lh5.googleusercontent.com/p/AF1QipMjKw0fo9uqqoEv_RF-fMT7lRKkR-kYH3LSsKZo, "
Phở Thìn Bắc Giang,270 Hoàng Văn Thụ,"3,9",121,1-100.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipMxJ3XvMF1sJDmPRRIc_ETQCzHX5arfxZ9NftDk, https://lh5.googleusercontent.com/p/AF1QipNjTUaLCetNgesYYyubJQo25Q5zGsiso1tkkghk, "
Quán Chè Ngõ,80 Ngô Gia Tự,"4,3",50,1-100.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipO68EfLg3ezqZmbrY3oVFsfwDqAxYdknNrLK3JC, https://lh5.googleusercontent.com/p/AF1QipPkdEn65sOv1droQqkc5-OjtaR1Vit6lQipdUM, "
Bún ốc chuối đậu Hà Nội,67 Thánh Thiên,"4,5",30,1-100.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipPzkt0KWT6SrbvLIm1hfjMi7967ruGvVIDX-9Dp, https://lh5.googleusercontent.com/p/AF1QipPhPkidFMZo4oiztauUDojTb6WpSOqrajSgleP_, "
Pesto Alfredo Pizza & Grill Bắc Giang,288 Nguyễn Thị Lưu,"4,4",31,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipP7qyRjHT6ipjds7AWWwpKkSyyffI5d-mBk0zJc, https://lh5.googleusercontent.com/p/AF1QipMv7wNmhWTlKPA5ZEw2H_2efvg2LP6eLZUOYGXk, "
Cơm Thố Anh Nguyễn - Ngô Văn Cảnh,2 Đ.Ngô Văn Cảnh,"4,1",26,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipPZZlefTevqv8BJH9zpbXOupUL5dv8cG1sx3P0j, https://lh5.googleusercontent.com/p/AF1QipPIGlZlLaS2xmRehLNnVtujr1yz6oRpnqnh1eMF, "
nhà hàng buffet lẩu nướng Kussin bbq,46-48 Hoàng Quốc Việt,"4,3",16,100.000-200.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipO-OpA3Ajb1XIvXBHecQIx0iNvNTKyIrNSkKCps, https://lh5.googleusercontent.com/p/AF1QipNcDgGP5lxtsIRNWWvH4cZulNYZhgBH2DjINxLZ, "
Quán Cơm Phở Bình Dân,"268, Lê Lợi, Thành Phố Bắc Giang, Tỉnh Bắc Giang","3,9",11,None,Bắc Giang,
Tiệm bò Cây Mít,21-23 Thân Nhân Vũ,"4,2",22,200.000-300.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipP2rvWcTSN6OF4-7qG3xs3Ivto6zEAIpMWvI6Vd, https://lh5.googleusercontent.com/p/AF1QipM9nm8Bv1n0gF0vhk8PJqbpjX2LqBPOBHuFIRKE, "
Quán Cá Siêu Sạch,362 Nguyễn Thị Lưu,"4,1",40,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipMVRVjKdsNk6nnPa4zS-Yj5PuD0qBqk8QwA2dte, https://lh5.googleusercontent.com/p/AF1QipMmhiNnruXp_0kGSsFxdX8rtXcieoj7PYxCXiyf, "
Cơm ngon 225 Hoàng Văn Thụ,225 Hoàng Văn Thụ,"5,0",8,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipPBQN-lLgb40euRfs0cGkhKKaRgQdaIGqpw2je4, https://lh5.googleusercontent.com/p/AF1QipMb_qlry3d_CqSLWCE_d0HIcEz_Q45IFKbHMlC3, "
Buffet Vị Chay,08 Đào Sư Tích 2,"4,8",35,1-100.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipM2dA19WQJD5w2sh9SPDIu0iD-xYq2JTqfP5l-K, https://lh5.googleusercontent.com/p/AF1QipMeTy5gb_UjWljbrRJtf-yVfY29i7yuB6DwEk6y, "
Quán cơm thảo sơn,Số 19 Nguyễn Đình Tuân 2,"4,0",10,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipP6a7uRnPBSndOMV7n5eDOkcjSLfbvMoB8-k43M, https://lh5.googleusercontent.com/p/AF1QipOq3dfuaHZjxWbKzz-01xf2GlIRG5H68M_HvKIe, "
Nhà Hàng Hàn Quốc Bắc Giang,744Q+8C6,"3,8",86,100.000-200.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipO3TCEcwcNHlTI6mXz_h1_7hGz-DJzsLRjqQHo, https://lh5.googleusercontent.com/p/AF1QipPzvCs7gM8yPJOW7sNvesxWU1rnc0zZaHZ_P6Xl, "
Quán Cơm Hân Quyên,914 Hoàng Hoa Thám,"3,9",30,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipO4TPOniLuU69oWjN5VbO90RUOSdqqk4zRD4jZJ, https://lh5.googleusercontent.com/p/AF1QipMEgxokxu6__pHsmNDi601Ijayw6H_on5J7L16c, "
Quán đêm 45,45 Phồn Xương,"4,7",7,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipPTI_y_CkN9-uVmU8VND_TuWYldXpOkjftSglKe, https://lh5.googleusercontent.com/p/AF1QipNYokBvtmGZYd_DZJ1uQ7ZitbWKKShB9x9CzEwl, "
Bít tết Bảo Hằng Bắc Giang,538 Lê Lợi,"4,1",12,100.000-200.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipMiWKucZHuebPEVbtILJ0pD3wIxM09ks9H8PXGb, https://lh5.googleusercontent.com/p/AF1QipPEs-S4cZhy0Ja_texdGie9D-UBtPkf2PwuqLo1, "
Quán Cơm Bắc Sơn,26 Đ. Nguyễn Cao,"3,8",34,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipNH4u6Qv396IUkA5uYAGfrl2MrffMXQO1I92oj0, https://lh5.googleusercontent.com/p/AF1QipOrOlcmH7hNS2mOaz3fobCh6cbFA-CzDcsIgrXm, "
Quán Bia Kiên,36 Đ.Ngô Văn Cảnh,"3,8",131,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipOTIRQzRqd8uj_9SXl5beB46KSBpbgymzUTkPzO, https://lh5.googleusercontent.com/p/AF1QipOKZCE6pQJZxDvRbDeIYs0Aw9eMW_ejK-XgyO4m, "
Trung tâm tiệc cưới Sen Palace,"76C3+4V8, Hùng Vương","4,2",53,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipOWZSZezE1OwKE-k8ARZ-b_FaNmzhhvad6xHWhP, https://lh5.googleusercontent.com/p/AF1QipO7tTrlvNtRgytRpm6nikWKWgZVjuRkCcgO2iQV, "
Quán Lẩu Trùng Khánh,"lô 20 khu nhà hải an, 2 đường Cả Trọng","3,3",8,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipPJK-L6inmxE7dJfoGonSynoh_Qv4DJQ5xHCeXs, https://lh5.googleusercontent.com/p/AF1QipMB4MsgGFkAQpzYkPtxcezaF3dPLK1gLtwFsmMf, "
Nhà hàng An Huy,92 Thân Nhân Trung,"3,9",116,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipMpcz39IKQMaezwluDzVZkPFQWuj9lvYRDmpGdw, https://lh5.googleusercontent.com/p/AF1QipNWlccQXCzHsyBDfY1Dd9DmrMdGb_iddlBiW_5X, "
Dookki Bắc Giang,Bắc Giang,"3,6",88,100.000-200.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipO2stxVqOcmzBuRrDATEWqe2fy1znp0NlLwFywx, https://lh5.googleusercontent.com/p/AF1QipOQJTdUxmUfq07r7uNHdjlIYG_3bDVzA67LQYz6, "
"Mỳ Cay Seoul City- 33 Nguyễn Đình Tuân, P. Hoàng Văn Thụ, TP.BG",33 Nguyễn Đình Tuân,"4,1",31,1-100.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipO6tSKUdHWp7UKepyqSAqmppr7DU4RbttvHBlIw, https://lh5.googleusercontent.com/p/AF1QipObZEZRNKlDVcIC5_HWXetPvWBdIFgg92UOr53j, "
Quán Ngon -Hoàng Mai,Hoàng mai 3,"4,0",24,100.000-200.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipNUNOKtxH6If-3Emi9jEgBOW0zA--tHE5rZgKH8, https://lh5.googleusercontent.com/p/AF1QipMRh8QMx9JQvbgzYqV0sjKvXy-Ex0DUk39lgY8U, "
Nhà Hàng Phú Dê Mã Yên Quán,234 Nguyễn Thị Lưu,"3,7",33,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipP-908DEQQXKDinHykAipUL2r5Hvcfcruv_Bouy, "
Bún Hùng Hiền - Bún ngon Bắc Giang,đường Thanh Niên 3,"4,3",35,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipNRV8GQcSEY7Xom_ly17XdqF1aokR1u8Py6pNWd, https://lh5.googleusercontent.com/p/AF1QipP1xo4U39e55DjU_nzMXxHtmWAiiSN28zbeZKzV, "
Pizza Hip,8 Đ.Ngô Văn Cảnh,"4,0",49,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipMCCNPvYFjtFN3jZDDjU-aGO5gggG8knQpGkXdq, https://lh5.googleusercontent.com/p/AF1QipNm3KL9XY7a3vLEKmGa2ArhnmAKBGxNCr2mIRYN, "
Nướng Vũ Gia Kinh Bắc 2,15 Đặng Thị Nho,"3,8",10,100.000-200.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipOlDIufMHnljQHIjDeip-_dJYci8_elS_ClOlfF, https://lh5.googleusercontent.com/p/AF1QipNFwPvBtC0MexA-fmdee3_et9hVifjcFRvNOXz9, "
Thảo Nguyên Quán,62 Nguyễn Khuyến,"4,8",4,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipNGpf04iRCX5SK0q0QV5-4DgNQmV2pJQfegSkOk, https://lh5.googleusercontent.com/p/AF1QipPYvfsbc29jYFbAfFc5N8PRHXRCQMdhDiX9OfHn, "
"Tre Làng Quán, Việt Yên, Bắc Giang chuyên Trâu giật Trâu tươi!",Số 151 Nguyên Hồng,"4,0",117,100.000-200.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipNcp6ZMgRMs8W-VBUOp4F3B9VZ7W1thA0THebd6, https://lh5.googleusercontent.com/p/AF1QipNKYhF7t-rNkIMpQEQytImz3269SeRNYDsiN_H5, "
Súp Cua My Bắc Giang,493 Lê Lợi,"4,6",9,1-100.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipNbYLIzVgIh_0X3CchaYIN1eOT9pgBKnzUCGGDG, https://lh5.googleusercontent.com/p/AF1QipO84IHgRU8LFCmAirmoYTmkPOTBW7LXmLyUKSaa, "
Nhà hàng Dung Cua - Bắc Giang,7684+65,"4,3",20,Trên 1.000.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipPUFwwmPLlT5wywrHShN96lztAOI2l-5Z_Rvxx1, https://lh5.googleusercontent.com/p/AF1QipO9ftZHWfpW2mAPTbHPlHiK44Y5mCMOQ2WHaVtO, "
Cơm Niêu Vị Xưa - các món ăn gia đình,365a Nguyễn Thị Minh Khai,"5,0",3,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipMYP9E-nKFf0m9ry6W3Um3ez6i5jJIYy5JhdDXa, https://lh5.googleusercontent.com/p/AF1QipNZ976HtbksNVemUSgKfBfHizbgU7SKkcAZC4BO, "
Ốc Ngân,Số 5 Phồn Xương,"4,4",29,100.000-200.000 ₫,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipOcAHwiwr8Sx-HNxVNnuBqCC_3g6WsQBbBEOPp1, https://lh5.googleusercontent.com/p/AF1QipP4LU_csAy9pOj7pxu5GdcYvyBixdZN4Ha28jtR, "
HỌC VIỆN BIA RƯỢU BẮC GIANG,15 Quách Nhẫn,"4,3",13,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipMrsQqT7qc2fBwi9qTsrOzL88AToRX8z4FcShKZ, https://lh5.googleusercontent.com/p/AF1QipMc0uLeRvwVXv4Ix5GPR6tl2R3AxoaoKZLbZFSB, "
BÚN CÁ BẮC NGA (THE BEST TRADITIONAL FISH-NOODLE),10 Đồng Cửa,"4,7",28,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipOnK0JYYyYTNWhH7lB29AhV-lpIcHKvkpczLLtf, https://lh5.googleusercontent.com/p/AF1QipMYu0Z768KRAbPSrehxn9yfYyMwAb3vbRJ-8uVj, "
Phở Gánh 07 Trần Quang Khải Bắc Giang,07 Đường Trần Quang Khải,"4,4",7,None,Bắc Giang,"https://lh5.googleusercontent.com/p/AF1QipPkGy_4iyy2V2LnhIal4AYAjTzTq-fdPN14MX5o, https://lh5.googleusercontent.com/p/AF1QipMSTzKxwT3QlsPKts-l2Ewb5g203En3knQFEB9q, "
Garden Golf Shop,Hà Nội,"4,7",7,None,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipNb10mVe76atAEedmpyWCLu_jFfnE4FgstTV-bh, https://lh5.googleusercontent.com/p/AF1QipMaa4hFeiaZ42NqWy-YZRx5kHTp1EhkDmLEx5xz, "
Nhà Hàng Chợ Tình Sa Pa,Hà Nội,"4,5",2 N,200.000-300.000 ₫,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipOh1APTQUCfp2IiPrO0gvUXH968rJBXz1L7xmTf, https://lh5.googleusercontent.com/p/AF1QipOmUKUwBmBTJ0oV-N1MrGIxvTt0oEsEIw6fEjbP, "
Tân Lương Sơn Bắc Ninh,90 Đ. Lý Nhân Tông,"4,0",357,200.000-300.000 ₫,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipOj__yQfg2k-kIOFSq5KTTuL4L0gQaM4_M8UCu8, https://lh5.googleusercontent.com/p/AF1QipNGrzE-21R2kE-fsMfQatHJh1m2SBIEeluu9qb1, "
Quán Ngon Ba Miền,1a Cao Lỗ Vương,"3,8",358,200.000-300.000 ₫,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipNWV4Dxjx0TFp8noS5ZkPiE7UjrHatt7Bq4t_V3, https://lh5.googleusercontent.com/p/AF1QipMX98iTtzHRp6MWKLxsfTYBgY5AthlWauA7KBti, "
Nhà Hàng M'M Bắc ninh,60 Đ. Nguyễn Gia Thiều,"4,2",259,1-100.000 ₫,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipONrDnoyn85f3Qr4GyHrgigVmyIzJo7aGvRgauS, https://lh5.googleusercontent.com/p/AF1QipNlRS7ey_ddiZKGUWHF8K4Dp2xaPZyRENUb9_iG, "
Quán Ngon Thành Phố,"53W8+GXC, Đ. Lạc Long Quân","3,7",141,None,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipPAv1zjFhOTc5_-FyG_vwPchF1m_r8WwXaDnSxi, https://lh5.googleusercontent.com/p/AF1QipPZA20glJLEARfTYAfSGC39QvEYd8ysXl3RsUMz, "
Nhà hàng hải sản Dung Cua,21C4 Trần Quốc Toản,"4,2",645,Trên 1.000.000 ₫,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipNqTxsxV6VwsyjSr7UYdrQLyxtfnE6HORT7n7QK, https://lh5.googleusercontent.com/p/AF1QipNKeHTFx9k2gLyAMbgD-Kn0Rhn7QQers4MHLBx9, "
Trâu Ngon Quán,388 Đ. Trần Phú,"4,3","1,9 N",200.000-300.000 ₫,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipPAcS0hcyIGWjz72AWcO88xwhh04DT0BA2aByfo, https://lh5.googleusercontent.com/p/AF1QipOWOAjIS44XRgn7VRNeLFQgbMj7C-0mf7UjiXdc, "
Nhà Hàng Hải Sản Làng Chài Restaurant,16a Nguyễn Đăng Đạo,"4,2",231,None,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipNe0AJSVfOC2asUYv9vvlE0hWypHgK9KoViL7F0, https://lh5.googleusercontent.com/p/AF1QipOvBPoLwCwa0VG9ANzAuqHpg2SKFNMOuWB1nums, "
Nhà hàng Chim trời Tuấn Giang,Bắc Ninh,"4,1",886,None,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipMNYh1Gsms7x9TkCmr_KRPKLdYoUPWHJDeVe-1j, https://lh5.googleusercontent.com/p/AF1QipMXNTRWB-hrKWOA9mNw_ucjXrRCfMQavwv3kD6q, "
Nhà Hàng Cố Đô Hoa Lư - Dê Núi,Nguyễn Đăng Đạo,"4,3",91,100.000-200.000 ₫,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipPHV1etzvmLiB28jtzSCtBRLcTIddpsthMk8Wd8, https://lh5.googleusercontent.com/p/AF1QipORePYGdRbfKNj1l_kd68kLNfPSmmw2fw31qMEl, "
Bún cá cay Việt Anh,"53P8+RHM, Tô Ngọc Vân","4,3",239,1-100.000 ₫,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipNmA6ipeynnIBhXkARG9Ko4a_1zuAtA4bjOKbGA, https://lh5.googleusercontent.com/p/AF1QipMzWhQHXWSSoBUpepCkKZbZH2Q5wqCVfESi2ZNR, "
Bếp Ngon - 19 Hai Bà Trưng,19 Hai Bà Trưng,"3,6",92,None,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipPRqu0yqgbj0jW6WD2t1B8nkrS3xWxZ-J3H3c3X, https://lh5.googleusercontent.com/p/AF1QipOcNrayFaz-D__mNyhsdukD1yoQerniROeg1mNF, "
Nhà Hàng Thùy Linh,Ngõ 50 Huyền Quang,"3,9",306,200.000-300.000 ₫,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipODpES_-6llI5CRt5TdGVlSYQN51aDmKp-vZkhE, https://lh5.googleusercontent.com/p/AF1QipPfpIwkurgRJTzfFtXyK5m9WEokwhwJYmIectDG, "
Nhà hàng Đông Nam,Đường Nguyễn Thị Minh Khai,"4,1",128,None,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipPN_yMbdhnyH6gBhQ9t6ynPgLTP-ZvrgWQfIuYE, https://lh5.googleusercontent.com/p/AF1QipPKXORqnDWwRO-8TDLXgiNl77Fxcu6Gugub3aJf, "
Quán Chim Ngon Bắc Ninh,Hồ Ngọc Lân/37 phường,"3,9",252,None,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipPFmboKSsTToj1Sf8vZ8dOQZLMf64IlfPXRx9e1, https://lh5.googleusercontent.com/p/AF1QipOikfKmD1V5VPsaKtMaG8DB24fe3MybemX1uJ3E, "
Nhà Hàng Hải Sản Toàn Tình,99a Nguyễn Quyền,"4,0",396,None,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipMDggh8nVz85SwUJ6OfQOqQuyclg1euCHiO0ymX, https://lh5.googleusercontent.com/p/AF1QipP5AQBn6PDRbPwWK2pSBSw_kEM0XTV4uehBKt4c, "
Manwah Hotpot Bắc Ninh,"Lô CC04, Đ. Lý Thái Tổ","4,4",241,400.000-500.000 ₫,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipO2CCJ4ekYiM5iR9YAXdKJ5Pn3gUgtl7MmaiL2U, https://lh5.googleusercontent.com/p/AF1QipP1bRYVYg49tXBZH_YMv9lRim3qaiSo9iOTh9st, "
"Cơm niêu KOMBO - 17 Hai Bà Trưng, Bắc Ninh",17 Hai Bà Trưng,"4,0",128,100.000-200.000 ₫,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipO7hfLSrkBoyJ_PcGoMURbHTlBRR50z9-MQhL5j, https://lh5.googleusercontent.com/p/AF1QipNdtXA0-6INNXfFj0LHJlN0YYJ4C5p4H3z-5Jcy, "
Bún Chả Bà vạn,2 Vũ Kiệt,"4,0",551,1-100.000 ₫,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipPXAu_67jFp2hMOEAsL7GaIeay2MGmJVLUNNqSe, https://lh5.googleusercontent.com/p/AF1QipM9AjaaX1vAFrNvvkTt8HJUfCTntC9f9vSSiEZf, "
Nhà Hàng Gà Thượng Hạng,130 Đ Lý Đạo Thành,"4,0",283,100.000-200.000 ₫,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipN6uAUUF_h2IRJXGEXUvFVkvWDVgE-RUBAsTwjD, https://lh5.googleusercontent.com/p/AF1QipN9-7pedswa4TenNygv5Kl6E8iiiIoigFuKRguQ, "
Quán Lá Nghệ Sỹ - Chim Trời BÌNH THẢO,16 Nguyễn Đăng Đạo,"3,8",82,300.000-400.000 ₫,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipMhLGAbgrXxLpfelCqlg7HG-hq3R5SHfJ03Bzwq, https://lh5.googleusercontent.com/p/AF1QipOg3G7TQgMM_PiavWwRR6vuguFeRA4WAYgPJVld, "
Garden Golf Shop,51 Phố Quán Thánh,"4,7",7,None,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipNb10mVe76atAEedmpyWCLu_jFfnE4FgstTV-bh, https://lh5.googleusercontent.com/p/AF1QipMaa4hFeiaZ42NqWy-YZRx5kHTp1EhkDmLEx5xz, "
Nhà Hàng Chợ Tình Sa Pa,1 Phố Quan Nhân,"4,5",2 N,200.000-300.000 ₫,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipOh1APTQUCfp2IiPrO0gvUXH968rJBXz1L7xmTf, https://lh5.googleusercontent.com/p/AF1QipOmUKUwBmBTJ0oV-N1MrGIxvTt0oEsEIw6fEjbP, "
Nhà hàng Nam Sơn-15 Bồ Sơn-Võ Cường-TP Bắc Ninh,15 Phố Bồ Sơn,"4,2",286,200.000-300.000 ₫,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipOgRc2C0ts0o6ZeNjG_zkdnp_VlYx-W1hOoi6DR, https://lh5.googleusercontent.com/p/AF1QipPssTAjVY7S47vfeHIz9a-SKPBdcyrAzCYqY9Qe, "
TOKYO TANTAN RAMEN BẮC NINH,75 Đỗ Trọng Vỹ,"4,9",520,100.000-200.000 ₫,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipPstGjNLDu1k2K208o-Clmxonbv8OVUajgLCZPB, https://lh5.googleusercontent.com/p/AF1QipN2bsj0b6ZOQ_mYbVNA37GS7uuTLw7mQQ9pevI, "
Quán Ăn Sáng Lẩu Trâu Đức Phong,Đường Đ. Hoàng Hoa Thám,"4,8",13,None,Bắc Ninh,"https://lh5.googleusercontent.com/p/AF1QipPOjQRQbE089tsYssEh4cHSwC4am1Mgcbjeg7zz, https://lh5.googleusercontent.com/p/AF1QipN9R0_lAWHt2GbqnCWASApd2SG2ObWjOo23zqQF, "
