name,score,category,price,address,province,review count,description images
Đảo Cò Chi Lăng,4.3,Hồ,Không có giá,"Thanh Miện, Hải Dương",Hải Dương,245,"https://lh3.googleusercontent.com/p/AF1QipN7g6unqRRKFNvV2SaB0Jz_OxkbJtMADX4SxH-C, https://lh3.googleusercontent.com/p/AF1QipNPICUC3gpr5vJ9BxqTLhwHs3uuxFLeuztBLQ_F, "
Đền Quan Lớn Tuần Tranh,4.6,Nơi thờ cúng,Không có giá,"QL37, Đồng Tâm, Ninh Giang, Hải Dương 170000",Hải Dương,919,"https://lh3.googleusercontent.com/p/AF1QipNIAsa9IgofYP9_JD_oS-NZSjcTAI6Pjx8yC6qX, https://lh3.googleusercontent.com/p/AF1QipO7pAMuqf1iheUbbW59P4NRFhGJ3-2Sek-wdiwC, "
Đông Giao,Chưa xét,Khu dân cư,Không có giá,"Cẩm Giàng, Hải Dương",Hải Dương,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipMvU7JjxJM8qp02MagYrE3jg3YYFL4tMQdO5uEv, https://lh3.googleusercontent.com/p/AF1QipP3SIDsHFwm5c4HebUDiEQO-0GWrLIosUEQSFsz, "
Đền Đươi,4.7,Nơi thờ cúng,Không có giá,"V7X4+M6C, Cẩm Đới, Gia Lộc, Hải Dương",Hải Dương,26,"https://lh3.googleusercontent.com/p/AF1QipNiJD7TFWxYhhw11EGCKNENTK680eNoFqD3CmIR, https://lh3.googleusercontent.com/p/AF1QipMmK_rHaXqYlXptfiwqoQy_bg8SaoVPBW--oh6l, "
Cẩm Giàng,Chưa xét,Administrative Area2,Không có giá,Hải Dương,Hải Dương,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipPPWTirelb1oDWYmmjpikSG0b8krOFf4aPvKKX5, https://lh3.googleusercontent.com/p/AF1QipMrEqsLpruyuSi3Ic9577cUF-bbVYQl-Jz3PWvM, "
Nghiêm Quang Tự - Chùa Giám,4.7,Chùa phật giáo,Không có giá,"X676+V89, Unnamed, Road, Cẩm Giàng, Hải Dương",Hải Dương,96,"https://lh3.googleusercontent.com/p/AF1QipPqNG-KooLgSR2gFZQnKjx9OVl6G-_aHoZ-_ga_, https://lh3.googleusercontent.com/p/AF1QipMKzqCKzSdCjnNP2ZEfTEzefVlABB8VFE8rXhyP, "
Thanh Hà,Chưa xét,Administrative Area2,Không có giá,Hải Dương,Hải Dương,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipNXigken6ubQYtsUI5l9PGElsXWkcVVf3LtQGYx, https://lh3.googleusercontent.com/p/AF1QipMCHZVimB38j3RayXnTuaGJlrPx6FCCcY3L24yY, "
Nam Sách,Chưa xét,Administrative Area2,Không có giá,Hải Dương,Hải Dương,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipMH1-BgH4qVil4cjU0V1t764V5PA_MO3JFSM-2S, https://lh3.googleusercontent.com/p/AF1QipONalaYDii2468i4Gwd2YZxsNNS-HfE23WNgQIh, "
Cây Vải Tổ - Thanh Hà,4.4,Điểm thu hút khách du lịch,Không có giá,"thôn Thúy Lâm, xã Thanh Sơn, Than Sơn, Thanh Hà District, Hai Duong",Hải Dương,300,"https://lh3.googleusercontent.com/p/AF1QipO5AALpGxsIdKDus99dkwNSU8t43Jex0_QkBBzX, https://lh3.googleusercontent.com/p/AF1QipNeTU-c_JbnfZAJLgRrLzx0YefCfayn9Q_b9Npb, "
Chùa Bạch Hào,4.5,Chùa phật giáo,Không có giá,"Thôn 2 Xã Thanh Xá, Thanh Hà, Hải Dương, ĐT390, Thanh Xá, Thanh Hà, Hải Dương",Hải Dương,57,"https://lh3.googleusercontent.com/p/AF1QipO5AALpGxsIdKDus99dkwNSU8t43Jex0_QkBBzX, https://lh3.googleusercontent.com/p/AF1QipNeTU-c_JbnfZAJLgRrLzx0YefCfayn9Q_b9Npb, "
Giếng Ngọc,4.8,Điểm mốc lịch sử,Không có giá,"3CF8+WJM, An Lạc, Chí Linh, Hải Dương",Hải Dương,12,"https://lh3.googleusercontent.com/p/AF1QipOiaQWSQCCueiJ1b_YYnhluz87mLe8jgSEZhI5O, https://lh3.googleusercontent.com/p/AF1QipO9dk8opbkNuSIYdFbycirij_c6oiF03_Ca-t9Z, "
Xuân Nẻo,Chưa xét,Khu dân cư,Không có giá,Hải Dương,Hải Dương,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipNvYdFZ79cCjH7HPurtIMG2RyFoPfIDS1cpWOnY, https://lh3.googleusercontent.com/p/AF1QipOBJFfoSE227KJ9dx5RcgkXgPjHtY011L0Bypww, "
Bình Giang,Chưa xét,Administrative Area2,Không có giá,Hải Dương,Hải Dương,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipM526NNvmRiathkIvOU84JKjTLr4pUjGR6Dl-Jr, https://lh3.googleusercontent.com/p/AF1QipPApoGfhvT0i2IepH8hWc97KeBBZkUY_wEWy-lL, "
Kinh Môn,Chưa xét,Administrative Area2,Không có giá,Hải Dương,Hải Dương,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipNZvYLsjIJQwHYHU_9Tt6qeJMZMKmm97tD177BV, https://lh3.googleusercontent.com/p/AF1QipPLEvfFGr1tV4G5oBOjIIZePOoOS6-5BwyTRKqz, "
Ninh Giang,Chưa xét,Administrative Area2,Không có giá,Hải Dương,Hải Dương,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipMSgntC7uoB5VuuQiUy7XXyg31H6on-Idv18tFM, https://lh3.googleusercontent.com/p/AF1QipMzJWhuW9HrfzHhlAd7t4rDjp7XfjSEYM21z8fV, "
Kim Thành,Chưa xét,Administrative Area2,Không có giá,Hải Dương,Hải Dương,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipNZSo64LaZYG69baJty80k1zph40Fx0cGLwNWqR, https://lh3.googleusercontent.com/p/AF1QipNEuleMtE-sEnOhG2kVld_ORXjm01F16dIyRdgJ, "
Chùa Nhẫm Dương,4.3,Chùa phật giáo,Không có giá,"2GQQ+G5G, Duy Tân, Kinh Môn, Hải Dương",Hải Dương,13,"https://lh3.googleusercontent.com/p/AF1QipO1MyYhVmRpwbAW9DeWVjQLYRswxoTrmCd1imsH, https://lh3.googleusercontent.com/p/AF1QipPiOC-dWbytymlc-rxLAIL7JJ1rpOWfDvLwu-S0, "
Bàn cờ Tiên,Chưa xét,Khu đất khép kín,Không có giá,"Chí Linh, Hải Dương",Hải Dương,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipM7vgRwboIcg5APRtjr1ByuFJRkwAcvRaSPGVQK, https://lh3.googleusercontent.com/p/AF1QipPL3gFHzA4m_XI27MIPznWaKZxKDF_KK_clwymK, "
Nhà hát Thành phố Hải Phòng,4.7,Nhà hát Opera,Không có giá,"28 P. Trần Hưng Đạo, Hoàng Văn Thụ, Hồng Bàng, Hải Phòng",Hải Phòng,1.511,"https://lh3.googleusercontent.com/p/AF1QipMNkp6cJ9xIb4w3prm38RepC5rJrtXmA0yFWN2m, https://lh3.googleusercontent.com/p/AF1QipMfwTr8LdinRlrQMZO0FhDRIYDxu5KFLq0mrn1G, "
Bảo tàng Hải Phòng,4.3,Bảo tàng,Không có giá,"66 P.Điện Biên Phủ, Minh Khai, Hồng Bàng, Hải Phòng",Hải Phòng,516,"https://lh3.googleusercontent.com/p/AF1QipMNkp6cJ9xIb4w3prm38RepC5rJrtXmA0yFWN2m, https://lh3.googleusercontent.com/p/AF1QipMfwTr8LdinRlrQMZO0FhDRIYDxu5KFLq0mrn1G, "
Chùa Dư Hàng,4.5,Chùa phật giáo,Không có giá,"121 P. Dư Hàng, Dư Hàng, Lê Chân, Hải Phòng 180000",Hải Phòng,664,"https://lh3.googleusercontent.com/p/AF1QipPr0DSH-b29UMyOm_tuTwXk-xOirmgWejB8EW47, https://lh3.googleusercontent.com/p/AF1QipNdVObgg5JZSohdpBE38s2cYV52juxON7GB4ZM8, "
Hồ Tam Bạc,4.6,Hồ,Không có giá,Hải Phòng,Hải Phòng,225,"https://lh3.googleusercontent.com/p/AF1QipMpAsv5ZuEFDCBzLVVy6OzwyJZbQhTtN6faOMAi, https://lh3.googleusercontent.com/p/AF1QipNfx32IfjJmxQULpyodN3wGVNj4n_cxNixG-w1b, "
Vịnh Lan Hạ,4.7,Vịnh,Không có giá,Không có địa chỉ cụ thể,Hải Phòng,539,"https://lh3.googleusercontent.com/p/AF1QipOVHJgIQLwn4Fcu1-QdnOf9k5mc2xMHEVyduzWW, https://lh3.googleusercontent.com/p/AF1QipOlT-IotF_lErhoharTiZ3B8PPWrTRZodFp_zFn, "
Nhà Thờ Chính Toà Giáo Phận Hải Phòng,4.6,Nhà thờ Công giáo,Không có giá,"46 Hoàng Văn Thụ, Quang Trung, Hồng Bàng, Hải Phòng 180000",Hải Phòng,547,"https://lh3.googleusercontent.com/p/AF1QipMatYJI1jdAenCQ61792g6IGDXFmKylwZpDyOm6, https://lh3.googleusercontent.com/p/AF1QipP5ANLOGcvPIT6dASFwjoKA_HSCVhPtXsajd6vN, "
"Núi Voi, An Lão",4.5,Đỉnh núi,Không có giá,"An Tiến, An Lão, Hải Phòng",Hải Phòng,90,"https://lh3.googleusercontent.com/p/AF1QipN8eXKmz6dWalJxaM47HAkeN2S2bM2YLp2ecnAQ, https://lh3.googleusercontent.com/p/AF1QipMPgzjdDQNBOmzLpB3VizMvVBFIG-VUqwerl7yO, "
Bãi biển Đồ Sơn,4.0,Bãi biển,Không có giá,"Khu du lịch Đồ Sơn, Vạn Hương, Đồ Sơn, Hải Phòng",Hải Phòng,677,"https://lh3.googleusercontent.com/p/AF1QipPjxXcJZbezj4wZL3i9_6W1ktKkHwG35g40s0KR, https://lh3.googleusercontent.com/p/AF1QipOrb1Ua7rSiz39gojD9hXPlTmKr2fek2y08X2PE, "
Đền Nghè,4.8,Nơi thờ cúng,Không có giá,"53 P. Lê Chân, An Biên, Lê Chân, Hải Phòng",Hải Phòng,35,"https://lh3.googleusercontent.com/p/AF1QipPc70-yhVH8FHKDjLaHrrMV26o2eNOZ1bJjooxY, https://lh3.googleusercontent.com/p/AF1QipPn3nbl7A35smWxTIa6TmuHWOvKfNUyASvSIaaQ, "
Phố Tam Bạc,Chưa xét,Tuyến đường,Không có giá,Hải Phòng,Hải Phòng,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipOT7vrBsxmRjOENTC1PcsDWMkfSpLdLpgL8r9Js, https://lh3.googleusercontent.com/p/AF1QipMIA9bezcOACFKK9qGQwoKXYA9AeTNcnTC1Ym7X, "
Cây đa 13 gốc,4.7,Điện thờ,Không có giá,"Xóm Trại, Ngô Quyền, Hải Phòng",Hải Phòng,71,"https://lh3.googleusercontent.com/p/AF1QipP58SBNyU99KAZuGKTk1TBfyjYKQkdCebwRl5kM, https://lh3.googleusercontent.com/p/AF1QipN3L1AndyIMrJ4rcejzUpwoc-dU9oaEpqzpiz7C, "
Chợ Hàng,Chưa xét,Tuyến đường,Không có giá,"Lê Chân, Hải Phòng",Hải Phòng,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipPsjuGblDoPECkBXxyHbvEVrNG28veXs85gzsez, https://lh3.googleusercontent.com/p/AF1QipNATtP9_h_ijveQPT33uDT5QpE8OzYHBl02vf2V, "
Ga Hải Phòng,4.3,Nhà ga,Không có giá,"75 P. Lương Khánh Thiện, Lương Khá Thien, Ngô Quyền, Hải Phòng",Hải Phòng,367,"https://lh3.googleusercontent.com/p/AF1QipP0T-vMqkwP92P_AGykam3gTqGZI5ZAsw4h33eT, https://lh3.googleusercontent.com/p/AF1QipOev7nbxeuNLvlT7nsBgIFWNxq_xZayelzeYPIJ, "
Hòn Dáu,4.3,Đảo,Không có giá,"Vạn Hương, Hải Phòng",Hải Phòng,85,"https://lh3.googleusercontent.com/p/AF1QipMFptOf-q_UlyJHRcZGI33z0tdPEN8DykmvlWP0, https://lh3.googleusercontent.com/p/AF1QipNlwQcolRjzGTI1x_pYxck61_dW6VFUzTEFM_Fu, "
Bảo tàng Hải quân,4.2,Bảo tàng quân đội,Không có giá,"RPG2+F3R chân, Mạc Quyết Cầu Rào 1, Anh Dũng, Dương Kinh, Hải Phòng",Hải Phòng,209,"https://lh3.googleusercontent.com/p/AF1QipM8SwEU5EfquA9Friuanh0TqplLrWOW2pBZamn3, https://lh3.googleusercontent.com/p/AF1QipPgX_NrEc-RzfKe_fZwNKZ6E4iZTtz4WGZONq-R, "
Đảo Bạch Long Vĩ,4.5,Đảo,Không có giá,Hải Phòng,Hải Phòng,126,"https://lh3.googleusercontent.com/p/AF1QipMBG-J4AGuJgFEegdSja0T4EuihVjIi05goiXoR, https://lh3.googleusercontent.com/p/AF1QipPgbw6LIMTgKf1Fe1VeWOS9jp7-nlYy-QArF4cl, "
Chùa Đỏ,4.5,Chùa phật giáo,Không có giá,"282 P. Lê Lai, Má Chai, Ngô Quyền, Hải Phòng 180000",Hải Phòng,584,"https://lh3.googleusercontent.com/p/AF1QipMScYeiHHzzcmslT0hBtMBEZ4QHNVsKhJSI2czr, https://lh3.googleusercontent.com/p/AF1QipP3JtFTfCU5y_lH4IzRbKsJSUgXnTVMPaC-_555, "
Vườn Quốc gia Cát Bà,4.4,Công viên quốc gia,Không có giá,"Cát Hải, Hải Phòng",Hải Phòng,3.763,"https://lh3.googleusercontent.com/p/AF1QipMlpQk1wWpUIiyf1ewD_kcgjwbcB6mBo1FQau6e, https://lh3.googleusercontent.com/p/AF1QipMM1nDytKYUt8EvwepUkmvCn8E9n1e0ypZqb-My, "
Quần đảo Cát Bà,4.6,Đảo,Không có giá,Hải Phòng,Hải Phòng,1.325,"https://lh3.googleusercontent.com/p/AF1QipNVFcKniLUDz-WTVXyHlOHRS0SeoE9CYCcKhLY2, https://lh3.googleusercontent.com/p/AF1QipM0hC7IfKgGcl01ZptW3xJvxblu1DpoKwMYvfIq, "
Quần đảo Cát Bà,4.4,Đảo,Không có giá,"Trân Châu, Cát Hải, Hải Phòng",Hải Phòng,921,"https://lh3.googleusercontent.com/p/AF1QipMj-7_89pMtNDTs4WRrcfnzT_j0Ju44xQFqvEkT, https://lh3.googleusercontent.com/p/AF1QipPBMpSIMBul9n0np3C8-SK3KdJqIsLilqRJYXoI, "
Đồi Thiên Văn,4.3,Ridge,Không có giá,"Trần Thành Ngọ, Kiến An, Hải Phòng",Hải Phòng,62,"https://lh3.googleusercontent.com/p/AF1QipPXrVXxGcBfJuBUAz7zVaxPvNT8jL76uBCxG58T, https://lh3.googleusercontent.com/p/AF1QipPw-EerDQJ_TQ9giOEaS6dRRgtWwBTbxmxyeW3Q, "
Chùa Tháp Tường Long,4.9,Chùa phật giáo,Không có giá,"PQ7C+J38, Vạn Hương, Đồ Sơn, Hải Phòng",Hải Phòng,22,"https://lh3.googleusercontent.com/p/AF1QipPXrVXxGcBfJuBUAz7zVaxPvNT8jL76uBCxG58T, https://lh3.googleusercontent.com/p/AF1QipPw-EerDQJ_TQ9giOEaS6dRRgtWwBTbxmxyeW3Q, "
Đền Tây Sơn,4.4,Đình làng,Không có giá,"114 P. Tây Sơn, Trần Thành Ngọ, Kiến An, Hải Phòng",Hải Phòng,18,"https://lh3.googleusercontent.com/p/AF1QipNmr8GcwdWsGV9PertMUuy7BDMPmjP0lGIhsJdg, https://lh3.googleusercontent.com/p/AF1QipMbtq5xS6o27vW_p9_fORs3aeMqNNHPK5iCO2q3, "
Chợ Đổ,Chưa xét,Công trình xây dựng,Không có giá,"P. Tam Bạc, Phan Bội Châu, Hồng Bàng, Hải Phòng",Hải Phòng,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipNpc-ZJcY5Ld3J25X-imIuirmst1stOs5zO6qvy, https://lh3.googleusercontent.com/p/AF1QipPbnR7NrtHjbUR01KNZVNzWXVaxuIYBFExR-Xmx, "
Sông Đá Bạch,4.4,Sông,Không có giá,Không có địa chỉ cụ thể,Hải Phòng,394,"https://lh3.googleusercontent.com/p/AF1QipMJLk4VBPR1VSBUSDoeTirvo2-8SVCg1mn6tBY, https://lh3.googleusercontent.com/p/AF1QipMwThzBABgCCT3UFcucOlrqArNrL5XCFdw5xPc, "
"Tuyệt Tình Cốc, Hải Phòng",4.2,Điểm thu hút khách du lịch,Không có giá,"XHXC+VF5, An Sơn, Thủy Nguyên, Hải Phòng",Hải Phòng,716,"https://lh3.googleusercontent.com/p/AF1QipOgR8YdsgScnDL8NpuohXeUqVTWnoBgW07GbyIH, https://lh3.googleusercontent.com/p/AF1QipPbjwwOs9Tsgn-1CixJU1KeHKnUVNLCGhWkS6yz, "
Quần đảo Long Châu,4.7,Đảo,Không có giá,Hải Phòng,Hải Phòng,26,"https://lh3.googleusercontent.com/p/AF1QipNalFSfGUcyOtxR_IUn9EdnBvNhkWgW1L3gX28N, https://lh3.googleusercontent.com/p/AF1QipNOfukFDX-wxo56Ss-eG9szpYLM9dlhOeVxSJEm, "
Bãi tắm Cát Cò 1,4.0,Bãi biển,Không có giá,"tt. Cát Bà, Hải Phòng",Hải Phòng,560,"https://lh3.googleusercontent.com/p/AF1QipOHahwStBPCiEu3-BvlSGphsnejxJiS_mX6uAal, https://lh3.googleusercontent.com/p/AF1QipMbSJwX6jJWesGL5DZ3ZxucgMHAwIzqY78lYsTl, "
Đền Cố Trạch,4.6,Nơi thờ cúng,Không có giá,"Trần Thừa, Lộc Vượng, Nam Định",Hải Phòng,100,"https://lh3.googleusercontent.com/p/AF1QipM1qUJtdKIMov6ty4CmhbF6DST_UZKZk6X9eDuN, https://lh3.googleusercontent.com/p/AF1QipPp7rb9xnmeOHDqQlvfmZCsysKglaWIPAlAw7hM, "
Khu Du Lịch Suối nước khoáng nóng Tiên Lãng,3.8,Khách sạn nghỉ dưỡng,Không có giá,"ĐT354, Bạch Đằng, Tiên Lãng, Hải Phòng",Hải Phòng,241,"https://lh3.googleusercontent.com/p/AF1QipP0b8EUn_5zvMUXUyPvgivziacKZxq_ZAqaSg5h, https://lh3.googleusercontent.com/p/AF1QipPbZOxSF57HnNTY0_W8WYME6r77iTaZGLQ7H3GS, "
Khu du lịch Đồi Rồng Đồ Sơn,4.2,Điểm thu hút khách du lịch,Không có giá,"Vạn Hương, Đồ Sơn, Hải Phòng",Hải Phòng,588,"https://lh3.googleusercontent.com/p/AF1QipOOVAl_DLxdtDi4o15HwC7sMzuPRDzuN_j6YxEf, https://lh3.googleusercontent.com/p/AF1QipN5_4Hu_nNuSihZXrlVyREt4Arep4FcO4sJ4ajT, "
Đền thờ Trạng Trình Nguyễn Bỉnh Khiêm,4.6,Nơi thờ cúng,Không có giá,"MG6J+9GG, Trung Am, Vĩnh Bảo, Hải Phòng",Hải Phòng,147,"https://lh3.googleusercontent.com/p/AF1QipODcJYIYA7kTcLPrmnw0LSsProMU3t-9LYwqN1t, https://lh3.googleusercontent.com/p/AF1QipMtWZkD_NKF13dVSIrXItw-DfZmSYEX5O1pCN1j, "
Công viên Sunworld Hạ Long,4.4,Trung tâm vui chơi giải trí,Không có giá,"X23X+84G, Số 9 Hạ Long, Bãi Cháy, Hạ Long, Quảng Ninh",Hải Phòng,2.173,"https://lh3.googleusercontent.com/p/AF1QipNLsTMaXy_4B4HggpFq209C4TGKvPdE-7gIK8Mx, https://lh3.googleusercontent.com/p/AF1QipPbB9dWNX1vVNg7qSizgDllMXh0_R6C6S9yB-VH, "
đảo Vũ Yên,4.6,Đảo,Không có giá,Hải Phòng,Hải Phòng,168,"https://lh3.googleusercontent.com/p/AF1QipOnycItCGsFT9zgycG68Kpk8JrhIzSfRYsymsGw, https://lh3.googleusercontent.com/p/AF1QipMWYKVpKgs4PwRkUn6LauGAQz03M_ygUuk72rto, "
Đình Ngọc Xuyên,4.4,Cơ sở tôn giáo,Không có giá,"PQ7G+6GH, Suối Rồng, Ngọc Xuyên, Đồ Sơn, Hải Phòng",Hải Phòng,8,"https://lh3.googleusercontent.com/p/AF1QipNkULbLcapU-MHTC_cfmh2cW_cowfRErdQQ7VeU, https://lh3.googleusercontent.com/p/AF1QipOLyJ3Rbb6CZpKPGejyFAH6MvVppJY2KF3Wvnx0, "
Tràng Kênh,Chưa xét,Khu dân cư,Không có giá,"tt. Minh Đức, Thủy Nguyên, Hải Phòng",Hải Phòng,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipM04V6XYBwYAA2npHa0-xFEQpY14bd_gsx8SP2Y, https://lh3.googleusercontent.com/p/AF1QipNFIb2gBjGsd5aMyTJM-IXIKV7uKcAY0xHMFjL9, "
Hòn Dáu,Chưa xét,Ngọn hải đăng,Không có giá,"Vạn Hương, Đồ Sơn, Hải Phòng",Hải Phòng,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipOU51TxgUPfZNeLuYyaBAssnOUE2brkcPDWlfMt, https://lh3.googleusercontent.com/p/AF1QipMGmlX164iaoBgNOG6drvRttM5CCeuB90B9I2KF, "
Khu Di tích lịch sử Quốc gia đặc biệt Bạch Đằng Giang,4.7,Bảo tàng lịch sử,Không có giá,"Yên Giang, Quảng Yên, Quảng Ninh",Hải Phòng,320,"https://lh3.googleusercontent.com/p/AF1QipMSYpBS6jdtgxAP4lNpmug5I1nkFfrdhEs103kC, https://lh3.googleusercontent.com/p/AF1QipPZXKgXgK5b3netYjFHLe37KaUas42SXiAnPSNJ, "
Bến Nghiêng,3.6,Trạm xe buýt,Không có giá,"Khu du lịch Đồ Sơn, Vạn Hương, Đồ Sơn, Hải Phòng",Hải Phòng,9,"https://lh3.googleusercontent.com/p/AF1QipO8CFD07Ya6EGWBbgsm_NyimgbPUeyX9UnruXW1, https://lh3.googleusercontent.com/p/AF1QipPnxLwnK9g4OiHG_wTudy0oF0XvGmaxQD297Kiz, "
Khu 2 Bãi Biển Đồ Sơn,3.9,Bãi biển công cộng,Không có giá,"MQQW+3HP, Khu du lịch Đồ Sơn, Đồ Sơn, Hải Phòng",Hải Phòng,520,"https://lh3.googleusercontent.com/p/AF1QipM9jyCEHWbOhvUL_jjpGVvFWKesQ9PxNRspj4YL, https://lh3.googleusercontent.com/p/AF1QipOwOykjPosKK35pbFhKvbIrdV9rEfc51s_BTatO, "
Chợ Nổi Ngã Bảy,4.4,Chợ nổi,Không có giá,"RRHM+8PR, Đại Thành, Ngã Bảy, Hậu Giang",Hậu Giang,90,"https://lh3.googleusercontent.com/p/AF1QipM4CJ9xc_s3mS6s7ZzgDuO3sXYGDR2j5WXJEXyv, https://lh3.googleusercontent.com/p/AF1QipNdC0AjbFFQr9U3QAk-nIDqGolvOyR7tg9GhpGN, "
Thiền viện Trúc Lâm Hậu Giang,4.6,Chùa phật giáo,Không có giá,"KV Bình Tân, Long Mỹ, Hậu Giang",Hậu Giang,308,"https://lh3.googleusercontent.com/p/AF1QipM4CJ9xc_s3mS6s7ZzgDuO3sXYGDR2j5WXJEXyv, https://lh3.googleusercontent.com/p/AF1QipNdC0AjbFFQr9U3QAk-nIDqGolvOyR7tg9GhpGN, "
