name,address,score,reviews count,latitude,longitude,province,category,price,services,description images
ECO KOREA 1980s BBQ - TP Bắc Giang,"211 Nguyễn Thị Lưu, Phường Ngô Quyền, Bắc Giang, 26107, Việt Nam","4,9",75,21.2818082,106.1644235,Bắc Giang,Nhà hàng,200-300 N ₫,"Ăn tại chỗ, Nhận hàng ở lề đường, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNmZ7nQWmyJ2kIM3M32ts0gdwu0SWUP1y2SRQxo, https://lh5.googleusercontent.com/p/AF1QipPj9kDnmZ5kmwuch9f-3nRh2QfEbSRiaxQAV7MH, https://lh5.googleusercontent.com/p/AF1QipM6rW1nt43r29G32h85-RVxDE2F42lHZ5oJiiXv, https://lh5.googleusercontent.com/p/AF1QipMQiXRQ9n0Phj6bR-jbiC8gEtZiqnBuQpQapWiQ, "
Nhà hàng Sáu - Đặc sản Cháo Miến Lươn,"52 Nguyễn Văn Mẫn, Phường Trần Phú, Bắc Giang, 23000, Việt Nam","4,1",203,21.2756062,106.155841,Bắc Giang,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipPDLC3rJZOZFd_ijqi9i0Ut5878wM5wCAymoCGS, https://lh5.googleusercontent.com/p/AF1QipMAc8AmnNguom55SY1zDzpEsOJadDSTnEiRuyBm, https://lh5.googleusercontent.com/p/AF1QipP7WYiuuwhYAzDtvYAuiVrq3AwzTzqAkXkMzvCR, https://lh5.googleusercontent.com/p/AF1QipOKKJ_Y0Xhb3ocyFSiSqTHj4DneU-rYFBy9CF-p, "
Hipot - Paradise Buffet Lẩu & Dimsum,"1 Nguyễn Thị Lưu, Phường Trần Phú, Bắc Giang, Việt Nam","4,3",118,21.2768129,106.1543719,Bắc Giang,Nhà hàng,200-300 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipMUI5KK7HQtuLpnrmEPnukDwkh_qaP4Z5Pc7iel, https://lh5.googleusercontent.com/p/AF1QipPC3UQaeesg-I53goz1GRvVBiVuvceypNmlZFiW, https://lh5.googleusercontent.com/p/AF1QipPlWXipUsqwksgBBgbRFCXXLBtAMGDn5l3FyqCo, https://lh5.googleusercontent.com/p/AF1QipMOLedWlGU_eZmaVyzfL8Dce-LzC1QUmr0PayKK, "
Bún chả Bắc Giang 90 Thánh Thiên,"90 Thánh Thiên, p, Bắc Giang, 230000, Việt Nam","4,3",9,21.2710837,106.1600871,Bắc Giang,Nhà hàng,Không có giá,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNSQBYezVx1YkmXtwPCDMrsx5Sp1hCDRFqOWFsN, https://lh5.googleusercontent.com/p/AF1QipN70cnTqUmZm3M3MTS7s1ex4akhjDYrdydnPu-a, https://lh5.googleusercontent.com/p/AF1QipPTI2jc-U7MtXnDhpKNWlpJtQjZdho7y1rXD5t7, https://lh5.googleusercontent.com/p/AF1QipNxPO5KtMfvDaQXfZFqkZTXARbzr0x1GLy7IA_0, "
Lẩu Nấm Hoàng Phố - TP. Bắc Giang ( CN CÔNG TY CP DỊCH VỤ GOLDSUN),"269 Nguyễn Thị Minh Khai, Dĩnh Kế, Bắc Giang, 26120, Việt Nam","4,2",93,21.2804663,106.1740861,Bắc Giang,Nhà hàng,Không có giá,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipMc4BsRPgaoZ4OTTonLy5ec5-SmonLlMKhSmG7q, https://lh5.googleusercontent.com/p/AF1QipPQkXb1Xh-WMavPm5eQENsCnTwzUC4g0yUGoikj, https://lh5.googleusercontent.com/p/AF1QipNmfw99kt3DN9sM0L5ilrDo3NXFQ2oZ_TBCzS0X, https://lh5.googleusercontent.com/p/AF1QipN_zDWE99gkoXV8qj_kGLEhNRRzaSmukjqQmiMW, "
Nhà Hàng Đặc Sản Chim,"35 Đ. Mai Sẫu, Đa Mai, Bắc Giang, Việt Nam","4,2",144,21.2804663,106.1431871,Bắc Giang,Nhà hàng,200-300 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipPIhi6_KDXafUadync8OhahNA_DfJxTnIET9HsI, https://lh5.googleusercontent.com/p/AF1QipNTSW3v2k0Ae1tKIYwEMbsH6Jr6gMig8-bytOqS, https://lh5.googleusercontent.com/p/AF1QipOwrMo-OupjsKjigYJjPBicEy__YdZqaSFp4s00, https://lh5.googleusercontent.com/p/AF1QipNsFaEroQXJ0oLJ3VWHnBK-dzQmxhrH4Ab81-cP, "
GoGi House,"97 Hùng Vương, Phường Ngô Quyền, Bắc Giang, Việt Nam","4,1",118,21.2795175,106.1632538,Bắc Giang,Nhà hàng món nướng Hàn Quốc,₫₫,"Ăn tại chỗ, ","https://lh5.googleusercontent.com/p/AF1QipPX22gNxSo92OqKaUlCBwjqPr0w5WqAn1qPpw8j, https://lh5.googleusercontent.com/p/AF1QipMdduqY6pTobTFYhYJjit8a7R4_dCVLSWP7gYXZ, https://lh5.googleusercontent.com/p/AF1QipMdduqY6pTobTFYhYJjit8a7R4_dCVLSWP7gYXZ, https://lh5.googleusercontent.com/p/AF1QipPkgw0pvX1xT3s30FD7voZTA2ooAiLrbSUUUNE, "
Nhà hàng Tôm-Cua-Cá Đồng,"489 Lê Lợi, Phường Hoàng Văn Thụ, Bắc Giang, Việt Nam","4,0",148,21.2766901,106.1723684,Bắc Giang,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipMWoRRBb3C47nWKOLIWGBOHw6TV649oa4CH-6lC, https://lh5.googleusercontent.com/p/AF1QipPmajc-aZlY8sEb2LGz7c2h4W4fXA2QSXL8u2wt, https://lh5.googleusercontent.com/p/AF1QipOqnwq9necbCwqdWGe798KV4J9K28mnJoUSv_rA, https://lh5.googleusercontent.com/p/AF1QipMa1E3DAZQfv014In3Q6rYoP1Lj9_o8MkZMyR1F, "
Lòng Lan Anh,"414 Lê Lợi, Phường Hoàng Văn Thụ, Bắc Giang, 230000, Việt Nam","4,2",13,21.2744279,106.1653505,Bắc Giang,Nhà hàng gia đình,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipMeOUw_FEk23Qv003LgfXnMva3Q94aBKJ8Sk8Vl, https://lh5.googleusercontent.com/p/AF1QipPyzeS_yQ8Ii7OtbvPRC_WuFUK9j1dnwAXNOmPq, https://lh5.googleusercontent.com/p/AF1QipNtW_HPjzwA2fEh5Qi5YTkiP13z5mF23UboFQmA, https://lh5.googleusercontent.com/p/AF1QipNLTOgFodNgIdV-Tl8nzGVoblE8Tv2sYkPDQiY0, "
Nhà Hàng Đông Dương,"02 Bàng Bá Lân, Dĩnh Kế, Bắc Giang, Việt Nam","4,3",18,21.2811877,106.1800772,Bắc Giang,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipPlBFOutblGEVxTcz5Va-2bjorsSkST3fDUq-jK, https://lh5.googleusercontent.com/p/AF1QipPn1y06ELDEHrwONf9xJlynVREuTEKo4wUoCoBC, https://lh5.googleusercontent.com/p/AF1QipMW8VVQIFBLN-rXr-L6MyaX6xR13fcVdHN18ZvW, "
Phở gà Linh Anh,"266 Nguyễn Thị Lưu, Phường Ngô Quyền, Bắc Giang, Việt Nam","4,2",86,21.2837352,106.1675409,Bắc Giang,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNyrJ1DpjzDqhHeySBI3xTnJ0UIxFpBsj4h3t0b, https://lh5.googleusercontent.com/p/AF1QipMViJLjkmjJWVb7eYLCPKQ4FSrjGGm7Niohh-Jy, https://lh5.googleusercontent.com/p/AF1QipMvmdnAHIZB5P3zgfSlf5AXpM9lcjibqUvNHgJG, https://lh5.googleusercontent.com/p/AF1QipPuUVudyfUPEqeXcZABdFOchoWv_firYZcTKuAV, "
Nhà hàng Hà Linh,"Lô 1+2 đường, Huỳnh Thúc Kháng, Bắc Giang, Việt Nam","4,1",112,21.2621963,106.1701528,Bắc Giang,Nhà hàng,₫₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipP-Qv1umbPE-KC_rNylAQM33j0nlp2NAa8jMX_o, https://lh5.googleusercontent.com/p/AF1QipPuGJe0WJc7I6anWDc4Qt9R93MiteXhJfZzWB4_, https://lh5.googleusercontent.com/p/AF1QipPsG2nlKoJymjZASYhF4QUK-1nbIwFcJ5os2-ZO, https://lh5.googleusercontent.com/p/AF1QipOep5RAPLdNVlmBuAJEVUt1rB45-u31Dd-cEVsz, "
Ốc Ngon Sài Gòn,"93 Nguyễn Thị Minh Khai, Phường Hoàng Văn Thụ, Bắc Giang, Việt Nam","4,4",21,21.284201,106.1715138,Bắc Giang,Nhà hàng hải sản,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipP4c-i3WawXx5ezKWguO87JIwd1cBVfhltLZn8D, https://lh5.googleusercontent.com/p/AF1QipNNuS4flZUzfX4zVbjML_8Hi78uEtOjGxhMakR-, https://lh5.googleusercontent.com/p/AF1QipPiyz4Z-e1jLZ8WFHtotQHkn9h1otGkHALQToDq, https://lh5.googleusercontent.com/p/AF1QipOCCVR2W1fvPNIKB91hsCNnGEqvWDD0o_iVbldj, "
Đồ Nướng SEOUL,"295 Nguyễn Thị Lưu, Phường Ngô Quyền, Bắc Giang, Việt Nam","4,4",38,21.2836689,106.16692,Bắc Giang,Nhà hàng món nướng Hàn Quốc,200-300 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipMHssYDGmBz6i9XkcC7zUyjCbMAPt8A1xbz0h5X, https://lh5.googleusercontent.com/p/AF1QipMjfs5hmdV2PuPGohGcI_ipQ-9MTcup4iTiC26B, https://lh5.googleusercontent.com/p/AF1QipM_vTQpv1L968O9gCXKfYfDvgyhNFqGdYVWWPJ-, https://lh5.googleusercontent.com/p/AF1QipNy0W_oEy89FBh-tZHvdhVkqupH25rfLhqp_9s2, "
Nhà Hàng Đào Hoa Sơn,"Đường Trần Nguyên Hãn, Phường Trần Nguyên Hã, Bắc Giang, Việt Nam","4,9",14,21.2885487,106.1615042,Bắc Giang,Nhà hàng,200-300 N ₫,"Ăn tại chỗ, ","https://lh5.googleusercontent.com/p/AF1QipPxdPpInx7k6U0rFgPphMhx74KKQGuuhivxybBC, https://lh5.googleusercontent.com/p/AF1QipPxdPpInx7k6U0rFgPphMhx74KKQGuuhivxybBC, "
Bắc Giang. Trâu tươi Anh Đào 36,"ngõ 62 Lý Tự Trọng, Xương Giang, Bắc Giang, Việt Nam","4,1",356,21.2867107,106.1721264,Bắc Giang,Nhà hàng,200-300 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipPeUBWtgnDiJ_ECk1PC2bMJX2Waj8MMJ4KvyhI, https://lh5.googleusercontent.com/p/AF1QipMPxqX3Ipsb66OkTY61Xg2NnYXHDxObhp7r2FyB, https://lh5.googleusercontent.com/p/AF1QipPo_hoWjRhBGzvA8HCPYjChwpotmUi6ElGJu5wF, https://lh5.googleusercontent.com/p/AF1QipMYCBkIwz-IgNGDeP3VjqtEniwIQSlUfc1iH_LG, "
Quán Ăn Đêm Sơn Nhàn,"177 Giáp Hải, Dĩnh Kế, Bắc Giang, Việt Nam","4,4",8,21.2869881,106.1818412,Bắc Giang,Nhà hàng,Không có giá,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipN8dXe6YrZMH2IDTc4uzopxhIWi_mpOPXzsLjWv, https://lh5.googleusercontent.com/p/AF1QipOh57fWjLbhJuMY_oqgmZkym5X6A8prrlrsux8M, "
Quán ăn Hiển Ngà,"20 Nghĩa Long, Phường Trần Phú, Bắc Giang, Việt Nam","4,2",44,21.2869881,106.1509422,Bắc Giang,Nhà hàng,1-200.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipOjK8Cy2R_Xs7xTy3ABo7nu3JG03fZZRY5hVm8C, https://lh5.googleusercontent.com/p/AF1QipMu1ReqbXfBaj1OSQ5i95MAwrDWqxNOLv8V-ZfI, https://lh5.googleusercontent.com/p/AF1QipOtYaD1s_IkrHQD-E7b5S3nZFGsUYSl0j4WKi3p, https://lh5.googleusercontent.com/p/AF1QipNh49EjXikgASHYi6hWABkpcNemx72FYzi-gqk-, "
Gà Lu Quán - 61 Ngô Văn Cảnh,"61 Đ.Ngô Văn Cảnh, Phường Hoàng Văn Thụ, Bắc Giang, Việt Nam","4,1",57,21.2756659,106.1678817,Bắc Giang,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNO65xkJ1L9P0tEWgoDEXX0NFkRRpd6MYT7U6fM, https://lh5.googleusercontent.com/p/AF1QipNGOKdja6jmQpqqegVG6ubTdE5YSozvZ2Bnavk, https://lh5.googleusercontent.com/p/AF1QipPlXOnXEMUP2wKB3YB8eFX-H4Xox4uxa5pfvAA, https://lh5.googleusercontent.com/p/AF1QipNt2rW7SOs5wVE6NUUT3o8POBlxCaxkr10JW7aG, "
Đặc Sản Chè Bà Năm,"19 Tiền Giang, Phường Lê Lợi, Bắc Giang, Việt Nam","4,3",46,21.2699756,106.1638042,Bắc Giang,Quán ăn nhẹ,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNPyvp0VaeP3Fdxe4QAjhKHxG1L95FGrxU52gu3, https://lh5.googleusercontent.com/p/AF1QipOrd0wLtDG1h0hdStlmeV8kIt3DVO3DT33LmQOi, https://lh5.googleusercontent.com/p/AF1QipOrd0wLtDG1h0hdStlmeV8kIt3DVO3DT33LmQOi, https://lh5.googleusercontent.com/p/AF1QipPHNmNxbRWBwrCJPVyLX-1ZWNIHFXsaiWbCkOhd, "
Nhà Hàng Bốn Mùa,"36 Đào Sư Tích, Phường Hoàng Văn Thụ, Bắc Giang, Việt Nam","3,9",141,21.2787489,106.1722036,Bắc Giang,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipPjEz7lhorc2RDVfxSSnFLIRrBArJDw63kb33U7, https://lh5.googleusercontent.com/p/AF1QipOhncUDGyUvIAFmZnZ0mk-D_T8bfabYrBWn5opo, https://lh5.googleusercontent.com/p/AF1QipOngKsD2XzjdqBQlcIJe6-DsNSM08CPciGa5bQ, https://lh5.googleusercontent.com/p/AF1QipOeiyxRpsJ7wDJqDvoKVCwLxy6opc-JK2MxVqt8, "
