name,address,score,reviews count,latitude,longitude,province,category,price,services,description images
Nhân Quán Hủ tiếu Nam Vang,"8 Trần Phú, Phường 7, Bạc Liêu, Việt Nam","4,1",225,9.3037599,105.649111,Bạc Liêu,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, ","https://lh5.googleusercontent.com/p/AF1QipMrlHkYmWIuJJdqmeA49FkqoYtXpO_W9cTu1XLr, https://lh5.googleusercontent.com/p/AF1QipMSZ5DKHN3TtN-NnSHb01z43Zl0YFus9LS8eYp4, https://lh5.googleusercontent.com/p/AF1QipN9M5hjkk0OG7_DAZZ2p1AseDI0he9_P0D02loq, https://lh5.googleusercontent.com/p/AF1QipO58dN2Sh349Mthm4Co6O2A1SLrjIpukWO6lJU_, "
Chingu Bbq,"15 Trần Phú, Phường 3, Bạc Liêu, Việt Nam","4,7",3,9.2869235,105.6498073,Bạc Liêu,Nhà hàng,Không có giá,"Ăn tại chỗ, ",
Tiệm Cơm Chay Diệu Tâm,"8 Đặng Thùy Trâm, Phường 3, Bạc Liêu, 97000, Việt Nam","4,0",43,9.2842486,105.6486684,Bạc Liêu,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, ","https://lh5.googleusercontent.com/p/AF1QipMa2T2EBsyXygEty0iHf4kli4o4BifeWC5hwau3, https://lh5.googleusercontent.com/p/AF1QipP_2BiByPiGBTy46CEXNVVLyzn6bawoWxJq8jIh, https://lh5.googleusercontent.com/p/AF1QipNvAJoeJfH-G-rrbGigcAO45p28OByxBrKft1dP, https://lh5.googleusercontent.com/p/AF1QipMZvMCPiFzn5i-U7SyI8whgBxgPcPZ8nVRohdko, "
Mì Cay Seoul Bạc Liêu,"38 Trần Huỳnh, Phường 7, Bạc Liêu, 260000, Việt Nam","2,8",114,9.2925958,105.6449203,Bạc Liêu,Nhà hàng Hàn Quốc,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipOxW0hQJFQbPQS4iIj-1Vd0IIbcg7abF78eDuwz, https://lh5.googleusercontent.com/p/AF1QipOReJt_Vcu5sLh7jUDyDiSSFq8aHTmaU99KCAoP, https://lh5.googleusercontent.com/p/AF1QipNGuq3Kw8mlUC1hxLZ862IIe0EAmLo9MXXRMsE2, https://lh5.googleusercontent.com/p/AF1QipNq_XkeEBIRm3y47MxMA0kEeUHzZD2JRn0lS12n, "
Bún nước lèo Tân Mộng Thường,"166 Võ Thị Sáu, Phường 8, Bạc Liêu, Việt Nam","4,6",76,9.2927389,105.6395164,Bạc Liêu,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNHDxo9ybj8DY9d_w_kytODIw_7UxH_ysGi6PWQ, https://lh5.googleusercontent.com/p/AF1QipPW5fk21qE_Rc8jvweXzmzyShdORT31qYF-Hq0h, https://lh5.googleusercontent.com/p/AF1QipOCQodafNJsJYY4_7Zod3-z0jOrl612xBa0eViz, https://lh5.googleusercontent.com/p/AF1QipNYZhQeiNOw1Xs952UNt-F9WmWdPPLuHI0Howpu, "
Dê Tươi Đức Tuấn,"Phường 7, Bạc Liêu, Việt Nam","4,1",153,9.3063597,105.6483371,Bạc Liêu,Nhà hàng,100-300 N ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNWpH5twX8qIkfwK4HXUshLqafGFUpXe43lRAEt, https://lh5.googleusercontent.com/p/AF1QipOb-A8QziXyUsswRrqgR6BHP60qMIK6_-4CUOVM, https://lh5.googleusercontent.com/p/AF1QipOLuczVyBrGlZ1t4RwJRaYNemxxJqtwIIl6K43L, https://lh5.googleusercontent.com/p/AF1QipM9_bqypwhjZuqOiDJuY_m9D6LVab3jAhSgu0dL, "
Cơm Chay Thiện Tâm,"138 Bà Triệu, Phường 3, Bạc Liêu, Việt Nam","4,1",64,9.287492,105.6516009,Bạc Liêu,Quán ăn nhỏ,₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipO9XzJIfdJ0KU6OOJPBmsojlV1PwBl0aWrJhCEG, https://lh5.googleusercontent.com/p/AF1QipMStmt2evhenps6SS0WmQnPZPdJNpvzyX6MjheW, https://lh5.googleusercontent.com/p/AF1QipMeO0iv82ngcpcrJf-8c6jfhWPtzzst2K4p2MUa, https://lh5.googleusercontent.com/p/AF1QipNLFZEsnFDubtKfDI9hBk_bKySEa7QdCSD_wTEd, "
Quán Bánh Xèo 61,"61/2 ấp Giồng Nhãn, Hiệp Thành, Bạc Liêu, Việt Nam","3,8",177,9.2353766,105.6776904,Bạc Liêu,Quán ăn nhỏ,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipM9jZWCSaBF78v5IMA8cfwMvDOnPiRkdijw5Asx, https://lh5.googleusercontent.com/p/AF1QipMT6tUE2H4nlYxSdLXKXEL7_ypbKMVuRIRfmM2L, https://lh5.googleusercontent.com/p/AF1QipPRj2d5lbQ0kcVQovWGyJkJUNmrVxBL5cRkXIqU, https://lh5.googleusercontent.com/p/AF1QipPfuzzAC9ctHUwN-6JBhHMb7LJsblm7bvKBQ3jO, "
Quán Mỳ Mỹ Dung,"387 khóm 8- đường Cách Mạng, Phường 1, Bạc Liêu, Việt Nam","4,0",81,9.2871383,105.6549368,Bạc Liêu,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNBg9VdCn0xCkgNP1bSOjW3GQWl_CMNg6pYj9tn, https://lh5.googleusercontent.com/p/AF1QipM5q1N-hm0WKIeYwgszECzleL3A3Rs8n1O5KSOu, https://lh5.googleusercontent.com/p/AF1QipNn2tmELlaq2tDpzAHsJYCYhWoCEHzpDrjtcikc, https://lh5.googleusercontent.com/p/AF1QipMP-HXbJrkU6pqWH-Z1tjE9JhirFMqi6DfDB6f_, "
Bún bò cay 577,"341 đường Trung Tâm, Tp, Việt Nam","4,7",76,9.2674967,105.6559638,Bạc Liêu,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipMjTxXos9fBIcg74ycN9oAI1JPgxJnxaxZM8LhJ, https://lh5.googleusercontent.com/p/AF1QipOyo9FiJSWmYHIEERtDbPSzWye-3FbzwiYNexF_, https://lh5.googleusercontent.com/p/AF1QipOD8-djCpQ1clM8-lj-sGdoZnUrln7mLNkt3niT, https://lh5.googleusercontent.com/p/AF1QipMk6iWsv25owSIYBVR3kcjirVBSMequEaNFH9yP, "
Bún nước lèo 168 - Bạc Liêu,"168 Võ Thị Sáu, Phường 8, Bạc Liêu, 960000, Việt Nam","3,9",60,9.2925277,105.6399718,Bạc Liêu,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, ","https://lh5.googleusercontent.com/p/AF1QipO0tQ0kvlE5HuX0z5k0iIYlGP-hDuzyYW5qdBq6, https://lh5.googleusercontent.com/p/AF1QipMw76vPHZB1sLJTuADbFoffUzNjllzk16_qoRS5, https://lh5.googleusercontent.com/p/AF1QipPnU-JhAGsnYxcTInbX8HC6D8XHR_wrYvp4hrin, https://lh5.googleusercontent.com/p/AF1QipPsEN3U3WH4C8WYR6wjLXD_vQ_hrbipXKA332gR, "
Kichi Vincom Trần Phú Bạc Liêu,"Lô L3-06, TTTM Vincom Bạc Liêu, khóm 1, Bạc Liêu, 97000, Việt Nam","4,2",47,9.2869731,105.6494695,Bạc Liêu,Nhà hàng,200-300 N ₫,"Ăn tại chỗ, ","https://lh5.googleusercontent.com/p/AF1QipM4IePISxHoQs3mqVPXC-EW6hJkmLO3enHS2inq, https://lh5.googleusercontent.com/p/AF1QipNOyDvT-ZInHqnLtC45Q4WZXjG-G1TVW_4UY8KI, https://lh5.googleusercontent.com/p/AF1QipOt1D0owX4Fn-HwYd7cRZpH5JxXwPD0CR-G0L2u, https://lh5.googleusercontent.com/p/AF1QipP7nFj3oG8BYvvSsAiXcP7dIkkgpvR-BwCj_HX-, "
Ẩm Thực Nam Bộ,"973 Ninh Bình, Phường 2, Bạc Liêu, 97000, Việt Nam","4,8",4,9.2728637,105.6535381,Bạc Liêu,Nhà hàng,Không có giá,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPpaObbcg76bSR-CeWi29ZcIfRBGRJMIeEIuEac, https://lh5.googleusercontent.com/p/AF1QipO9ukoNsN6I2ipbw-RaeR6p-9g2dswTNHX5VXVf, https://lh5.googleusercontent.com/p/AF1QipOeSdwJTjDAEMjxI1JDLnPv7yMcJDEhd_UJRJ0R, https://lh5.googleusercontent.com/p/AF1QipOOFStSo5jVbp1rxOUJ5U1jvQUPEXWcHDGVFldI, "
Bún nước lèo Út Phượng (Bạc Liêu),"7PJF+9MW, Khóm 2, Bạc Liêu, Việt Nam","4,6",20,9.2809819,105.6520984,Bạc Liêu,Quán ăn nhỏ,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOTyAgp_JyoJTRnPrVq68vR17RelnjxsZK01Tqe, https://lh5.googleusercontent.com/p/AF1QipMR7cYemHaS1Yeg98ZWtDSI_t39-9r1vnvDVrpv, https://lh5.googleusercontent.com/p/AF1QipOLgX3SK73G0ihawKHCheH2Fjq3lfH7miElv50i, "
Linh Cari Bò Kho,"75 Cao Văn Lầu, Phường 2, Bạc Liêu, Việt Nam","4,2",113,9.2817579,105.6546691,Bạc Liêu,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, ","https://lh5.googleusercontent.com/p/AF1QipPLqTc7YfrZtsZTcjOtQO5nio3veioFrS_iQzKB, https://lh5.googleusercontent.com/p/AF1QipNmewDqTcfjg2Nzk_RilGcKh65SneDNTUlshZWS, https://lh5.googleusercontent.com/p/AF1QipN9FNsdOzRNCHR93EkabOH_4ToV_mwQFW4JlPeI, https://lh5.googleusercontent.com/p/AF1QipOcFmNykOAuKkOVM-vZAoWunVPqwM_AXkuxGTE, "
Mì cay Sasin,"B8 Hòa Bình, Phường 3, Bạc Liêu, Việt Nam","3,8",256,9.2876432,105.6495669,Bạc Liêu,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipP68tMCsXTlJdVD7QTZguQpNw8XwLOsizd1dnUy, https://lh5.googleusercontent.com/p/AF1QipPE3FfzLuVMcs6J7dITuYJbiFRkmNoqMzgzB3aA, https://lh5.googleusercontent.com/p/AF1QipO468fgOrhNZM2Eh_-nX4oHuIeqr1I7OFD83sh6, https://lh5.googleusercontent.com/p/AF1QipOPr8WjYlu6qqs8aJUv-IquGIWFcecsYRt13Zi6, "
Tiệm nướng Khói Buffet,"Nguyễn Đình Chiểu, Phường 7, Bạc Liêu, Việt Nam","4,2",69,9.2937387,105.6456896,Bạc Liêu,Nhà hàng món nướng,100-200 N ₫,"Ăn tại chỗ, ","https://lh5.googleusercontent.com/p/AF1QipMAQFkroGDQTZ3FSsQradtquZAtHE46EiO8wqZ5, https://lh5.googleusercontent.com/p/AF1QipNoROz60iljVCfKPOhe3OExZfh_1giTyxoQtkF_, https://lh5.googleusercontent.com/p/AF1QipNdHGMHwY74R-TdiwTPfpvfOqIpcTtZQvhVwJkZ, https://lh5.googleusercontent.com/p/AF1QipNnt9yPKZik40_WBfEP2bSeBybNWwU0stBahTFG, "
KING BBQ Vincom Trần Huỳnh Bạc Liêu,"109 Trần Huỳnh, Phường 7, Bạc Liêu, Việt Nam","3,7",25,9.2926888,105.6462033,Bạc Liêu,Nhà hàng thịt bò Hàn Quốc,200-300 N ₫,"Ăn tại chỗ, ",
Nhà Công tử Bạc Liêu,"13 Điện Biên Phủ, Phường 3, Bạc Liêu, Việt Nam","4,3",2.371,9.2840845,105.6517077,Bạc Liêu,Bảo tàng,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipN4uzKLDQrGOtgn_2DixMOoHbP1AhLYX1BTzx2q, https://lh5.googleusercontent.com/p/AF1QipMUvquEa8M3wYfLsBNMB6WMAtz01wsWc9uPV3bh, https://lh5.googleusercontent.com/p/AF1QipPHOgnvioEul37F-yf0yfD-eMfnNX34qZK-teA5, https://lh5.googleusercontent.com/p/AF1QipOulpJM7BlH0rAAL9nA9SRgk_YPDEDw3jIi-xKh, "
Bún Quậy 58 Bạc Liêu,"185 Hoàng Diệu, khóm 9, Bạc Liêu, Việt Nam","4,7",21,9.2910911,105.6607156,Bạc Liêu,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, ","https://lh5.googleusercontent.com/p/AF1QipMZH0bu_SNqPNprvN2dRzgCiHMkStQ4pHzlhz4U, https://lh5.googleusercontent.com/p/AF1QipOwxF2XZevXn0Zph9YgOmNNibUQz_4EHdAnd78Q, https://lh5.googleusercontent.com/p/AF1QipOvZlWCQuymQ2XR7tKPVOPRsIK-GNY3AAlh0t_v, https://lh5.googleusercontent.com/p/AF1QipMZH0bu_SNqPNprvN2dRzgCiHMkStQ4pHzlhz4U, "
Quán Hải Sản Kiều Oanh,"6P4R+2R4, Nhà Mát, Bạc Liêu, Việt Nam","3,7",10,9.2050186,105.6699737,Bạc Liêu,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipMHFLqZ_L83n4mi7UBJ6MW6_RUuXZ4nk9_uPV4Q, https://lh5.googleusercontent.com/p/AF1QipN9frFlAm3H9nmyfZ3jGbftjkmoph8huW8K5z_6, "
Cơm Gà Huy Ký,"Trần Phú, Phường 7, Bạc Liêu, Việt Nam","4,0",62,9.3008668,105.6488176,Bạc Liêu,Nhà hàng,₫₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipMZC2higMcBagWUbRUXT4IMK88OfqWI7eHe3txV, https://lh5.googleusercontent.com/p/AF1QipOoaG71Yw1smuq5TpeKrXKfizpAdxp1Ij7ldx_A, https://lh5.googleusercontent.com/p/AF1QipPN7rTyVvgNVsI7fCXKkgxTOK0TJhZgd2ihj3gM, https://lh5.googleusercontent.com/p/AF1QipP0IZ7NaRiwK3SwKJOAKZBHL4zP9LJWPB89y4WK, "
Dookki Vincom Trần Huỳnh Bạc Liêu,"Vincom Plaza, 109 Trần Huỳnh, Phường 7, Bạc Liêu, Việt Nam","4,1",181,9.292554,105.6464882,Bạc Liêu,Nhà hàng Hàn Quốc,100-200 N ₫,"Ăn tại chỗ, ","https://lh5.googleusercontent.com/p/AF1QipNSJ13ByuljnvvjiYAQELL1IcJRoTCM0zHDlVDI, https://lh5.googleusercontent.com/p/AF1QipNVlYgHD4OJy2AWxGN2Dr8T3eFEWXRG6LSelI25, https://lh5.googleusercontent.com/p/AF1QipOZ32JHSvyibyBOGE11MU6-hS1lm8HX3kMsphMb, https://lh5.googleusercontent.com/p/AF1QipOvn5uTt02x5LuImH023D2DUpcD2K1XVPPaxQkC, "
Mì Ý Huôi,"115 Hòa Bình, Phường 7, Bạc Liêu, Việt Nam","4,0",124,9.2887157,105.6510715,Bạc Liêu,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, ","https://lh5.googleusercontent.com/p/AF1QipM_X18nSrpBJlHsJfkRXQAoki-tC19kpstNOv80, https://lh5.googleusercontent.com/p/AF1QipOWbAXMZSFzdnMqruPrHydrBxDOJJpY9ZZ-_gKq, https://lh5.googleusercontent.com/p/AF1QipMs-lLztQHa1dR1I1fNSvJPfqB10mfFqAuww8-f, https://lh5.googleusercontent.com/p/AF1QipPn0EOkcFXWiU-JKf3rRVUy59PVIbdw2HUuBTRK, "
Quán Nhậu Trường An,"40 Trần Huỳnh, Phường 7, Bạc Liêu, Việt Nam","4,3",14,9.293212,105.647765,Bạc Liêu,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOCLyzLVU8LJHxce7szPMBQuf0GXcWe9Vzpwt60, https://lh5.googleusercontent.com/p/AF1QipOCLyzLVU8LJHxce7szPMBQuf0GXcWe9Vzpwt60, https://lh5.googleusercontent.com/p/AF1QipOCLyzLVU8LJHxce7szPMBQuf0GXcWe9Vzpwt60, "
Bún nước lèo không tên Bạc Liêu,"328 Võ Thị Sáu, Phường 3, Bạc Liêu, Việt Nam","4,2",35,9.2886488,105.6454983,Bạc Liêu,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipPa85YhxQbaI8j59ZQNn9c_Bnd9TpOg96Bw8J-F, https://lh5.googleusercontent.com/p/AF1QipPSRbzHOFZwYTSRNyIpJfjvfSLAt6LfIw43cEIX, https://lh5.googleusercontent.com/p/AF1QipMps8OhId9XPpejrXbeBptNEDLsl69kXfeg2ATR, "
Nem Nướng Tư Vân,"20 Hà Huy Tập, Phường 3, Bạc Liêu, Việt Nam","4,4",240,9.2874511,105.6520126,Bạc Liêu,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipPU812z1xLsxtbEdNnvIDRUUflQ3SSq-bkE8P2_, https://lh5.googleusercontent.com/p/AF1QipMk1j8seynrFjjswnENHJ_-aNEHmQ9txVyeI9fT, https://lh5.googleusercontent.com/p/AF1QipOuTyFFcrTdKu3o-VMP5qHHXdDGW4CqG01uHtAD, https://lh5.googleusercontent.com/p/AF1QipPkK2wkWFEywKFS5-A4KJIO1kEw2k0aiPrCcIJh, "
Ẩm thực Thiên Quang,"40 Trần Huỳnh, Phường 7, Bạc Liêu, Việt Nam","3,7",33,9.2930803,105.647813,Bạc Liêu,Nhà hàng quán rượu dành cho người sành ăn,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOqZrGtmpKlWTpICH4GXuBN136xvT9yMNesqSgx, https://lh5.googleusercontent.com/p/AF1QipNP5MlBOCynvl7imjFGdhceq3kDILFuFyo7sF2u, https://lh5.googleusercontent.com/p/AF1QipM8AjtxxBh03nbYl9bXBgba0jpUTGT7j4EUiRcG, "
Jollibee Co.opmart Bạc Liêu,"7 Trần Huỳnh, Phường 7, Bạc Liêu, Việt Nam","4,1",131,9.2924501,105.6444727,Bạc Liêu,Nhà hàng ăn nhanh,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOniNuRTP-en9raXEX_2CI8yx6BHTJD-K8XMT9Z, https://lh5.googleusercontent.com/p/AF1QipNn7lDmG6IFZSeL4u_-q9t5Z5r8sgtvTPfAPP8J, https://lh5.googleusercontent.com/p/AF1QipNbOgeRk_adCp-zMYGKtQRACrhk4DlrQ8lIQDFM, https://lh5.googleusercontent.com/p/AF1QipOStQqO0VT5ek6C72HRxG-ONQKF0kwipJxUXly8, "
Jollibee Endcap Bạc Liêu,"128 D. Nguyễn Tất Thành, Phường 7, Bạc Liêu, Việt Nam","4,0",287,9.2905286,105.64995,Bạc Liêu,Nhà hàng ăn nhanh,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipO8w8S4nkmKdZUqSGZPcPdnGTApmhS41OVnB6vQ, https://lh5.googleusercontent.com/p/AF1QipMNNS3xF2IiK5H1MUQXcYnGnt7B5wFgNUTTX24_, https://lh5.googleusercontent.com/p/AF1QipOttcBuWpohJfifwzY5m7TduzOZSUg8G07q1mZ7, https://lh5.googleusercontent.com/p/AF1QipPJy4sCWFrh3wU7fE8N2NzRcVzbjEl0u48JWzTk, "
BÚN BÒ CAY KIM CƯƠNG,"598 Trần Phú, Phường 7, Bạc Liêu, Việt Nam","4,0",121,9.3065485,105.6486111,Bạc Liêu,Nhà hàng,Không có giá,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPWrQtTNQESXxrh5zg-XYW75AsWy8UdHK0gO8yN, https://lh5.googleusercontent.com/p/AF1QipMo8vWlVAO-zpkjCrGUzNKnAm4uXPJePtW-xg9h, https://lh5.googleusercontent.com/p/AF1QipMpDtPTbJG9A-u85uBKtGCwHANIQzWZaoVuiFj2, https://lh5.googleusercontent.com/p/AF1QipMAYJ-p76LqENAmrz2zElhRGVZIZGlEGt6dS2XY, "
Hải sản Đại Phát 2,"438 Ninh Bình, Phường 2, Bạc Liêu, Việt Nam","3,7",70,9.2740902,105.6537292,Bạc Liêu,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipOzWfjLK9jmiEWTGRFxM2gNoC1mADmNYfJLKHQS, https://lh5.googleusercontent.com/p/AF1QipNOSylbgjTH3YGpkAznOXquh1wDFxXdlgItoRP2, https://lh5.googleusercontent.com/p/AF1QipP8LT_PgxPR5bzHXiqsT1q-xqCZbXsZoSXTr2Mo, https://lh5.googleusercontent.com/p/AF1QipMkjAqnTcndysbIpoCxzOnSJWbCsBFnj4RJqXlJ, "
Cơm tấm ngon Trường Khoa,"95 Trần Huỳnh, Phường 7, Bạc Liêu, Việt Nam","4,8",14,9.2936514,105.6479698,Bạc Liêu,Nhà hàng cơm,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPeHWdMwyga8dgZKxT4HzTak_3hmnKgh9mP7d9j, https://lh5.googleusercontent.com/p/AF1QipPYlJFDVNCBtvL94b4ztrXWk4AuUyQW5DBrwNXZ, https://lh5.googleusercontent.com/p/AF1QipOaWx3ZA6pz_hGU5jZqYMZFl1GpbPEft2022ng, https://lh5.googleusercontent.com/p/AF1QipMu5y-_KxOUr8bgNpuG06zTs-Ff05cpkcksU0eJ, "
Quán Nhậu 45,"41 Trần Huỳnh, Phường 7, Bạc Liêu, Việt Nam","4,1",13,9.2936582,105.6486282,Bạc Liêu,Quán ăn nhỏ,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipPlyvj1JlYQW5ullCA3RHfEMjOwlE3patYxi8n9, https://lh5.googleusercontent.com/p/AF1QipOAdCWFSW5jmYa59buQQEnA5obQKbG9YiWO8aS0, https://lh5.googleusercontent.com/p/AF1QipPlyvj1JlYQW5ullCA3RHfEMjOwlE3patYxi8n9, "
Mì cay ITADA,"59/1 Võ Thị Sáu, Phường 8, Bạc Liêu, Việt Nam","3,7",107,9.2900329,105.643567,Bạc Liêu,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipOApRjcYrBgGCyrolIIa94d-WFE4UffXN8HdjNw, https://lh5.googleusercontent.com/p/AF1QipOu9AdK-p0CQOGi6mWlXFtnAJ3LuJIVUxN-hb-C, https://lh5.googleusercontent.com/p/AF1QipNxaJkr-3zas4ikAwcgiUU9cf_sChMcJN7a02VR, https://lh5.googleusercontent.com/p/AF1QipM2lZPEfk0t87WSe4JuVcybTp2lggNVP9w5oDSV, "
Bánh Tằm Ngan Dừa (Quê Nội),"259 Trần Huỳnh, Phường 1, Bạc Liêu, Việt Nam","4,7",15,9.2982904,105.6575805,Bạc Liêu,Quán ăn nhỏ,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNTcq4ln6yJ40zijJfW4wpOPqHX5AvOiP2-3Qt2, https://lh5.googleusercontent.com/p/AF1QipMP6G9Lb1qMp7aJZiVjCdVlOyYQ8eqCmHCUl3Tr, https://lh5.googleusercontent.com/p/AF1QipNSl12HYyiY_B25IdT4O4N5qNl870gDY30SPOiU, "
Sayaka Vincom Trần Huỳnh Bạc Liêu,"109 Trần Huỳnh, Phường 7, Bạc Liêu, Việt Nam","3,6",14,9.292809,105.6465979,Bạc Liêu,Nhà hàng Nhật Bản,Không có giá,"Ăn tại chỗ, ","https://lh5.googleusercontent.com/p/AF1QipPmXHaayLxyHm9qAxwcGu780S3efCS1-dFug0QR, https://lh5.googleusercontent.com/p/AF1QipNb-kNkRZdJkx8eak7Th3SM9FJR4yLmN3euXQUC, "
Bánh củ cải,"142 Cách Mạng, Phường 1, Bạc Liêu, Việt Nam","4,2",31,9.2915376,105.6583559,Bạc Liêu,Quán ăn tự phục vụ,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipPOlxeMJzGnKT7_2HBikCdnzOTm-Hj9Q9hrfzWx, https://lh5.googleusercontent.com/p/AF1QipNM0df8DyGduVJmlMBrKkWftUm4143MNGusMYiL, https://lh5.googleusercontent.com/p/AF1QipN72Du-hDXH4TgZQmFxtWqpqkCAFusi_MN4385a, "
My Bún Đậu bạc liêu,"Trần Huỳnh, Phường 7, 61/4, Bạc Liêu, Việt Nam","4,3",10,9.2934337,105.6483908,Bạc Liêu,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPh1lifvSG0PLLpBCHEVEz3int3dFKjbg2i5xop, https://lh5.googleusercontent.com/p/AF1QipNlBoYISXyg6rdABOCE75gqj4d4PGIkA-PYaMUF, https://lh5.googleusercontent.com/p/AF1QipNaXPx7E5XKJ45SiLojd95bpnDAOdsTRGEcylZb, https://lh5.googleusercontent.com/p/AF1QipMtk_higvMLNCfOw4_7zCQTHPzcpHmgI9JIfKnv, "
Bún Bò Huế Hương Giang,"512 Võ Thị Sáu, Phường 3, Bạc Liêu, Việt Nam","3,9",86,9.2844802,105.6493635,Bạc Liêu,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOC4DxMHJI8MVoXYe_hzD-0qv6YQH2sRNXKtPn0, https://lh5.googleusercontent.com/p/AF1QipPs07nDtBhpQ22ITO6Z2Vwk6jMqyUCb0K6uJrKL, https://lh5.googleusercontent.com/p/AF1QipNZLVBEttATvmVMiZnXno7VYgaGiDnA_mBoRQHC, https://lh5.googleusercontent.com/p/AF1QipNlh7oaRA2sf8IkcUGKC91kwpEQjTEuOFFPUa4G, "
Phở Tây,"87 Bà Triệu, Phường 3, Bạc Liêu, Việt Nam","4,2",9,9.2872744,105.6515288,Bạc Liêu,Quán ăn nhỏ,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipPFRTUtHxG5tGC299CDRW3r05n4y-A6gqo4h4pF, https://lh5.googleusercontent.com/p/AF1QipMbJSGWtAB_iiw6kAQqyTHy7dbosXXox4Nd0FpH, https://lh5.googleusercontent.com/p/AF1QipO5s_cvw9RUMKZLQin8n8KiTbF356swWfBHjD0g, https://lh5.googleusercontent.com/p/AF1QipMVXXZBkCnnZ4XLHz_Mprs1X2dIjEekrZWhJyZ3, "
