name,address,score,reviews count,latitude,longitude,province,category,price,services,description images
Ẩm Thực HTV99,"7PXM+X5C, Phường 1, Bạc Liêu, Việt Nam","4,0",200,9.2999415,105.6607909,Bạc Liêu,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOsFZwBJ1iouPDzh17_1OAorYLnLDxI8CEk6QM, https://lh5.googleusercontent.com/p/AF1QipMEfhVxRT6NFrVMWvSX53aRwrD84iiiacOEe60u, https://lh5.googleusercontent.com/p/AF1QipN9U3XqZ7K8Kb7bl1_JSWPpeB7fayVoyZBzm16n, https://lh5.googleusercontent.com/p/AF1QipPO0nY8ai3t-Y0f6BrpMrbyAyxIvXXnce82lhFg, "
Soowon BBQ Bạc Liêu Thơm Ngon Mời Bạn Ăn Nha,"23 Ninh Bình, Phường 2, Bạc Liêu, Việt Nam","4,0",106,9.2728466,105.6538244,Bạc Liêu,Nhà hàng thịt bò Hàn Quốc,100-300 N ₫,"Ăn tại chỗ, ","https://lh5.googleusercontent.com/p/AF1QipPp2k3k7gLJmeXioNe9QvkMn74zTndTcircZh-B, https://lh5.googleusercontent.com/p/AF1QipP1qWDkJY7qQ6yXg1upY-bVLLTjRPFgrpoIKKKk, https://lh5.googleusercontent.com/p/AF1QipPFxXpt-fs9Uda8rm6RiPamWaXldmQHsrhMWvp_, https://lh5.googleusercontent.com/p/AF1QipNEHzlJxMi2zKamFNbljG7yOBOcDT6Xku2dtAuv, "
Phở Hà Nội Thịnh Đạt,"137/5 Đ. Võ Văn Kiệt, Phường 1, Bạc Liêu, Việt Nam","4,0",155,9.3019315,105.6511308,Bạc Liêu,Quán ăn nhỏ,1-200.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, ","https://lh5.googleusercontent.com/p/AF1QipM_tzUS5sddxmXXwdDGjQ1bRqQRKa7RCARMKPjU, https://lh5.googleusercontent.com/p/AF1QipO42atWs1_30H-FZA0Ndd6AEv0LES1tcelc5PMA, https://lh5.googleusercontent.com/p/AF1QipN88ZEF_fpijRG1picjN40mMsAZCZYeR9VJ2e_X, https://lh5.googleusercontent.com/p/AF1QipNWGygB_fjnAbLYqUY_N9THgiVF1As5Wx1fKlmX, "
GoGi House Go Bạc Liêu,"TTTM Go, 23 Tháng 8, Phường 7, Bạc Liêu, 260000, Việt Nam","4,7",86,9.2975267,105.6460631,Bạc Liêu,None,100-200 N ₫,"Ăn tại chỗ, ","https://lh5.googleusercontent.com/p/AF1QipO0O4eZLzV4AABhvs1-Nv1845V74nLIibGkH1H-, https://lh5.googleusercontent.com/p/AF1QipNKfZSSnqiLMBdhM055475oe43Kgi-HPWbm0KgM, https://lh5.googleusercontent.com/p/AF1QipMa8Z4tYwcY0amZ5Z5oEQJih0D7VfH8_HdxXPb8, https://lh5.googleusercontent.com/p/AF1QipOTlrMIx14FZXgJErpmrFiGJE9NoRU6yWQNOMVs, "
Quán Nhậu 3ku Beer Bạc Liêu Thơm Ngon Mời Bạn Ăn Nha,"180/5 Đ. Võ Văn Kiệt, khóm 5, Bạc Liêu, Việt Nam","4,5",80,9.2978333,105.6520932,Bạc Liêu,Quán bia,100-200 N ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPVN5bGtPOoJwObeFS8DncxmlmtCkUMHBXLA4zQ, https://lh5.googleusercontent.com/p/AF1QipOTe1C486qn9j0xhFYXUU6uD6ohaPyoIdqj9dQB, https://lh5.googleusercontent.com/p/AF1QipPWh6qmhg2XNs1LwDRGnGGzIl4gBaNhaMnKP257, https://lh5.googleusercontent.com/p/AF1QipO4HljzzJh_ybCdzUWdTREesJf4bT9RN0i3gQ-0, "
Quán Sứ,"7PMF+55W, Điện Biên Phủ, Phường 3, Bạc Liêu, Việt Nam","4,0",145,9.2829838,105.650864,Bạc Liêu,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOb1kTlXKNbKQsE1rRiMlvxhyrtJMlxmYUPcvWv, https://lh5.googleusercontent.com/p/AF1QipOx-szeS8PFmaSTYjAy7zWH8LYOb_KYp3MbLQoG, https://lh5.googleusercontent.com/p/AF1QipPS_XxkOOGBTCZxvzlNnpxlB7HlvKMMa6VyTQK2, https://lh5.googleusercontent.com/p/AF1QipPim7g4oYIAVgx8UD_Abw3GziyUGZCeEjlWQZDi, "
Quán Cơm- Phở Huỳnh Khoa,"95 Trần Huỳnh, Phường 7, Bạc Liêu, Việt Nam","4,8",15,9.2937955,105.6479113,Bạc Liêu,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNy0ZL0LHY7cMMcgH0TPM-1vvAMgezjxRy180nb, https://lh5.googleusercontent.com/p/AF1QipOJ4coKqSIM322akXYWwVZlzlwUKj5Q8VaZjkH_, https://lh5.googleusercontent.com/p/AF1QipNPsVLEqGZRUMweSgxl7wMwGJOXOWeGxWQ9tHSA, "
Quán cơm tấm Sườn Nướng-Gà Ta Nướng Tư Hạnh,"300 Võ Thị Sáu, Phường 3, Bạc Liêu, Việt Nam","4,2",94,9.288943,105.6449422,Bạc Liêu,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNWWcehsY4fkkb8wUIzfILi-0XpEhmdGMcBD1Se, https://lh5.googleusercontent.com/p/AF1QipO4XLIXVa6RkOCGHNbkM7JAlLBcV5JXzkQzSJY2, https://lh5.googleusercontent.com/p/AF1QipNQIG1w8C0x46_Ut-U8MDbrBrpCvdMCtPxBHsbS, https://lh5.googleusercontent.com/p/AF1QipOfK9poy8sGLJsjOMTvLpD2Y-5ygpa-ygb2ZrcW, "
QUÁN ĂN 97 (97 Hot Beef Food - Bali City - Vietnam) - Cơm phần (box meals),"Ấp cái tràm a1, Long Thạnh, Vĩnh Lợi, Bạc Liêu, Việt Nam","5,0",121,9.288943,105.5831441,Bạc Liêu,Nhà hàng chuyên phục vụ bữa sáng,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOfBEIqQcJ-vatsvi-w9AqrhhGvvOnwcvNTsIoi, https://lh5.googleusercontent.com/p/AF1QipN0GVNVlVtVvyqobPW1OLwFBiD5RPwrxZOv0g2Z, https://lh5.googleusercontent.com/p/AF1QipPXFx5ggpRSBk-USS2HKMHocIZ7tJWVdYGFZz3o, https://lh5.googleusercontent.com/p/AF1QipNVj9r1C7xOeiBiEfCpHCZiGWb4Pl1aEwUDz8il, "
Quán ăn ở bạc liêu,"45c Phan Đình Phùng, Phường 3, Bạc Liêu, Việt Nam",Chưa xét,0,9.2890319,105.6532967,Bạc Liêu,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",
Ẩm Thực Bạc Liêu,"38B/4, Khóm 2, Bạc Liêu, Việt Nam","4,6",42,9.2931143,105.643188,Bạc Liêu,Khu ăn uống,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipN-41sA8g2zeN38PS6CfUqjUo1QpOpvR0R4z346, https://lh5.googleusercontent.com/p/AF1QipNJEspo0UvcZc5a8-xJuf8n0SoYfEgDTiYuMe67, https://lh5.googleusercontent.com/p/AF1QipP-ZTVBw2yUQdqNSYn57wBSPl7T5mp2gaGd4-nQ, https://lh5.googleusercontent.com/p/AF1QipPGVgVK0P3iBOimAfmQTv4rZ6tlaMxn0OgUqZBz, "
Ẩm thưc Phượng Vĩ,"725 Ninh Bình, Phường 2, Bạc Liêu, Việt Nam","4,4",93,9.2765228,105.6525804,Bạc Liêu,Nhà hàng gia đình,100-200 N ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipMg6ZBIdRCfHF7nG2u2JT2kShY3eyNiF0_UeJw, https://lh5.googleusercontent.com/p/AF1QipMYKJIzg8gXs1IgJlFDu0XxG8hfc5RkfbprowC0, https://lh5.googleusercontent.com/p/AF1QipP-vEAvPlZIMt9-kTyDaBz5q6uxDxoMGX47pw2U, https://lh5.googleusercontent.com/p/AF1QipMg6ZBIdRCfHF7nG2u2JT2kShY3eyNiF0_UeJw, "
Quán Chè Minh Đào,"7PQG+76F, Bà Triệu, Phường 3, Bạc Liêu, Việt Nam","4,2",41,9.2881978,105.6534636,Bạc Liêu,Quán ăn nhẹ,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOPOBrdDx1Z9gXnS3Vj1PJP5ikEpc_eWFZtVAgm, https://lh5.googleusercontent.com/p/AF1QipNLoyDYLZ-RTgsQ-Iu_snbpMppPS0A36GTruBfL, "
Caffe Phương Nam,"333 Ninh Bình, Phường 2, Bạc Liêu, Việt Nam","4,6",18,9.268635,105.6556104,Bạc Liêu,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOu69RCA875pkWYv5YLcnVYIn2_a_dP8KGGV6Rc, https://lh5.googleusercontent.com/p/AF1QipM1VlTWN64XJ8_KFH-BS7wjrP0aJQrryaDpjtl9, "
Quán Mì Ông Chúa,"66 Phan Đình Phùng, Phường 3, Bạc Liêu, Việt Nam","4,3",127,9.2893864,105.6534037,Bạc Liêu,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipN4l4qH0rXsl-_Tlzuxo8YbotnA_S5yAWBC4_ZE, https://lh5.googleusercontent.com/p/AF1QipPYz_dECQspmVTZW7pLYEnQzi11g7f7Xkq--EiL, https://lh5.googleusercontent.com/p/AF1QipMjmIqd8_gaGlw5IEa3nke0nzH9F3TkkmVQ3L9B, https://lh5.googleusercontent.com/p/AF1QipPbPJR1R_eoaPUz7Glt3nY-fHHHFe_PdALA4VPe, "
Dê Nồi Đất Bạc Liêu,"199 Đ. Võ Văn Kiệt, Phường 1, Bạc Liêu, Việt Nam","4,2",40,9.2982459,105.6515667,Bạc Liêu,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOcVbPS_9U7yuniG8SSwEUdhJsQAdkhi5hyz8Hr, https://lh5.googleusercontent.com/p/AF1QipMlYoT_SuiVKpvfs16-kpDUKmQWM3AYNmQ6X3to, https://lh5.googleusercontent.com/p/AF1QipMQQJNpc7GjJDY2H0CaGwUxWEjL_zLf18zGJXrC, https://lh5.googleusercontent.com/p/AF1QipOwVIMu8N9QboDUypTrfzVAhQIG0V2eQOYIzEtl, "
Ẩm Thực Chay Nhân Duyên Quán,"17 Nguyễn Đình Chiểu, Phường 7, Bạc Liêu, Việt Nam","4,5",39,9.2951452,105.6450096,Bạc Liêu,Nhà hàng cho người ăn chay,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNmvRSBr8ybcRmomVli9qeZpwpPoUvA5L7dZNhg, https://lh5.googleusercontent.com/p/AF1QipPIlzoTzryc7siVUd1u0RGpQDymhBbDdhKSxZL1, https://lh5.googleusercontent.com/p/AF1QipNSvXgfAMPNX4vNWIWmBbHQW6vnaK-n3ekf8mmC, https://lh5.googleusercontent.com/p/AF1QipP8gpZqLBkhiFbi-_euxhTrDqmx32uogKyJxDYI, "
Quán Cơm Nhẫn,"3 Trần Huỳnh, Phường 7, Bạc Liêu, Việt Nam","4,5",6,9.2945704,105.651239,Bạc Liêu,Nhà hàng chuyên phục vụ bữa nửa buổi,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipP8BWBbs2xXLXkeXKcjm3w7M_H6o2cdXSPfR3um, https://lh5.googleusercontent.com/p/AF1QipNQAfPsTlDAjaCKS5X5XjjNnakW-XRw4y8RW7PW, https://lh5.googleusercontent.com/p/AF1QipMn46VbNhbqGZ3vyMWEBH1SBCFtT2DRcMcxOFHu, https://lh5.googleusercontent.com/p/AF1QipPrX3NjZSjKQh2qp39-chCDRl9q0tVxCMK4DKOe, "
Hiển Long Quán,"7PHF+2F2, Nguyễn Lương Bằng, Phường 2, Bạc Liêu, Việt Nam","4,1",79,9.2775001,105.6515535,Bạc Liêu,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNXPebmqxPFaqNwurReZ-L369cwBWJNvv0srJ0B, https://lh5.googleusercontent.com/p/AF1QipPHuQx3TOY0ONu3BFUI9bQVQT5GpD04xtz_-m86, https://lh5.googleusercontent.com/p/AF1QipNypuQBrDX10qCN16_XoCLyRaflqOZsinh9RTpX, https://lh5.googleusercontent.com/p/AF1QipO-eWUGY69Q0zRVO8kAWsrVzs_VsvCEV4K3a1df, "
Khu Hải Sản Bờ Kè,"6P3R+VPC, Nhà Mát, Bạc Liêu, Việt Nam","3,3",25,9.2046903,105.6696615,Bạc Liêu,Quán ăn nhỏ,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipP0Mid4tjstbeEsrakgSItSATHkjBAkR8yZP2Yf, https://lh5.googleusercontent.com/p/AF1QipPA3HLmeT0FkdHBPwCYVpNBHKuRfWnal1PPkJWz, https://lh5.googleusercontent.com/p/AF1QipMiMEkDq4NzSC8MmkyBYVZIdgmkKiEA9NIKpaq_, "
Nhà Hàng Sài Gòn Bạc Liêu,"6 Hoàng Văn Thụ, Phường 3, Bạc Liêu, Việt Nam","3,8",8,9.2847008,105.651549,Bạc Liêu,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipPVLksBke0E0zygehdHsRqOoKcG8n-3ba6LJNjd, https://lh5.googleusercontent.com/p/AF1QipPBBL3X3KN4pFCv8PogmIb3t9KUvoLqsHRnCVuQ, "
