name,address,score,reviews count,category,avg price,province,description images
Quán Ăn Dì Hai,"C8C8+C6V, ĐT878","3,6",95,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipP0B4C7fKiAiAVjxP-WmBb22oPBuo-ENlF0jEu8, https://lh5.googleusercontent.com/p/AF1QipP8YRvDpB3SkSIHGoCHul-D6-658eyqK1m_4C3h, "
Quán ăn gia đình Phong Cua,134 Lê Văn Phẩm,"3,7",49,None,300.000-400.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipOvlISuJTYNpDkjSucwZZqhv1DyKIPXiUXqSyjX, https://lh5.googleusercontent.com/p/AF1QipN4zANc4bNAEjsnQqUonOrk--Ci3pM7ReXiwRY7, "
Sisters,322 Đ. Hùng Vương,"4,0",243,None,100.000-200.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipPvfJnXgPdAxc4WwKYvv2p5ephS9zn2wzzmklCW, https://lh5.googleusercontent.com/p/AF1QipOwusAXUcWYj673F_aBTOz9KQPk3ZsFXVYsH7Jx, "
Quán Ốc 39 Ấp Bắc,"39, Ấp Bắc, Thành Phố Mỹ Tho, Tỉnh Tiền Giang","3,9",133,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipPtIXNurWWSdos9aWO2Qk78OSW83vzfRtNBtnj5, https://lh5.googleusercontent.com/p/AF1QipOJGOJDjAi9PlBciK7caoLrPMgGhtbwNLmh0TpM, "
Le Longanier Restaurant,"ố 49, ấp 5","4,4",92,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipOhfSXlKukmFCfE5myLszKuItgAZVRyfxUe06RO, https://lh5.googleusercontent.com/p/AF1QipPYt9ciyejCeuvxZJdpC-v8ExJKJOSCQPY2zkMX, "
Quán Nướng Khói,Số 86 Phan Thanh Giản,"3,7",29,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipM7RnvbOAuYrwW-RhgT0gSpBQvxTnip-qlrcOUH, https://lh5.googleusercontent.com/p/AF1QipPyM9o-a6SigqeUtOlCb4xLKVR_z7zbOoRIUWJb, "
Quán ăn sáng bình dân,99F8+GQH,"5,0",1,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNq7Az7xU8iTPRDt-MvonjQ96tjBl94_qiQwC8, https://lh5.googleusercontent.com/p/AF1QipM56pwSX37Hp-kQcCVD9ZeAQIYodFC0avm5_Ac, "
Hủ Tiếu Mực Trinh,Bến Tre,"4,3",18,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipPCRElJbU2egXtn8jCU1kM0QN6YDE_m8KKY7DHF, https://lh5.googleusercontent.com/p/AF1QipOmnG5NElzN4ul13ykcef3i6Rnd3a6nA3wnIZ4e, "
Nori Res.,68 Đ. Hùng Vương,"3,9",55,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipOIDPi1lkSgkO5xReNWhxIAvm1Zm9BWRJEu0aYw, https://lh5.googleusercontent.com/p/AF1QipMa4_gFLShREe9BRDjOsp2PUnACs0svxqhoSbAW, "
Ẩm thực chay Liên Hoa Quán,220 Trần Hưng Đạo,"4,0",95,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipOol6m-MK3B3hNhXt1NcNCP52pNbq9Spsbf570k, https://lh5.googleusercontent.com/p/AF1QipPctcTiQplyy1NUnOwb_ZL20jsQNpHJ9WpVQ4AZ, "
Hủ tiếu Chú Năm Hòa,60 Nguyễn Tri Phương,"4,1",31,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNGuvYbCVpzHGqa0yfxVK4uVzclSX0c4qBuwIK5, https://lh5.googleusercontent.com/p/AF1QipP38qmBarzZ_2uRTbLU9FDALT40owYOilzpJ0H3, "
Quán ăn Tú Tú,C8C8+95P,"3,6",238,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipPvXNUIvkQyb1S1IsbHobuwrkLSRcqnScOkV77m, https://lh5.googleusercontent.com/p/AF1QipO9SdlhqoJGzbwwdS79ua9aPrPyrasLb5LDDso3, "
Phở Ngọc Ngân,47 Hồ Văn Nhánh,"4,4",17,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNhasV5JRD7OQxqFC0WS2Ae4UVfk-bBUf9-fysR, https://lh5.googleusercontent.com/p/AF1QipM5WmdkxZoabb4smc-E62MHnjGBQfnHUvQos2s, "
Quán Ăn 668,668 Lý Thường Kiệt,"4,6",16,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipMVlw8Q1_RVNxAlwWRs3k4P6I4R02qHYV0415BU, https://lh5.googleusercontent.com/p/AF1QipNMEgE61zUQKpO9rn1ec-QG8xQFUd-M6Vgti40O, "
Quán ăn Thịnh Phát,C897+XM8,"3,4",119,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipOrGrafCKOzD8zYlum5iFvtjzB8SSMHaR4TFMZV, https://lh5.googleusercontent.com/p/AF1QipOJvL2SwvdrfD469ks4hsgxHa5d8fOdWXLpLV5-, "
Trạm Dừng Chân Stop & Go,QL1A,"4,2",335,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNf6VYzG41HjKJnCZVsAZz_6kGaoLH_6--GpDz2, https://lh5.googleusercontent.com/p/AF1QipPTX6b8FKXunRTOdMa5DI3r3F5mWP1l6xiuSljM, "
Lẩu Bò Giáo Sĩ CN136,38A Đ. Hùng Vương,"4,2",71,None,100.000-200.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipMFGT9AIrlH71FSDJRAQyGnLFx65NrDOnb2rhYs, https://lh5.googleusercontent.com/p/AF1QipPcoZxBUCSqOz5UvZh_AGBo4eX0yMGR2V9h2F_E, "
Le 68 Bistro & Café,"Căn hộ HG01, 08A số 1A, Đ. Hùng Vương","4,9",48,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipN42jVwOvBZ5Y9tAthM5VG-Ymaqq6DvRXDuRYs, https://lh5.googleusercontent.com/p/AF1QipNZrmmmIZVkOyB5gu8i8RMNO8CRTNpqrjIn8rQ, "
Tiệm cơm Chí Thành,19 Ấp Bắc,"4,1",213,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipPE7xBcdbS6i48opSzf0c0MKd54MdC1Mv_1uQhq, https://lh5.googleusercontent.com/p/AF1QipNLtkknM_b1iNybsFvXAzQzpG0jBMeVvgDH27w, "
Hủ tíu Satế Trưng Trắc Mỹ Tho,99C8+V9P,"4,1",585,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNj_AMMZbg4mTCdjxYNnKFIOHLOM81Nw8qdDdDp, https://lh5.googleusercontent.com/p/AF1QipO2M3BVHHE-C6XEHlIPxy0XYcnUkBj_wUCvKgBe, "
GoGi House Mỹ Tho,86 Nam Kỳ Khởi Nghĩa,"4,1",89,None,300.000-400.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipMohh7s59N9jRArsgLEvkEiJf3hedguDtRDw1rE, https://lh5.googleusercontent.com/p/AF1QipNLTp2st98U5k78SFuHZQswxXyMawNB025isVuu, "
1992 Food & Drink,137 Nam Kỳ Khởi Nghĩa,"3,5",376,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipMKF-YZUh_-FBr0hDEt7KrkgUCGwCR9fM0Og5au, https://lh5.googleusercontent.com/p/AF1QipP4XTv9FDbf16jHL1JZ6DxTIF8_fhq0TAaqn8LA, "
Quán Cơm Ba Năng,"F85W+CRQ, ĐT866","4,1",20,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipMGXK9Ec7WkoxIVDLEuEYrBwyqQ2sPtkInS2WN5, https://lh5.googleusercontent.com/p/AF1QipPmOcdoGoGWb2eg5hfjD2uo3dHYZC-cba7PCwp5, "
Cháo cá Cẩm Tuyết,98V4+W44,"3,9",208,None,1-200.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNuRChXnd3U6xs9QkNwIzWeJDCQssI-dxtYzNh1, https://lh5.googleusercontent.com/p/AF1QipMelSKQXgMGhC8idgmUiOX9l1s5C8MfkQY0SWRS, "
Quán Ăn Nhà Lá Mỹ Tho,"9C24+2H7, QL50","3,6",25,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipOYbUqQEPBhG2K2Hi23PDbz8nyy-pRjjMZJ182e, https://lh5.googleusercontent.com/p/AF1QipNmrFCSXgIq7xqbd8rvAq2ZQFMQPjhp78_1apn2, "
Quán Ăn Nhật Tiến,374 Đ. Ngô Gia Tự,"4,3",10,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipMZFZcR-FTsnRSMVb-zU-T11vXW9X7ZUDgwkKnv, https://lh5.googleusercontent.com/p/AF1QipP2N-eoKOnLKkScZ9vaMfkiq16N2Fwd3cHLeYZC, "
Quán Cơm Tấm 49,49 Ấp Bắc,"4,4",23,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipMjIx8Og77Xb52rWO0wdpqEt9EtS2GCdik6b0gI, https://lh5.googleusercontent.com/p/AF1QipPjqUP40a5Jt3FHcVNWDcWUr1Ob4ixp9Y1xbN1Z, "
Quán Ăn Gia Đình Thu Trang,8HWH+HJ9,"3,8",38,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipP2g8LXMwwrZWdSKaPL8tINi4hgy1xr4TAf16_U, https://lh5.googleusercontent.com/p/AF1QipNmjuUfc553-w8esMtb_5rPDG4yTF27v7y8K0Rh, "
Rau Cau Nuong Vo,Thành phố Hồ Chí Minh,"4,5",13,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMXIql_Pzble9fnYOx0pSkJzP8WIoXNWcYHcvO_, https://lh5.googleusercontent.com/p/AF1QipP70rHMANr42uKskbIxfxmFo7hYvjcGL3GbgURs, "
Nhà Hàng Cơm Niêu Việt Nam,Thành phố Hồ Chí Minh,"3,8",276,None,200.000-300.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNteKuEmma3Bx3HQfRaq2kt7wrTiORQ1gzU039N, https://lh5.googleusercontent.com/p/AF1QipPf3NnlHbnLsihM8FVSXu_Vr70L4xF_kCTFSxpn, "
NHÀ HÀNG NGON,160 Pasteur,"4,4",16 N,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPhwqhdIg0XvgEtLjVcURLvE95mpoXVepW4XnH_, https://lh5.googleusercontent.com/p/AF1QipNk_pX0znPRwnMLrwQGiwjMgfbGePzBEx7RUUXZ, "
Quán ăn ngon Sài Gòn,138 Đ. Nam Kỳ Khởi Nghĩa,"4,1",768,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipP4T7zumfgdsOOPOt8v159uEBk-TMBmayAojy0i, https://lh5.googleusercontent.com/p/AF1QipMdBajugD2gEdwCLh5DTef384mPPvfUn5l0N31H, "
Nhà hàng Quá Ngon,308 Đ. Lê Văn Sỹ,"4,1","1,4 N",None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOXY-Cp3J3es_Cq2SrZyX536nhWAa0SOlloVL_j, https://lh5.googleusercontent.com/p/AF1QipMDktIP6G788P3pEAyjWj1pWdQbzaqvOtraCSco, "
Quán Bụi Garden,55A Ngô Quang Huy · Thảo Điền,"4,4","1,8 N",None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNfofRKotkiQY48jsyiMwKiCNLDwdiFg7w4klO-, https://lh5.googleusercontent.com/p/AF1QipPGlgR62GNp_ERjJCiF5MF-wiiW8Haaz8-3kmtQ, "
Nhà Hàng Quán Ăn Gia Đình Ngon - Quán Ăn Bắc Gần Sân Bay - Ngon rẻ Tphcm,234 Đ. Cộng Hòa,"4,2",106,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOQ0FrureOxN_AFJIMesWZ2rvtDnINSdJRgSLVP, https://lh5.googleusercontent.com/p/AF1QipPFBf-xFz3LcDnyuUukyvpeZnNJSlY_QxsBNO3J, "
Cơm Niêu Sài Gòn,59 Hồ Xuân Hương,"4,0","1,4 N",None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPAIRS0BdmVp3RSI88h-oW6wGfe1T6O_jvtmNI, https://lh5.googleusercontent.com/p/AF1QipNnJFDNzT9xH_Qx56KttACnFW5Woq2DC04Y9xeY, "
Cơm Tấm Ba Ghiền,84 Đ. Đặng Văn Ngữ,"4,0",19 N,None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOcKp_gxoo69QHxidEr0gfIZRwRkgyCLiGrKqsq, https://lh5.googleusercontent.com/p/AF1QipMZpt443SI6FLrLbSGCpV2V12IqHsqqQZzbfFs-, "
Quán Ăn miền trung Hàn Phố,14/40D Đ. Kỳ Đồng,"4,3",149,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipO3i0WTLuihSC7FUKkPTq8m7QciehVQMUf-r3JX, https://lh5.googleusercontent.com/p/AF1QipNYRes0O_h5hf2Ikh-zlZYWq7ln7yCdeHofy3pp, "
Quán Ăn Dân Ích,99 Đ. Châu Văn Liêm,"4,1","1,5 N",None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPoIzfNGmh1y01vcMAf2ItaxafQ-wjqMAuMTqlb, https://lh5.googleusercontent.com/p/AF1QipOkLyz9IAuT_styNXzVRmenJe6J3Tq6Ro_SVlSh, "
GÓC ĂN VẶT TRƯỜNG CHINH,Đ. DD4,"4,2",981,None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOVTAeFzivpWelr3hssiFtjupmUpoVoD2GBZACA, https://lh5.googleusercontent.com/p/AF1QipOQO9zraN64pQrmUd5YGdcgijtvZX12D8G6S6ci, "
"Lão Trư BBQ & Beer - Song Hành, Quận 2",12-14 Song Hành · Khu đô thị An Phú An Khánh,"4,2",1 N,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOgAWu4Gak9YqM2ojDHaJFpLDlW7szpkN3pEk6U, https://lh5.googleusercontent.com/p/AF1QipOsHO4FSJv2MT121FkJ57--mWAHHUDkNls0E6PN, "
Hội An Quán,285/94A Hẻm 285 Cách Mạng Tháng Tám,"4,1",287,None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMO2HdwDr-qQgxls2aU8RwEbJ1G0K2nxsIs5sQW, https://lh5.googleusercontent.com/p/AF1QipMowi1-WcvPSRbGN5Jx7OYCRBkyf0pwvshgAAS4, "
Tiến Phát - Điểm tâm Hồng Kông,18 Đ. Ký Hoà,"4,4","1,5 N",None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOn75oqwhbpLfAV8BsJvMa3-hLk4TGqvzJGa3qp, https://lh5.googleusercontent.com/p/AF1QipMLyF0Sig5R5R40FvF2tvssgivWCUEOJqedmO_P, "
Nhà hàng Món Ăn Ngon,"Toà nhà Centec, 72-74 Đ. Nguyễn Thị Minh Khai","3,4",43,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNs2-5vpUo7Fohy-gyk3k90T17Put_ijSCp9vUN, https://lh5.googleusercontent.com/p/AF1QipMr-oaqmS794unZ4ImeW5LpioYsv5thFB5AnMwG, "
Quán Ăn Ngon,149 Đ. Nguyễn Tri Phương,"3,8",10,None,None,TP Hồ Chí Minh,
Hẻm Ăn Vặt 76,76 Hai Bà Trưng,"3,8","1,4 N",None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMB7Ex6VlhHT-Q74MipqjKfb8wksnF9iFinLZaW, https://lh5.googleusercontent.com/p/AF1QipOIJ13v9C35tS0ew8GXTc9SUXSBDnhrxWal1C0j, "
Quán Ăn Ngon!,48 Võ Văn Tần,"4,2",114,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNbMdmMbVJcZre53kEGf2yH-PHUd65KVKhx4Ow, https://lh5.googleusercontent.com/p/AF1QipOYCuc3wTp3JoGElZ472URt7qCTewvvq7KkPkTF, "
1976 Món Ngon Vị Bắc,89-91 Đ. Nguyễn Du,"4,2",57,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNUmHRx2-rlBZesypJchWd15SInF-oDUnnetZ8f, https://lh5.googleusercontent.com/p/AF1QipMGQtpDFdcUcLGR9QcSYD_uOGMGEpvQWcO9w_v-, "
Ẩm Thực Song Phụng 2 I Quán Ăn Sân Vườn Quận 12 I Quán Ăn View Đẹp Quận 12,637/10/49 Khu Phố 2,"4,3",37,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNEFmgmiQuw-VWQ-8vLCtAMacArg0Otk9t8fEb_, https://lh5.googleusercontent.com/p/AF1QipM3xh43AofHthA-e-Vrr3oHL2-A4dqtVRtnBJrk, "
Bánh Mì Hòa Mã,53 Đ. Cao Thắng,"4,2","1,7 N",None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipM57TQOhYvcBDCqccIOG7HDpfeZ4PGS5nk6B7nG, https://lh5.googleusercontent.com/p/AF1QipOBZXeXXhr_kFVX8eix_ldseiv5A0e5E6dg9Naj, "
Rau Cau Nuong Vo,Thành phố Hồ Chí Minh,"4,5",13,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMXIql_Pzble9fnYOx0pSkJzP8WIoXNWcYHcvO_, https://lh5.googleusercontent.com/p/AF1QipP70rHMANr42uKskbIxfxmFo7hYvjcGL3GbgURs, "
Nhà Hàng Cơm Niêu Việt Nam,Thành phố Hồ Chí Minh,"3,8",276,None,200.000-300.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNteKuEmma3Bx3HQfRaq2kt7wrTiORQ1gzU039N, https://lh5.googleusercontent.com/p/AF1QipPf3NnlHbnLsihM8FVSXu_Vr70L4xF_kCTFSxpn, "
Yaki Quán,18 Đ. Chế Lan Viên,"3,9","1,6 N",None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMuUBsuzwU9jTJIE_FUilNpz1pIWL6Fqk8gCp2V, https://lh5.googleusercontent.com/p/AF1QipPvgSn3sFFYgnhMhLWXwO7nGubS5BacM-8JTX0N, "
Làng Nướng Nam Bộ,14A D. Đức Hiền,"4,2","1,5 N",None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMEQ4FwsXnj5kxA4MEqq_KaDw6u76KegVYt28ef, https://lh5.googleusercontent.com/p/AF1QipO6AhfOMZD0pdb8hiZFS5HHtqbWP-e1CuZ74ENC, "
Phở Lệ,415 Đ. Nguyễn Trãi,"4,1","5,1 N",None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOsr0zvFeC_hc9ZNzNGSF27a_iv9eORnWAoVrnL, https://lh5.googleusercontent.com/p/AF1QipOSQcfIgRYUIMK6hk1xdosbDPmB0w5ZXvN4pGAa, "
Quán Ăn Nguyễn Ký 1,217 Phan Huy Ích,"3,9",338,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMpRP6tP6IpBZSXArY7SBwTMFopESl7s30w44Si, https://lh5.googleusercontent.com/p/AF1QipNfXfObz-2mMmRFa6lHfTpPqDIVh80PJ99w2BcN, "
Quán Ăn Nhật Phương Trang,"39, 12 Đ. Song Hành","4,1",430,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipObQn3J4X3kh5sO8tjDlbJOR3683GUrFjvIgx0, https://lh5.googleusercontent.com/p/AF1QipMw4fixrYV8KxcdAuIKgmrrKSZZLAGFatvT317k, "
Nhà hàng nướng ÔRIBBQ,23/40 Nguyễn Hữu Tiến,"4,5",346,None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOT8Yci-LCiJtDotPuTDeIUKLIW3NovF3W3nm4O, https://lh5.googleusercontent.com/p/AF1QipNJvb_JCxsLs1e5U-LK0QzsH0IMQHdFTcuiieDg, "
Quán Ăn Ngon,505 Đ. Sư Vạn Hạnh,"4,0",4,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPA-NAJGAiViTJgZZ_yCpqswyC4UqEh2stc7I_c, "
Cháo Lòng Bà Út,193 Cô Giang,"2,0",92,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipO6eYBMKzkHNpa_kg89hZP3PZU0lr8OUllVQQBx, https://lh5.googleusercontent.com/p/AF1QipO1oC4ukNbtsVQWKhB29-bYl45RvPcCRw9BJE7C, "
Blanc. Restaurant Saigon,180D Hai Bà Trưng,"4,7",269,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPZYUTDxnf42NVKZePemfE0zj_r1fPfZ3Hvd8Z1, https://lh5.googleusercontent.com/p/AF1QipPNEN2A1q5Hh8cXxJ_L8nN7_D3jK1-482Vp3Ljk, "
Đồ ăn ngon,23 Đoàn Văn Bơ,"5,0",1,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipN2DPq4QUtnFU5VGKZlfTjDWo315q6-wlkm4SwQ, https://lh5.googleusercontent.com/p/AF1QipPPqU_V-ttve2rpmV-PeMJnjo08A8N7xABV6sV0, "
Nhà hàng Thạch Hãn,115 Đ. Lâm Văn Bền,"4,3",449,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOd-5F880kFgIf_Y2WgU7pE2nY89IFVAxLuAy65, https://lh5.googleusercontent.com/p/AF1QipPAW0bAXiaV9-JAYVXbAf0efwyr8lUPB1HvUsbr, "
"Gà Ta Tường Vy Phan Huy Ích, Cơm Gà, Cháo Gà, Gỏi Gà Tân Bình",45 Phan Huy Ích,"4,8",390,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNWv8ndeGrMS6J2x8euSfGSYYuenDOdqqgW4ngW, https://lh5.googleusercontent.com/p/AF1QipPWaqEMcLQvpxpXpuWvEYQkIX4JDQP1EqdRs51I, "
Bánh canh cua Út Lệ,210 Đ. Tô Hiến Thành · Cư xá Bắc Hải,"4,2","1,6 N",None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipP5-ZokCP8Bg6sx1rUvafbRxri7Fc_SU0ukeSmp, https://lh5.googleusercontent.com/p/AF1QipP6kgTY-hR7fwTcICnjsmGNuUkRFdkTHDLINmpi, "
Quán Món Ngon,"1A, Lê Bình, Phường 4, Quận Tân Bình, Thành Phố Hồ Chí Minh","5,0",1,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOMACrSlBhTWrKYWH88E30gxYMvhwo43jpx_Eyr, https://lh5.googleusercontent.com/p/AF1QipNeC5cQSmTDrIaHSjqoSlK5SWo58n-eUQAFCH6w, "
ẨM THỰC SÁU CUA 2,"96/5 Nguyễn Ảnh Thủ, Đ. Tây Lân 7","4,1",509,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNrcqiNm9FCtZPaUr2ftCNVO1k_FfbIeEAetUib, https://lh5.googleusercontent.com/p/AF1QipMrZLM-gJbjGN9MhaFqn3pGYLcwcCs9BOkmxvUY, "
Cơm Tấm Ngon Bà Hai,98 Phan Huy Ích,"4,4",80,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNbsyNJcNqmcera8KItgABCEhidIjAMjPxe-a9K, https://lh5.googleusercontent.com/p/AF1QipMYNv8RjnvrTe4hf-k0kQ6lt_TndNLT2LA3117C, "
Nhà hàng Đại Phú,Đ. Nguyễn Văn Quá/56c Tổ 3 - KP2,"3,9",164,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPiago_43LT4On0aClcBOBi8V0JROw-kfdD6tcV, https://lh5.googleusercontent.com/p/AF1QipOkTdNXy0CGijp-SXCsL_t0NtaDJn29VxFgonhr, "
Quán Nhậu Bạn Tôi,37 Đ. Chế Lan Viên,"4,0",63,None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPDz0NnfAc7X6oz_5Lmm9xqXWUmo-jyaNQzHdc5, https://lh5.googleusercontent.com/p/AF1QipO9WhD2tyFiMcVfQ7oOkdjOg6oiEJvH_xI4Uvzy, "
Đặt Tiệc Tại Nhà Giá Rẻ HCM - GIA THỊNH,156 Đ. Nguyễn Văn Quá,"3,7",301,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNpPTScZoSe9Ps0e2IcRiyfzGRoldpxo6zWzwGO, https://lh5.googleusercontent.com/p/AF1QipP0NobZ8mneisd6htAoiWR0EPzlrXQ9EQd2wpxC, "
Quán Ăn Vặt Tân Phú Co.oop,A1 Đường D9,"4,1",35,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOHjj0FfO6UFwdb9bCvXQrjWx65DLCLbYqRaa4O, https://lh5.googleusercontent.com/p/AF1QipPitN1Zq4KdEaPH8XAkhw9G5fgCva2N9PStBtES, "
Không Gian Gốm Bát Tràng Quận 1,98 Đường Võ Thị Sáu,"4,3",130,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPLCZ-1D1Vyw-e3hDfY4d-QEOw1Q61-XpDBuM8w, https://lh5.googleusercontent.com/p/AF1QipMGPHVmBcT7lbomrk0bN6GsMtkNScr-fxA4BBwP, "
BA GÁC Vietnamese Grill & Beer Garden LÊ QUÝ ĐÔN,31 Lê Quý Đôn,"4,5","2,4 N",None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipO_VTIeRrnzRlSY9LkdmI1M-waOdNujojmquudD, https://lh5.googleusercontent.com/p/AF1QipNC7rFofjB0O27hfzP766G0QI-ocmvgOP7zZ-Xz, "
Quán Ăn 1$,260 Đ. Cô Bắc,"5,0",2,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOJBLVdPZ0apWKrSzNIfH2HjGcQqpgQhFHtJJ13, https://lh5.googleusercontent.com/p/AF1QipPmEVb2jcqovyKOwVHBvZZyFUeNXWceRABgGumx, "
Buffet Hải Sản Tươi sống Những Chàng Trai,233 Phan Huy Ích,"3,4","1,6 N",None,200.000-300.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOj0EDjLIREq8NmkBtJzVQYtKjoVGi6eld6Gb_d, https://lh5.googleusercontent.com/p/AF1QipPYtImB6bwFkIQOgB-1TAzmPGwZPopO2fp4k8ox, "
Sushi Tony - Quán ăn Nhật Bản cho gia đình,219 Đ. Nguyễn Công Trứ,"4,5",597,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipM8KABXeknkLfPcwXFC0BhFLPG16cnJl1_R89Vj, https://lh5.googleusercontent.com/p/AF1QipPJwJtvTHpNNDvVj2vQxwqM5eWgF1RHWJjGWAyl, "
