name,address,score,reviews count,category,avg price,province,description images
Bún Nước Lèo Cô 4,59 Lý Thường Kiệt,"4,6",23,None,1-100.000 ₫,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipMk4XVADRif_h8S-e0vQZ7gNV4-qjiCeaKdbQUn, https://lh5.googleusercontent.com/p/AF1QipN-mp-wc-EJxtEyMpGXtXlKuZld2PkPo5K5mDVU, "
Nhà Hàng Huỳnh Kha,"Khu du lịch sinh thái Déjà Vu Huỳnh Kha, Bạch Đằng","4,2",25,None,100.000-200.000 ₫,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipNF4im-R1xInRBdkQmgFe8cf0ux35tPx64mDOvR, https://lh5.googleusercontent.com/p/AF1QipPxYDcrGG2qAM3N4z08sZlSVOLH42-_3DTk0RhR, "
Coffee & Pizza Facebook Trà Vinh,117 Kiên Thị Nhẫn,"3,9",39,None,None,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipNKyCm4rP1brAnRmzO5QlZOgSjNS-ajPWYq2-K_, https://lh5.googleusercontent.com/p/AF1QipNk9ALr_D0aW-C1nYAhGJ45q5DAAw17_tjWMx2-, "
Quán phở Sài Gòn (Cô Mỹ),405 Phạm Ngũ Lão,"4,2",19,None,None,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipOL8HkG6PbxZmLfzRViR0SuZwbVhKEu6M6M_Tfy, https://lh5.googleusercontent.com/p/AF1QipOYueIrwpUDUONwG58NEA5rIdZQf2fLAvEnTp2W, "
Quán Hủ Tiếu Ngã 4 Sâm Bua,161 Võ Nguyên Giáp · khóm 3,"4,2",46,None,1-100.000 ₫,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipMPsh286LmSAnUKoOEqgjrP_3V7LtdZsND3lOrq, https://lh5.googleusercontent.com/p/AF1QipMn9YPUpfB-MTIt2zul-V1NSBabQoJMACZ8XC98, "
Quán nhậu xém ngon,311 Kho Dầu,"4,3",9,None,None,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipM0XrxqlfTVFBueP-X7Qy2VwvZq3q_yLBLFwYaL, https://lh5.googleusercontent.com/p/AF1QipO3kiABXkNAUWuqgZLv3gk-3T36VGcfDaaTw7E5, "
Quán Hội Ngộ,28 Đ. Nguyễn Đáng,"3,9",18,None,200.000-300.000 ₫,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipOfYtWgGX81m8wcHFpgO6ShALrjEvmhug5GmAbo, https://lh5.googleusercontent.com/p/AF1QipO5QL6iVczVJrpj7Q53QIjYLEwrz2RaCSIaKogW, "
nhà hàng đầu bò,371 Đ. Phạm Văn Đồng,"4,2",505,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipMWWxXGK_cOtm1KevRXqcG9Tr3EgKegs84p-s4G, https://lh5.googleusercontent.com/p/AF1QipOC2dyKwdMQhyste5zC0xE-LuL1S0ADrhao_Yom, "
Nhà hàng Thành Tín Tuyên Quang,"Đường Ngô Quyền, tổ 2 phường Minh Xuân, thành phố Tuyên Quang (khu ẩm thực Xuân Hòa mới,nhà máy đường cũ, nếu đi từ dốc Uỷ ban xuống thì đi hết đường nhựa rồi, Ngô Quyền","4,3",209,None,200.000-300.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipNVPV1q6LwQ5oz4RRxBJyh1EW-WKeMnwe4-hidR, https://lh5.googleusercontent.com/p/AF1QipPOn1d_FW6P67YXocIS9TBKkwauMNDh1cL_DEU3, "
Nhà Hàng Dũng Cá Sông Lô,Tuyên Quang,"4,0",257,None,200.000-300.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipMDAGNoaHH0lLeXKS0RJkCuSItMv3V3N6v3NoM9, https://lh5.googleusercontent.com/p/AF1QipOPPGX_sSZTcx9alVu4v6TnYFBARS1slyZswrOR, "
Nhà Hàng Ẩm Thực Việt,Tuyên Quang,"4,1",135,None,100.000-200.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipORgld7ZMWO5-G-4v70NgFVnZqhMIN3kA0vTORH, https://lh5.googleusercontent.com/p/AF1QipP6wDRdoE9ONQiPnW1Kfyz8zTrPRnrzjUcxi_jl, "
Nhà hàng Tràng An tuyên Quang,Đường Đ. Phạm Văn Đồng,"4,0",112,None,100.000-200.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipOwvfFgnTI78qV4aUQjWXoO61OdUxjOcdJBatsZ, https://lh5.googleusercontent.com/p/AF1QipO_BFAFEd9mINpyOKtTGmw1KhBks3reCxEyCh5M, "
Nhà Hàng Biển Rừng,340 Đ. Phạm Văn Đồng,"4,0",105,None,300.000-400.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipMoeHBankV0yE-HrkDI47n-WXWu9N7qaQOC6qk4, https://lh5.googleusercontent.com/p/AF1QipPUblEJ1ckeQ_c1q9aAIks00vgnOsMOB4hVmyg3, "
Nhà Hàng 3 Chữ Lồng,18 P. Ngô Gia Khảm,"4,1",494,None,100.000-200.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipNJF-JRUad1oAecmvXjfel11i_U8L4RYyKJ0O9m, https://lh5.googleusercontent.com/p/AF1QipNjzxG7HJoJDc_qVzXmQ2PB-aWJtmNKMQ6JLczW, "
Hẻm Quán - Tuyên Quang,"64 Tổ 16 , Đường, Đ. 17 Tháng 8","3,9",141,None,100.000-200.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipM6ZEGucRLetmddcf4bxwVsn0xB8mStTWnHGBdt, https://lh5.googleusercontent.com/p/AF1QipOPobP18ypNv_tArVg3dXIYX4qr9axUWuKdCcSZ, "
Buffet lẩu nướng cùng lúc Min-Max BBQ,135 Đường 17/8,"5,0","1,3 N",None,100.000-200.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipMbaDrgr7GVOIXGM3c3cNYOamkAXEL9g6BXcyMD, https://lh5.googleusercontent.com/p/AF1QipP9uNjpwYR-JJRwU6b_DYJXPa39Gda4z25r-DPN, "
Mộc Restaurant,124 Đ. Trần Hưng Đạo,"4,5",151,None,100.000-200.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipPhwAUk4txDd9OKcDyfFzmJdBvWFh2d00q2H23b, https://lh5.googleusercontent.com/p/AF1QipNPO27FufIgKQ_2XW5Q7iw-4fl-l7hd2fMM6JK6, "
Thuỷ vịt Hàm yên,R692+PPJ,"4,0",72,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipPm0cCeTZg26SzjujVewFBLzdZUV-l91vr6p-SB, https://lh5.googleusercontent.com/p/AF1QipMdRnswcLrQDmh8yvb0kzAINMkyEVf2XSLseX03, "
Nhà hàng Royal,08 P. Mạc Đĩnh Chi,"4,6",420,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipMa1Q98vXKelXXGx5TNRigcZn7kU03_9I0C-r-M, https://lh5.googleusercontent.com/p/AF1QipODtn3BEl8aSC-qs9tnyXRaZWa-7cmq7doCDji6, "
Nhà Hàng Cường Sâm 2,"R696+F29, Đ. Đinh Tiên Hoàng","4,0",236,None,100.000-200.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipPQbTfP8t7PQDujdfY9T1mjJenEQWHAlcSCU0yO, https://lh5.googleusercontent.com/p/AF1QipM7YWd5CDbz-4NzNrrimuUHW0d5KCm0fiYGxpyY, "
Nhà Hàng Dân Tộc Quán,R5FQ+M9X,"3,8",108,None,200.000-300.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipNHxqNJnADtMvt5_m1hnVmEIHUCMxDJALbEn9qc, https://lh5.googleusercontent.com/p/AF1QipOslCDqoB2sLeNJowjybGoZzeP3Tz1sX2iZ-BhU, "
Lẩu Thái Leng Keng - Tp. Tuyên Quang,3 tổ 10,"4,1",110,None,100.000-200.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipM37AtE6a4yiOUZUFmXeF5Ub7kH-_bAHO624Lsn, https://lh5.googleusercontent.com/p/AF1QipOW1iWqKrBp-O83h5BjtERpPShmuwmpG8grNNCK, "
Ẩm thực Việt 2,R6C4+J4V,"3,9",137,None,100.000-200.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipPB-aGUozLPrwXcbEvBu31_QZNCNNPCplvQ-hYe, https://lh5.googleusercontent.com/p/AF1QipNm1NzVWYNjm9yJVAaCLTeUyEn83zXbMkDyrB1f, "
Chang’s Restaurant,"khu ẩm thực, tổ 2","4,6",78,None,100.000-200.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipP2a2Jsb1c7okv2MXtAjN9zRtAV111rOB5_UVWu, https://lh5.googleusercontent.com/p/AF1QipNfV30UZnHZDO_pi_G0XYDjLMFlf6ZbrKRYhP1c, "
Nhà Hàng MỴ Nương,Tuyên Quang,"4,6",44,None,200.000-300.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipOmjBMqvKfxZ-kZnyC2XlIngtDLKeyKBcuyfSIT, https://lh5.googleusercontent.com/p/AF1QipNafAmrnCcsLiXd1B8_n9c95PPVIO8bJTOWAakX, "
Nhà Hàng Gốc Tếch Huyền Minh,"87, Đường Nguyễn Văn Cừ, Phường Minh Xuân, Thành Phố Tuyên Quang, Tỉnh Tuyên Quang","4,0",73,None,100.000-200.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipPUMh-bikTn8DPL31obBwte9AnQROUkTG8MzvH-, https://lh5.googleusercontent.com/p/AF1QipMuzhbF7SL6KZIyk8ZgWRaqi0cplbhTx84AwFrY, "
Nhà hàng Vua Gà Tuyên Quang.,Tổ 16,"3,6",65,None,100.000-200.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipML0c1_YAc9Qevk-Wahj_k6NrXr61aL_LeQ4zQE, https://lh5.googleusercontent.com/p/AF1QipNBpDXolSVTAUffAZtAT-ve6DiHPMnth9PEkDWd, "
Nhà hàng TÂY BẮC 1,15 P. Hà Tuyên,"4,1",63,None,100.000-200.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipOfpryid2abZByvstpgDwcVEj8HLhGZrCMTVVtN, https://lh5.googleusercontent.com/p/AF1QipN-kxtmj2oCdD1KqDiDD5LR9kVxcvcVJsnC-_a4, "
Cơm Phở Hảo Trang,83-85 Đ Phố Xã Tắc,"3,8",321,None,1-100.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipNFdtQf4MSBCr6wihVWItsxkXn0KrswhFTvtLdM, https://lh5.googleusercontent.com/p/AF1QipPxTJ6kbuqQgtng1pxNaulXsEa1BLKebiyIK_E6, "
Nhà hàng 17.8 Kitchen & Wine - Lẩu Nấm An Khánh,"khu đô thị Việt Mỹ, Đ. Trần Phú","4,6",16,None,200.000-300.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipM0qpnZDS-6bTs54WP-Pc5se-Ev016NlntGsb6d, https://lh5.googleusercontent.com/p/AF1QipPdudFz_2IgkM3uPxh6aVfd3aJpo25hIq4ar5zS, "
Cơm Văn Phòng Buffet 30 Món - Lão Đại TP Tuyên Quang,110 Phố Xã Tắc,"4,4",34,None,1-100.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipNwd_TNoZk4t5MriXyCqr7XeujmKBlR47Emazne, https://lh5.googleusercontent.com/p/AF1QipPfeDI3fsf7dZKfC5WDzCMGbCbsy9RFNtZJkCfW, "
Hải sản ba miền Tuyên Quang,07 ngõ 8 đường 17/8,"3,9",11,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipOz7WbbxqbhODhJB8D3MsJbmbO24LK9D8xaTMWz, https://lh5.googleusercontent.com/p/AF1QipM1HERZcLhrPhdjKyh31NGllP64rO4Yt-2WGAZ6, "
Nhà Hàng Đại Hoàn,"km 15,5","4,0",107,None,100.000-200.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipOQ3b34QaP7jVnSPfKa-l3aOuFE39CiXgyIzp8Q, https://lh5.googleusercontent.com/p/AF1QipNbTE3iYS4so4ZxOCAzNEcOAVutE8Y6emV3DPJx, "
Quán Ngon,252 P. Lý Nam Đế,"2,8",4,None,None,Tuyên Quang,
Nhà Hàng Cường Vịt - Vịt 18 món,Tuyên Quang,"4,3",38,None,100.000-200.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipOiupnoisYL2u01Xn7M7MxgRDhQYolIcmTvh6k7, https://lh5.googleusercontent.com/p/AF1QipMamHZqsuF-l-Beksg3kQHAFuWHViN3sgZpgmBO, "
Nhà Hàng Xuân Chuyên Baby Tuyên Quang,500 Đường Trường Chinh,"3,8",41,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipP1CJWcHHRg14yBr5ICM5pb5MsYlpy472Xnm9mI, https://lh5.googleusercontent.com/p/AF1QipOG7i77cNCchiPzz04AoRVLXBxr33RyVfm0oiJ8, "
Nhà hàng Hoa Mai,Tuyên Quang,"3,8",38,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipM4apEiLVH4C9kqbiLkBA4ACkzs0mazdATu21Ek, https://lh5.googleusercontent.com/p/AF1QipNZCyyTepAdSaFdUWg-j5aCmEZDbrS4IgBZ4QRy, "
Bến Sông Xưa,5 Đ. Chiến Thắng Sông Lô,"4,5",31,None,200.000-300.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipNdOAN9gMORK5bfny1I7Obo12nxwaAcCjJA7h_8, https://lh5.googleusercontent.com/p/AF1QipPlLlYj8iAJzAY2BxTpVDDgWYjSAvk5ixe7FoyG, "
Chè Ngon Tuyên Quang - Chè Thái Hương - Heng Chè,158 Đ. Quang Trung,"4,6",45,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipM9xoBnD1q74Whd6bulVgiep7gmWO2s3Rkh4Wo9, https://lh5.googleusercontent.com/p/AF1QipOhxx3c88jVMhgbenA55cKT9SnrHlsWYOI8ztzU, "
LÂM QUÁN,10 Đ. Trần Hưng Đạo,"4,3",23,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipNrcyX4R9AGj8GpW-1OhAIgGbxRsaEbD4o5Owkc, https://lh5.googleusercontent.com/p/AF1QipNXuTi3C4agNHfcTRTMmB7niZcBdq75XJuPUxrC, "
Nhà hàng Garden BBQ,87 đường Đ. Chiến Thắng Sông Lô,"4,0",62,None,200.000-300.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipNCWXhOkhDH1flqWN5ZRM1Bt204B1Gi9uqNHfU0, https://lh5.googleusercontent.com/p/AF1QipObcX2pNyhrWH1vyoUsY4DEAklbNVgkzhqvCxF0, "
Nhà Hàng Thái Công Thịt Chó Chặt,R683+M9X,"4,0",61,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipPavgE0s-aANcWrH8C0Yi4T-71jk-hTA3JSN97m, https://lh5.googleusercontent.com/p/AF1QipMWrB5t-gMz5769wdoCobuAy8XiHf51PFQu0wc5, "
Nhà Hàng Dân Tộc Quán,"25, P Tân Hà","3,9",8,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipP30ymyZi4lPckYpR5LCk2plrMuZiVvedHWGOJp, https://lh5.googleusercontent.com/p/AF1QipN4qLj91AXX1yOiSTiRkoccRn_GidjO_5bFFWqL, "
Ngã 8 Quán,Tuyên Quang,"4,3",92,None,1-100.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipNVMdxkOumqE3kk4l-aghMOeLZhu37e7_tZgziH, https://lh5.googleusercontent.com/p/AF1QipPwA0t-DzQLgqNjjpLpx-QnjaJfkfVZijNrbOxo, "
Lẩu Ếch Khánh Đồng Tuyên Quang,136 P. Lương Sơn Tuyết,"3,9",14,None,100.000-300.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipN1LVNZ12hLeASY3TjSq1JhVZnauY4I6_JjC3vd, https://lh5.googleusercontent.com/p/AF1QipMYaPFkuQ28rVLVkgNThlJdX2VZZHUBorSqcqDB, "
Quán cơm ngon Quang Hòa km9 xã thái long tp tuyên quang,"P6RJ+M6C, QL2","4,0",1,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipOZxnaCpQLKfqOAe-Wn43iZ8kBjMXTPlRJ43MII, https://lh5.googleusercontent.com/p/AF1QipNK-0qsk2eb3sssJLIYjqmntimTBZB_B9aCbG8B, "
CẨM ĐIỀN QUÁN (Phở Chua Ngọt ),346 Đ. 17 Tháng 8,"4,2",13,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipNw-15fHjLWel1OdLhT6cM6-1xY9I22kW3-zSz_, https://lh5.googleusercontent.com/p/AF1QipPwAWRFq9ne1w-9cyeaVhF_36wXeaHp4oQGSNDo, "
CẨM ĐIỀN QUÁN (Phở Chua Ngọt ),346 Đ. 17 Tháng 8,"4,2",13,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipNw-15fHjLWel1OdLhT6cM6-1xY9I22kW3-zSz_, https://lh5.googleusercontent.com/p/AF1QipPwAWRFq9ne1w-9cyeaVhF_36wXeaHp4oQGSNDo, "
Lẩu Nấm Cường Sâm,54 P. Song Hào,"3,9",17,None,200.000-300.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipMawoLrs2uAh33vphNLtCifUrhQbs76hjK3E3-l, https://lh5.googleusercontent.com/p/AF1QipOL9qU1DsceAaMvRyZ8yAitSa4zFyGfrg1e-kz-, "
Xì Quách Quán-Lẩu cơm gọi món,Số 86 Đường Đ. Bình Thuận,"3,5",12,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipP98Wi6WEInxyapIy0diTfRLp1qPgTYkl_ZKlZB, "
Hankuk Gogi BBQ,186 P. Lý Nam Đế,"4,1",31,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipMeTZ-tUR5qSdAoCWX4TvG_fzwjSHiDCt2r7npa, https://lh5.googleusercontent.com/p/AF1QipPdZyplPzpf4fmXiuKMTi7nTCDNyEVDFysU8QeC, "
Quán Cá Vân kiên,R676+4GM,"3,6",34,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipMjlZOOSFs5Vy1Xx_DsXJadDQSMS69oLOKOAM6Z, https://lh5.googleusercontent.com/p/AF1QipOwdviahjLfnQc0eC_7IwdkczM0e8vP1AzJzi_6, "
Asahi BBQ Tuyên Quang_Nướng Lẩu - Sushi,28 Đ. Chiến Thắng Sông Lô,"4,0",76,None,100.000-300.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipP1ehYnawS0RauTFdq9YFTYKG7I3jHYHSrD9oRh, https://lh5.googleusercontent.com/p/AF1QipN6Iv2OjKk_yvJ8YOyq_u71V0A5eusIvhnbFWsl, "
Phở Lý Quốc Sư,Tuyên Quang,"4,1",26,None,1-100.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipPcV1eFzZt0wofif-VnME4FrPWbYmjUtWZQLIH4, https://lh5.googleusercontent.com/p/AF1QipMEVf7bVmjf7vixZoni5IgKz2DvafpdpDzxPTai, "
Nhà Hàng Chiến Thùy Tuyên Quang,P7PH+W49,"4,0",22,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipNpqG2Xm9bxQdCeQpa54b_bAp5iREQmH21W6zqy, https://lh5.googleusercontent.com/p/AF1QipPEhVgIuI2Ju2VqIplmcS7J6022fAa6typ6WTa-, "
Royal Plaza Center Tuyên Quang,Đ. Lý Thái Tổ,"4,4",45,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipM6nrTfkk6-ZrX6VQLK-2HZ94BU2kqm3JZacLHY, https://lh5.googleusercontent.com/p/AF1QipPaHPPfl6DVS1rDAxf8qXqOsrvX7hoK_m3RrtC7, "
Nhà hàng Godden lotus,24 Đ. Chiến Thắng Sông Lô,"4,0",3,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipPzYlRS_umPr3afQIL-F5Y7AF6pq_-caLPA7osX, https://lh5.googleusercontent.com/p/AF1QipN5DQCZ_j-bIbvl3SlztHMvdZNyCjqEgsHjqeIq, "
Phở Minh Hải,57 Đ. Chiến Thắng Sông Lô,"4,0",2,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipNSOzkEP3lOSn0bsQh76XTvZM0MU1li7xkOqDGm, https://lh5.googleusercontent.com/p/AF1QipPfe8fPvEEdoGFWwIfrESaeXR2GpUUJY1xdzykX, "
the food house,"R6C2+8WC, Đ. Quang Trung","4,0",9,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipO2gA3chrDsG5uivJOHQD6NZ_QjYd-1JKybNOA9, https://lh5.googleusercontent.com/p/AF1QipNGZ3-CX0OBrrSU10m4ZQdM_U-TLwpK_8m764E2, "
Phở Bò gia truyền Cồ Kháng,"R687+984, Đ. Bình Thuận","3,9",112,None,1-100.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipOEhI6QLu4Xw3CrthHyVSmMIL-H1mQrgzaQdlEu, https://lh5.googleusercontent.com/p/AF1QipNB4NutDQcnkpqqKrfLEeWl_gemaGlSAQ0bA8KH, "
Gà Mạnh Hoạch,Đ. Trần Phú,"3,8",84,None,100.000-200.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipOysbWyIzvZjQTgRqSPeHaSs0kPTHe3yTlYLXiY, https://lh5.googleusercontent.com/p/AF1QipP12lQT4zMbgWjTWpCGYIZ8CFqu7rGKu0WuNNZF, "
Nhà Hàng Nam Nga,"R692+V3W, P. Hà Tuyên","4,3",14,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipMEDkmJtqz8meBiYF_9ybTQHPXn1xTNpYW7KLUp, https://lh5.googleusercontent.com/p/AF1QipNybP3gbN47F7g8fEINlf4RypSyErlXIaeyH0AZ, "
Lẩu Thái Huto,Đ. Đinh Tiên Hoàng,"5,0",2,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipN46m9af_JSulER0jO1N6PAkb84_iZeZD5V7f-J, https://lh5.googleusercontent.com/p/AF1QipOWU0P2om0eABWMA8an2plClKVx7c2NH01DgoRT, "
Lẩu Ngựa Chỉnh Trâm,26 Đ. Phan Thiết,"3,5",2,None,None,Tuyên Quang,
Quán Ăn Hạnh Hùng,111 Đ. Chiến Thắng Sông Lô,"3,4",5,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipMrPxPRHwhVnuCwlqzPmvq9gWDCdgR2va1NWpeL, "
Lẩu bò giáo sĩ Tuyên Quang,199,"5,0",1,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipOjj4vcfSED7dQX41C1fAsZhQbcKjBmtiaGOQu0, https://lh5.googleusercontent.com/p/AF1QipPGX5Q_RJXd0ywmMV8xCwQQNby-SZK-FtIGOina, "
Thảo Mộc Tửu,R697+R66,"4,0",37,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipMgU-7LH2REpaMj_el4kBcKZq17X9BrkH-R4yg4, https://lh5.googleusercontent.com/p/AF1QipP4JNEgYt3HGyj-OfyEEni6-JfXqlfShraIGaB7, "
Khu Ẩm Thực TP Tuyên Quang,R6HC+F8,"4,0",1,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipM4RaDIUIiglKtBubfKIlhbl5Gt_QvO85i_DTEn, https://lh5.googleusercontent.com/p/AF1QipPxOB72uL-mEbaxhnEZ-zCs9FVUEvlwWAsxfVfN, "
GÓC QUÁN - ĐỒ ĂN ĐÊM,221 Đ. 17 Tháng 8,"3,0",3,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipObddWGmrNcpQK9qwV96rpbJfpFb7TKYGIttnZk, "
Hanos 75,75 Đ. Bình Thuận,"4,0",24,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipNH7xGbXgzQL304BACK_t7Vh7xcj9L7ahv2VjyM, https://lh5.googleusercontent.com/p/AF1QipMIO_PtUtvSKdzCR_ALXvTQxzPLQZkIS-ntO1J8, "
Nhà Hàng Phúc Lộc,km 9,"3,8",335,None,1-100.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipObvz5vzC3yhltAp-iwIi4XcsoZSv2Gws_w1uwP, https://lh5.googleusercontent.com/p/AF1QipMswaOeGqi0AlYOE25qmdsk0FF9Ol9HJrEZnA6Z, "
Quán Lá Thắng Quân,P64G+WX2,"3,6",39,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipMWroKSyjmQAIQOy85jnPBDwRu67rNLAibS-Tyc, https://lh5.googleusercontent.com/p/AF1QipOof5L45ZgwJ1jfDGd0RRG0l6RgRDmXcAawjRBD, "
Nhà hàng Siêu thị Hải sản Biển Đông,55 P. Hà Tuyên,"4,7",3,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipO0kHu8D_2irMwvJUq0drJRvJDjzUyt5W-iRGzX, https://lh5.googleusercontent.com/p/AF1QipPZprsJkRkq5TC-cFwnPsjnZySK1IRIJuvbclnS, "
Jollibee Vincom Plaza Tuyên Quang,260 Đ. Quang Trung,"4,8",49,None,1-100.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipNMMOcdSLevgiNpd5DX9AaFWuma0ebF7YN9ZIjn, https://lh5.googleusercontent.com/p/AF1QipPo0j_nopoOAucvZw8napjvdrnXkA0lnAsQ-kPH, "
Quán Ốc.35,140 Đ. 17 Tháng 8,"4,3",8,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipNKk3G85oyeaOAPKYCEFfelIvo9XYOXs5NSc9HW, https://lh5.googleusercontent.com/p/AF1QipPpSL_G9N7U47wbjcjAMWkz-hRDS_UScPnVtNBG, "
Gà Rán FKT Tuyên Quang,Tổ 14 Đường Bình Thuận,"5,0",27,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipOsWZjkh0KBEIQAmjHdago27mLRjobhtXuWegfG, https://lh5.googleusercontent.com/p/AF1QipO19B4On-fUEClzEIe790pQbWdyCIKJBRjbsat-, "
Nhà hàng Sơn Thủy 168,Tuyên Quang,"4,0",175,None,200.000-300.000 ₫,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipMRV_vOX6HDWfsDhaRsog3J1LZwE5LtB0hUtQ8w, https://lh5.googleusercontent.com/p/AF1QipMWn1Qw4S8eMsyTt1h72EhiYvWeY0IVyZSrrMut, "
Lẩu Thái Su Ki - đối diện cổng bể bơi Royal,4 Lê Lợi,"3,9",18,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipOn4fdIswPmJ_xG8InPtNWrrSnY3NFPvE-tkNw-, https://lh5.googleusercontent.com/p/AF1QipPnhuWMZPfsHqMYGrEq2yfxo2EQAhtoCWfCO7NK, "
Phở bò Nam Định,481 Đ. 17 Tháng 8,"4,1",64,None,None,Tuyên Quang,"https://lh5.googleusercontent.com/p/AF1QipPYdUD7N3SYiDmijjlM-_pG6jfoikBJpUNrdJoI, https://lh5.googleusercontent.com/p/AF1QipNtsC8O3f1ViW00_bSdj3rs4_djOCJjhO3uthR8, "
