name,score,category,price,address,province,review count,description images
Núi Các Mác,4.6,Thắng cảnh,Không có giá,"X2MX+MGM, Trường Hà, Hà Quảng, Cao Bằng",Cao Bằng,1.585,"https://lh3.googleusercontent.com/p/AF1QipOuX-MYb92_Soi31Gj_aauLudhqAa4UjzFR_TaL, https://lh3.googleusercontent.com/p/AF1QipMX4XOMbwCDrq4u8UhwFlDrvBJfQPf0A4iSO5s6, "
Vườn Quốc Gia Phia Oắc - Phia Đén,4.8,Công viên quốc gia,Không có giá,"HVMM+GG9, Thành Công, Nguyên Bình, Cao Bằng",Cao Bằng,118,"https://lh3.googleusercontent.com/p/AF1QipOyB7cuV9NlvLm9YgBS-XlRaeD-W195axpj_ddK, https://lh3.googleusercontent.com/p/AF1QipPNRWUpoSKzn3n290_2AYLDs3PiFTG_s-BIpr0y, "
Động Ngườm Ngao,4.5,Điểm thu hút khách du lịch,Không có giá,"cửa ra động ngườm ngao, gần, Đàm Thuỷ, Trùng Khánh, Cao Bằng",Cao Bằng,477,"https://lh3.googleusercontent.com/p/AF1QipPZ1TdCe5hVMMdQsAZbMGCt0QyQ6-_oTDbhYwB5, https://lh3.googleusercontent.com/p/AF1QipOCfdoUPA4kapVvHkx4YRj4pLEXdXwTmY2dYQJa, "
Thiên Sơn Thịnh An Gia,4.0,Quán cà phê,Không có giá,"M7P7+5QW, Ngọc Xuân, Cao Bằng",Cao Bằng,157,"https://lh3.googleusercontent.com/p/AF1QipMOv0MoQHoeEoNIMTEbdOjEBSKAZ51YD-E1fyOk, https://lh3.googleusercontent.com/p/AF1QipNPEe6LxToOgAj8np2TaVDwtLSvhf1u7cPI4dEY, "
Khu Di Tích Lịch Sử Chiến Thắng Đông Khê,4.4,Điểm mốc lịch sử,Không có giá,"CCJM+37V, TT. Đông Khê, Thạch An, Cao Bằng",Cao Bằng,259,"https://lh3.googleusercontent.com/p/AF1QipOcjNcioKfxbZk0Cw7Pstxkl6TyAo7qdAtN83I, https://lh3.googleusercontent.com/p/AF1QipNuxDr7nzAMhVOHeE6zECLjC51aUbb8NR6MUaXQ, "
Đền Kỳ Sầm,4.6,Nơi thờ cúng,Không có giá,"M6VP+F77 Xã, Vĩnh Quang, Cao Bằng",Cao Bằng,64,"https://lh3.googleusercontent.com/p/AF1QipNLG_RB3mZR2QBkRefIiGa4ffGNIxAPgP3h8IdJ, https://lh3.googleusercontent.com/p/AF1QipMCznuz5-UcqRb5hUtCVHdIdDL-9GhpIwU11Tj8, "
Khau Coc Cha Pass ( Đèo 15 Tầng ) - Cao Bang Loop Tours,4.7,Điểm thu hút khách du lịch,Không có giá,"Xuân Trường, Bảo Lạc, Cao Bằng 270000",Cao Bằng,676,"https://lh3.googleusercontent.com/p/AF1QipNgPQwKppWyUY586cw-4XLJHsRSKJ8Dut31uAFI, https://lh3.googleusercontent.com/p/AF1QipMG1OTEX3zakTbM5DLy5GMMjhIZVE-0o_8er_11, "
Hang Cốc Bó,4.5,Địa điểm lịch sử,Không có giá,"X3P2+R5J, Trường Hà, Hà Quảng, Cao Bằng",Cao Bằng,1.018,"https://lh3.googleusercontent.com/p/AF1QipMXslLiTxbjIX-7DLB78LTEJj6p450-1Ofgo72q, https://lh3.googleusercontent.com/p/AF1QipNXkHhY0u0wSSAHKoBzW-MXkiI2Cmf1duhu16Z_, "
suối Lê Nin,4.7,Sông,Không có giá,"Trường Hà, Hà Quảng, Cao Bằng",Cao Bằng,308,"https://lh3.googleusercontent.com/p/AF1QipPzHZj-QXlp6GZtxMvR2TnFkbDqHKH_O0cZSrC0, https://lh3.googleusercontent.com/p/AF1QipOkSHv5uTNDtThDwU7mpf7kFOxl0Ypm_l-kCqE_, "
Rừng trúc Nguyên Bình,4.4,Điểm thu hút khách du lịch,Không có giá,"MRMV+3JG, QL34, Vũ Nông, Nguyên Bình, Cao Bằng",Cao Bằng,72,"https://lh3.googleusercontent.com/p/AF1QipOUCAOnrvK2GXJGxsXuqex0c14H1R079k-jNws, https://lh3.googleusercontent.com/p/AF1QipMRSOaz4Ebujcc22mmRCrgE-5VGMZMG6edQwnM0, "
Cửa khẩu Sóc Giang,Chưa xét,Khu đất khép kín,Không có giá,"Sóc Hà, Hà Quảng, Cao Bằng",Cao Bằng,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipN5N7ElbOSiBwzyqyLobXe5YNnrNkWdHpPN91re, https://lh3.googleusercontent.com/p/AF1QipMjG7s8yQY0NuFRZmH2eVvZ7NkZWSuSzw_ubC0, "
Sông Quây Sơn,4.5,Sông,Không có giá,Không có địa chỉ cụ thể,Cao Bằng,106,"https://lh3.googleusercontent.com/p/AF1QipN5N7ElbOSiBwzyqyLobXe5YNnrNkWdHpPN91re, https://lh3.googleusercontent.com/p/AF1QipMjG7s8yQY0NuFRZmH2eVvZ7NkZWSuSzw_ubC0, "
đèo Khau Liêu,4.1,Đường vượt núi,Không có giá,"Trùng Khánh, Cao Bằng",Cao Bằng,24,"https://lh3.googleusercontent.com/p/AF1QipMkA7pFDtiXhjleQikBDdNnSui-rAh5l-RO79hu, https://lh3.googleusercontent.com/p/AF1QipOnQmlG1C0NK9iq7aQDmUPuSKdUnG2_pporIKW8, "
Hồ Bản Viết,4.5,Điểm thu hút khách du lịch,Không có giá,"RJ22+Q3F, Phong Châu, Trùng Khánh, Cao Bằng",Cao Bằng,88,"https://lh3.googleusercontent.com/p/AF1QipNI8nhbXspaebZrb2opaJI4V32ejJXUbV-4Xb99, https://lh3.googleusercontent.com/p/AF1QipNpOzqXiXTvJ-9_PxLI42ZGk_OzDnPcsjkBVvJp, "
Bến Ninh Kiều,4.4,Bến du thuyền,Không có giá,"106 Đường Hai Bà Trưng, Tân An, Ninh Kiều, Cần Thơ",Cần Thơ,14.225,"https://lh3.googleusercontent.com/p/AF1QipP1VIrWg_YJCn1g6yBUDiyJhjijMHZix8t8MR2t, https://lh3.googleusercontent.com/p/AF1QipMmB6CckzQRuX36vcz71Pgn6E1eZyM6hpf04cyZ, "
Chợ nổi Cái Răng,4.1,Chợ nổi,Không có giá,"An Bình, Ninh Kiều, Cần Thơ",Cần Thơ,5.405,"https://lh3.googleusercontent.com/p/AF1QipP1VIrWg_YJCn1g6yBUDiyJhjijMHZix8t8MR2t, https://lh3.googleusercontent.com/p/AF1QipMmB6CckzQRuX36vcz71Pgn6E1eZyM6hpf04cyZ, "
Nhà cổ Bình Thủy,4.1,Điểm thu hút khách du lịch,Không có giá,"144 Đ. Bùi Hữu Nghĩa, Bình Thuỷ, Bình Thủy, Cần Thơ",Cần Thơ,1.371,"https://lh3.googleusercontent.com/p/AF1QipOd4WPdA2z0v6boJnwRObY260s1PoKRl7fuggDX, https://lh3.googleusercontent.com/p/AF1QipMIO18WteglLI1vpy2ij18HOpZFYgBL8wgYIp0S, "
Thiền viện Trúc Lâm Phương Nam,4.5,Chùa phật giáo,Không có giá,"TL 923, Mỹ Khánh, Phong Điền, Cần Thơ",Cần Thơ,5.335,"https://lh3.googleusercontent.com/p/AF1QipP6wXq_eq2ttUlO1AB-zuPpA6FdBlUVbL6yTb73, https://lh3.googleusercontent.com/p/AF1QipMcMlyPxoqI-6zMjMZTVtWB5um9i9EiT9M9cBZf, "
Chùa Ông,4.6,Nơi thờ cúng,Miễn phí,"32 Đường Hai Bà Trưng, Tân An, Ninh Kiều, Cần Thơ",Cần Thơ,883,"https://lh3.googleusercontent.com/p/AF1QipNplVZQB-SgRg1HC4p0ZyvcaftBzdPBeeBAFXPs, https://lh3.googleusercontent.com/p/AF1QipMqjgUStfG6nro-fOEZKfHqN3MKmHt1S1biDRVp, "
Bảo Tàng thành phố Cần Thơ,4.2,Bảo tàng,Không có giá,"1 Đ. Hoà Bình, Tân An, Ninh Kiều, Cần Thơ",Cần Thơ,553,"https://lh3.googleusercontent.com/p/AF1QipNhB9CFJOhBouXzs0SxiKyL9NqNW1JjFJSIINGB, https://lh3.googleusercontent.com/p/AF1QipMuyV7ZeFCCQfxIr5E2qFijfqsCoTfINyHXXB1O, "
Đình Bình Thủy,4.5,Đình làng,Không có giá,"46/11A Lê Hồng Phong, Bình Thuỷ, Bình Thủy, Cần Thơ",Cần Thơ,710,"https://lh3.googleusercontent.com/p/AF1QipNHc_MpVY1fJ0Bk_nUSSyvjk5cDNeHe6XvXKKPX, https://lh3.googleusercontent.com/p/AF1QipOn-z4g3C5F0t7FyZvMnFjvRBPB_mfwWIKDkc0K, "
Chùa Munir Ansay,4.4,Chùa phật giáo,Miễn phí,"2QMM+CH7, 36 Đ. Hoà Bình, Tân An, Ninh Kiều, Cần Thơ",Cần Thơ,369,"https://lh3.googleusercontent.com/p/AF1QipO_rtOkO1H_t_FZj9VQBgm1MDJFnCNqTZ5kWbxH, https://lh3.googleusercontent.com/p/AF1QipP82B0iDhak0KiPX232LFJS-9-SQDKmraG_q24H, "
Chùa Nam Nhã,4.4,Chùa phật giáo,Không có giá,"612 Đ. Cách Mạng Tháng 8, Bùi Hữu Nghĩa, Bình Thủy, Cần Thơ",Cần Thơ,196,"https://lh3.googleusercontent.com/p/AF1QipMiehw2LEWoHkL_Pw96s1Em9GoNKPMdb63jtT9n, https://lh3.googleusercontent.com/p/AF1QipPJ2suz6Bu7z6d7Lk9ResDc1VEfGtV6uD6XQCtQ, "
Chùa PHẬT HỌC,4.7,Chùa phật giáo,Không có giá,"34 Đ. Hoà Bình, Tân An, Ninh Kiều, Cần Thơ",Cần Thơ,107,"https://lh3.googleusercontent.com/p/AF1QipOll8PojkhHvFunhM5ACGEvZeSejKYash7AyB7B, https://lh3.googleusercontent.com/p/AF1QipOB5BLkrarinx36liLwhtVbgCisw5WHQMrtnxNf, "
Công Viên Lưu Hữu Phước,4.4,Công viên,Không có giá,"Đ. Hoà Bình, An Lạc, Ninh Kiều, Cần Thơ",Cần Thơ,5.439,"https://lh3.googleusercontent.com/p/AF1QipPkaF8DDQgVxwblqwljocFrhpeqym9GubPLotcp, https://lh3.googleusercontent.com/p/AF1QipNSfi5JW2AfbP8frBUxPBydscaK1ZH2mYIh2_Af, "
Cầu đi bộ bến Ninh Kiều - Cần Thơ,4.6,Khu vực đi bộ,Không có giá,"2QPR+M82, Cầu đi bộ Ninh Kiều, Tân An, Ninh Kiều, Cần Thơ",Cần Thơ,14,"https://lh3.googleusercontent.com/p/AF1QipNrWQAg6gPHMbSyC3ecH9uj0HT-V45_wBSFtA2V, https://lh3.googleusercontent.com/p/AF1QipP6sXhmjuApea7AP0BQt1N6Bj8959dqTQsBnWNs, "
Làng du lịch Mỹ Khánh - Cổng 3,4.6,Điểm thu hút khách du lịch,Không có giá,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807",Cần Thơ,256,"https://lh3.googleusercontent.com/p/AF1QipOqBmtaY-IeVSwHMHU62AZjqOVw-39vTiXZJp0O, https://lh3.googleusercontent.com/p/AF1QipMfyJGMM4u2BIYvNQVYvCkJbxnXjWwLzvh2ZgR7, "
Chợ đêm Ninh Kiều,4.2,Chợ đêm,Không có giá,"2QJP+JWG, Đ. Phan Chu Trinh, Tân An, Ninh Kiều, Cần Thơ",Cần Thơ,948,"https://lh3.googleusercontent.com/p/AF1QipOl7ZDl6IoK8RZYbbO8F9JVMY9_l4rCy0HyHKEf, https://lh3.googleusercontent.com/p/AF1QipPM7K40XRBZvqiC2PCnN4V-xyKUU4IRfyyjiyRe, "
Lò hủ tiếu Chín Của,4.9,Nhà sản xuất,Không có giá,"XPWQ+PRH, An Bình, Ninh Kiều, Cần Thơ",Cần Thơ,14,"https://lh3.googleusercontent.com/p/AF1QipOZynsGBeSwSXWU8zfT8iXbFhuNRVAtfqsD_LcT, https://lh3.googleusercontent.com/p/AF1QipMMiync3HXAMkl5nZbHUtu76g4RGnzGGD98MmR6, "
Khám Lớn Cần Thơ,4.3,Bảo tàng,Không có giá,"8 Đ. Ngô Gia Tự, Tân An, Ninh Kiều, Cần Thơ",Cần Thơ,75,"https://lh3.googleusercontent.com/p/AF1QipMf_P8nPCEf6j_jCXqeX5g1diJ-k8zjEOFflC90, https://lh3.googleusercontent.com/p/AF1QipMrRpifsLqD3njGWcqc5MNTvTi4lJYxUOa2qleq, "
Chùa Quang Đức,4.3,Chùa phật giáo,Không có giá,"67 Đ. Mậu Thân, An Phú, Ninh Kiều, Cần Thơ",Cần Thơ,168,"https://lh3.googleusercontent.com/p/AF1QipONYDkkEhivD6jryUD6nxtAAsloXlqCCJto15Xm, https://lh3.googleusercontent.com/p/AF1QipO0OwKhQRiiRhkKCA-WHjyELiX88loChFyqjZVi, "
Vườn Cò Bằng Lăng,3.8,Nơi trú ẩn của động vật hoang dã,Không có giá,"7GJ4+J66, Thuận An, Thốt Nốt, Cần Thơ",Cần Thơ,657,"https://lh3.googleusercontent.com/p/AF1QipNeOgpSQZpTbzBRPpoyCLQMGrtdjWYPW7rpS0sK, https://lh3.googleusercontent.com/p/AF1QipP9BUZHntNGfFe77XshNrUjWPtyjYAErrX41_17, "
Vườn Ca Cao Mười Cương,4.3,Tham quan trang trại hộ gia đình,Không có giá,"Mỹ Khánh, Phong Điền, Cần Thơ",Cần Thơ,233,"https://lh3.googleusercontent.com/p/AF1QipNCIctoiIJMVe4No2yh8Hj_V3t9dB1AToyGrozo, https://lh3.googleusercontent.com/p/AF1QipPgM0JU5G9COJ-1fmLBvjqtWDbWKX8ogcKkqenV, "
Cồn Sơn,4.3,Đảo,Không có giá,"Bùi Hữu Nghĩa, Bình Thủy, Cần Thơ",Cần Thơ,416,"https://lh3.googleusercontent.com/p/AF1QipN6PQvCKPulgcqV8-sYqdEnpXau8Vl8AYVx7PtM, https://lh3.googleusercontent.com/p/AF1QipPG1bU3tJf-kCS-f_ni1jcyR_6NscNb-yo_Lk3e, "
Khu di tích Giàn Gừa,4.4,Nơi thờ cúng,Không có giá,"XPHF+C6J, Nhơn Nghĩa, Phong Điền, Cần Thơ",Cần Thơ,138,"https://lh3.googleusercontent.com/p/AF1QipOUax70LRyL_UOYJo77U4TelIOjmtzOTJ5GR0uZ, https://lh3.googleusercontent.com/p/AF1QipMERU76gt-DhOFOThn8RdIl1T2zwlsd-Cj6In-d, "
Bãi Tắm Cần Thơ,3.7,Bãi biển,Không có giá,"Sông Hậu, Cái Khế, Ninh Kiều, TP. Cần Thơ",Cần Thơ,446,"https://lh3.googleusercontent.com/p/AF1QipOUax70LRyL_UOYJo77U4TelIOjmtzOTJ5GR0uZ, https://lh3.googleusercontent.com/p/AF1QipMERU76gt-DhOFOThn8RdIl1T2zwlsd-Cj6In-d, "
Cầu Ninh Kiều,Chưa xét,Tuyến đường,Không có giá,"Ninh Kiều, Cần Thơ",Cần Thơ,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipMaCRac6bs5I3AdEE2sXqpb0pCzV1CEE3_vvsCw, https://lh3.googleusercontent.com/p/AF1QipMQIKODrJi6uOoGKrAdJG3ZD7ZasAqeMWHXPISU, "
Công Viên Tao Đàn,4.2,Công viên,Không có giá,"3 Phan Đình Phùng, Tân An, Ninh Kiều, Cần Thơ",Cần Thơ,156,"https://lh3.googleusercontent.com/p/AF1QipOh39mzslefnKxgtlZptHMAOVMUCUcbY8M6W7rx, https://lh3.googleusercontent.com/p/AF1QipPjPQZF2henTfy_3zNrZTFz7k2stVk8Go0nJuI, "
Khu di tích Vườn Mận,4.2,Bảo tàng lịch sử địa phương,Không có giá,"2P9M+3HF, Đ. Tạ Thị Phi, An Bình, Bình Thủy, Cần Thơ",Cần Thơ,192,"https://lh3.googleusercontent.com/p/AF1QipPV5-uy5nwgeKlQ9IobYIEgnX-ZJFuZBpo8zaiK, https://lh3.googleusercontent.com/p/AF1QipNwXvXCC9q0FWqV3b-77Kw6rDftIJv6nR1FUxlO, "
Đền thờ Vua Hùng,4.5,Trung tâm tâm linh,Không có giá,"Võ Văn Kiệt, Bình Thuỷ, Bình Thủy, Cần Thơ 900000",Cần Thơ,871,"https://lh3.googleusercontent.com/p/AF1QipOO0y5Hn0tvdCbfFuqlxEoZdv0jSW-5LjFUobh8, https://lh3.googleusercontent.com/p/AF1QipNQmW5flelKrHxaY-uWfNZn5lB6qwefD3LIhG2u, "
Cồn Ấu,Chưa xét,Khu dân cư,Không có giá,"Hưng Phú, Cái Răng, Cần Thơ",Cần Thơ,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipNlRh5G6deCeAY1CAYswA2leeaKSzpxgc-m9x21, https://lh3.googleusercontent.com/p/AF1QipMoog-B4ecGVu9y-QoVtt6vfRVQUkUs1SukkWio, "
Khu Du Lịch Sinh Thái Mỹ Khánh,3.9,Điểm thu hút khách du lịch,120.000 ₫,"335 Ấp Mỹ Nhơn, Mỹ Khánh, Phong Điền, Cần Thơ 94807",Cần Thơ,4.806,"https://lh3.googleusercontent.com/p/AF1QipNe0JmxsuqDMvPoyrU-F51XEFI4UERORLHKYt-M, https://lh3.googleusercontent.com/p/AF1QipM8gLMpeXWfU8vR9R3SJrWyH_PTNzI9F0B5vyZU, "
Chùa Thới Long Cổ Tự,Chưa xét,Khu đất khép kín,Không có giá,"120 Hùng Vương, An Cư, Ninh Kiều, Cần Thơ",Cần Thơ,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipO5jgIBYIw69ncV5p-UISnSe8q6JPjchV2YyxjE, https://lh3.googleusercontent.com/p/AF1QipMOmD2xUHlBqa34vD9A5p8jNgnNIqisDTV02Thl, "
Đường bích họa Cần Thơ xưa và nay,4.6,Bảo tàng lịch sử,Không có giá,"đường Đ. Trần Quốc Toản, Tân An, Ninh Kiều, Cần Thơ",Cần Thơ,16,"https://lh3.googleusercontent.com/p/AF1QipMA9L3AyiW7LJbKKoBAxswoWd8zSEk5spfLED1r, https://lh3.googleusercontent.com/p/AF1QipOrwY_SugVYxjHD_5Giov2HiKbEziF-gn9cHxR3, "
Làng Du Lịch Sinh Thái Ông Đề,3.9,Điểm thu hút khách du lịch,Không có giá,"Mỹ Khánh, Phong Điền, Cần Thơ",Cần Thơ,1.434,"https://lh3.googleusercontent.com/p/AF1QipMw6g15U0Qi9mWfS2H8NJ9YlYhZqVmyMtLvmVqC, https://lh3.googleusercontent.com/p/AF1QipNq2p4YZZkh6acoanCLEZ_fn2OV20a988XcYwJo, "
Bảo tàng Quân khu 9,4.4,Bảo tàng chiến tranh,Không có giá,"6 Đ. Hoà Bình, Tân An, Ninh Kiều, Cần Thơ",Cần Thơ,684,"https://lh3.googleusercontent.com/p/AF1QipMyWBzCa8lvjwB8tx88fc11tMpm-2nczemHOROH, https://lh3.googleusercontent.com/p/AF1QipMndj5F2cMTV00NnB-4hh_A4jSzJ2DqBSbJ6Kiq, "
Khu tưởng niệm Thủ khoa Bùi Hữu Nghĩa,4.6,Nơi thờ cúng,Không có giá,"416 Huỳnh Mẫn Đạt, Bùi Hữu Nghĩa, Bình Thủy, Cần Thơ",Cần Thơ,19,"https://lh3.googleusercontent.com/p/AF1QipOkpJlbw3yOxUW21GVUSyi5vRAb9LzCL2V0oGI, https://lh3.googleusercontent.com/p/AF1QipOag3MKB7HXzvpc07bxOUjvupmXn9WPIMQWuDmA, "
Pizza hủ tiếu Sáu Hoài,4.1,Nhà hàng,Không có giá,"14 476, An Bình, Ninh Kiều, Cần Thơ",Cần Thơ,203,"https://lh3.googleusercontent.com/p/AF1QipP6bGwT0R_19hn-f_7BcSLY9jNWe-RxfUQ3jk7I, https://lh3.googleusercontent.com/p/AF1QipNm8_MSTy0TeuxiNy_7v5Q2-VQMVZypqnEGGOHL, "
Chợ Cần Thơ,4.2,Chợ,Không có giá,"2QJQ+H65 Market, Đường Hai Bà Trưng, Street, Ninh Kiều, Cần Thơ",Cần Thơ,1.177,"https://lh3.googleusercontent.com/p/AF1QipPXNoni63M6yOlqWGeVC4oUgChMYS1Hgart0Mkz, https://lh3.googleusercontent.com/p/AF1QipNGyZzQyWnv8nDw_eRgBmv3ksoaPbPekWxfKUau, "
Chùa Pothisomron,4.4,Chùa phật giáo,Không có giá,"1144 QL91, Châu Văn Liêm, Ô Môn, Cần Thơ",Cần Thơ,77,"https://lh3.googleusercontent.com/p/AF1QipPU_G-LzeNEQaQ9A5k96C6GDPk_XX42b3Yk17jt, https://lh3.googleusercontent.com/p/AF1QipP4G9SBtHo7ixymzOwTpFP8lhJyYieGkKVDApB1, "
Vườn Sinh Thái Xẻo Nhum,4.1,Nhà hàng,Không có giá,"XQXG+5R4, Khu dân cư Hồng Loan, Hưng Thành, Cái Răng, Cần Thơ",Cần Thơ,không có đánh giá,"https://lh3.googleusercontent.com/p/AF1QipObJiupd7Y6Y4R9glEkvvjovWVliVRbHOGPo3KI, https://lh3.googleusercontent.com/p/AF1QipPPQZmo-YhNcPvW3s_QVwEi1s4th3FFg2Br30iI, "
Museum of Tarot - Bảo Tàng Tarot,4.6,Bảo tàng,Không có giá,"44 Đ. Nguyễn Khuyến, Tân An, Ninh Kiều, Cần Thơ 900000",Cần Thơ,196,"https://lh3.googleusercontent.com/p/AF1QipMytnM_blDx-DrsH8rzWO7lRJ1cGfSlJaDWjoqw, https://lh3.googleusercontent.com/p/AF1QipNN-hWA9xcUlF-njkCrZkVpzFT2DtObYtmSS80c, "
Bánh Hỏi Út Dzách,4.2,Nhà hàng,Không có giá,"XM8F+78F, Lộ Nhơn Phú, Nhơn ái, Phong Điền, Cần Thơ",Cần Thơ,214,"https://lh3.googleusercontent.com/p/AF1QipO3WRXbls8Zj8wlNTc8ApcS7K0Wb0KTU7GPRUzH, https://lh3.googleusercontent.com/p/AF1QipMcV2dl_MLHDwrJMZU39kSS7My5YqbaOuHnQ8yu, "
Trung Tâm Phát Triển Du Lịch Thành Phố Cần Thơ,4.4,Hiệp hội/Tổ chức,Không có giá,"98 Phan Đình Phùng, Tân An, Ninh Kiều, Cần Thơ",Cần Thơ,24,"https://lh3.googleusercontent.com/p/AF1QipOpnYSGPFYAJzTMYPg9gkR06VXVxo7ftctuwuZY, https://lh3.googleusercontent.com/p/AF1QipMWPJlbo8ZUeXx0KpBaPCZlQQ9bNeSN1GY2CBo, "
Bảo Gia Trang Viên - The Green Resort,4.3,Khách sạn nghỉ dưỡng,Không có giá,"268 Huỳnh Thị Nở, KV, Phú Qưới, Cái Răng, Cần Thơ",Cần Thơ,không có đánh giá,"//lh3.googleusercontent.com/proxy/UX7uGUu5U-689LAvy020ocFvtRtCVxjjI_6YTJ7dRNEQ2uvhw-QZDqTOOGO6iV0SX9pgI80onQiwFqfzm5r9PD7DEYFKIN5BDCyvVD0EMMvDz80COSUg_LScp9KI0GEcb2Aee4wU6MDXYW8KK9A-zLb4dA70mA, //lh3.googleusercontent.com/proxy/lHFHhuFXds_qqEWQ4FUbmMl0JzymksIX4PEM1VrD1iAG31LPoddlrgF_n61Gb8enCwComAh2adGsLZDhVeF9q9XqHb3CmElKEn3Os45yn8qEmwHR_4-xKXwQWvlgus0xC1CJm4uskKdZyp-RAtWu-BmwvHObbw, "
